"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2018/01/01 00:00:00","NINE_MILE_1","23575","50.97","-1.83","-4.71","1"
"2018/01/01 01:00:00","NINE_MILE_1","23575","54.3","-2.02","-4.47","1"
"2018/01/01 02:00:00","NINE_MILE_1","23575","43.83","-1.49","-5","1"
"2018/01/01 03:00:00","NINE_MILE_1","23575","43.63","-1.48","-5.15","1"
"2018/01/01 04:00:00","NINE_MILE_1","23575","45.77","-1.57","-4.82","1"
"2018/01/01 05:00:00","NINE_MILE_1","23575","59.84","-2.2","-4.06","1"
"2018/01/01 06:00:00","NINE_MILE_1","23575","70.36","-2.77","-2.23","1"
"2018/01/01 07:00:00","NINE_MILE_1","23575","54.22","-2.19","-4.33","1"
"2018/01/01 08:00:00","NINE_MILE_1","23575","58.99","-2.5","-4.58","1"
"2018/01/01 09:00:00","NINE_MILE_1","23575","64.72","-2.72","-5.55","1"
"2018/01/01 10:00:00","NINE_MILE_1","23575","60.6","-2.45","-6.14","1"
"2018/01/01 11:00:00","NINE_MILE_1","23575","44.92","-1.68","-6.6","1"
"2018/01/01 12:00:00","NINE_MILE_1","23575","42.33","-1.68","-5.82","1"
"2018/01/01 13:00:00","NINE_MILE_1","23575","32.89","-1.17","-6.16","1"
"2018/01/01 14:00:00","NINE_MILE_1","23575","32.83","-1.17","-6.14","1"
"2018/01/01 15:00:00","NINE_MILE_1","23575","44.23","-1.86","-5.6","1"
"2018/01/01 16:00:00","NINE_MILE_1","23575","88.81","-4.34","-2.79","1"
"2018/01/01 17:00:00","NINE_MILE_1","23575","160.61","-8.09","-0.11","1"
"2018/01/01 18:00:00","NINE_MILE_1","23575","166.46","-8.21","0","1"
"2018/01/01 19:00:00","NINE_MILE_1","23575","111.4","-5.46","-3.04","1"
"2018/01/01 20:00:00","NINE_MILE_1","23575","93.67","-4.43","-3.76","1"
"2018/01/01 21:00:00","NINE_MILE_1","23575","70.46","-3.18","-4.39","1"
"2018/01/01 22:00:00","NINE_MILE_1","23575","54.63","-2.33","-5.22","1"
"2018/01/01 23:00:00","NINE_MILE_1","23575","55.48","-2.29","-4.48","1"
"2018/01/02 00:00:00","NINE_MILE_1","23575","97.8","-4","-1.92","1"
"2018/01/02 01:00:00","NINE_MILE_1","23575","83.27","-3.37","-2.41","1"
"2018/01/02 02:00:00","NINE_MILE_1","23575","81.35","-3.28","-2.75","1"
"2018/01/02 03:00:00","NINE_MILE_1","23575","59.97","-2.14","-4.28","1"
"2018/01/02 04:00:00","NINE_MILE_1","23575","85.94","-3.39","-2.4","1"
"2018/01/02 05:00:00","NINE_MILE_1","23575","128.35","-5.21","0","1"
"2018/01/02 06:00:00","NINE_MILE_1","23575","169.02","-6.49","0","1"
"2018/01/02 07:00:00","NINE_MILE_1","23575","180.71","-7.34","0","1"
"2018/01/02 08:00:00","NINE_MILE_1","23575","183.9","-8.05","0","1"
"2018/01/02 09:00:00","NINE_MILE_1","23575","142.1","-6.12","-2.3","1"
"2018/01/02 10:00:00","NINE_MILE_1","23575","101.76","-4.23","-5.18","1"
"2018/01/02 11:00:00","NINE_MILE_1","23575","67.35","-2.8","-6.39","1"
"2018/01/02 12:00:00","NINE_MILE_1","23575","58.82","-2.48","-6.08","1"
"2018/01/02 13:00:00","NINE_MILE_1","23575","50.83","-2.11","-6.09","1"
"2018/01/02 14:00:00","NINE_MILE_1","23575","48.18","-2.03","-6.07","1"
"2018/01/02 15:00:00","NINE_MILE_1","23575","54.98","-2.37","-5.8","1"
"2018/01/02 16:00:00","NINE_MILE_1","23575","81.23","-3.73","-5.64","1"
"2018/01/02 17:00:00","NINE_MILE_1","23575","144.95","-6.94","-4.15","1"
"2018/01/02 18:00:00","NINE_MILE_1","23575","120.83","-5.69","-5.43","1"
"2018/01/02 19:00:00","NINE_MILE_1","23575","99.57","-4.52","-5.76","1"
"2018/01/02 20:00:00","NINE_MILE_1","23575","98.24","-4.52","-4.53","1"
"2018/01/02 21:00:00","NINE_MILE_1","23575","73.13","-2.91","-5.04","1"
"2018/01/02 22:00:00","NINE_MILE_1","23575","49.95","-1.73","-6.08","1"
"2018/01/02 23:00:00","NINE_MILE_1","23575","60.34","-2.32","-4.63","1"
"2018/01/03 00:00:00","NINE_MILE_1","23575","73.24","-2.61","-3.34","1"
"2018/01/03 01:00:00","NINE_MILE_1","23575","83.66","-2.86","-2.45","1"
"2018/01/03 02:00:00","NINE_MILE_1","23575","75.11","-2.46","-2.89","1"
"2018/01/03 03:00:00","NINE_MILE_1","23575","56.09","-1.61","-4.06","1"
"2018/01/03 04:00:00","NINE_MILE_1","23575","69.05","-2.04","-3.08","1"
"2018/01/03 05:00:00","NINE_MILE_1","23575","98.21","-3.3","-1.5","1"
"2018/01/03 06:00:00","NINE_MILE_1","23575","157.95","-6.59","0","1"
"2018/01/03 07:00:00","NINE_MILE_1","23575","179.79","-7.5","0","1"
"2018/01/03 08:00:00","NINE_MILE_1","23575","168.5","-7.17","-0.9","1"
"2018/01/03 09:00:00","NINE_MILE_1","23575","145.28","-6.43","-2.04","1"
"2018/01/03 10:00:00","NINE_MILE_1","23575","161.67","-7.26","0","1"
"2018/01/03 11:00:00","NINE_MILE_1","23575","83.39","-3.65","-4.05","1"
"2018/01/03 12:00:00","NINE_MILE_1","23575","80.43","-3.72","-3.18","1"
"2018/01/03 13:00:00","NINE_MILE_1","23575","77.08","-3.5","-2.87","1"
"2018/01/03 14:00:00","NINE_MILE_1","23575","71.03","-3.2","-3.01","1"
"2018/01/03 15:00:00","NINE_MILE_1","23575","82.28","-3.77","-2.32","1"
"2018/01/03 16:00:00","NINE_MILE_1","23575","146.55","-6.58","0","1"
"2018/01/03 17:00:00","NINE_MILE_1","23575","191.14","-8.37","0","1"
"2018/01/03 18:00:00","NINE_MILE_1","23575","185.52","-8.13","0","1"
"2018/01/03 19:00:00","NINE_MILE_1","23575","152.32","-6.65","-0.61","1"
"2018/01/03 20:00:00","NINE_MILE_1","23575","130.46","-5.82","-0.87","1"
"2018/01/03 21:00:00","NINE_MILE_1","23575","77.9","-2.86","-3.34","1"
"2018/01/03 22:00:00","NINE_MILE_1","23575","54.88","-1.88","-4.53","1"
"2018/01/03 23:00:00","NINE_MILE_1","23575","37.79","-1.14","-5.26","1"
"2018/01/04 00:00:00","NINE_MILE_1","23575","88.03","-2.87","-1.31","1"
"2018/01/04 01:00:00","NINE_MILE_1","23575","83.79","-2.74","-1.14","1"
"2018/01/04 02:00:00","NINE_MILE_1","23575","80.72","-2.63","-1.26","1"
"2018/01/04 03:00:00","NINE_MILE_1","23575","81.2","-2.73","-1.05","1"
"2018/01/04 04:00:00","NINE_MILE_1","23575","85.98","-2.9","-0.88","1"
"2018/01/04 05:00:00","NINE_MILE_1","23575","111.93","-3.7","-0.06","1"
"2018/01/04 06:00:00","NINE_MILE_1","23575","136.45","-5.39","0","1"
"2018/01/04 07:00:00","NINE_MILE_1","23575","154.81","-6.12","0","1"
"2018/01/04 08:00:00","NINE_MILE_1","23575","162.1","-6.76","0","1"
"2018/01/04 09:00:00","NINE_MILE_1","23575","158.72","-6.79","0","1"
"2018/01/04 10:00:00","NINE_MILE_1","23575","159.98","-6.85","0","1"
"2018/01/04 11:00:00","NINE_MILE_1","23575","130.78","-4.97","-1.31","1"
"2018/01/04 12:00:00","NINE_MILE_1","23575","115.8","-4.15","-1.41","1"
"2018/01/04 13:00:00","NINE_MILE_1","23575","108.11","-3.87","-1.36","1"
"2018/01/04 14:00:00","NINE_MILE_1","23575","100.15","-3.58","-1.66","1"
"2018/01/04 15:00:00","NINE_MILE_1","23575","110.83","-4.22","-0.88","1"
"2018/01/04 16:00:00","NINE_MILE_1","23575","131.44","-4.98","-1.66","1"
"2018/01/04 17:00:00","NINE_MILE_1","23575","176.55","-6.94","-0.74","1"
"2018/01/04 18:00:00","NINE_MILE_1","23575","166.86","-6.55","-0.97","1"
"2018/01/04 19:00:00","NINE_MILE_1","23575","147.52","-5.61","-1.45","1"
"2018/01/04 20:00:00","NINE_MILE_1","23575","131.98","-4.87","-1.35","1"
"2018/01/04 21:00:00","NINE_MILE_1","23575","121.24","-4.23","-0.99","1"
"2018/01/04 22:00:00","NINE_MILE_1","23575","72.7","-2.22","-3.23","1"
"2018/01/04 23:00:00","NINE_MILE_1","23575","72.38","-2.24","-2.48","1"
"2018/01/05 00:00:00","NINE_MILE_1","23575","122.04","-4.69","0","1"
"2018/01/05 01:00:00","NINE_MILE_1","23575","110.01","-4.32","-0.57","1"
"2018/01/05 02:00:00","NINE_MILE_1","23575","104.48","-4.2","-0.92","1"
"2018/01/05 03:00:00","NINE_MILE_1","23575","109.27","-4.42","-0.36","1"
"2018/01/05 04:00:00","NINE_MILE_1","23575","120.02","-4.74","0","1"
"2018/01/05 05:00:00","NINE_MILE_1","23575","149.5","-5.58","0","1"
"2018/01/05 06:00:00","NINE_MILE_1","23575","187.72","-6.81","0","1"
"2018/01/05 07:00:00","NINE_MILE_1","23575","213.71","-8.68","0","1"
"2018/01/05 08:00:00","NINE_MILE_1","23575","215.48","-9.67","-0.18","1"
"2018/01/05 09:00:00","NINE_MILE_1","23575","209.11","-9.35","-0.86","1"
"2018/01/05 10:00:00","NINE_MILE_1","23575","195.76","-8.7","-1.96","1"
"2018/01/05 11:00:00","NINE_MILE_1","23575","182.09","-7.73","-1.45","1"
"2018/01/05 12:00:00","NINE_MILE_1","23575","173.84","-7.54","-1.61","1"
"2018/01/05 13:00:00","NINE_MILE_1","23575","167.31","-7.1","-1.53","1"
"2018/01/05 14:00:00","NINE_MILE_1","23575","158.23","-6.52","-1.84","1"
"2018/01/05 15:00:00","NINE_MILE_1","23575","167.14","-6.9","-1.62","1"
"2018/01/05 16:00:00","NINE_MILE_1","23575","172.51","-7.28","-2.41","1"
"2018/01/05 17:00:00","NINE_MILE_1","23575","224.77","-10.21","-2.91","1"
"2018/01/05 18:00:00","NINE_MILE_1","23575","240.22","-10.46","-1.37","1"
"2018/01/05 19:00:00","NINE_MILE_1","23575","229.58","-10.03","-0.55","1"
"2018/01/05 20:00:00","NINE_MILE_1","23575","184.34","-7.79","-2.38","1"
"2018/01/05 21:00:00","NINE_MILE_1","23575","184.46","-7.83","-1.54","1"
"2018/01/05 22:00:00","NINE_MILE_1","23575","173.64","-7.19","-1.29","1"
"2018/01/05 23:00:00","NINE_MILE_1","23575","154.9","-6.08","-0.95","1"
"2018/01/06 00:00:00","NINE_MILE_1","23575","130.17","-4.67","-1.59","1"
"2018/01/06 01:00:00","NINE_MILE_1","23575","116.34","-4.15","-1.89","1"
"2018/01/06 02:00:00","NINE_MILE_1","23575","105.85","-3.75","-2.59","1"
"2018/01/06 03:00:00","NINE_MILE_1","23575","115.89","-4.26","-1.57","1"
"2018/01/06 04:00:00","NINE_MILE_1","23575","117.88","-4.22","-1.53","1"
"2018/01/06 05:00:00","NINE_MILE_1","23575","136.23","-5.19","-0.96","1"
"2018/01/06 06:00:00","NINE_MILE_1","23575","154.86","-5.72","-1.61","1"
"2018/01/06 07:00:00","NINE_MILE_1","23575","171.06","-6.89","-1.43","1"
"2018/01/06 08:00:00","NINE_MILE_1","23575","197.38","-8.01","0","1"
"2018/01/06 09:00:00","NINE_MILE_1","23575","238.02","-9.93","0","1"
"2018/01/06 10:00:00","NINE_MILE_1","23575","221.22","-8.98","0","1"
"2018/01/06 11:00:00","NINE_MILE_1","23575","175.66","-7.19","-3.23","1"
"2018/01/06 12:00:00","NINE_MILE_1","23575","148.35","-5.89","-3.4","1"
"2018/01/06 13:00:00","NINE_MILE_1","23575","141.47","-5.47","-2.99","1"
"2018/01/06 14:00:00","NINE_MILE_1","23575","137.44","-5.01","-3.04","1"
"2018/01/06 15:00:00","NINE_MILE_1","23575","138.68","-4.92","-3.01","1"
"2018/01/06 16:00:00","NINE_MILE_1","23575","174.87","-7.04","-1.55","1"
"2018/01/06 17:00:00","NINE_MILE_1","23575","272.36","-10.76","0","1"
"2018/01/06 18:00:00","NINE_MILE_1","23575","277.48","-11.27","0","1"
"2018/01/06 19:00:00","NINE_MILE_1","23575","240.68","-9.5","-0.24","1"
"2018/01/06 20:00:00","NINE_MILE_1","23575","171.03","-6.25","-3.39","1"
"2018/01/06 21:00:00","NINE_MILE_1","23575","174.77","-6.45","-1.91","1"
"2018/01/06 22:00:00","NINE_MILE_1","23575","143.27","-5.38","-3.21","1"
"2018/01/06 23:00:00","NINE_MILE_1","23575","143.14","-5.13","-1.91","1"
"2018/01/07 00:00:00","NINE_MILE_1","23575","127.58","-4.46","-0.91","1"
"2018/01/07 01:00:00","NINE_MILE_1","23575","115.07","-4.13","-1.42","1"
"2018/01/07 02:00:00","NINE_MILE_1","23575","106.12","-3.79","-1.68","1"
"2018/01/07 03:00:00","NINE_MILE_1","23575","106.12","-3.79","-1.62","1"
"2018/01/07 04:00:00","NINE_MILE_1","23575","127.55","-4.89","-0.08","1"
"2018/01/07 05:00:00","NINE_MILE_1","23575","135.02","-5.33","0","1"
"2018/01/07 06:00:00","NINE_MILE_1","23575","135.1","-6.02","-0.95","1"
