"Eastern Date Hour","Gen Name","Gen PTID","DAM Gen LBMP","DAM Gen Losses","DAM Gen Congestion","DAM Gen Price Version"
"2021/01/01 00:00:00","NINE_MILE_1","23575","12.83","-0.29","-0.58","1"
"2021/01/01 01:00:00","NINE_MILE_1","23575","12.05","-0.28","-0.51","1"
"2021/01/01 02:00:00","NINE_MILE_1","23575","12.33","-0.28","-0.43","1"
"2021/01/01 03:00:00","NINE_MILE_1","23575","12.55","-0.3","-0.41","1"
"2021/01/01 04:00:00","NINE_MILE_1","23575","10.61","-0.25","-0.55","1"
"2021/01/01 05:00:00","NINE_MILE_1","23575","9.76","-0.23","-0.61","1"
"2021/01/01 06:00:00","NINE_MILE_1","23575","10.6","-0.25","-0.54","1"
"2021/01/01 07:00:00","NINE_MILE_1","23575","10.63","-0.26","-0.6","1"
"2021/01/01 08:00:00","NINE_MILE_1","23575","12.56","-0.32","-0.39","1"
"2021/01/01 09:00:00","NINE_MILE_1","23575","13.27","-0.33","-0.32","1"
"2021/01/01 10:00:00","NINE_MILE_1","23575","14.47","-0.38","-0.34","1"
"2021/01/01 11:00:00","NINE_MILE_1","23575","13.31","-0.35","-0.38","1"
"2021/01/01 12:00:00","NINE_MILE_1","23575","14.37","-0.37","-0.34","1"
"2021/01/01 13:00:00","NINE_MILE_1","23575","15.35","-0.42","-0.24","1"
"2021/01/01 14:00:00","NINE_MILE_1","23575","15.1","-0.41","-0.26","1"
"2021/01/01 15:00:00","NINE_MILE_1","23575","16.23","-0.43","-0.19","1"
"2021/01/01 16:00:00","NINE_MILE_1","23575","18.58","-0.47","-0.25","1"
"2021/01/01 17:00:00","NINE_MILE_1","23575","23.33","-0.57","-0.22","1"
"2021/01/01 18:00:00","NINE_MILE_1","23575","20.36","-0.51","-0.26","1"
"2021/01/01 19:00:00","NINE_MILE_1","23575","16.1","-0.39","-0.35","1"
"2021/01/01 20:00:00","NINE_MILE_1","23575","14.35","-0.33","-0.44","1"
"2021/01/01 21:00:00","NINE_MILE_1","23575","10.4","-0.25","-0.74","1"
"2021/01/01 22:00:00","NINE_MILE_1","23575","10.35","-0.25","-0.67","1"
"2021/01/01 23:00:00","NINE_MILE_1","23575","9.43","-0.21","-0.7","1"
"2021/01/02 00:00:00","NINE_MILE_1","23575","9.54","-0.2","-0.77","1"
"2021/01/02 01:00:00","NINE_MILE_1","23575","7.04","-0.14","-0.87","1"
"2021/01/02 02:00:00","NINE_MILE_1","23575","6.7","-0.15","-0.85","1"
"2021/01/02 03:00:00","NINE_MILE_1","23575","7.06","-0.15","-0.81","1"
"2021/01/02 04:00:00","NINE_MILE_1","23575","6.13","-0.13","-0.87","1"
"2021/01/02 05:00:00","NINE_MILE_1","23575","6.99","-0.16","-0.83","1"
"2021/01/02 06:00:00","NINE_MILE_1","23575","7.14","-0.15","-0.87","1"
