RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__NewBOP__production__electricity,Dispatch__NewBOP__production__heat,Dispatch__Charger__production__tes_heat,Dispatch__Charger__production__reactor_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Grid__production__electricity,price,ProbabilityWeight,prefix,PointProbability
0,0.0,12,2018,1.0,203.0,4.37496116505e-09,-4.37496116505e-09,-4.16847228503e-09,9.67162943163e-09,203.000000004,-203.000000004,900.468262664,-203.000000001,-8.65042355159e-09,5.29666826658e-09,-5.29666826658e-09,4.16847228503e-09,19.1869408532,1.0,1,1.0
0,0.0,13,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405723,-1.55148405723,496.361048029,-9.02616904093e-09,200.669765145,-202.221249193,202.221249193,-173.981668774,98.8515979427,1.0,1,1.0
0,0.0,14,2018,1.0,203.0,-126.96119126,126.96119126,117.469009402,-272.549905805,76.0388087397,-76.0388087397,634.573515353,7.70413449333e-09,69.5499057973,-145.588714545,145.588714545,-117.469009402,32.7902116292,1.0,1,1.0
0,0.0,15,2018,1.0,203.0,-9.79388696789e-08,9.79388696789e-08,8.60330545716e-08,-1.99612655619e-07,202.999999902,-202.999999902,900.468262466,-202.999999792,-8.60570114551e-09,-1.0167378594e-07,1.0167378594e-07,-8.60330545716e-08,38.5087276555,1.0,1,1.0
0,0.0,16,2018,1.0,203.0,-201.448651417,201.448651417,173.981668774,-403.669765137,1.55134858312,-1.55134858312,487.647785779,-82.6612636827,283.331028819,-202.22111372,202.22111372,-173.981668774,178.306223662,1.0,1,1.0
0,0.0,17,2018,1.0,203.0,4.72877856842e-09,-4.72877856842e-09,-4.19063775011e-09,9.72305742486e-09,203.000000005,-203.000000005,900.468262664,-203.000000003,-7.19252461678e-09,4.99427885644e-09,-4.99427885644e-09,4.19063775011e-09,-3.93671067388,1.0,1,1.0
0,0.0,18,2018,1.0,203.0,5.00440059951e-09,-5.00440059951e-09,-3.45616741363e-09,8.01894991561e-09,203.000000005,-203.000000005,814.767959091,-1016.02446636,813.024466351,3.0145493161e-09,-3.0145493161e-09,3.45616741363e-09,-15.8536277011,1.0,1,1.0
0,0.0,19,2018,1.0,203.0,4.25147519207e-09,-4.25147519207e-09,-4.1226725091e-09,9.56536545035e-09,203.000000004,-203.000000004,900.468262664,-203.000000001,-8.57084796174e-09,5.31389025828e-09,-5.31389025828e-09,4.1226725091e-09,38.9680885302,1.0,1,1.0
0,1.0,0,2018,1.0,203.0,-163.974057977,163.974057977,148.499724134,-344.546923744,39.0259420226,-39.0259420226,751.264704375,8.20582491013e-09,141.546923736,-180.572865766,180.572865766,-148.499724134,32.4057636532,1.0,1,1.0
0,1.0,1,2018,1.0,203.0,-85.587145196,85.587145196,67.7852491537,-157.274359985,117.412854804,-117.412854804,943.847413636,-45.7256400078,-6.76165347743e-09,-71.6872147894,71.6872147894,-67.7852491537,16.1586946182,1.0,1,1.0
0,1.0,2,2018,1.0,203.0,4.07928647558e-09,-4.07928647558e-09,-3.70584994399e-09,8.59825973083e-09,203.000000004,-203.000000004,620.875359871,-525.900279251,322.900279242,4.51897325525e-09,-4.51897325525e-09,3.70584994399e-09,-11.6494818092,1.0,1,1.0
0,1.0,3,2018,1.0,203.0,-101.499998596,101.499998596,87.492999999,-202.999999998,101.500001404,-101.500001404,900.468262668,6.59852252531e-09,-9.02805650517e-09,-101.500001402,101.500001402,-87.492999999,90.4240852137,1.0,1,1.0
0,1.0,4,2018,1.0,203.0,-1.47688582457e-06,1.47688582457e-06,9.75622785513e-07,-2.26362595247e-06,202.999998523,-202.999998523,943.847413637,-202.999997729,-7.66525727248e-09,-7.86740127897e-07,7.86740127897e-07,-9.75622785513e-07,22.4000863843,1.0,1,1.0
0,1.0,5,2018,1.0,203.0,-85.5871451973,85.5871451973,67.7852491552,-157.274359989,117.412854803,-117.412854803,943.847413635,-45.7256400028,-8.259415837e-09,-71.6872147916,71.6872147916,-67.7852491552,30.0631555984,1.0,1,1.0
0,1.0,6,2018,1.0,203.0,4.6006975183e-09,-4.6006975183e-09,-4.18177501049e-09,9.70249422387e-09,203.000000005,-203.000000005,688.943757546,-203.000000002,-7.54867159067e-09,5.10179670557e-09,-5.10179670557e-09,4.18177501049e-09,0.179519215021,1.0,1,1.0
0,1.0,7,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405701,-1.55148405701,284.836542911,7.53885979138e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,37.1768564241,1.0,1,1.0
0,1.0,8,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405703,-1.55148405703,366.099285096,6.14461389008e-09,200.66976513,-202.221249193,202.221249193,-173.981668774,43.2690691818,1.0,1,1.0
0,1.0,9,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405682,-1.55148405682,284.836542911,6.48305831725e-09,200.66976513,-202.221249193,202.221249193,-173.981668774,57.8096552571,1.0,1,1.0
0,1.0,10,2018,1.0,203.0,-101.499998464,101.499998464,87.4929998289,-202.999999603,101.500001536,-101.500001536,496.36104841,-3.9718687164e-07,2.9308491261e-10,-101.500001139,101.500001139,-87.4929998289,23.8826336972,1.0,1,1.0
0,1.0,11,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405684,-1.55148405684,634.573515351,7.37933704875e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,90.1656043117,1.0,1,1.0
0,1.0,12,2018,1.0,203.0,-201.448515942,201.448515942,173.981668773,-403.669765135,1.55148405805,-1.55148405805,688.943757546,8.6504235516e-09,200.669765126,-202.221249193,202.221249193,-173.981668773,45.8726951516,1.0,1,1.0
0,1.0,13,2018,1.0,203.0,-126.909919809,126.909919809,117.469009398,-272.549905795,76.0900801905,-76.0900801905,423.04901024,-9.02616904433e-09,69.5499058044,-145.639985986,145.639985986,-117.469009398,30.9397977458,1.0,1,1.0
0,1.0,14,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405672,-1.55148405672,423.049010233,7.70413449338e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,127.259672471,1.0,1,1.0
0,1.0,15,2018,1.0,203.0,-85.5871451183,85.5871451183,67.7852490648,-157.274359779,117.412854882,-117.412854882,943.847413637,-45.7256402123,-8.60570114548e-09,-71.6872146608,71.6872146608,-67.7852490648,38.6189134346,1.0,1,1.0
0,1.0,16,2018,1.0,203.0,-201.448522689,201.448522689,173.981668774,-403.669765136,1.55147731096,-1.55147731096,267.476802973,-82.0276896764,282.697454812,-202.221242447,202.221242447,-173.981668774,42.3187973607,1.0,1,1.0
0,1.0,17,2018,1.0,203.0,-85.5871451968,85.5871451968,67.7852491546,-157.274359988,117.412854803,-117.412854803,943.847413637,-45.7256400052,-7.19252461667e-09,-71.6872147907,71.6872147907,-67.7852491546,18.6386149052,1.0,1,1.0
0,1.0,18,2018,1.0,203.0,3.31761300121e-09,-3.31761300121e-09,-2.07630038594e-09,4.81740228757e-09,203.000000003,-203.000000003,943.847413638,-805.444773555,602.44477355,1.49978928636e-09,-1.49978928636e-09,2.07630038594e-09,-10.8208269408,1.0,1,1.0
0,1.0,19,2018,1.0,203.0,-201.448515942,201.448515942,173.981668773,-403.669765135,1.55148405772,-1.55148405772,688.943757546,8.57084796174e-09,200.669765127,-202.221249193,202.221249193,-173.981668773,78.9798527493,1.0,1,1.0
0,2.0,0,2018,1.0,203.0,-101.499998593,101.499998593,87.4929999946,-202.999999988,101.500001407,-101.500001407,751.264704388,-4.50117564226e-09,-7.95249492565e-09,-101.500001395,101.500001395,-87.4929999946,29.5661314273,1.0,1,1.0
0,2.0,1,2018,1.0,203.0,-201.44851594,201.44851594,173.981668772,-403.669765131,1.55148406016,-1.55148406016,732.322908522,7.22220344822e-09,200.669765124,-202.221249192,202.221249192,-173.981668772,22.0370486931,1.0,1,1.0
0,2.0,2,2018,1.0,203.0,4.33280874325e-09,-4.33280874325e-09,-3.78189028947e-09,8.77468744657e-09,203.000000004,-203.000000004,780.631485969,-514.420314185,311.420314176,4.44187870332e-09,-4.44187870332e-09,3.78189028947e-09,-13.0885388164,1.0,1,1.0
0,2.0,3,2018,1.0,203.0,-201.448515939,201.448515939,173.981668771,-403.66976513,1.5514840611,-1.5514840611,688.943757555,9.24405998705e-09,200.669765121,-202.221249191,202.221249191,-173.981668771,99.1625414863,1.0,1,1.0
0,2.0,4,2018,1.0,203.0,-189.634928555,189.634928555,166.236700003,-385.700000008,13.3650714445,-13.3650714445,751.264704125,7.95954217084e-09,182.7,-196.065071452,196.065071452,-166.236700003,28.4943962505,1.0,1,1.0
0,2.0,5,2018,1.0,203.0,-201.448515942,201.448515942,173.981668773,-403.669765135,1.55148405801,-1.55148405801,732.322908517,8.34607925432e-09,200.669765126,-202.221249193,202.221249193,-173.981668773,38.0324544688,1.0,1,1.0
0,2.0,6,2018,1.0,203.0,4.7717423144e-09,-4.7717423144e-09,-4.19226957043e-09,9.72684355089e-09,203.000000005,-203.000000005,881.52646706,-203.000000002,-7.54867159067e-09,4.95510123649e-09,-4.95510123649e-09,4.19226957043e-09,-1.54417614468,1.0,1,1.0
0,2.0,7,2018,1.0,203.0,5.08021898571e-09,-5.08021898571e-09,-4.04267274994e-09,9.37975115994e-09,203.000000005,-203.000000005,477.419252425,-203.000000002,-7.53885979138e-09,4.29953217423e-09,-4.29953217423e-09,4.04267274994e-09,7.42823127707,1.0,1,1.0
0,2.0,8,2018,1.0,203.0,4.9150132735e-09,-4.9150132735e-09,-4.176751682e-09,9.69083916938e-09,203.000000005,-203.000000005,558.68199461,-203.000000004,-6.14461389008e-09,4.77582589588e-09,-4.77582589588e-09,4.176751682e-09,-11.6640839743,1.0,1,1.0
0,2.0,9,2018,1.0,203.0,-201.448515941,201.448515941,173.981668772,-403.669765133,1.5514840593,-1.5514840593,73.3120377949,6.48305831724e-09,200.669765126,-202.221249192,202.221249192,-173.981668772,24.8242175276,1.0,1,1.0
0,2.0,10,2018,1.0,203.0,-119.649664485,119.649664485,109.724040783,-254.580141027,83.3503355154,-83.3503355154,441.990805851,-3.93060316348e-11,51.5801410268,-134.930476542,134.930476542,-109.724040783,26.4637628341,1.0,1,1.0
0,2.0,11,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405725,-1.55148405725,423.049010232,7.37933704875e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,57.7722588116,1.0,1,1.0
0,2.0,12,2018,1.0,203.0,-101.499998594,101.499998594,87.4929999969,-202.999999993,101.500001406,-101.500001406,688.943757554,1.2524707964e-09,-8.40422617101e-09,-101.500001399,101.500001399,-87.4929999969,39.4379040068,1.0,1,1.0
0,2.0,13,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405672,-1.55148405672,211.524505118,-9.02616904094e-09,200.669765146,-202.221249193,202.221249193,-173.981668774,723.093466947,1.0,1,1.0
0,2.0,14,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405672,-1.55148405672,211.524505113,7.70413449338e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,129.480265108,1.0,1,1.0
0,2.0,15,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405676,-1.55148405676,732.322908517,8.72706765336e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,90.4383979134,1.0,1,1.0
0,2.0,16,2018,1.0,203.0,-3.55587663337e-09,3.55587663337e-09,3.21510062332e-09,-7.45963021652e-09,202.999999996,-202.999999996,451.285874577,-286.234037311,83.2340373182,-3.90375358315e-09,3.90375358315e-09,-3.21510062332e-09,-5.42695624678,1.0,1,1.0
0,2.0,17,2018,1.0,203.0,-178.148393543,178.148393543,158.491731249,-367.730234917,24.8516064571,-24.8516064571,770.206499694,7.82326460514e-09,164.730234909,-189.581841374,189.581841374,-158.491731249,26.7104646953,1.0,1,1.0
0,2.0,18,2018,1.0,203.0,-101.4999986,101.4999986,87.4930000042,-203.00000001,101.5000014,-101.5000014,943.847413627,-4.50097926721e-09,1.43230849861e-08,-101.50000141,101.50000141,-87.4930000042,35.2752334235,1.0,1,1.0
0,2.0,19,2018,1.0,203.0,-153.630229133,153.630229133,140.754755475,-326.577158874,49.3697708669,-49.3697708669,558.681994609,8.57084796174e-09,123.577158865,-172.946929741,172.946929741,-140.754755475,72.4529183831,1.0,1,1.0
0,3.0,0,2018,1.0,203.0,-101.499998596,101.499998596,87.4929999995,-202.999999999,101.500001404,-101.500001404,751.26470439,5.68219301045e-09,-6.93025684754e-09,-101.500001403,101.500001403,-87.4929999995,30.5117415467,1.0,1,1.0
0,3.0,1,2018,1.0,203.0,-101.499998595,101.499998595,87.4929999976,-202.999999994,101.500001405,-101.500001405,732.322908528,5.21587341775e-10,-6.07064461244e-09,-101.5000014,101.5000014,-87.4929999976,19.4511664645,1.0,1,1.0
0,3.0,2,2018,1.0,203.0,3.48643859536e-09,-3.48643859536e-09,-3.56795352656e-09,8.27831444678e-09,203.000000003,-203.000000003,943.847413638,-481.597754524,278.597754516,4.79187585143e-09,-4.79187585143e-09,3.56795352656e-09,-9.57596010273,1.0,1,1.0
0,3.0,3,2018,1.0,203.0,-101.499998595,101.499998595,87.4929999974,-202.999999994,101.500001405,-101.500001405,688.943757562,3.0159407922e-09,-9.15230751968e-09,-101.500001399,101.500001399,-87.4929999974,89.3063068655,1.0,1,1.0
0,3.0,4,2018,1.0,203.0,-101.499998597,101.499998597,87.493,-203.0,101.500001403,-101.500001403,751.264704126,5.8775731542e-09,-5.95976786146e-09,-101.500001403,101.500001403,-87.493,27.0553300789,1.0,1,1.0
0,3.0,5,2018,1.0,203.0,4.76409226748e-09,-4.76409226748e-09,-4.10802073089e-09,9.53137060531e-09,203.000000005,-203.000000005,924.905618031,-203.000000001,-8.34607925432e-09,4.76727833783e-09,-4.76727833783e-09,4.10802073089e-09,17.6952611041,1.0,1,1.0
0,3.0,6,2018,1.0,203.0,-77.6694886139,77.6694886139,59.1797283068,-137.307954308,125.330511386,-125.330511386,943.847413624,-65.6920456844,-7.54867159062e-09,-59.6384656941,59.6384656941,-59.1797283068,21.3465696086,1.0,1,1.0
0,3.0,7,2018,1.0,203.0,4.76601843699e-09,-4.76601843699e-09,-4.21063331875e-09,9.76945085557e-09,203.000000005,-203.000000005,670.001961939,-203.000000002,-7.53885979138e-09,5.00343241858e-09,-5.00343241858e-09,4.21063331875e-09,-5.927894921,1.0,1,1.0
0,3.0,8,2018,1.0,203.0,4.42894467832e-09,-4.42894467832e-09,-4.16647288406e-09,9.66699045026e-09,203.000000004,-203.000000004,751.264704124,-203.000000004,-6.14461389008e-09,5.23804577194e-09,-5.23804577194e-09,4.16647288406e-09,-9.72313529722,1.0,1,1.0
0,3.0,9,2018,1.0,203.0,-126.961191252,126.961191252,117.469009393,-272.549905785,76.0388087482,-76.0388087482,1.83875385265e-08,6.48305831711e-09,69.5499057788,-145.588714533,145.588714533,-117.469009393,22.8002729751,1.0,1,1.0
0,3.0,10,2018,1.0,203.0,4.46542593775e-09,-4.46542593775e-09,-3.86613741622e-09,8.97015641813e-09,203.000000004,-203.000000004,634.573515364,-203.000000009,3.93060301802e-11,4.50473048038e-09,-4.50473048038e-09,3.86613741622e-09,-8.93577006544,1.0,1,1.0
0,3.0,11,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405682,-1.55148405682,211.524505112,7.37933704875e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,95.0491337582,1.0,1,1.0
0,3.0,12,2018,1.0,203.0,-201.448515933,201.448515933,173.981668767,-403.66976512,1.5514840675,-1.5514840675,477.419252451,8.6504235516e-09,200.669765112,-202.221249188,202.221249188,-173.981668767,43.4384039829,1.0,1,1.0
0,3.0,13,2018,1.0,203.0,-201.448515942,201.448515942,173.981668773,-403.669765135,1.55148405751,-1.55148405751,-2.28542048485e-09,-9.02616904107e-09,200.669765144,-202.221249193,202.221249193,-173.981668773,77.7480013658,1.0,1,1.0
0,3.0,14,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405689,-1.55148405689,-7.26828979344e-09,7.70413449338e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,55.6291826978,1.0,1,1.0
0,3.0,15,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405677,-1.55148405677,520.798403397,8.72706765336e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,86.1373102176,1.0,1,1.0
0,3.0,16,2018,1.0,203.0,-201.448598183,201.448598183,173.981668773,-403.669765135,1.55140181679,-1.55140181679,230.938436136,-83.7016948269,284.371459962,-202.221166952,202.221166952,-173.981668773,26.0790688647,1.0,1,1.0
0,3.0,17,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405727,-1.55148405727,558.681994575,7.82326460514e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,33.2031330877,1.0,1,1.0
0,3.0,18,2018,1.0,203.0,-167.087542121,167.087542121,150.74676247,-349.760469768,35.9124578789,-35.9124578789,789.148295312,1.59578966911e-09,146.760469767,-182.672927647,182.672927647,-150.74676247,39.6214764341,1.0,1,1.0
0,3.0,19,2018,1.0,203.0,4.90896430813e-09,-4.90896430813e-09,-4.21150920314e-09,9.77148306994e-09,203.000000005,-203.000000005,751.264704123,-203.000000001,-8.57084796174e-09,4.86251876181e-09,-4.86251876181e-09,4.21150920314e-09,17.0360013663,1.0,1,1.0
0,4.0,0,2018,1.0,203.0,-1.59177343654e-07,1.59177343654e-07,1.17110111055e-07,-2.71717195023e-07,202.999999841,-202.999999841,943.847413637,-202.99999972,-8.20582491014e-09,-1.12539851369e-07,1.12539851369e-07,-1.17110111055e-07,29.0775664097,1.0,1,1.0
0,4.0,1,2018,1.0,203.0,-1.3098697012e-07,1.3098697012e-07,1.15169144495e-07,-2.67213792333e-07,202.999999869,-202.999999869,924.905617779,-202.999999726,-7.22220344823e-09,-1.36226822213e-07,1.36226822213e-07,-1.15169144495e-07,18.7559504555,1.0,1,1.0
0,4.0,2,2018,1.0,203.0,-101.499998597,101.499998597,87.4930000001,-203.0,101.500001403,-101.500001403,943.847413638,3.14500112438e-09,-2.99029692544e-09,-101.500001403,101.500001403,-87.4930000001,33.8064675534,1.0,1,1.0
0,4.0,3,2018,1.0,203.0,-119.649664358,119.649664358,109.724040641,-254.580140699,83.3503356424,-83.3503356424,634.573515349,9.24405998704e-09,51.58014069,-134.930476342,134.930476342,-109.724040641,98.050037439,1.0,1,1.0
0,4.0,4,2018,1.0,203.0,3.04860183686e-09,-3.04860183686e-09,-1.91159671582e-09,4.43525920144e-09,203.000000003,-203.000000003,943.847413635,-202.999999996,-7.95954217084e-09,1.38665736457e-09,-1.38665736457e-09,1.91159671582e-09,23.7067844165,1.0,1,1.0
0,4.0,5,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405726,-1.55148405726,713.381112912,8.34607925434e-09,200.669765127,-202.221249193,202.221249193,-173.981668774,41.7439714319,1.0,1,1.0
0,4.0,6,2018,1.0,203.0,-201.448515934,201.448515934,173.981668768,-403.669765123,1.55148406584,-1.55148406584,732.322908518,7.59114337523e-09,200.669765115,-202.221249189,202.221249189,-173.981668768,24.558375418,1.0,1,1.0
0,4.0,7,2018,1.0,203.0,5.30182612133e-09,-5.30182612133e-09,-3.77980973807e-09,8.76986018113e-09,203.000000005,-203.000000005,862.584671452,-203.000000001,-7.53885979138e-09,3.4680340598e-09,-3.4680340598e-09,3.77980973807e-09,19.0797259044,1.0,1,1.0
0,4.0,8,2018,1.0,203.0,4.8130976184e-09,-4.8130976184e-09,-4.15826940439e-09,9.64795685473e-09,203.000000005,-203.000000005,943.847413638,-203.000000004,-6.14461389008e-09,4.83485923633e-09,-4.83485923633e-09,4.15826940439e-09,-7.76707410262,1.0,1,1.0
0,4.0,9,2018,1.0,203.0,2.40615126201e-09,-2.40615126201e-09,-3.05672924155e-09,7.09217921473e-09,203.000000002,-203.000000002,192.58270953,-203.000000001,-6.43652219041e-09,4.68602795272e-09,-4.68602795272e-09,3.05672924155e-09,16.2913782018,1.0,1,1.0
0,4.0,10,2018,1.0,203.0,-201.448515943,201.448515943,173.981668773,-403.669765136,1.55148405738,-1.55148405738,423.049010244,-3.93060301683e-11,200.669765136,-202.221249193,202.221249193,-173.981668773,51.2417466687,1.0,1,1.0
0,4.0,11,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405684,-1.55148405684,-7.81104605411e-09,7.37933704874e-09,200.669765129,-202.221249193,202.221249193,-173.981668774,90.8450247225,1.0,1,1.0
0,4.0,12,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765137,1.55148405675,-1.55148405675,265.894747331,8.6504235516e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,89.7010140268,1.0,1,1.0
0,4.0,13,2018,1.0,203.0,-4.91779431262e-08,4.91779431262e-08,4.28688547569e-08,-9.94637001321e-08,202.999999951,-202.999999951,192.582709406,-202.999999916,1.57098846962e-08,-5.02857570059e-08,5.02857570059e-08,-4.28688547569e-08,18.6015998371,1.0,1,1.0
0,4.0,14,2018,1.0,203.0,-101.499998595,101.499998595,87.4929999983,-202.999999996,101.500001405,-101.500001405,-2.94792155643e-09,2.38282626105e-09,-6.24320482283e-09,-101.500001401,101.500001401,-87.4929999983,27.8844920455,1.0,1,1.0
0,4.0,15,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405696,-1.55148405696,309.273898277,8.72706765336e-09,200.669765128,-202.221249193,202.221249193,-173.981668774,60.4866279094,1.0,1,1.0
0,4.0,16,2018,1.0,203.0,-201.448562953,201.448562953,173.981668773,-403.669765136,1.55143704652,-1.55143704652,10.3626814641,-85.8676927597,286.537457895,-202.221202182,202.221202182,-173.981668773,32.4264668566,1.0,1,1.0
0,4.0,17,2018,1.0,203.0,-101.499998585,101.499998585,87.4929999855,-202.999999966,101.500001415,-101.500001415,558.681994607,-2.60654402402e-08,-7.68344878746e-09,-101.500001381,101.500001381,-87.4929999855,24.2006296608,1.0,1,1.0
0,4.0,18,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405684,-1.55148405684,577.623790192,1.59578966927e-09,200.669765135,-202.221249193,202.221249193,-173.981668774,173.146060835,1.0,1,1.0
0,4.0,19,2018,1.0,203.0,4.11188427164e-09,-4.11188427164e-09,-4.10466155137e-09,9.52357668532e-09,203.000000004,-203.000000004,943.847413637,-203.000000001,-8.57084796174e-09,5.41169241368e-09,-5.41169241368e-09,4.10466155137e-09,41.0608582345,1.0,1,1.0
0,5.0,0,2018,1.0,203.0,-201.448515942,201.448515942,173.981668773,-403.669765134,1.55148405831,-1.55148405831,732.322908519,8.4029931707e-09,200.669765126,-202.221249193,202.221249193,-173.981668773,38.756595092,1.0,1,1.0
0,5.0,1,2018,1.0,203.0,-94.7875476762,94.7875476762,78.8874790553,-183.033594096,108.212452324,-108.212452324,943.847413583,-19.966405897,-7.22220344792e-09,-88.2460464196,88.2460464196,-78.8874790553,18.8377555912,1.0,1,1.0
0,5.0,2,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405706,-1.55148405706,732.322908519,8.78630747587e-09,200.669765127,-202.221249193,202.221249193,-173.981668774,122.332100404,1.0,1,1.0
0,5.0,3,2018,1.0,203.0,-201.448515943,201.448515943,173.981668774,-403.669765136,1.55148405684,-1.55148405684,423.049010229,9.24405998705e-09,200.669765127,-202.221249193,202.221249193,-173.981668774,127.481749443,1.0,1,1.0
