turbine_capacity,htse_ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,scenario_label,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,ProbabilityWeight,ProbabilityWeight-turbine_capacity,prefix
1193.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,3530101497.36,0.0,3530101497.36,3530101497.36,3530101497.36,3530101497.36,3530101497.36,5.0,0.0,0.000838222967309,0.5,0.5,1
2386.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,4969491971.43,0.0,4969491971.43,4969491971.43,4969491971.43,4969491971.43,4969491971.43,5.0,0.0,0.000838222967309,0.5,0.5,2
