iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,295404532.548,387750.072407,295459078.156
1.0,rejected,203.0,-203.0,-398.65673071,-200.533027534,532.344130187,-203.0,-1e+200,294888425.559,347129.183887,294806271.833
2.0,rerun,203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,295370196.625,238093.415959,295312542.584
3.0,rejected,203.0,-203.0,-397.130357671,-198.272162594,592.153131715,-203.0,-1e+200,294940771.738,267065.7684,294933753.693
4.0,rerun,203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,295367350.889,340529.801992,295437350.421
5.0,accepted,203.0,-203.0,-405.871140892,-200.350832429,596.923696521,-203.0,-1e+200,295930830.292,255868.692037,295916299.702
6.0,accepted,203.0,-203.0,-404.365218495,-200.985694954,614.260462743,-203.0,-1e+200,295932418.929,303820.007588,295923241.488
7.0,accepted,203.0,-203.0,-407.382732183,-200.308657436,617.897522679,-203.0,-1e+200,295954426.402,247645.707794,295884727.213
8.0,rejected,203.0,-203.0,-406.638205345,-200.072113115,601.010108399,-203.0,-1e+200,295953310.828,326446.887832,296023295.359
9.0,rerun,203.0,-203.0,-407.382732183,-200.308657436,617.897522679,-203.0,-1e+200,296121625.949,270155.391903,296104547.42
10.0,accepted,203.0,-203.0,-405.170889602,-200.159880904,614.388928826,-203.0,-1e+200,296088483.512,300968.225575,296095433.161
11.0,rejected,203.0,-203.0,-403.445313374,-199.680265381,624.383421081,-203.0,-1e+200,295756937.215,217541.804245,295768371.539
12.0,rerun,203.0,-203.0,-405.170889602,-200.159880904,614.388928826,-203.0,-1e+200,295965361.175,267568.798805,296001945.455
13.0,rejected,203.0,-203.0,-406.35396331,-199.883030818,622.036300284,-203.0,-1e+200,296015671.388,307635.588076,295927407.034
14.0,rerun,203.0,-203.0,-405.170889602,-200.159880904,614.388928826,-203.0,-1e+200,296038906.291,296483.749747,296022176.623
15.0,rejected,203.0,-203.0,-406.647320035,-200.260113491,612.953932582,-203.0,-1e+200,295958315.344,332818.074795,296036465.966
16.0,rerun,203.0,-203.0,-405.170889602,-200.159880904,614.388928826,-203.0,-1e+200,295885118.487,258662.592875,295899335.495
17.0,accepted,203.0,-203.0,-405.771600985,-200.106138048,610.253725982,-203.0,-1e+200,296022168.792,329188.032397,296023139.168
18.0,rejected,203.0,-203.0,-404.643282131,-200.323777514,611.630473773,-203.0,-1e+200,295786908.378,278118.641203,295782821.926
19.0,rerun,203.0,-203.0,-405.771600985,-200.106138048,610.253725982,-203.0,-1e+200,296022007.138,277625.537162,295972624.105
