iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1193.0,-950.0,-11025.8,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,43100.9,2894625557.62,6009800.51382,2896357112.26
1.0,accepted,1193.0,-1101.98273656,-13332.2142295,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3061997015.87,2307204.00567,3061669079.33
2.0,accepted,1193.0,-1175.0,-16734.565109,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3130611183.44,3509029.25361,3130167735.13
3.0,accepted,1193.0,-1175.0,-10289.4583699,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3165516773.06,3270087.57612,3164837869.05
4.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3163978676.78,2521051.15011,3163250133.35
5.0,rerun,1193.0,-1175.0,-10289.4583699,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3164885629.46,5185648.94455,3163064465.44
6.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,46681.6673673,3165146484.38,2553555.68027,3165039225.79
7.0,rerun,1193.0,-1175.0,-10289.4583699,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3165046712.19,3204579.5295,3166725887.53
8.0,rejected,1193.0,-1175.0,-12940.1532451,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,44383.211643,3148524389.35,4026935.73064,3147863345.24
9.0,rerun,1193.0,-1175.0,-10289.4583699,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3166584025.01,4628750.069,3163975340.2
10.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3166799302.92,3994081.40853,3165463273.55
11.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3168327624.4,3385932.10997,3168256745.8
12.0,accepted,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3168567116.71,2893375.16121,3167145849.86
13.0,rejected,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,41117.7213532,3165040598.82,2616109.09066,3164056733.53
14.0,rerun,1193.0,-1175.0,-10052.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3169409970.41,4256561.38168,3169800906.42
