iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,453183289.151,22796188.7573,455363335.051
1.0,accepted,203.0,-203.0,-407.606549472,-199.262492483,1227.88126521,-203.0,-1e+200,457631321.783,23796653.7721,455302831.527
2.0,accepted,203.0,-203.0,-414.884119547,-199.110716134,1236.0,-203.0,-1e+200,459909055.136,25304297.8661,460108012.089
3.0,accepted,203.0,-203.0,-420.0,-197.634245117,1231.35776362,-203.0,-1e+200,465061716.815,26113510.6823,468241897.527
4.0,rejected,203.0,-203.0,-420.0,-195.600601332,1236.0,-203.0,-1e+200,460515647.052,15706653.5605,458983397.978
5.0,rerun,203.0,-203.0,-420.0,-197.634245117,1231.35776362,-203.0,-1e+200,454372503.681,19698923.1666,452706257.322
6.0,rejected,203.0,-203.0,-411.922550301,-200.443165992,1236.0,-203.0,-1e+200,449895573.16,25057523.5487,449166125.885
7.0,rerun,203.0,-203.0,-420.0,-197.634245117,1231.35776362,-203.0,-1e+200,463776411.123,25524244.9878,466914793.854
8.0,rejected,203.0,-203.0,-420.0,-199.694870066,1226.15995699,-203.0,-1e+200,455117768.23,28726991.2256,446190353.622
9.0,rerun,203.0,-203.0,-420.0,-197.634245117,1231.35776362,-203.0,-1e+200,465841799.199,25097471.4785,464236650.641
10.0,rejected,203.0,-203.0,-420.0,-197.560008255,1225.04260533,-203.0,-1e+200,456660238.015,26922183.5294,458971367.649
11.0,rerun,203.0,-203.0,-420.0,-197.634245117,1231.35776362,-203.0,-1e+200,452736590.835,26182259.8585,453581783.062
12.0,accepted,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,466565215.666,24624828.7526,459228955.303
13.0,rejected,203.0,-203.0,-414.062757523,-198.755981124,1233.43884023,-203.0,-1e+200,459421961.382,27584699.0678,458425238.198
14.0,rerun,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,458308907.034,22548639.4381,460454171.367
15.0,rejected,203.0,-203.0,-418.910686503,-197.94741926,1233.96231373,-203.0,-1e+200,452579801.537,23110751.8958,444234355.708
16.0,rerun,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,465092525.478,22556264.5482,463966892.934
17.0,rejected,203.0,-203.0,-415.486426763,-197.91238381,1235.53262563,-203.0,-1e+200,452634822.196,23003489.6026,449108078.568
18.0,rerun,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,456009530.179,24127527.3706,453890511.987
19.0,rejected,203.0,-203.0,-415.610430084,-197.970443526,1235.03372042,-203.0,-1e+200,452936602.045,31449681.4414,448745969.881
20.0,rerun,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,459120771.266,23174321.1728,461006461.951
21.0,rejected,203.0,-203.0,-416.071039957,-198.121802829,1233.44708528,-203.0,-1e+200,457264628.575,21954175.2615,454924385.289
22.0,rerun,203.0,-203.0,-416.177179032,-198.050488003,1234.11044502,-203.0,-1e+200,457833748.027,26271597.9428,455896740.113
23.0,accepted,203.0,-203.0,-416.09111156,-197.95994066,1234.38132799,-203.0,-1e+200,469031337.98,22926634.4178,466960354.534
24.0,rejected,203.0,-203.0,-416.073902331,-197.913658293,1234.09452258,-203.0,-1e+200,462117089.764,27644061.6291,457919676.75
25.0,rerun,203.0,-203.0,-416.09111156,-197.95994066,1234.38132799,-203.0,-1e+200,450523608.515,21463802.9764,451033281.344
26.0,accepted,203.0,-203.0,-416.275152355,-197.928844676,1234.2868426,-203.0,-1e+200,461419080.24,26973727.5591,453700798.765
27.0,rejected,203.0,-203.0,-416.557916965,-197.988006852,1234.27475306,-203.0,-1e+200,452105813.374,20424778.301,451957893.11
28.0,rerun,203.0,-203.0,-416.275152355,-197.928844676,1234.2868426,-203.0,-1e+200,461251132.53,22034543.7939,464700867.048
29.0,rejected,203.0,-203.0,-416.20877235,-197.918985879,1234.52096479,-203.0,-1e+200,461170984.83,35611674.8345,460300462.469
