RAVEN_sample_ID,Year,_ROM_Cluster,hour,scaling,Dispatch__turbine__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__diesel,Dispatch__ft__production__h2,Dispatch__ft__production__naphta,Dispatch__ft__production__jet_fuel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__elec_market__production__electricity,Dispatch__naphta_market__production__naphta,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,price,PointProbability,prefix,ProbabilityWeight
0,2021,0,0.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,21.8702311508,1.0,1,1.0
0,2021,0,1.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,21.1329485154,1.0,1,1.0
0,2021,0,2.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.0134401962,1.0,1,1.0
0,2021,0,3.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,25.9569298862,1.0,1,1.0
0,2021,0,4.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.1686480632,1.0,1,1.0
0,2021,0,5.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.7822742903,1.0,1,1.0
0,2021,0,6.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.4580168511,1.0,1,1.0
0,2021,0,7.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,24.7123110422,1.0,1,1.0
0,2021,0,8.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,24.2597375767,1.0,1,1.0
0,2021,0,9.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,29.8099563469,1.0,1,1.0
0,2021,0,10.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.9409413086,1.0,1,1.0
0,2021,0,11.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.7622495537,1.0,1,1.0
0,2021,0,12.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.2663412102,1.0,1,1.0
0,2021,0,13.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.5518907363,1.0,1,1.0
0,2021,0,14.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,31.0051139183,1.0,1,1.0
0,2021,0,15.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,33.4284030149,1.0,1,1.0
0,2021,0,16.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.4195852522,1.0,1,1.0
0,2021,0,17.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.4387294457,1.0,1,1.0
0,2021,0,18.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,31.6687099563,1.0,1,1.0
0,2021,0,19.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,30.7173417647,1.0,1,1.0
0,2021,0,20.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,29.7188013626,1.0,1,1.0
0,2021,0,21.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,23.5366316182,1.0,1,1.0
0,2021,0,22.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,22.1842697103,1.0,1,1.0
0,2021,0,23.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,21.2042927598,1.0,1,1.0
0,2021,1,0.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,95.2959087334,1.0,1,1.0
0,2021,1,1.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,90.6885003327,1.0,1,1.0
0,2021,1,2.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,10.5528372859,1.0,1,1.0
0,2021,1,3.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,90.388185539,1.0,1,1.0
0,2021,1,4.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,32.832174065,1.0,1,1.0
0,2021,1,5.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,22.6349157168,1.0,1,1.0
0,2021,1,6.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,115.986499233,1.0,1,1.0
0,2021,1,7.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.4744209657,1.0,1,1.0
0,2021,1,8.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,120.490280979,1.0,1,1.0
0,2021,1,9.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,120.160287546,1.0,1,1.0
0,2021,1,10.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,35.1373505091,1.0,1,1.0
0,2021,1,11.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,45.9525624317,1.0,1,1.0
0,2021,1,12.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,51.5673607514,1.0,1,1.0
0,2021,1,13.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,86.9170444169,1.0,1,1.0
0,2021,1,14.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,19.7890214226,1.0,1,1.0
0,2021,1,15.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,21.2847795687,1.0,1,1.0
0,2021,1,16.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,108.248037733,1.0,1,1.0
0,2021,1,17.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,62.9141322882,1.0,1,1.0
0,2021,1,18.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,86.9965085283,1.0,1,1.0
0,2021,1,19.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,84.7660247834,1.0,1,1.0
0,2021,1,20.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,71.5815473101,1.0,1,1.0
0,2021,1,21.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,72.6746295784,1.0,1,1.0
0,2021,1,22.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,117.442131385,1.0,1,1.0
0,2021,1,23.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,102.793356667,1.0,1,1.0
0,2021,2,0.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,37.0049223221,1.0,1,1.0
0,2021,2,1.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,23.5128487643,1.0,1,1.0
0,2021,2,2.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,26.2733770815,1.0,1,1.0
0,2021,2,3.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,22.0353276659,1.0,1,1.0
0,2021,2,4.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,24.6321431011,1.0,1,1.0
0,2021,2,5.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,22.8854901908,1.0,1,1.0
0,2021,2,6.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,32.6308779408,1.0,1,1.0
0,2021,2,7.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,47.5229959831,1.0,1,1.0
0,2021,2,8.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,50.276914845,1.0,1,1.0
0,2021,2,9.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,53.5519425004,1.0,1,1.0
0,2021,2,10.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,36.5673617618,1.0,1,1.0
0,2021,2,11.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,55.6591040341,1.0,1,1.0
0,2021,2,12.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,30.2228156238,1.0,1,1.0
0,2021,2,13.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,27.4960866036,1.0,1,1.0
0,2021,2,14.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,57.1851437551,1.0,1,1.0
0,2021,2,15.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,28.0917361946,1.0,1,1.0
0,2021,2,16.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,60.1132114125,1.0,1,1.0
0,2021,2,17.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,38.7863046688,1.0,1,1.0
0,2021,2,18.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,28.3455087017,1.0,1,1.0
0,2021,2,19.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,38.3442827152,1.0,1,1.0
0,2021,2,20.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,52.357606134,1.0,1,1.0
0,2021,2,21.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,47.1397256973,1.0,1,1.0
0,2021,2,22.0,1.0,1000.0,22242.563,-885.1,10323.907,-22242.563,15380.942,18633.392,-14.9,-100.0,-15380.942,-18633.392,-10323.907,23.75840326,1.0,1,1.0
