price,hour
11.27,1
9.73,2
9.58,3
9.65,4
10.18,5
10.69,6
13.05,7
14.31,8
14.23,9
14.63,10
14.11,11
13.4,12
12.26,13
11.91,14
11.24,15
10.19,16
11.92,17
15.71,18
16.4,19
15.14,20
14.52,21
13.25,22
13.09,23
14.7,24
9.7,25
5.7,26
5.5,27
5.98,28
8.21,29
10.33,30
12.5,31
15.71,32
17.95,33
16.74,34
17.38,35
15.79,36
15.8,37
15.76,38
16.62,39
15.64,40
17.14,41
25.64,42
27.97,43
19.95,44
18.16,45
17.47,46
17.77,47
18.45,48
14.2,49
12.95,50
12.38,51
12.3,52
12.64,53
12.53,54
21.1,55
19.27,56
19.22,57
17.98,58
15.28,59
14.26,60
14.17,61
13.9,62
13.8,63
13.85,64
14.33,65
21.5,66
20.04,67
21.23,68
21.48,69
21.17,70
17.6,71
17.73,72
18.86,73
17.95,74
16.89,75
15.44,76
15.27,77
16.06,78
16.31,79
19.0,80
26.37,81
28.05,82
21.29,83
18.79,84
17.78,85
15.78,86
16.23,87
14.58,88
14.72,89
17.28,90
16.89,91
15.72,92
15.18,93
13.42,94
15.53,95
13.6,96
9.59,97
8.02,98
8.54,99
10.71,100
10.34,101
11.94,102
12.85,103
14.18,104
15.77,105
15.15,106
15.06,107
14.91,108
15.49,109
16.03,110
16.09,111
15.41,112
16.53,113
22.05,114
27.9,115
19.83,116
18.88,117
16.33,118
16.13,119
16.14,120
14.34,121
14.84,122
14.84,123
14.69,124
16.12,125
18.46,126
36.13,127
31.45,128
21.82,129
19.59,130
17.76,131
17.27,132
16.54,133
15.1,134
13.28,135
12.79,136
13.38,137
16.9,138
18.35,139
19.17,140
19.87,141
20.66,142
17.76,143
16.77,144
15.88,145
15.46,146
14.56,147
14.94,148
15.71,149
18.76,150
31.74,151
26.39,152
20.95,153
19.59,154
17.73,155
16.3,156
15.78,157
15.08,158
14.37,159
13.79,160
15.87,161
19.94,162
19.53,163
18.27,164
16.1,165
15.51,166
14.71,167
15.99,168
13.57,169
13.81,170
13.77,171
12.94,172
13.29,173
15.14,174
27.26,175
25.01,176
18.73,177
18.03,178
16.7,179
15.41,180
13.93,181
14.16,182
13.68,183
13.77,184
14.22,185
18.93,186
18.52,187
17.22,188
16.77,189
15.92,190
11.23,191
10.23,192
9.29,193
9.1,194
8.9,195
9.6,196
10.85,197
12.63,198
19.53,199
19.1,200
18.94,201
18.51,202
16.83,203
17.97,204
17.64,205
17.99,206
18.34,207
19.24,208
20.77,209
28.39,210
23.57,211
19.95,212
17.26,213
14.92,214
13.14,215
13.16,216
10.59,217
9.02,218
10.83,219
12.53,220
14.54,221
15.83,222
23.42,223
21.34,224
21.47,225
25.27,226
23.76,227
20.65,228
20.61,229
19.2,230
18.32,231
18.23,232
18.44,233
22.92,234
22.38,235
18.24,236
15.64,237
15.44,238
13.59,239
11.89,240
11.46,241
9.06,242
8.81,243
8.48,244
12.55,245
20.68,246
16.0,247
14.29,248
19.75,249
17.99,250
20.21,251
20.14,252
16.54,253
15.09,254
14.67,255
14.92,256
16.32,257
30.77,258
29.74,259
21.07,260
18.44,261
15.22,262
14.54,263
13.54,264
12.61,265
12.46,266
12.19,267
12.72,268
12.85,269
16.33,270
15.9,271
17.61,272
17.0,273
16.89,274
15.48,275
12.9,276
12.95,277
13.74,278
13.87,279
13.37,280
15.21,281
26.52,282
29.64,283
23.84,284
18.96,285
17.64,286
16.34,287
15.7,288
14.21,289
13.2,290
12.42,291
12.01,292
12.3,293
13.73,294
25.28,295
21.02,296
18.02,297
18.07,298
17.47,299
16.49,300
15.31,301
14.92,302
14.76,303
14.27,304
15.31,305
19.77,306
