iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,299359008.014,2608108.49903,299762736.033
1.0,accepted,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301147186.405,2049722.20453,301399675.832
2.0,rejected,203.0,-203.0,-399.395513718,-203.377021283,1218.70003224,-203.0,-1e+200,299279121.721,2513848.02915,298904575.038
3.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301693412.861,2188129.09758,301666835.054
4.0,rejected,203.0,-203.0,-415.328857106,-203.872050368,1230.99877473,-203.0,-1e+200,299803907.627,1664247.06426,299697521.253
5.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,300353607.046,1657406.09681,299981598.005
6.0,rejected,203.0,-203.0,-413.543529253,-203.136469937,1231.18056386,-203.0,-1e+200,301020330.198,2702221.35729,301259769.161
7.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301059274.638,2695123.62287,301527853.766
8.0,rejected,203.0,-203.0,-412.956538875,-203.068339771,1228.41906712,-203.0,-1e+200,299529665.222,1886702.03187,299245775.795
9.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301060286.247,2627454.22079,301292323.673
10.0,rejected,203.0,-203.0,-407.318739583,-202.937096097,1225.66024421,-203.0,-1e+200,301004071.007,2775024.04102,301274010.236
11.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,299995183.296,1947014.34359,299685517.317
12.0,rejected,203.0,-203.0,-407.80175157,-203.236842744,1226.90893733,-203.0,-1e+200,300029632.086,1983432.59189,300136177.641
13.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,300430366.649,2504059.32464,300704834.732
14.0,rejected,203.0,-203.0,-408.380856863,-203.171590621,1228.11330002,-203.0,-1e+200,300664741.34,2094215.31437,301278013.073
15.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301454866.12,2643205.25321,301252375.923
16.0,rejected,203.0,-203.0,-409.237097608,-202.963709979,1227.93506738,-203.0,-1e+200,299803140.397,1977919.80955,300243388.035
17.0,rerun,203.0,-203.0,-408.98467045,-203.052195114,1227.48869004,-203.0,-1e+200,301066507.265,2741139.60843,301378761.244
18.0,accepted,203.0,-203.0,-409.104362794,-203.017122421,1227.06338774,-203.0,-1e+200,301028763.554,2955456.4988,301094949.477
19.0,rejected,203.0,-203.0,-408.909543475,-203.0452763,1226.67583963,-203.0,-1e+200,300987949.251,2346485.51526,301036720.431
20.0,rerun,203.0,-203.0,-409.104362794,-203.017122421,1227.06338774,-203.0,-1e+200,300043595.138,2498284.04889,299910230.149
21.0,rejected,203.0,-203.0,-409.405162676,-203.003272835,1227.17698407,-203.0,-1e+200,300277993.755,2521593.51366,300535412.556
22.0,rerun,203.0,-203.0,-409.104362794,-203.017122421,1227.06338774,-203.0,-1e+200,300822726.694,3049105.84445,300722916.187
23.0,rejected,203.0,-203.0,-409.267945067,-202.996220896,1227.00034194,-203.0,-1e+200,299262800.843,2873612.42444,298974715.221
