SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-Charger_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,PointProbability,ProbabilityWeight,prefix
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,453151032.275,10282077.1318,453661128.292,466726055.233,439103555.469,440805963.913,466179380.62,9.0,1.05721110144e+14,0.115384615385,0.139275766017,0.333333333333,1.7855867438e-06,0.00535676023141,23
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,451178830.829,14424469.8711,447211718.45,473210983.046,432430664.279,433487489.079,470394220.652,9.0,2.08065331063e+14,0.115384615385,0.139275766017,0.333333333333,1.7855867438e-06,0.00535676023141,22
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,447460907.662,15522752.4308,445556119.732,467911848.992,423777831.982,427359441.234,467406806.871,12.0,2.40955843028e+14,0.115384615385,0.139275766017,0.333333333333,1.7855867438e-06,0.00535676023141,24
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,449204171.229,10204655.254,450661361.547,467750477.454,431781417.54,435296149.474,463266349.393,11.0,1.04134988853e+14,0.115384615385,0.139275766017,0.333333333333,1.7855867438e-06,0.00535676023141,25
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,436248685.015,10278802.7308,437600175.592,451962997.557,419613299.613,423383194.603,451278691.751,14.0,1.05653785578e+14,0.115384615385,0.0696378830084,0.166666666667,1.7855867438e-06,0.00133919005785,28
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,450381918.353,11973937.3994,450615234.059,473794831.83,433003532.164,435171188.653,467117335.962,8.0,1.43375176845e+14,0.115384615385,0.0821727019499,0.333333333333,1.7855867438e-06,0.00316048853653,26
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,453591666.757,7770297.33925,453593810.774,464019997.232,439228804.877,442814841.209,463682528.507,9.0,6.03775207403e+13,0.115384615385,0.0125348189415,0.333333333333,1.7855867438e-06,0.000482108420827,27
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,441292121.303,10578019.3927,439448671.768,459832682.828,422134885.378,428152517.231,457153294.332,9.0,1.11894494273e+14,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,29
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,429210939.844,10468264.3589,428552246.457,444374412.133,413341755.452,415836679.107,444026218.121,11.0,1.09584558688e+14,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,30
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,444146281.572,14301802.8233,447555634.764,462226861.877,415882433.807,422164986.015,460110304.851,9.0,2.04541563996e+14,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,32
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,434620283.926,16074614.5101,435828153.149,458375049.628,406266744.496,411958873.907,453996177.434,8.0,2.58393231649e+14,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,31
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,440952019.856,11025603.5114,440620373.249,461376755.173,424252533.558,427726753.857,457042141.591,8.0,1.21563932791e+14,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,33
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,440136618.183,7521360.13077,441089937.646,449860888.931,428353777.487,429076827.418,449148646.468,8.0,5.65708582167e+13,0.115384615385,0.139275766017,0.166666666667,1.7855867438e-06,0.00267838011571,34
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,436275033.665,11683044.2477,436317804.927,452859037.437,418539406.898,422198374.065,451945020.919,10.0,1.36493522893e+14,0.115384615385,0.0821727019499,0.166666666667,1.7855867438e-06,0.00158024426827,35
203.0,-203.0,-420.0,-200.0,500.0,-203.0,-1e+200,451180980.85,10155593.4009,450412700.052,464318684.132,432625954.307,434992864.383,463773013.287,18.0,1.03136077325e+14,0.307692307692,0.0696378830084,0.166666666667,1.7855867438e-06,0.00357117348761,37
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,440891468.285,10971950.593,439700932.53,456408318.323,418713939.687,425489536.069,454218787.237,11.0,1.20383699814e+14,0.115384615385,0.0125348189415,0.166666666667,1.7855867438e-06,0.000241054210414,36
203.0,-203.0,-420.0,-200.0,600.0,-203.0,-1e+200,459463669.622,11548235.8606,458239436.763,478820200.159,443024234.602,444370107.948,475485611.829,18.0,1.33361751491e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,38
203.0,-203.0,-420.0,-200.0,700.0,-203.0,-1e+200,460979240.06,13281247.2243,464512939.732,485735083.064,440262662.291,442870503.87,480074119.344,16.0,1.76391527834e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,39
203.0,-203.0,-420.0,-200.0,800.0,-203.0,-1e+200,460563355.475,10631932.7625,458416185.344,479950129.814,447356234.459,448113602.333,477636994.44,18.0,1.13037994267e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,40
203.0,-203.0,-420.0,-200.0,900.0,-203.0,-1e+200,460411713.227,13855426.7989,462968435.06,485523704.781,438896025.296,440905566.129,484263529.81,17.0,1.91972851781e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,41
203.0,-203.0,-420.0,-200.0,1000.0,-203.0,-1e+200,459456646.055,14091771.1293,459059510.985,479735726.03,432404028.07,436131891.204,479174069.088,17.0,1.98578013561e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,42
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,447787851.144,9383426.07519,448232122.986,463216208.909,430552693.789,432247139.102,461139196.776,20.0,8.80486849085e+13,0.307692307692,0.0696378830084,0.333333333333,1.7855867438e-06,0.00714234697522,46
203.0,-203.0,-420.0,-200.0,1100.0,-203.0,-1e+200,459839650.642,12143473.3892,459531485.699,489338394.976,435079878.189,442644827.659,475960084.743,16.0,1.47463945955e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,43
203.0,-203.0,-420.0,-200.0,1200.0,-203.0,-1e+200,466634184.012,14362135.9172,468375753.294,487909693.708,428910265.056,447531950.664,486511189.731,19.0,2.06270948103e+14,0.307692307692,0.0821727019499,0.166666666667,1.7855867438e-06,0.00421398471538,44
203.0,-203.0,-420.0,-200.0,1218.0,-203.0,-1e+200,463777791.418,12795093.1876,460909935.048,486052852.387,445598752.112,447629829.567,485196568.94,18.0,1.6371440968e+14,0.307692307692,0.0125348189415,0.166666666667,1.7855867438e-06,0.000642811227769,45
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,452017571.714,13344952.0519,449786496.187,479208079.104,424859664.105,433162939.498,471542094.049,19.0,1.78087745269e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,47
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,456036233.623,9443941.98845,455524122.401,475192233.746,442374008.37,443258681.254,471002700.094,20.0,8.91880402812e+13,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,48
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,457281443.237,10506999.282,455445634.851,473402193.61,436787808.287,443299146.36,473211143.299,20.0,1.10397033912e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,49
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,459791509.45,11203039.5049,459869764.161,486940073.106,433782252.373,447279745.19,478203548.325,20.0,1.25508094149e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,50
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,457185060.225,14194511.0105,460768803.726,477853186.057,417690915.359,437189954.342,474353913.368,20.0,2.01484142827e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,52
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,454687561.303,13415699.3912,452051571.189,484792553.454,431534153.302,434022487.389,477084919.599,20.0,1.79980990154e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,51
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,442104053.699,10612492.4311,443504790.52,460160146.799,422006026.319,426064651.75,457106304.701,20.0,1.12624995601e+14,0.307692307692,0.0696378830084,0.333333333333,1.7855867438e-06,0.00714234697522,55
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,445471884.528,12966176.3743,447531222.46,472765646.133,410844846.964,428453660.589,461465054.968,20.0,1.68121729768e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,56
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,458745672.734,9565593.90432,459297461.876,479454348.837,442215828.129,447039379.044,475578226.434,20.0,9.15005867424e+13,0.307692307692,0.0821727019499,0.333333333333,1.7855867438e-06,0.00842796943075,53
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,460552805.556,7086785.52449,460287509.738,478402036.373,449904715.028,450425691.859,473248005.361,20.0,5.02225290701e+13,0.307692307692,0.0125348189415,0.333333333333,1.7855867438e-06,0.00128562245554,54
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,447329823.803,10665363.7719,447466632.658,472975829.546,423842914.824,432697442.87,462351040.327,20.0,1.13749984387e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,57
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,451875806.37,10883746.3627,454074912.034,473211607.62,428391113.063,430398525.16,462053348.912,20.0,1.18455934888e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,58
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,446556533.152,11636549.6547,447374411.393,468018466.108,423546087.949,423554491.198,461373762.94,20.0,1.35409287866e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,59
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,453702080.692,11951614.5397,453005983.568,476294956.657,422118706.206,436517219.945,468573861.58,20.0,1.42841090106e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,61
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,451874666.864,15671964.0117,453024574.594,482505034.102,420223322.748,427195295.076,473224799.17,20.0,2.45610455983e+14,0.307692307692,0.139275766017,0.333333333333,1.7855867438e-06,0.0142846939504,60
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,433042237.103,11441417.5821,433930961.694,452215227.005,410549640.976,418719609.785,450247650.444,18.0,1.30906036288e+14,0.307692307692,0.0696378830084,0.166666666667,1.7855867438e-06,0.00357117348761,64
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,447513464.278,13094926.7827,448664942.789,470267277.118,418846612.739,426372237.97,464081705.14,20.0,1.71477107444e+14,0.307692307692,0.0821727019499,0.333333333333,1.7855867438e-06,0.00842796943075,62
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,449285518.236,10598935.0281,452131029.761,462549301.163,419341833.716,434800031.457,460893546.444,20.0,1.12337423729e+14,0.307692307692,0.0125348189415,0.333333333333,1.7855867438e-06,0.00128562245554,63
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,434193667.904,10431834.8616,435521233.705,449098366.059,412991574.325,419318250.138,447046462.521,20.0,1.08823178579e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,65
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,440824196.535,12087694.6499,439849618.45,457948998.084,415333482.405,423887732.583,457824869.882,19.0,1.46112361949e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,66
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,435106850.716,12330415.0145,434675652.363,460816238.299,418446680.902,419390151.21,453559970.742,17.0,1.52039134431e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,67
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,440480193.046,7699326.32121,439704555.059,452476135.836,423219857.544,427541440.587,451167114.471,20.0,5.92796258005e+13,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,68
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,439004400.585,8803711.71635,439821170.929,453752644.087,421970984.224,421976533.666,450014918.709,19.0,7.75053399846e+13,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,69
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,433467518.825,10769075.1054,431477856.198,454710208.274,416772378.442,418992734.598,451388578.246,19.0,1.15972978626e+14,0.307692307692,0.139275766017,0.166666666667,1.7855867438e-06,0.00714234697522,70
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,438003182.193,16057390.494,439013451.566,470259268.496,409504870.942,417506020.064,468346827.574,20.0,2.57839789475e+14,0.307692307692,0.0125348189415,0.166666666667,1.7855867438e-06,0.000642811227769,72
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,437784253.363,13044675.1922,438023411.656,465368695.887,417097063.227,418096914.795,454186840.331,19.0,1.7016355087e+14,0.307692307692,0.0821727019499,0.166666666667,1.7855867438e-06,0.00421398471538,71
203.0,-203.0,-420.0,-195.0,500.0,-203.0,-1e+200,456159115.904,10350057.5476,456440456.292,472089508.501,426381656.153,440674979.096,471463213.22,19.0,1.07123691238e+14,0.384615384615,0.0696378830084,0.166666666667,1.7855867438e-06,0.00446396685951,73
203.0,-203.0,-420.0,-195.0,600.0,-203.0,-1e+200,456685093.917,10790322.4124,456758674.954,476031349.524,436515126.978,439638978.687,472321385.853,18.0,1.16431057764e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,74
203.0,-203.0,-420.0,-195.0,700.0,-203.0,-1e+200,456796281.62,7919508.05882,456556414.944,468741893.029,439738811.179,444255360.363,467509904.401,17.0,6.27186078937e+13,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,75
203.0,-203.0,-420.0,-195.0,800.0,-203.0,-1e+200,454847782.82,10059098.8485,458024427.425,469100360.291,431933995.413,437989330.594,468555718.271,17.0,1.01185469645e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,76
203.0,-203.0,-420.0,-195.0,900.0,-203.0,-1e+200,455842132.575,13325549.6899,453115236.36,486581217.052,432460743.704,440674183.899,475428212.31,17.0,1.77570274538e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,77
203.0,-203.0,-420.0,-195.0,1000.0,-203.0,-1e+200,464167279.669,9979512.17944,465080332.493,482321990.148,448925573.229,450861432.267,481418771.31,16.0,9.95906633396e+13,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,78
203.0,-203.0,-420.0,-195.0,1100.0,-203.0,-1e+200,463149870.59,14320342.735,462224838.208,492703650.145,440841405.459,441044572.204,487140774.254,17.0,2.05072216047e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,79
203.0,-203.0,-420.0,-195.0,1200.0,-203.0,-1e+200,463086396.862,14752763.3791,461139845.72,488424597.746,442032476.424,444178393.488,486744060.481,17.0,2.17644027319e+14,0.384615384615,0.0821727019499,0.166666666667,1.7855867438e-06,0.00526748089422,80
203.0,-203.0,-420.0,-195.0,1218.0,-203.0,-1e+200,459521328.334,9082781.80231,457406770.343,475280374.993,445495331.863,447381020.396,473266356.248,16.0,8.24969252683e+13,0.384615384615,0.0125348189415,0.166666666667,1.7855867438e-06,0.000803514034712,81
203.0,-203.0,-400.0,-195.0,500.0,-203.0,-1e+200,450534906.777,10157873.6435,451431529.982,468602885.883,428817225.834,435068569.463,467167412.895,20.0,1.03182396958e+14,0.384615384615,0.0696378830084,0.333333333333,1.7855867438e-06,0.00892793371902,82
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,453010194.573,8548593.51483,453903654.024,471404476.654,436252279.906,439793022.215,464565631.048,20.0,7.30784510819e+13,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,83
203.0,-203.0,-400.0,-195.0,700.0,-203.0,-1e+200,456539288.996,11680616.9722,456149232.473,479249184.132,436624100.315,442449243.206,477342166.454,20.0,1.36436812851e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,84
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,461564295.866,13127660.4105,461713506.892,489638314.325,441081563.297,442557966.731,477632615.309,20.0,1.72335467853e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,85
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,455329958.794,12349057.7048,452203582.642,478416722.888,438605603.29,441852992.408,477586605.643,20.0,1.52499226197e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,86
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,458513043.335,10234060.4433,456543639.268,477365658.962,438476225.919,444245230.268,476374029.648,20.0,1.04735993157e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,87
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,457700297.177,12075953.564,460681574.078,477448804.942,425363523.276,441163999.582,470356955.889,20.0,1.45828654481e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,88
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,460642624.243,14420917.2611,462938519.751,484338467.172,428349044.509,437335470.438,480013099.853,20.0,2.07962854651e+14,0.384615384615,0.0821727019499,0.333333333333,1.7855867438e-06,0.0105349617884,89
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,458705693.224,9944589.75427,458558065.27,474839736.543,440194666.039,444483333.526,473989608.862,20.0,9.88948653807e+13,0.384615384615,0.0125348189415,0.333333333333,1.7855867438e-06,0.00160702806942,90
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,444543652.602,14764366.02,445048561.795,468074216.318,418116943.16,422358869.879,463363267.255,20.0,2.17986503971e+14,0.384615384615,0.0696378830084,0.333333333333,1.7855867438e-06,0.00892793371902,91
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,444762916.683,12377528.3054,447213730.228,459107957.726,410753629.238,421053738.015,458103207.568,19.0,1.5320320695e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,92
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,445491550.989,12947428.6606,441200120.738,470755682.202,422942105.947,428776007.079,469384448.689,20.0,1.67635908922e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,93
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,451843321.082,12912678.5581,449545128.371,475611397.609,433214594.532,433703161.291,472298787.504,20.0,1.66737267544e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,94
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,449759416.724,13497953.0166,449121826.813,477892780.305,429126202.962,430685330.791,472342737.057,20.0,1.82194735637e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,95
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,447732366.513,15546993.7194,449613987.337,486816651.883,420635738.17,425547311.866,470138686.875,19.0,2.41709013711e+14,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,96
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,445367497.381,9660113.65469,446029588.462,463815961.065,432102137.018,432533868.973,460016640.122,20.0,9.33177958215e+13,0.384615384615,0.139275766017,0.333333333333,1.7855867438e-06,0.017855867438,97
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,446523777.743,15000962.7681,444986033.997,467379984.354,421447931.813,424942013.722,467310644.203,20.0,2.25028883969e+14,0.384615384615,0.0821727019499,0.333333333333,1.7855867438e-06,0.0105349617884,98
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,447744893.497,13990140.7321,449224006.073,472542509.323,424082931.36,426961832.026,467220275.452,20.0,1.95724037704e+14,0.384615384615,0.0125348189415,0.333333333333,1.7855867438e-06,0.00160702806942,99
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,429688463.563,9330632.08596,430988685.269,443479629.468,406549752.817,416399997.112,440662084.94,20.0,8.70606951236e+13,0.384615384615,0.0696378830084,0.166666666667,1.7855867438e-06,0.00446396685951,100
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,439088382.356,14314112.1881,439652097.666,472149247.292,412145085.07,418425645.551,462517899.017,20.0,2.04893807732e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,101
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,440943022.181,13965319.5709,439861200.051,462548128.258,417630685.905,422222575.576,462058196.919,18.0,1.95030150717e+14,0.384615384615,0.139275766017,0.166666666667,1.7855867438e-06,0.00892793371902,102
