turbine_capacity,htse_ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,scenario_label,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-turbine_capacity,ProbabilityWeight,prefix,PointProbability
1014.9,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,10318210588.1,0.0,10318210588.1,10318210588.1,10318210588.1,10318210588.1,10318210588.1,10.0,0.0,0.5,0.5,1,0.00101512536798
2000.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,14195820686.9,11942170.6647,14192975108.3,14223100112.3,14181509279.1,14183387497.0,14215202478.0,10.0,1.42615440184e+14,0.5,0.5,2,0.00101512536798
