iteration,accepted,H2_storage_capacity,overflow_capacity,H2_market_capacity,IES_delta_cap,mean_NPV
68.0,rejected,15768.914318,-1000.0,-9.99982319172e-11,0.0,-7983373935.72
69.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7983986977.04
70.0,rejected,29250.1739176,-1000.0,-0.151569672923,0.132021162244,-8026097932.13
71.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7977311539.24
72.0,rejected,0.0,-1000.0,-0.529955273721,0.129794732664,-8069503442.7
73.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7982263531.8
74.0,rejected,23940.4007653,-1000.0,-0.128066019082,0.0,-8011506959.53
75.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7974821180.41
76.0,rejected,20517.1421486,-1000.0,-0.299798537366,0.0806964379811,-8039375826.04
77.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7986583363.59
78.0,rejected,14566.1015751,-1000.0,-0.376631700929,0.0653676158261,-8032151998.98
79.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7981343736.91
80.0,rejected,8065.70765787,-1000.0,-0.324382027583,0.0,-8020568493.04
81.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7978104293.36
82.0,rejected,0.0,-1000.0,-0.0975642553487,0.0,-7990659351.83
83.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7974581960.71
84.0,rejected,17756.1722799,-1000.0,-0.105167227325,0.0364201109929,-7995571065.68
85.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7977106689.55
86.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.00856500542855,-7982567466.74
87.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7979977867.82
88.0,rejected,0.0,-1000.0,-0.208345311772,0.0495514178419,-7997966962.21
89.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7985425418.27
90.0,rejected,10832.994333,-1000.0,-0.166350236537,0.0466581502972,-8001402078.73
91.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7969818980.21
92.0,rejected,593.891194667,-1000.0,-9.99982319172e-11,0.0247036979885,-7984035391.18
93.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7977205052.57
94.0,rejected,0.0,-1000.0,-0.22693843575,0.0365354247312,-8004816310.52
95.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7976079225.97
96.0,rejected,9758.49753932,-1000.0,-9.99982319172e-11,0.0492355044213,-7986380504.85
97.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7976243572.93
98.0,rejected,3982.25269846,-1000.0,-9.99982319172e-11,0.0751746934898,-7979245636.45
99.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7973320711.05
100.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.0703132616508,-7976280959.21
101.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0331670895237,-7976405365.27
