hours,price
1.0,18.3619
2.0,16.9711
3.0,17.3316
4.0,17.2868
5.0,17.5126
6.0,17.8538
7.0,17.2473
8.0,19.1817
9.0,19.0904
10.0,19.8986
11.0,18.9272
12.0,17.5576
13.0,16.515
14.0,13.5087
15.0,13.399
16.0,13.3323
17.0,13.9756
18.0,18.851
19.0,17.6059
20.0,14.0811
21.0,13.0005
22.0,8.1854
23.0,7.3008
24.0,6.0756
25.0,5.2948
26.0,5.2113
27.0,5.769
28.0,6.5459
29.0,9.8365
30.0,12.1842
31.0,19.8951
32.0,20.2873
33.0,20.8274
34.0,26.1839
35.0,32.019
36.0,33.8223
37.0,28.2457
38.0,23.8567
39.0,22.4287
40.0,27.8464
41.0,27.3557
42.0,38.3825
43.0,34.2452
44.0,25.4858
45.0,20.6135
46.0,16.8689
47.0,11.4884
48.0,11.0243
49.0,10.1637
50.0,7.2868
51.0,6.8703
52.0,6.9034
53.0,8.9402
54.0,12.9271
55.0,19.0331
56.0,20.261
57.0,19.1873
58.0,19.132
59.0,18.9676
60.0,19.3275
61.0,19.5419
62.0,20.1994
63.0,19.2289
64.0,19.9141
65.0,30.7165
66.0,40.5812
67.0,37.7986
68.0,33.5922
69.0,31.0425
70.0,27.887
71.0,25.7143
72.0,22.1311
73.0,21.701
74.0,21.9203
75.0,21.7249
76.0,24.9551
77.0,25.3172
78.0,30.954
79.0,39.0684
80.0,47.2034
81.0,37.951
82.0,38.0137
83.0,36.6335
84.0,33.063
85.0,31.4856
86.0,29.9117
87.0,27.6744
88.0,27.3679
89.0,28.773
90.0,41.6397
91.0,35.9733
92.0,30.7496
93.0,27.766
94.0,22.5261
95.0,21.4639
96.0,18.5757
97.0,17.2969
98.0,17.0941
99.0,16.8478
100.0,16.9963
101.0,17.0944
102.0,18.9182
103.0,28.3271
104.0,29.9637
105.0,22.3067
106.0,31.0764
107.0,26.4518
108.0,30.978
109.0,24.2315
110.0,24.4344
111.0,22.7929
112.0,23.1339
113.0,28.0689
114.0,46.0196
115.0,35.3628
116.0,35.8701
117.0,35.235
118.0,34.1156
119.0,31.3069
120.0,27.5281
121.0,28.8696
122.0,28.7053
123.0,28.9266
124.0,29.3196
125.0,31.2755
126.0,34.5801
127.0,47.4313
