hour,price
1,21.23
2,19.96
3,19.42
4,19.09
5,17.9
6,17.92
7,18.13
8,19.09
9,17.58
10,15.63
11,16.95
12,16.45
13,15.12
14,14.49
15,14.16
16,14.05
17,15.83
18,19.21
19,18.42
20,19.91
21,20.1
22,19.67
23,18.58
24,18.37
25,17.97
26,17.21
27,17.96
28,17.04
29,17.44
30,20.17
31,22.36
32,38.77
33,25.02
34,21.01
35,21.53
36,21.08
37,19.52
38,19.68
39,19.92
40,20.99
41,26.57
42,24.57
43,23.99
44,25.88
45,21.53
46,19.87
47,19.82
48,18.52
49,19.12
50,18.54
51,18.8
52,18.37
53,17.73
54,18.45
55,20.34
56,22.92
57,26.15
58,35.73
59,117.45
60,26.46
61,26.93
62,22.14
63,21.99
64,21.59
65,23.82
66,24.44
67,22.94
68,22.96
69,29.93
70,22.29
71,20.22
72,18.88
73,18.32
74,18.47
75,17.87
76,17.19
77,16.84
78,16.19
79,16.04
80,17.56
81,20.95
82,20.89
83,24.72
84,22.66
85,19.96
86,19.12
87,18.62
88,18.87
89,20.49
90,24.93
91,20.98
92,21.18
93,22.46
94,20.98
95,20.45
96,18.59
97,18.57
98,18.66
99,18.55
100,19.02
101,18.71
102,18.77
103,18.63
104,19.88
105,19.04
106,18.86
107,19.07
108,19.14
109,18.54
110,18.38
111,18.42
112,18.14
113,23.48
114,23.75
115,31.48
116,23.28
117,29.77
118,20.96
119,19.25
120,16.77
121,18.21
122,16.29
123,15.9
124,15.67
125,15.66
126,19.65
127,23.53
128,24.21
129,24.64
130,22.02
131,20.84
132,18.56
133,18.73
134,18.4
135,17.34
136,17.6
137,18.01
138,26.17
139,25.24
140,22.3
141,24.34
142,22.18
143,19.7
144,18.09
145,18.59
146,18.76
147,18.45
148,18.33
149,19.51
150,21.74
151,30.25
152,28.53
153,22.5
154,23.03
155,22.38
156,22.25
157,21.66
158,21.34
159,20.1
160,20.27
161,22.12
162,27.28
163,22.31
164,21.49
165,25.12
166,20.77
167,19.57
168,18.68
169,18.77
170,18.64
171,18.74
172,19.02
173,18.93
174,19.36
175,21.74
176,31.09
177,36.56
178,21.33
179,21.05
180,19.46
181,19.04
182,19.25
183,19.53
184,19.54
185,21.44
186,30.9
187,26.56
188,22.07
189,22.62
190,21.88
191,21.64
192,19.86
193,20.72
194,19.93
195,20.6
196,21.08
197,21.98
198,24.08
199,38.38
200,119.98
201,23.75
202,21.89
203,21.37
204,20.63
205,19.47
206,18.94
207,18.75
208,19.4
209,19.69
210,23.98
211,23.61
212,21.68
213,21.21
214,23.02
215,19.51
216,17.96
217,19.62
218,18.39
219,18.95
220,17.35
221,17.9
222,19.03
223,21.75
224,22.52
225,21.63
226,20.33
227,19.57
228,19.5
229,19.13
230,18.61
231,18.84
232,18.43
233,19.44
234,20.56
235,20.12
236,18.87
237,16.48
238,14.6
239,15.4
240,14.38
241,17.13
242,15.71
243,14.31
244,14.2
245,14.37
246,14.42
247,17.08
248,17.66
249,16.28
250,17.76
251,18.91
252,18.06
253,16.52
254,15.87
255,14.24
256,13.89
257,17.82
258,19.12
259,16.23
260,13.88
261,13.99
262,14.04
263,12.94
264,11.85
265,13.07
266,11.58
267,11.29
268,11
269,10.88
270,9.87
271,11.51
272,12.04
273,14.34
274,14.58
275,17.45
276,18.07
277,18.26
278,18.86
279,19.08
280,20.59
281,22.45
282,70.07
283,24.99
284,23.52
285,26.64
286,19.93
287,21.28
288,16
289,14.29
290,14.63
291,14.58
292,14.86
293,14.85
294,21.8
295,42.72
296,89.05
297,51.64
298,53.69
299,35.79
300,24.18
301,25.66
302,28.35
303,23.16
304,21.49
305,19.71
306,54.44
307,29.86
308,25.58
309,36.95
310,22.9
311,21.59
312,15.9
313,17.48
314,17.26
315,15.59
316,16.13
317,18.08
318,19.17
319,18.31
320,20.17
321,22.53
322,26.36
323,24.03
324,24.35
325,21.67
326,21.96
327,20.86
328,20.41
329,20.24
330,26.68
331,27.47
332,25.93
333,22.94
334,21.67
335,19.46
336,18.29
337,18.5
338,17.98
339,17.15
340,16.92
341,17.34
342,18.34
343,26.18
344,21.7
345,22.8
346,21.51
347,31.36
348,22.83
349,21.39
350,20.4
351,18.99
352,18.75
353,20.11
354,21.78
355,25.26
356,19.55
357,19.36
358,18.38
359,16.89
360,15.46
361,15.14
362,14.44
363,14.55
364,13.88
365,14.4
366,15.24
367,19
368,21.37
369,20.85
370,19.14
371,18.07
372,18.15
373,17.13
374,17.94
375,18.81
376,17.8
377,19.15
378,23.49
379,23.37
380,32.97
381,22.5
382,22.78
383,20.98
384,20.42
385,18.62
386,19.03
387,18.65
388,19.16
389,19.97
390,19.83
391,21.07
392,23.67
393,24.6
394,21.78
395,23.92
396,22.4
397,21.66
398,21.27
399,21.19
400,21.55
401,21.25
402,25.31
403,24.95
404,22.51
405,22.35
406,21.75
407,21.61
408,21.62
409,57.84
410,23.57
411,24.06
412,20.61
413,20.31
414,20.36
415,23.51
416,21.76
417,23.34
418,32.25
419,35.73
420,29.67
421,29
422,34.31
423,34
424,27.25
425,34.67
426,39.59
427,28.75
428,24.57
429,23.8
430,22.11
431,21.3
432,21.14
433,18.81
434,19.51
435,18.17
436,17.28
437,12.81
438,16.21
439,16.36
440,16.97
441,19.35
442,18.97
443,18.96
444,19.12
445,19
446,18.96
447,17.43
448,18.09
449,20.48
450,27.84
451,27.83
452,24.94
453,25.38
454,24.05
455,26.27
456,27.63
457,24.07
458,24.87
459,25.01
460,23.99
461,25.62
462,26.01
463,28.48
