SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,PointProbability,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity
203.0,-203.0,-260.0,-203.0,400.0,-203.0,-1e+200,345841430.502,17141789.8255,344895795.086,373237622.362,309092270.503,321370726.919,367458157.446,11.0,2.93840958423e+14,3.26605264877e-08,100,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,500.0,-203.0,-1e+200,342104584.398,23580066.4882,337933862.704,387868750.964,309706844.019,316850863.124,375398871.073,7.0,5.56019535588e+14,3.26605264877e-08,101,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,600.0,-203.0,-1e+200,348070966.249,9742045.65963,346357789.075,366674961.647,336631433.769,337924179.624,362721287.787,7.0,9.49074536343e+13,3.26605264877e-08,102,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,700.0,-203.0,-1e+200,362655280.685,19491385.832,362544712.211,382921180.701,316480515.58,332531081.887,380625283.137,9.0,3.79914121651e+14,3.26605264877e-08,103,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,800.0,-203.0,-1e+200,352227677.932,28434851.1864,349193096.324,397229565.502,315470837.114,319147110.25,391446316.23,7.0,8.08540761994e+14,3.26605264877e-08,104,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,900.0,-203.0,-1e+200,357744499.229,20731246.1925,360062069.821,394726497.235,329181399.274,332011164.962,386646263.592,8.0,4.29784568694e+14,3.26605264877e-08,105,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,1000.0,-203.0,-1e+200,357489436.763,19106502.4406,360044082.531,390590073.24,325746744.7,330925890.725,386339864.324,13.0,3.65058435514e+14,3.26605264877e-08,106,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,1100.0,-203.0,-1e+200,349409265.408,33122141.0747,338689457.971,420597743.409,318784086.132,320519649.839,407065682.015,10.0,1.09707622937e+15,3.26605264877e-08,107,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,1200.0,-203.0,-1e+200,365393411.516,18586807.6116,360673000.994,390274333.447,325642159.825,339339898.463,388996236.129,11.0,3.45469417191e+14,3.26605264877e-08,108,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,1218.0,-203.0,-1e+200,351556791.431,44472273.0793,344626397.044,422023250.036,300309639.023,302152691.829,410888336.831,8.0,1.97778307284e+15,3.26605264877e-08,109,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-260.0,-203.0,1300.0,-203.0,-1e+200,357448597.651,21560513.0871,353880407.856,392891082.523,323398255.154,330351860.519,392767136.727,15.0,4.6485572458e+14,3.26605264877e-08,110,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,400.0,-203.0,-1e+200,344939081.865,13473442.8515,344027562.199,369964670.526,322050413.722,328137796.261,364302130.31,12.0,1.81533662274e+14,3.26605264877e-08,111,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,500.0,-203.0,-1e+200,351473273.674,14657155.8938,350397020.655,374591327.719,325594335.924,332984337.753,373281646.668,11.0,2.14832218894e+14,3.26605264877e-08,112,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,600.0,-203.0,-1e+200,344863976.559,18875155.7106,339506938.098,375326192.738,315627178.454,320288406.322,374705603.159,12.0,3.562715031e+14,3.26605264877e-08,113,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,700.0,-203.0,-1e+200,344627071.052,20359024.2964,346257984.958,375407026.576,309661513.93,313604904.027,373195495.421,13.0,4.14489870303e+14,3.26605264877e-08,114,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,800.0,-203.0,-1e+200,332544684.197,20061745.482,332314498.88,360039351.583,309692048.354,310360166.231,357165310.592,6.0,4.02473631785e+14,3.26605264877e-08,115,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,900.0,-203.0,-1e+200,345934007.985,24917278.76,348861466.746,398488402.497,308363569.086,317124594.996,388398960.389,14.0,6.20870780805e+14,3.26605264877e-08,116,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,1000.0,-203.0,-1e+200,354877462.962,14929480.503,359862047.882,375473952.882,330990743.118,331054124.332,371986353.733,12.0,2.22889388089e+14,3.26605264877e-08,117,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,1100.0,-203.0,-1e+200,353287828.706,18165953.4319,356045747.632,386559083.636,317854993.734,320323176.416,373745947.383,15.0,3.30001864092e+14,3.26605264877e-08,118,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,1200.0,-203.0,-1e+200,355248659.506,29192002.4601,353233864.644,417229289.681,300849183.692,317581951.182,409443244.739,18.0,8.52173007631e+14,3.26605264877e-08,119,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,1218.0,-203.0,-1e+200,344288510.654,20870300.7646,350762224.799,378953716.322,303467190.64,308962466.042,368197344.98,14.0,4.35569454005e+14,3.26605264877e-08,120,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-250.0,-203.0,1300.0,-203.0,-1e+200,346716503.705,25723822.2685,345846936.171,397412928.304,312176092.24,316470258.477,396543029.211,20.0,6.61715032101e+14,3.26605264877e-08,121,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,400.0,-203.0,-1e+200,341338139.714,28427718.6443,347170547.476,385171797.682,283384672.067,299324523.504,383581508.774,17.0,8.08135187322e+14,3.26605264877e-08,122,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,500.0,-203.0,-1e+200,345099286.134,23253993.2195,355515478.69,376124421.849,307977669.079,308845577.965,375814718.268,14.0,5.40748200655e+14,3.26605264877e-08,123,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,600.0,-203.0,-1e+200,337875029.711,20467232.3989,342216033.241,365663919.437,305486739.897,305512472.562,362424575.058,11.0,4.18907602071e+14,3.26605264877e-08,124,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,700.0,-203.0,-1e+200,338339815.202,33046798.8891,342984802.44,384012336.635,276256717.148,290451986.704,379645000.905,15.0,1.09209091682e+15,3.26605264877e-08,125,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,800.0,-203.0,-1e+200,331303262.154,24728915.8994,334445272.872,383306653.505,283621869.9,296216962.284,358098207.449,17.0,6.11519281562e+14,3.26605264877e-08,126,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,900.0,-203.0,-1e+200,346012838.64,26524112.3043,347896289.536,410463733.475,292327486.62,307533370.503,378689414.677,16.0,7.03528533531e+14,3.26605264877e-08,127,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,1000.0,-203.0,-1e+200,348292450.54,21352531.1802,344445923.12,378860571.981,296563988.703,317309914.13,378278110.148,18.0,4.559305878e+14,3.26605264877e-08,128,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,1100.0,-203.0,-1e+200,334458356.688,19962256.2251,333495532.974,372886926.623,295956944.352,307581756.197,364170431.885,20.0,3.98491673598e+14,3.26605264877e-08,129,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,1200.0,-203.0,-1e+200,345918029.958,27182624.0088,342505913.923,407155720.021,311475059.741,314576714.692,392581034.38,19.0,7.38895048005e+14,3.26605264877e-08,130,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,1218.0,-203.0,-1e+200,341878604.854,29914025.3545,329182136.221,415683042.27,304860229.11,310763228.727,397394692.756,20.0,8.94848912909e+14,3.26605264877e-08,131,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-240.0,-203.0,1300.0,-203.0,-1e+200,343312070.857,29283049.7138,341444756.917,397668521.946,284976625.234,303766855.685,397180072.4,19.0,8.57497000541e+14,3.26605264877e-08,132,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,400.0,-203.0,-1e+200,324522354.87,16069647.6794,321620669.085,360772019.424,302284119.844,305068303.479,355699126.906,18.0,2.5823357654e+14,3.26605264877e-08,133,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,500.0,-203.0,-1e+200,336434615.858,20623610.3836,328487291.99,375675295.541,303722450.541,312485257.152,372602640.772,17.0,4.25333305255e+14,3.26605264877e-08,134,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,600.0,-203.0,-1e+200,332037190.328,18567277.4926,327940507.484,372300913.96,293196705.334,306984432.474,359105433.531,15.0,3.44743793487e+14,3.26605264877e-08,135,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,700.0,-203.0,-1e+200,330005070.791,22760249.5556,325856439.717,369536743.34,298394465.282,300526295.53,369326528.57,20.0,5.18028959832e+14,3.26605264877e-08,136,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,800.0,-203.0,-1e+200,324316388.164,23207287.5914,318854063.485,380158610.235,295124847.324,295401311.922,366378453.854,17.0,5.38578197352e+14,3.26605264877e-08,137,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,900.0,-203.0,-1e+200,332084591.324,25566917.4509,331731381.727,375377245.651,292559745.089,293127172.729,373317437.374,20.0,6.53667267942e+14,3.26605264877e-08,138,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,1000.0,-203.0,-1e+200,333030381.815,21264513.6355,333713501.078,385979733.437,299447102.516,304259311.516,358364814.384,18.0,4.52179540155e+14,3.26605264877e-08,139,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,1100.0,-203.0,-1e+200,315375362.251,18947661.285,312188969.252,343848000.856,279717829.976,282309151.032,342589531.005,19.0,3.59013868171e+14,3.26605264877e-08,140,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,1200.0,-203.0,-1e+200,330410346.071,21946258.5336,324771611.806,381565254.782,302055436.708,305968392.353,374380884.643,20.0,4.81638263626e+14,3.26605264877e-08,141,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,1218.0,-203.0,-1e+200,320942453.503,25115157.3846,316294567.903,363384434.453,274991712.017,284947090.844,357506137.382,17.0,6.30771130456e+14,3.26605264877e-08,142,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-230.0,-203.0,1300.0,-203.0,-1e+200,316522764.427,19828873.6913,319999187.686,340729082.168,264495152.616,289027677.168,340675038.213,20.0,3.93184231864e+14,3.26605264877e-08,143,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,400.0,-203.0,-1e+200,324210194.881,20579321.6763,324653823.599,380091179.006,292836191.381,299293513.055,355813462.928,19.0,4.23508480658e+14,3.26605264877e-08,144,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,500.0,-203.0,-1e+200,324864266.484,20971882.7372,327062430.953,358875827.44,291756068.454,293116979.639,348132333.299,20.0,4.39819865544e+14,3.26605264877e-08,145,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,316807287.868,20164511.0596,320079930.563,349178685.718,274173077.261,285669450.048,344920167.991,16.0,4.06607506271e+14,3.26605264877e-08,146,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,700.0,-203.0,-1e+200,317777473.166,22346843.3617,317046741.203,354934648.767,283346495.552,289010113.292,353459577.089,17.0,4.99381408232e+14,3.26605264877e-08,147,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,315653054.57,28786042.9685,315119899.664,357355494.879,271014573.378,272429091.343,354159905.25,20.0,8.28636269783e+14,3.26605264877e-08,148,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,315465102.601,21736320.1613,311185389.512,375713008.393,286980824.433,287354148.401,343967191.366,20.0,4.72467614156e+14,3.26605264877e-08,149,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,316152632.478,19112586.1858,315478979.245,348188807.367,282980914.253,285143658.306,344652908.599,18.0,3.65290950709e+14,3.26605264877e-08,150,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,316718385.899,18320397.0748,316295822.981,359930105.078,291902003.048,292468119.872,345318127.627,19.0,3.35636948979e+14,3.26605264877e-08,151,0.111111111111,0.0185185185185,4.89907897315e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,309439737.641,20417588.6055,311916540.52,353497589.643,272547994.65,275388217.055,334691855.587,20.0,4.16877924465e+14,3.26605264877e-08,152,0.0655555555556,0.0185185185185,2.89045659416e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,309224810.434,24301840.4152,309677392.789,362242110.826,263298033.717,274041573.862,348725975.209,20.0,5.90579447564e+14,3.26605264877e-08,153,0.0555555555556,0.0185185185185,2.44953948658e-05,0.0238095238095
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,304890770.529,20501922.9717,302597119.611,353062079.589,271885435.336,273181401.044,329483485.349,20.0,4.20328845536e+14,3.26605264877e-08,154,0.0455555555556,0.0185185185185,2.00862237899e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,400.0,-203.0,-1e+200,307140587.767,17190468.4242,307793540.35,343334221.808,272545383.568,285278202.901,338593842.038,19.0,2.95512204645e+14,3.26605264877e-08,155,0.0555555555556,0.0157407407407,2.08210856359e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,500.0,-203.0,-1e+200,313316031.937,18636441.7337,310721619.407,345740370.301,278152936.24,286379958.513,343169037.966,19.0,3.47316960494e+14,3.26605264877e-08,156,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,600.0,-203.0,-1e+200,301618560.194,14219295.5154,301995354.117,328862916.122,274409557.77,276784975.169,324437098.542,20.0,2.02188364955e+14,3.26605264877e-08,157,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,700.0,-203.0,-1e+200,313470847.121,17943609.7883,314784859.98,345123545.157,277915241.928,287823981.312,338849061.146,20.0,3.21973132235e+14,3.26605264877e-08,158,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,800.0,-203.0,-1e+200,306349291.971,17669110.8363,307736097.643,341222992.738,273033285.054,280183818.286,340319054.438,20.0,3.12197477744e+14,3.26605264877e-08,159,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,900.0,-203.0,-1e+200,299275226.583,22125488.5324,295662618.529,346303179.948,263854675.621,270545585.603,340389664.668,20.0,4.895372428e+14,3.26605264877e-08,160,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,1000.0,-203.0,-1e+200,295251296.158,22677937.6248,291868878.487,344157473.734,262697880.802,268092009.467,329875869.81,19.0,5.14288854913e+14,3.26605264877e-08,161,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,1100.0,-203.0,-1e+200,298951823.785,20671911.272,297211257.18,334949093.946,268198988.277,269469089.286,333974914.622,20.0,4.27327915637e+14,3.26605264877e-08,162,0.111111111111,0.0157407407407,4.16421712718e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,1200.0,-203.0,-1e+200,297465695.788,19468071.9606,306912903.633,318739592.206,244096475.001,267160261.288,316400507.731,19.0,3.79005825862e+14,3.26605264877e-08,163,0.0655555555556,0.0157407407407,2.45688810504e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,1218.0,-203.0,-1e+200,292734050.211,23461628.1914,292785564.016,335003598.093,251933527.016,262484219.214,328201862.4,18.0,5.50447997392e+14,3.26605264877e-08,164,0.0555555555556,0.0157407407407,2.08210856359e-05,0.0238095238095
203.0,-203.0,-210.0,-203.0,1300.0,-203.0,-1e+200,293411811.485,23073643.6587,292700205.074,335285116.797,254887238.153,267407700.251,327596756.989,18.0,5.32393031689e+14,3.26605264877e-08,165,0.0455555555556,0.0157407407407,1.70732902214e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,400.0,-203.0,-1e+200,296713378.829,15346995.918,300849406.696,317729568.24,269621628.827,276413035.519,316525531.657,20.0,2.35530283708e+14,3.26605264877e-08,166,0.0555555555556,0.00925925925926,1.22476974329e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,500.0,-203.0,-1e+200,294624675.584,24510261.817,296569347.932,331522307.22,249699096.016,256728754.726,325505468.173,20.0,6.00752934337e+14,3.26605264877e-08,167,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,600.0,-203.0,-1e+200,299343652.499,20590744.5063,298032179.577,334869337.449,260075468.559,265824283.988,329501431.397,18.0,4.23978759324e+14,3.26605264877e-08,168,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,700.0,-203.0,-1e+200,288945390.751,19150396.6268,288144735.931,319619009.876,257128467.548,258946629.744,313829393.275,20.0,3.66737690965e+14,3.26605264877e-08,169,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,800.0,-203.0,-1e+200,294782036.034,22445350.1636,299908611.697,334687376.199,253387125.924,253547839.908,324437621.822,20.0,5.03793743968e+14,3.26605264877e-08,170,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,900.0,-203.0,-1e+200,293694744.497,24351867.5658,293310184.986,336186785.206,238885885.169,254457013.172,326311206.148,19.0,5.93013453943e+14,3.26605264877e-08,171,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,1000.0,-203.0,-1e+200,293377217.839,15936252.0351,290797177.551,322882944.549,267257121.933,267472086.076,312951946.395,20.0,2.53964128925e+14,3.26605264877e-08,172,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,1100.0,-203.0,-1e+200,277945532.037,18580530.8731,278828839.775,315520437.765,246348295.697,248657542.217,303268387.53,20.0,3.45236127526e+14,3.26605264877e-08,173,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,1200.0,-203.0,-1e+200,289547043.584,19434852.9246,290032420.08,327009143.317,247204740.273,263078922.908,315486950.494,18.0,3.77713508203e+14,3.26605264877e-08,174,0.0655555555556,0.00925925925926,1.44522829708e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,1218.0,-203.0,-1e+200,291184943.92,18128525.9583,288532442.477,333933092.178,261120748.52,264297341.768,315524425.415,20.0,3.28643453421e+14,3.26605264877e-08,175,0.0555555555556,0.00925925925926,1.22476974329e-05,0.0238095238095
203.0,-203.0,-203.0,-203.0,1300.0,-203.0,-1e+200,288911635.372,20254556.3295,288748582.264,333425546.715,256512811.695,256698431.666,313745252.849,20.0,4.10247052106e+14,3.26605264877e-08,176,0.0455555555556,0.00925925925926,1.0043111895e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,400.0,-203.0,-1e+200,295384356.133,20662845.7831,295062363.711,340580829.503,266064614.403,269457656.751,331089031.147,20.0,4.26953195856e+14,3.26605264877e-08,177,0.0555555555556,0.00740740740741,9.79815794631e-06,0.0238095238095
203.0,-203.0,-200.0,-203.0,500.0,-203.0,-1e+200,288191899.915,16997487.5803,286981391.973,321149382.6,262767808.587,266735504.017,314677282.646,20.0,2.88914584041e+14,3.26605264877e-08,178,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,288061321.819,19791316.2385,286693730.612,315074988.664,258502464.672,258902652.898,313033087.879,19.0,3.91696198452e+14,3.26605264877e-08,179,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,700.0,-203.0,-1e+200,294502429.854,18261723.7248,295286485.24,330290271.935,258776851.362,267338639.651,321519228.624,20.0,3.33490553402e+14,3.26605264877e-08,180,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,286540928.324,21672381.246,286200758.475,337424976.141,247594921.992,254334751.549,314759541.226,20.0,4.69692108874e+14,3.26605264877e-08,181,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,287757926.881,13475940.6788,288045799.599,312233519.509,267185623.821,268075030.862,308969342.91,20.0,1.81600977178e+14,3.26605264877e-08,182,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,286230254.435,19890383.7325,287141890.692,318787196.067,254591387.701,256587832.532,317795812.52,20.0,3.95627365026e+14,3.26605264877e-08,183,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,283505533.256,23064129.4809,283903278.798,322748204.365,241976805.578,249629806.166,319624546.531,18.0,5.31954068713e+14,3.26605264877e-08,184,0.111111111111,0.00740740740741,1.95963158926e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,276800033.691,24333287.6275,270766690.657,328585250.389,246600250.904,248506107.135,327941107.588,20.0,5.92108886762e+14,3.26605264877e-08,185,0.0655555555556,0.00740740740741,1.15618263766e-05,0.0238095238095
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,290422811.98,22881616.515,289157880.142,338594414.21,248945335.176,249658279.665,327205767.622,20.0,5.2356837434e+14,3.26605264877e-08,186,0.0555555555556,0.00740740740741,9.79815794631e-06,0.0238095238095
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,275019431.292,17627223.8042,272556183.591,317820498.513,251246417.507,254393245.896,306851177.84,20.0,3.10719019042e+14,3.26605264877e-08,187,0.0455555555556,0.00740740740741,8.03448951597e-06,0.0238095238095
203.0,-203.0,-195.0,-203.0,400.0,-203.0,-1e+200,293619303.24,18288479.8058,296003388.316,322936948.787,255937728.691,268724442.971,322226777.902,19.0,3.34468493609e+14,3.26605264877e-08,188,0.0555555555556,0.00925925925926,1.22476974329e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,500.0,-203.0,-1e+200,284507597.332,19609609.5879,280963910.22,326099316.129,244138962.513,265903833.26,321889134.579,20.0,3.84536788191e+14,3.26605264877e-08,189,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,600.0,-203.0,-1e+200,281168011.311,13307171.7937,285658720.862,304881100.184,252922621.919,261544921.141,299439068.757,19.0,1.77080821146e+14,3.26605264877e-08,190,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,700.0,-203.0,-1e+200,286354928.15,20129885.4369,285563996.882,324767836.919,255313562.29,258317207.994,315643986.187,20.0,4.05212287702e+14,3.26605264877e-08,191,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,800.0,-203.0,-1e+200,282530062.733,21707936.3291,283252201.159,325431620.725,244955872.009,247538147.094,312747253.235,19.0,4.71234499668e+14,3.26605264877e-08,192,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,900.0,-203.0,-1e+200,282016502.302,19716481.662,280596330.103,334685813.373,252308749.48,253727323.519,315312785.814,19.0,3.8873964913e+14,3.26605264877e-08,193,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,1000.0,-203.0,-1e+200,272210127.31,15303048.0503,267519282.961,291730491.779,252786710.453,254782852.209,291586148.271,20.0,2.34183279631e+14,3.26605264877e-08,194,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,1100.0,-203.0,-1e+200,278645436.135,21239874.5683,276752631.914,317773784.171,240689760.808,250455516.33,306927568.307,20.0,4.51132271679e+14,3.26605264877e-08,195,0.111111111111,0.00925925925926,2.44953948658e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,1200.0,-203.0,-1e+200,268675522.386,17071216.3213,268989883.404,307530876.198,232576714.762,245772955.487,293609729.746,20.0,2.91426426688e+14,3.26605264877e-08,196,0.0655555555556,0.00925925925926,1.44522829708e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,1218.0,-203.0,-1e+200,274557778.959,18568236.6867,281740988.489,301630879.367,240411262.703,249766846.276,299320616.067,20.0,3.44779413652e+14,3.26605264877e-08,197,0.0555555555556,0.00925925925926,1.22476974329e-05,0.0238095238095
203.0,-203.0,-195.0,-203.0,1300.0,-203.0,-1e+200,275171029.667,25791190.7656,275488595.602,328069171.527,239145821.487,248134023.429,314112085.604,19.0,6.65185521105e+14,3.26605264877e-08,198,0.0455555555556,0.00925925925926,1.0043111895e-05,0.0238095238095
203.0,-203.0,-190.0,-203.0,400.0,-203.0,-1e+200,275062708.69,19200257.0623,280532770.713,298998389.007,231912115.641,244857806.448,295745682.706,19.0,3.68649871257e+14,3.26605264877e-08,199,0.0555555555556,0.0138888888889,1.83715461493e-05,0.0238095238095
