SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-TES_capacity,prefix,ProbabilityWeight-Charger_capacity
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,353191943.221,17486894.7661,352856945.015,380720264.777,318679614.295,324293509.215,380707268.453,20.0,3.05791488562e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,101,0.0454545454545
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,352687215.441,21749349.5689,351347168.158,388063862.459,307888135.852,315224008.308,385709577.8,20.0,4.73034206671e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,102,0.0454545454545
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,352100863.184,24084511.0907,358560333.806,391200544.119,309295488.323,311263727.682,381566183.469,20.0,5.8006367448e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,103,0.0454545454545
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,356170897.688,20185091.8924,351224418.148,396699357.626,324159021.506,328605626.216,393169163.79,20.0,4.07437934705e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,104,0.0454545454545
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,363156615.27,19920622.3963,364436342.428,385869441.176,310615299.67,327495792.425,385614187.272,20.0,3.96831196655e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,105,0.0454545454545
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,361865083.876,25341820.0685,357789102.829,405607929.209,309888907.053,324942573.805,403601920.648,20.0,6.42207844384e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,106,0.0454545454545
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,348222080.81,26333770.7006,345840779.419,412470743.288,299018366.673,307803563.573,377053149.32,20.0,6.93467479309e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,107,0.0454545454545
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,356741508.025,30382453.2819,355238026.085,405209390.591,305680666.682,310381856.695,400876210.386,20.0,9.23093467428e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,108,0.0454545454545
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,356104149.931,26226800.3127,355536914.556,398932669.753,310558595.3,320465513.159,396160754.682,20.0,6.87845054642e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,109,0.0454545454545
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,354903642.281,20593788.6588,354971996.595,403089431.18,318127590.736,330599775.026,394694225.713,20.0,4.24104131323e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,110,0.0454545454545
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,339228352.146,17755307.99,336812759.201,376349402.129,305850800.416,314997462.948,369962992.87,20.0,3.15250961821e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,111,0.0454545454545
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,343049435.813,21844262.546,342044722.318,386155391.25,305890837.453,308829264.705,378424999.018,20.0,4.7717180618e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,112,0.0454545454545
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,346622652.222,21352752.1202,342913296.363,393728045.57,316518124.175,317696943.134,380609134.341,20.0,4.55940023106e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,113,0.0454545454545
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,347452189.74,16779646.8833,345362490.697,379785713.818,312552780.508,326179400.44,377137387.521,20.0,2.81556549529e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,114,0.0454545454545
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,357618526.902,24629541.6439,355472063.379,402514747.792,312605583.408,332217650.424,395016560.999,20.0,6.06614321588e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,115,0.0454545454545
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,346386730.053,19463358.3455,341466616.398,387742200.859,314324903.647,316467655.901,374230127.159,20.0,3.78822318084e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,116,0.0454545454545
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,341905757.779,22797415.8003,340641163.868,380747833.582,306037134.057,307271801.246,379316554.472,20.0,5.1972216717e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,117,0.0454545454545
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,352993953.307,22647759.9582,352312053.586,399957676.259,322529307.978,326673895.132,396154108.782,20.0,5.12921031123e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,118,0.0454545454545
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,348584300.876,22004402.0813,343695679.337,405187090.939,316311052.405,317867389.086,375701717.652,20.0,4.84193710955e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,119,0.0454545454545
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,350553170.07,22462475.4884,346988442.836,407442229.207,319841824.825,321706096.973,384112871.484,20.0,5.04562805069e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,120,0.0454545454545
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,348090358.367,21280092.4136,350901550.619,389124426.626,316803252.54,319213675.935,386855727.101,20.0,4.52842333131e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,121,0.0454545454545
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,337797835.014,20800777.3766,337920318.271,377881433.772,298013259.81,310126324.869,375295145.865,20.0,4.3267233947e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,122,0.0454545454545
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,345309593.674,26232749.7391,340596754.252,408446970.922,296393350.017,316240836.086,383955552.117,20.0,6.88157158873e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,123,0.0454545454545
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,341159630.111,23940517.4033,345024856.588,387031549.803,294834076.405,307108797.5,379149295.713,20.0,5.73148373537e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,124,0.0454545454545
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,338711176.194,21208802.6936,340598649.225,368523988.237,301417786.344,308579485.404,367985552.212,20.0,4.49813311697e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,125,0.0454545454545
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,337791917.438,19994939.315,339097732.884,368306294.751,302091149.669,304175847.233,367863981.92,20.0,3.99797598211e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,126,0.0454545454545
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,347459291.1,24958183.5297,343425265.632,399810166.585,316637158.097,318087493.062,388936715.519,20.0,6.22910925104e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,127,0.0454545454545
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,336576950.054,22001070.6925,342395786.707,376292103.549,295108905.004,300915927.564,360602324.843,20.0,4.84047111614e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,128,0.0454545454545
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,339795951.78,23386748.2517,339549869.841,376901560.748,302512882.115,308522357.363,374536366.608,20.0,5.4693999379e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,129,0.0454545454545
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,340715665.896,21220732.0905,341208295.307,385140135.886,300537772.411,303815596.994,371114819.024,19.0,4.50319470456e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,130,0.0454545454545
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,344682983.054,23975573.5678,349287391.126,384952736.865,299340335.039,305606241.425,377434014.935,20.0,5.74828127904e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,131,0.0454545454545
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,326812711.702,22884184.0083,330085289.679,377230333.969,295855491.339,298537600.893,368273388.376,20.0,5.23685877724e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,132,0.0454545454545
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,327750417.262,19115660.8722,328043930.159,359262642.932,290302941.375,297945612.66,359227811.717,20.0,3.6540849058e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,133,0.0454545454545
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,322666624.913,16098236.7043,320976340.236,365568365.189,298185479.675,306379426.731,353683857.211,20.0,2.59153224989e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,134,0.0454545454545
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,334954681.241,20142753.1765,334822774.961,375241498.171,298289331.181,298996628.637,357368627.612,20.0,4.05730505529e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,135,0.0454545454545
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,336765097.496,21183265.9584,341543625.686,373174846.577,298608709.049,303266868.002,359900209.815,20.0,4.48730756665e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,136,0.0454545454545
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,327549602.412,27961822.4016,327959292.33,377388912.046,278595880.106,284327114.202,363181484.794,20.0,7.81863512021e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,137,0.0454545454545
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,326955596.844,22967225.8665,331856202.495,363592530.577,286310038.799,293593722.412,353157272.089,20.0,5.27493464004e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,138,0.0454545454545
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,325485988.574,20068986.8974,324147158.64,361187043.056,294798975.693,303250458.235,355879242.257,20.0,4.02764235088e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,139,0.0454545454545
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,331815815.664,24295106.8268,332638774.106,376714968.675,288928646.355,293905552.029,368517506.282,20.0,5.90252215727e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,140,0.0454545454545
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,327241703.928,21733801.0652,327561811.896,371513690.421,296329143.77,296555821.134,360012609.489,20.0,4.72358108741e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,141,0.0454545454545
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,326896505.855,19099048.5343,321976472.824,361515209.754,296709324.632,299164707.036,356359208.839,20.0,3.64773654916e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,142,0.0454545454545
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,316188221.779,18775790.5938,314901881.195,353478311.989,280054423.029,289009625.629,352797082.955,20.0,3.52530312422e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,143,0.0454545454545
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,321892965.334,21626247.9885,325225794.909,358622605.372,276294277.016,287712901.68,344881945.858,20.0,4.6769460206e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,144,0.0454545454545
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,321045979.944,20161516.4189,323934967.027,364654191.94,280091331.037,293079201.986,340686835.47,20.0,4.06486744308e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,145,0.0454545454545
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,330334456.906,22423715.6674,330325455.074,367833764.578,292228613.831,296098723.121,361073260.553,20.0,5.02823024331e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,146,0.0454545454545
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,321066133.143,27271799.018,317716372.987,371951227.003,268533981.601,280998568.853,357652002.853,20.0,7.43751021677e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,147,0.0454545454545
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,323584611.985,23653563.5071,331713007.455,362678829.599,279924654.114,282366229.378,352721916.069,20.0,5.59491066584e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,148,0.0454545454545
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,319508822.13,19560889.485,321716907.389,351886065.08,272141443.593,279391302.864,348086189.976,20.0,3.82628397446e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,149,0.0454545454545
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,318085098.969,17945176.2653,314554822.891,345995089.209,289408685.116,295899759.874,345743928.501,20.0,3.22029351194e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,150,0.0454545454545
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,311645003.442,19672815.6231,306215147.013,338403179.687,279808299.618,287840262.611,338085379.3,20.0,3.87019674541e+14,0.0185185185185,9.35278713056e-05,3.74111485223e-08,0.111111111111,151,0.0454545454545
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,312779777.803,26567361.9096,315640191.616,364513117.35,267361725.316,272097400.469,362887101.727,20.0,7.05824718837e+14,0.0185185185185,5.51814440703e-05,3.74111485223e-08,0.0655555555556,152,0.0454545454545
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,312005041.047,26239723.9694,314105020.535,366988918.189,259346386.567,277455272.011,346021319.477,20.0,6.88523113993e+14,0.0185185185185,4.67639356528e-05,3.74111485223e-08,0.0555555555556,153,0.0454545454545
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,313040588.794,22967977.1718,316937359.702,348668058.575,247725730.272,288482192.908,343416420.619,20.0,5.27527975365e+14,0.0185185185185,3.83464272353e-05,3.74111485223e-08,0.0455555555556,154,0.0454545454545
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,305783452.538,19469665.7525,302942254.473,349392621.692,273955055.273,277120714.005,335595375.631,20.0,3.79067884513e+14,0.0157407407407,3.97493453049e-05,3.74111485223e-08,0.0555555555556,155,0.0454545454545
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,302540333.841,20886072.1844,302127200.078,339443725.642,257144543.355,278168274.546,327253411.863,20.0,4.3622801129e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,156,0.0454545454545
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,306524572.183,21059104.6992,307901524.632,336853663.129,269394272.579,278147501.716,336758176.552,20.0,4.43485890731e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,157,0.0454545454545
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,301263790.379,17889523.508,297729146.373,339324154.942,275066159.701,280997174.514,335123810.826,20.0,3.20035051345e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,158,0.0454545454545
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,300232942.181,23901671.9968,295845180.09,349401570.312,257058160.608,264325525.157,332513577.484,20.0,5.71289924242e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,159,0.0454545454545
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,300634535.814,20479582.2029,308360974.862,339830374.931,258937677.738,264314292.592,323805286.007,20.0,4.19413287207e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,160,0.0454545454545
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,302566705.971,17279968.3965,305369533.15,328514122.543,265487128.225,275314220.807,325578681.907,20.0,2.98597307785e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,161,0.0454545454545
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,302192455.358,22794436.1627,299861775.245,352076447.682,257206952.136,268383066.332,332928039.738,20.0,5.19586319975e+14,0.0157407407407,7.94986906098e-05,3.74111485223e-08,0.111111111111,162,0.0454545454545
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,302230679.077,24223298.7485,303415351.444,347125558.436,261385041.194,271345899.55,342255386.464,20.0,5.86768202258e+14,0.0157407407407,4.69042274598e-05,3.74111485223e-08,0.0655555555556,163,0.0454545454545
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,295555616.305,21778281.3487,286921261.08,352067096.916,266456974.607,267175491.11,327817469.98,20.0,4.74293538502e+14,0.0157407407407,3.97493453049e-05,3.74111485223e-08,0.0555555555556,164,0.0454545454545
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,290748022.104,16024669.1954,284240937.001,320690454.006,260676486.919,273997215.21,315549524.084,20.0,2.56790022822e+14,0.0157407407407,3.259446315e-05,3.74111485223e-08,0.0455555555556,165,0.0454545454545
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,294328888.859,19705863.5682,293637114.213,330280598.272,256231968.031,264916882.416,328989257.853,20.0,3.8832105897e+14,0.00925925925926,2.33819678264e-05,3.74111485223e-08,0.0555555555556,166,0.0454545454545
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,307455821.455,19773741.4494,308368033.861,348906036.322,272385659.407,277320096.525,340908808.306,20.0,3.91000850907e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,167,0.0454545454545
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,296263093.837,24374225.9759,298469834.187,337619594.915,253250040.18,258703397.485,322823758.019,20.0,5.94102891922e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,168,0.0454545454545
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,288298794.026,17308132.1303,288518178.38,336790569.823,259238778.412,261220239.766,304878507.084,20.0,2.99571437839e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,169,0.0454545454545
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,298869259.831,22186656.9108,294908817.002,342279083.485,259032910.018,272708912.509,336607648.455,20.0,4.92247744877e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,170,0.0454545454545
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,286760626.118,17778406.3142,288802746.362,318725009.935,249029311.822,260908104.131,310411749.409,20.0,3.16071731071e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,171,0.0454545454545
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,285450346.808,20706562.2571,290755888.242,324589400.757,242364629.466,248775141.527,313453421.126,20.0,4.28761720507e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,172,0.0454545454545
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,290613395.059,22803883.6054,288703632.876,344083899.366,257724244.153,261452130.064,327237889.607,20.0,5.20017107489e+14,0.00925925925926,2.75907220352e-05,3.74111485223e-08,0.0655555555556,174,0.0454545454545
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,286303186.487,22415077.9629,287732666.054,335706319.429,246711126.335,253653434.614,326643971.127,20.0,5.02435720081e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,173,0.0454545454545
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,284792213.245,20130432.7864,282055822.904,322442786.257,244926250.172,261586182.011,322034674.53,20.0,4.05234324166e+14,0.00925925925926,2.33819678264e-05,3.74111485223e-08,0.0555555555556,175,0.0454545454545
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,287816385.235,21437203.7815,287770726.834,325740914.935,251137440.352,258699626.901,323350141.418,20.0,4.59553705969e+14,0.00925925925926,1.91732136177e-05,3.74111485223e-08,0.0455555555556,176,0.0454545454545
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,301299578.591,22500594.118,304707975.939,340373991.502,249239242.114,268678755.355,328385913.467,20.0,5.06276735662e+14,0.00740740740741,1.87055742611e-05,3.74111485223e-08,0.0555555555556,177,0.0454545454545
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,296874591.379,22325733.6319,295160977.362,349971908.405,264300325.897,265595944.153,326494376.677,20.0,4.98438382203e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,178,0.0454545454545
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,285628685.005,21557311.8332,282007917.417,351234824.876,257637922.129,262886696.596,324770258.216,20.0,4.64717693475e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,179,0.0454545454545
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,285329834.08,16819288.7821,284873465.346,308400392.255,248629799.079,265462685.023,305891721.159,20.0,2.82888475136e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,180,0.0454545454545
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,280324856.286,21031199.6582,279562647.969,316760070.109,246209504.043,246263473.01,307026631.371,20.0,4.42311359063e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,181,0.0454545454545
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,277531616.148,23667720.928,273025170.696,323504838.58,243578151.174,245545525.457,310932056.001,20.0,5.60161013925e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,182,0.0454545454545
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,286216207.247,15872471.7949,287783021.088,310126751.793,243354165.821,253118284.798,302639177.504,20.0,2.51935360881e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,183,0.0454545454545
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,284133000.783,21447901.6628,278754409.6,323291793.399,249839221.939,251718114.005,319771744.695,20.0,4.60012485738e+14,0.00740740740741,3.74111485223e-05,3.74111485223e-08,0.111111111111,184,0.0454545454545
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,274162845.315,17600364.2428,271586707.338,303870803.766,246853005.037,252058728.271,300912331.988,20.0,3.09772821478e+14,0.00740740740741,2.20725776281e-05,3.74111485223e-08,0.0655555555556,185,0.0454545454545
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,290819886.028,16326719.4565,286771714.017,330027193.139,269169999.719,269906769.925,319117816.233,20.0,2.66561768212e+14,0.00740740740741,1.87055742611e-05,3.74111485223e-08,0.0555555555556,186,0.0454545454545
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,294763901.722,19015648.4776,294872471.34,331378463.943,265269430.402,269392617.324,329631977.875,20.0,3.61594887023e+14,0.00925925925926,2.33819678264e-05,3.74111485223e-08,0.0555555555556,188,0.0454545454545
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,282448233.022,22981185.6119,287149107.032,320127234.597,231831071.367,250309649.343,315432733.623,20.0,5.28134892127e+14,0.00740740740741,1.53385708941e-05,3.74111485223e-08,0.0455555555556,187,0.0454545454545
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,281410692.115,20030366.3678,279403915.431,328140501.153,247653870.832,258408432.547,312336204.427,20.0,4.0121557683e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,189,0.0454545454545
203.0,-203.0,-195.0,-195.0,600.0,-203.0,-1e+200,282095420.653,20253376.311,281123000.054,311796072.041,238066030.739,247004609.169,309684853.247,20.0,4.10199251994e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,190,0.0454545454545
203.0,-203.0,-195.0,-195.0,700.0,-203.0,-1e+200,276117756.656,15527059.0625,278540117.591,315525432.794,250045962.017,258583798.291,296185945.685,20.0,2.4108956313e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,191,0.0454545454545
203.0,-203.0,-195.0,-195.0,800.0,-203.0,-1e+200,273446446.395,15275591.7927,273560167.932,309437347.271,243291780.446,256175475.252,298183376.284,20.0,2.33343704618e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,192,0.0454545454545
203.0,-203.0,-195.0,-195.0,900.0,-203.0,-1e+200,282192179.48,20901365.09,282594309.391,327741814.793,239300659.341,245452847.846,322449047.622,20.0,4.36867062625e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,193,0.0454545454545
203.0,-203.0,-195.0,-195.0,1000.0,-203.0,-1e+200,281814694.935,22700225.3965,282936064.304,344074301.345,249991347.737,253534981.053,308112426.412,20.0,5.15300233051e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,194,0.0454545454545
203.0,-203.0,-195.0,-195.0,1200.0,-203.0,-1e+200,278176063.102,22085496.1991,274680936.814,321348766.121,245155530.522,250996984.776,309658311.422,20.0,4.87769142362e+14,0.00925925925926,2.75907220352e-05,3.74111485223e-08,0.0655555555556,196,0.0454545454545
203.0,-203.0,-195.0,-195.0,1100.0,-203.0,-1e+200,270831582.745,25600001.9767,270660928.459,337521597.287,235750413.814,236922625.785,307162158.561,20.0,6.55360101208e+14,0.00925925925926,4.67639356528e-05,3.74111485223e-08,0.111111111111,195,0.0454545454545
203.0,-203.0,-195.0,-195.0,1218.0,-203.0,-1e+200,276344759.932,21328302.3963,278482903.731,312113041.821,233309909.096,236038851.413,308117946.389,20.0,4.5489648311e+14,0.00925925925926,2.33819678264e-05,3.74111485223e-08,0.0555555555556,197,0.0454545454545
203.0,-203.0,-195.0,-195.0,1300.0,-203.0,-1e+200,275487409.2,16459247.4514,275404020.727,311531210.454,239720301.329,255838576.677,297290932.07,20.0,2.70906826668e+14,0.00925925925926,1.91732136177e-05,3.74111485223e-08,0.0455555555556,198,0.0454545454545
203.0,-203.0,-190.0,-195.0,400.0,-203.0,-1e+200,274746856.988,19606948.7113,273188356.46,317843315.408,245189636.189,251739011.562,307819645.733,20.0,3.84432437767e+14,0.0138888888889,3.50729517396e-05,3.74111485223e-08,0.0555555555556,199,0.0454545454545
203.0,-203.0,-190.0,-195.0,500.0,-203.0,-1e+200,275849062.493,21850788.7375,275441608.08,316201265.583,231114178.57,248374953.872,305802247.774,20.0,4.77456968452e+14,0.0138888888889,7.01459034792e-05,3.74111485223e-08,0.111111111111,200,0.0454545454545
