iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,455833009.623,9826833.77112,455415199.776
1.0,accepted,203.0,-203.0,-411.375386015,-201.863008599,1111.34136464,-203.0,-1e+200,464828502.696,11731853.951,468540413.731
2.0,rejected,203.0,-203.0,-405.693756668,-203.06702505,1062.53307908,-203.0,-1e+200,457191338.671,11391590.1768,455190035.453
3.0,rerun,203.0,-203.0,-411.375386015,-201.863008599,1111.34136464,-203.0,-1e+200,454251729.654,12097038.1906,453601386.833
4.0,accepted,203.0,-203.0,-405.607745383,-201.251644365,1081.56896862,-203.0,-1e+200,460961443.6,11949735.5545,460754675.46
5.0,accepted,203.0,-203.0,-414.02895001,-201.877391965,1039.16566185,-203.0,-1e+200,469103386.719,13697363.4365,472578042.232
6.0,rejected,203.0,-203.0,-406.906414368,-201.110833999,1000.0,-203.0,-1e+200,463046669.462,9629997.3421,463837352.274
7.0,rerun,203.0,-203.0,-414.02895001,-201.877391965,1039.16566185,-203.0,-1e+200,462367289.567,11588429.1036,464373456.287
8.0,rejected,203.0,-203.0,-415.377231824,-202.967526944,1054.58750763,-203.0,-1e+200,463789445.614,9463186.07971,464477307.705
9.0,rerun,203.0,-203.0,-414.02895001,-201.877391965,1039.16566185,-203.0,-1e+200,458195805.246,12288085.8714,459971936.467
10.0,rejected,203.0,-203.0,-416.978560861,-201.874992201,1061.4199211,-203.0,-1e+200,462510000.692,13273161.646,463538738.757
11.0,rerun,203.0,-203.0,-414.02895001,-201.877391965,1039.16566185,-203.0,-1e+200,469366426.703,9985459.14941,467823744.976
12.0,accepted,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,467110533.619,9555672.89057,465832805.299
13.0,rejected,203.0,-203.0,-414.213495693,-201.939998195,1023.48322412,-203.0,-1e+200,459995177.856,17016174.0712,459170589.883
14.0,rerun,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,459981588.474,15820507.4213,458609626.961
15.0,rejected,203.0,-203.0,-414.14491444,-201.399672132,1022.41854404,-203.0,-1e+200,460754266.168,14334167.3844,463072013.391
16.0,rerun,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,460309160.96,9800358.89608,456077894.52
17.0,rejected,203.0,-203.0,-415.753887625,-201.4217501,1022.24912517,-203.0,-1e+200,456193030.654,11012417.2455,455031609.777
18.0,rerun,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,462874324.08,12678897.1269,459924306.007
19.0,rejected,203.0,-203.0,-415.919154512,-201.660439508,1026.20689765,-203.0,-1e+200,461308023.285,11224282.8543,461414831.704
20.0,rerun,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,462187357.689,12909337.9288,462961427.834
21.0,rejected,203.0,-203.0,-415.853824134,-201.587854812,1030.83185011,-203.0,-1e+200,456516932.777,13575061.5988,455431539.389
22.0,rerun,203.0,-203.0,-415.691923239,-201.536349442,1028.28386656,-203.0,-1e+200,458071972.836,10885333.3055,456394781.108
