iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,468381706.869,12212007.2883,469230282.981
1.0,accepted,203.0,-203.0,-403.943737529,-199.456492063,1161.64297597,-203.0,-1e+200,470157287.838,11530861.383,469232398.464
2.0,accepted,203.0,-203.0,-410.303380638,-201.535118418,1142.17794883,-203.0,-1e+200,470569776.487,12111697.643,470096753.256
3.0,rejected,203.0,-203.0,-409.527891618,-201.131790945,1100.0,-203.0,-1e+200,468629526.905,13921568.9478,470868269.747
4.0,rerun,203.0,-203.0,-410.303380638,-201.535118418,1142.17794883,-203.0,-1e+200,469950782.99,14473543.4112,474696365.012
5.0,accepted,203.0,-203.0,-403.694485838,-201.195499724,1111.46372151,-203.0,-1e+200,470283166.638,14988178.6779,469224973.692
6.0,rejected,203.0,-203.0,-397.639655744,-196.800351484,1114.78306019,-203.0,-1e+200,469145267.443,15266264.3091,467511760.622
7.0,rerun,203.0,-203.0,-403.694485838,-201.195499724,1111.46372151,-203.0,-1e+200,475812696.765,12832566.6549,477058161.181
8.0,accepted,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,473404804.025,16118014.4908,473351454.376
9.0,rejected,203.0,-203.0,-410.515087622,-199.48777051,1153.56136625,-203.0,-1e+200,469120390.16,11145310.0353,468682537.441
10.0,rerun,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,472582377.935,14698864.7021,473396144.668
11.0,rejected,203.0,-203.0,-414.325409642,-200.075175161,1148.96268578,-203.0,-1e+200,469351005.517,15383787.0373,465475842.265
12.0,rerun,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,475309092.17,8903699.73773,474119688.901
13.0,rejected,203.0,-203.0,-413.086509539,-202.182678835,1125.3270364,-203.0,-1e+200,471822693.128,13324792.2732,472775022.783
14.0,rerun,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,471957679.71,11273160.1853,473600911.492
15.0,rejected,203.0,-203.0,-416.820589048,-202.226765535,1132.33215397,-203.0,-1e+200,470892680.859,12416049.4638,474355272.535
16.0,rerun,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,468712450.406,11727615.5491,473105474.529
17.0,rejected,203.0,-203.0,-414.790622353,-201.348267773,1128.62943653,-203.0,-1e+200,471711157.233,11203944.6924,472228834.292
18.0,rerun,203.0,-203.0,-416.996448153,-201.424122273,1132.98953274,-203.0,-1e+200,469461735.856,12996726.7204,466893278.533
19.0,accepted,203.0,-203.0,-417.615473672,-201.275337632,1137.42505851,-203.0,-1e+200,471980807.156,11103089.5509,470129372.714
20.0,accepted,203.0,-203.0,-416.550799621,-201.383993221,1139.28993642,-203.0,-1e+200,474955252.625,14771873.0274,477341856.434
21.0,rejected,203.0,-203.0,-415.509955624,-201.544889077,1138.77952254,-203.0,-1e+200,467025830.714,10589991.8448,467146265.648
22.0,rerun,203.0,-203.0,-416.550799621,-201.383993221,1139.28993642,-203.0,-1e+200,465920304.262,17186357.4756,463572467.422
23.0,rejected,203.0,-203.0,-416.053505842,-201.359343108,1141.41709628,-203.0,-1e+200,468593942.535,12319263.6283,466484008.172
24.0,rerun,203.0,-203.0,-416.550799621,-201.383993221,1139.28993642,-203.0,-1e+200,471981272.034,10371801.3301,471837324.17
25.0,accepted,203.0,-203.0,-416.505187743,-201.39260784,1137.5601863,-203.0,-1e+200,473376240.196,14953680.2169,476107184.483
26.0,rejected,203.0,-203.0,-416.28381678,-201.454916526,1138.14343297,-203.0,-1e+200,468053230.469,13602396.5395,468850280.979
27.0,rerun,203.0,-203.0,-416.505187743,-201.39260784,1137.5601863,-203.0,-1e+200,472541383.12,15799066.9028,475852711.747
28.0,rejected,203.0,-203.0,-416.67393121,-201.414390434,1138.16442703,-203.0,-1e+200,471476479.369,13681471.6812,473951724.721
29.0,rerun,203.0,-203.0,-416.505187743,-201.39260784,1137.5601863,-203.0,-1e+200,468830867.323,13394204.1621,468035135.747
30.0,rejected,203.0,-203.0,-416.671279453,-201.373909516,1137.51387218,-203.0,-1e+200,469374901.226,17141871.8866,468978921.128
31.0,rerun,203.0,-203.0,-416.505187743,-201.39260784,1137.5601863,-203.0,-1e+200,468379013.042,12386419.3262,467028804.236
32.0,accepted,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,474837457.775,12885311.0685,477323548.0
33.0,rejected,203.0,-203.0,-416.622724404,-201.354909555,1137.2039142,-203.0,-1e+200,466760099.197,14175384.0925,463657947.921
34.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,472484140.593,16427244.0699,475720539.685
35.0,rejected,203.0,-203.0,-416.562826868,-201.368336291,1137.54148684,-203.0,-1e+200,467945587.885,16750854.4103,469431520.531
36.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,470698449.86,12340523.7887,470979711.616
37.0,rejected,203.0,-203.0,-416.486053618,-201.383040261,1137.14169992,-203.0,-1e+200,468639779.056,15990978.2692,465055213.327
38.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,469170365.879,12874367.9559,468705130.05
39.0,rejected,203.0,-203.0,-416.496740364,-201.380594469,1137.40790497,-203.0,-1e+200,469252811.178,14913978.9694,465669396.48
40.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,470089958.454,12817143.9687,473229671.366
41.0,rejected,203.0,-203.0,-416.49231778,-201.372212767,1137.39528372,-203.0,-1e+200,468693953.957,14681797.1027,466746370.772
42.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,471851909.77,11207852.627,474861405.306
43.0,rejected,203.0,-203.0,-416.505866676,-201.372659324,1137.35705123,-203.0,-1e+200,471414919.174,11928320.1701,473529488.833
44.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,473155867.17,15010220.6,476081927.359
45.0,rejected,203.0,-203.0,-416.495968785,-201.37207984,1137.27350141,-203.0,-1e+200,469704145.366,13987037.2559,470252673.451
46.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,469860297.652,9780627.034,470029549.034
47.0,rejected,203.0,-203.0,-416.499400222,-201.375617534,1137.31427962,-203.0,-1e+200,466668502.059,14503735.338,464501565.325
48.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,466269103.882,18104740.5311,470139341.464
49.0,rejected,203.0,-203.0,-416.492525863,-201.375051734,1137.30702503,-203.0,-1e+200,469273101.626,16508727.7073,471687492.231
50.0,rerun,203.0,-203.0,-416.495805019,-201.373977124,1137.30489081,-203.0,-1e+200,473472158.74,10376011.9206,474686737.337
51.0,accepted,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,478892708.089,13414428.7464,480145582.644
52.0,rejected,203.0,-203.0,-416.499615045,-201.375762972,1137.30108067,-203.0,-1e+200,470414153.47,11056658.4473,470607019.327
53.0,rerun,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,471709847.372,12681640.3074,469100417.194
54.0,rejected,203.0,-203.0,-416.499369078,-201.374132142,1137.30951454,-203.0,-1e+200,469234212.441,14745490.6999,467514123.97
55.0,rerun,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,477179223.762,8924337.23535,476290704.13
56.0,rejected,203.0,-203.0,-416.493841177,-201.375180012,1137.30474572,-203.0,-1e+200,471674131.199,13719365.9234,474149472.093
57.0,rerun,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,467249528.244,15011653.813,467394705.424
58.0,rejected,203.0,-203.0,-416.494146747,-201.375084608,1137.31326354,-203.0,-1e+200,469690171.328,15013204.0684,473123324.102
59.0,rerun,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,472598932.336,12772698.4325,471727785.99
60.0,rejected,203.0,-203.0,-416.496230595,-201.37477494,1137.31383531,-203.0,-1e+200,461629975.777,10708566.2629,457538708.244
61.0,rerun,203.0,-203.0,-416.495124542,-201.374703213,1137.31093613,-203.0,-1e+200,469001446.456,12370353.9777,470906264.186
62.0,accepted,203.0,-203.0,-416.4945695,-201.374536563,1137.31142771,-203.0,-1e+200,473099572.017,13284382.0846,470156973.119
63.0,rejected,203.0,-203.0,-416.495019497,-201.374432159,1137.31281242,-203.0,-1e+200,468396527.748,14293316.1797,465988265.975
64.0,rerun,203.0,-203.0,-416.4945695,-201.374536563,1137.31142771,-203.0,-1e+200,465539338.076,15868677.9428,468771177.341
65.0,accepted,203.0,-203.0,-416.494564951,-201.374447034,1137.31045544,-203.0,-1e+200,470968051.447,11434225.5484,471433588.284
66.0,rejected,203.0,-203.0,-416.49440441,-201.374442888,1137.31223225,-203.0,-1e+200,470570511.693,11459259.6561,470697098.14
67.0,rerun,203.0,-203.0,-416.494564951,-201.374447034,1137.31045544,-203.0,-1e+200,472071016.528,12840283.7724,474314676.647
68.0,accepted,203.0,-203.0,-416.494633542,-201.374459696,1137.30926017,-203.0,-1e+200,471761114.607,14558982.0186,476710868.369
69.0,accepted,203.0,-203.0,-416.494827941,-201.374452773,1137.30983945,-203.0,-1e+200,473636024.949,14212961.0668,469096592.409
70.0,rejected,203.0,-203.0,-416.494694539,-201.374422616,1137.30958411,-203.0,-1e+200,466489612.643,10048843.1847,465622343.07
71.0,rerun,203.0,-203.0,-416.494827941,-201.374452773,1137.30983945,-203.0,-1e+200,469106101.452,12807770.5752,469366183.087
72.0,rejected,203.0,-203.0,-416.494724425,-201.374470372,1137.30968098,-203.0,-1e+200,470267763.617,13116974.0365,467863211.911
73.0,rerun,203.0,-203.0,-416.494827941,-201.374452773,1137.30983945,-203.0,-1e+200,468589714.574,12664345.0934,467099859.727
74.0,rejected,203.0,-203.0,-416.494895345,-201.374447197,1137.30964905,-203.0,-1e+200,467819907.983,17085460.3674,471881405.748
75.0,rerun,203.0,-203.0,-416.494827941,-201.374452773,1137.30983945,-203.0,-1e+200,468994008.389,14349786.1133,469930392.752
76.0,accepted,203.0,-203.0,-416.494863747,-201.374442232,1137.30980256,-203.0,-1e+200,470237413.097,11970540.2332,470426291.155
77.0,rejected,203.0,-203.0,-416.494870525,-201.374454047,1137.31007052,-203.0,-1e+200,467308259.39,12610368.0211,466887240.047
