,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,NPP_bid_adjust,mean_NPV,dNPV
0,IL_CarbonTax_LNHR,0.16788202297454,214494.384627,-0.009036182854540002,7676.16592776,32845275776.9,88577375.30000305
