iteration,accepted,H2_storage_capacity,H2_market_capacity,Secondary_capacity,E_Penalty_capacity,IES_delta_cap,NPP_bid_adjust,mean_NPV
0.0,first,50000.0,-1.0,10000.0,-10000.0,0.25,5000.0,31701289214.3
1.0,rejected,0.0,-1.76725893403,10000.0,-10000.0,3.15613800818,0.0,31113557631.8
2.0,rerun,50000.0,-1.0,10000.0,-10000.0,0.25,5000.0,32106080127.7
3.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,4351.51370491,32520692656.1
4.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32586606631.9
5.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,21884.2399501,31929349318.4
6.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32540351464.5
7.0,rejected,0.0,0.0,10000.0,-10000.0,1.06918121157,36126.5132707,31534508225.4
8.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32540974496.1
9.0,rejected,219270.349497,-5.1606512152,10000.0,-10000.0,0.0,19113.9966125,28627967656.7
10.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32420712234.9
11.0,rejected,0.0,0.0,10000.0,-10000.0,0.0,16880.9211473,31573213060.6
12.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32265431053.9
13.0,rejected,219880.288172,-0.646826877156,10000.0,-10000.0,1.26926118995,4316.45360674,32299984086.3
14.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32426315055.6
15.0,rejected,279160.545916,-2.98543081944,10000.0,-10000.0,0.0,11253.2682317,30510518098.0
16.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,13971.036597,32755526922.9
17.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,0.0,32776283597.0
18.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,0.0,32462471481.7
19.0,rejected,0.0,0.0,10000.0,-10000.0,0.624294157706,12102.1406785,32325430366.0
20.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,0.0,32558074912.6
21.0,rejected,158515.586054,-2.55075925402,10000.0,-10000.0,0.0,0.0,30681075823.5
22.0,rerun,0.0,0.0,10000.0,-10000.0,0.0,0.0,32683463840.5
23.0,accepted,0.0,0.0,10000.0,-10000.0,0.0,0.0,32493618879.6
24.0,accepted,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32603534563.9
25.0,rejected,315326.029625,0.0,10000.0,-10000.0,0.19068032876,0.0,32271664819.9
26.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32466646595.5
27.0,rejected,86603.7966925,0.0,10000.0,-10000.0,0.27522482131,24613.2978147,31111141305.6
28.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32302881010.3
29.0,rejected,323577.968796,-0.366415181276,10000.0,-10000.0,0.0,25910.9935922,31245151800.3
30.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32344813693.3
31.0,rejected,347196.718837,0.0,10000.0,-10000.0,0.119221632888,22200.7299636,31092056908.9
32.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32194666641.6
33.0,rejected,133969.280679,-1.24049045786,10000.0,-10000.0,0.887191317538,3854.73475039,31978990034.8
34.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32311670733.4
35.0,rejected,192032.173261,-1.22760833569,10000.0,-10000.0,0.0,3057.88793372,31974512482.4
36.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32220067708.6
37.0,rejected,201658.749628,-2.68933648243,10000.0,-10000.0,0.160542775459,10218.2189942,30722670193.3
38.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32491293540.7
39.0,rejected,165429.336231,0.0,10000.0,-10000.0,0.273234456113,21435.5158043,31618324185.5
40.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32391453509.8
41.0,rejected,253141.716877,0.0,10000.0,-10000.0,0.516182886199,19282.4981826,31611479635.8
42.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32420479465.8
43.0,rejected,167657.062532,0.0,10000.0,-10000.0,0.280862745383,11385.7480681,32393515620.5
44.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32671918997.8
45.0,rejected,243505.03635,0.0,10000.0,-10000.0,0.0,8158.00341929,32452169010.6
46.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32158750468.5
47.0,rejected,251663.262304,-0.702975359608,10000.0,-10000.0,0.0,12675.1900011,31937515197.5
48.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32152499287.0
49.0,rejected,207480.698702,-0.569507028093,10000.0,-10000.0,0.649763486026,12335.407704,32011922745.7
50.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32359549967.7
51.0,rejected,203484.0356,-0.619684668871,10000.0,-10000.0,0.589978676669,7703.4419197,32274067005.7
52.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32657183204.0
53.0,rejected,240852.511784,0.0,10000.0,-10000.0,0.300667833521,8769.3717875,32232440812.4
54.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,31928100378.9
55.0,rejected,172535.840833,-0.447979178601,10000.0,-10000.0,0.219366796497,7100.34844461,32212189328.3
56.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32289081129.8
57.0,rejected,240623.548674,-0.654984704164,10000.0,-10000.0,0.147155408914,10494.3349962,32285866401.7
58.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32467506671.6
59.0,rejected,208745.853662,0.0,10000.0,-10000.0,0.161259363904,7070.68246528,32518569495.7
60.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32475036175.6
61.0,rejected,215842.851334,0.0,10000.0,-10000.0,0.184827062263,7863.21012919,32425316925.0
62.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32139709142.7
63.0,rejected,217125.284136,-0.643575466564,10000.0,-10000.0,0.411922242712,9470.6545827,31907194689.8
64.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32261514483.6
65.0,rejected,231204.996002,-0.575586154757,10000.0,-10000.0,0.256391753419,9505.20465003,32108773511.5
66.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32228024671.4
67.0,rejected,225962.92986,-0.506450279236,10000.0,-10000.0,0.328275243747,11873.1229577,32184611859.9
68.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32272317387.4
69.0,rejected,211281.598471,0.0,10000.0,-10000.0,0.311063789353,7331.67260593,32512114453.2
70.0,rerun,212749.790163,0.0,10000.0,-10000.0,0.303166664291,10295.4857093,32583839784.0
71.0,accepted,217986.808714,0.0,10000.0,-10000.0,0.177351641776,9493.23288617,32604258884.8
72.0,rejected,224343.002481,0.0,10000.0,-10000.0,0.162904068386,8232.84021152,32291719437.4
73.0,rerun,217986.808714,0.0,10000.0,-10000.0,0.177351641776,9493.23288617,32167353232.3
74.0,rejected,227474.950648,-0.246692926965,10000.0,-10000.0,0.134386898163,7574.53468249,32345150752.3
75.0,rerun,217986.808714,0.0,10000.0,-10000.0,0.177351641776,9493.23288617,32019141287.9
76.0,rejected,205451.896743,-0.285439651296,10000.0,-10000.0,0.218261798459,10666.4844407,32465676807.6
77.0,rerun,217986.808714,0.0,10000.0,-10000.0,0.177351641776,9493.23288617,32197365101.2
78.0,rejected,228247.907268,-0.336254581654,10000.0,-10000.0,0.197142158112,10291.0880448,32249841236.3
79.0,rerun,217986.808714,0.0,10000.0,-10000.0,0.177351641776,9493.23288617,32589560002.9
80.0,accepted,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32643125510.7
81.0,rejected,204064.021664,0.0,10000.0,-10000.0,0.220555471878,7270.79096202,32382791970.9
82.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32043860671.2
83.0,rejected,203311.632544,-0.181390786032,10000.0,-10000.0,0.131349042104,6651.86154241,32275581152.7
84.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32541838494.9
85.0,rejected,225608.868827,0.0,10000.0,-10000.0,0.144517599566,7346.01902447,32377953537.2
86.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32540852613.7
87.0,rejected,218652.524683,-0.0577803443047,10000.0,-10000.0,0.0828481120812,8050.55610233,32342834973.2
88.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32265641184.7
89.0,rejected,222491.626095,-0.00539327598371,10000.0,-10000.0,0.111085230718,8152.61162825,32570479669.5
90.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32797521285.9
91.0,rejected,214550.89684,0.0,10000.0,-10000.0,0.159445747644,8486.09905968,32499277509.3
92.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32158242737.5
93.0,rejected,220446.556938,0.0,10000.0,-10000.0,0.167442658818,7500.37449216,32399724120.5
94.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32207130620.5
95.0,rejected,211536.129888,-0.190222927809,10000.0,-10000.0,0.135548814671,7770.85447105,32569537252.5
96.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32522430567.2
97.0,rejected,219641.297226,0.0,10000.0,-10000.0,0.16000292009,7733.75404069,32086298658.3
98.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32605180729.0
99.0,rejected,209386.803973,-0.00613149299592,10000.0,-10000.0,0.103469706905,7724.03610712,32477719139.0
100.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32346971088.1
101.0,rejected,213050.647974,0.0,10000.0,-10000.0,0.125008540276,7157.8552345,32389663361.9
102.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32468442444.1
103.0,rejected,217381.424354,0.0,10000.0,-10000.0,0.157321747141,7787.68127185,32164072211.6
104.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32374904806.4
105.0,rejected,208777.173434,0.0,10000.0,-10000.0,0.150553890677,7854.98144179,32347154214.1
106.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32494945996.1
107.0,rejected,213780.096223,0.0,10000.0,-10000.0,0.14809325905,7610.89764869,32393407859.7
108.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32267712155.0
109.0,rejected,208283.492772,-0.00157078659076,10000.0,-10000.0,0.150915594472,7514.11963044,32421550608.3
110.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32070969176.4
111.0,rejected,213538.71301,-0.0659353795989,10000.0,-10000.0,0.129281966076,7702.78577709,32413993246.7
112.0,rerun,211832.482577,0.0,10000.0,-10000.0,0.140940271461,7789.40187714,32629328229.2
113.0,accepted,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32664437871.3
114.0,rejected,215843.2773,0.0,10000.0,-10000.0,0.164634487005,7489.36596525,32496646704.8
115.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32447057804.1
116.0,rejected,211158.995317,0.0,10000.0,-10000.0,0.147296624091,7480.93603282,32604150199.7
117.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32697818611.9
118.0,rejected,212779.481673,0.0,10000.0,-10000.0,0.160545660237,7860.66982046,32398582854.4
119.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32023903660.6
120.0,rejected,216051.792586,-0.025131606444,10000.0,-10000.0,0.158858264455,7750.16106366,32319117313.6
121.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32329078736.7
122.0,rejected,213878.161369,0.0,10000.0,-10000.0,0.146130647828,7739.0862718,32581355318.2
123.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32140902413.4
124.0,rejected,211906.822758,-0.0276877266962,10000.0,-10000.0,0.157521567924,7616.37307364,32497922244.7
125.0,rerun,213834.788036,0.0,10000.0,-10000.0,0.153507583844,7625.11689737,32427646491.0
126.0,accepted,214093.659628,0.0,10000.0,-10000.0,0.152101455827,7704.12169547,32696741426.1
127.0,rejected,215256.364277,0.0,10000.0,-10000.0,0.144054302983,7799.31425123,32588633355.3
128.0,rerun,214093.659628,0.0,10000.0,-10000.0,0.152101455827,7704.12169547,32158098801.7
129.0,rejected,216001.574794,-0.00299044326496,10000.0,-10000.0,0.152821285731,7761.09871565,32182735130.8
130.0,rerun,214093.659628,0.0,10000.0,-10000.0,0.152101455827,7704.12169547,32373279546.7
131.0,rejected,214443.844265,-0.0153443462564,10000.0,-10000.0,0.144039168326,7700.94158313,32430679253.1
132.0,rerun,214093.659628,0.0,10000.0,-10000.0,0.152101455827,7704.12169547,32624951665.7
133.0,rejected,213077.48732,-0.000631133487243,10000.0,-10000.0,0.156657431868,7797.58530365,32317931299.1
134.0,rerun,214093.659628,0.0,10000.0,-10000.0,0.152101455827,7704.12169547,32118801795.4
135.0,accepted,214494.384627,-0.00903618285454,10000.0,-10000.0,0.15884584012,7676.16592776,32845275776.9
136.0,rejected,213839.822399,-0.0273972584899,10000.0,-10000.0,0.1631453074,7746.68661049,32442002634.9
137.0,rerun,214494.384627,-0.00903618285454,10000.0,-10000.0,0.15884584012,7676.16592776,32212343105.8
138.0,rejected,214129.668618,-0.0132187839885,10000.0,-10000.0,0.164187849282,7763.02778149,32352679525.3
