iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,435678572.837,25403406.2502,432326345.177
1.0,accepted,203.0,-203.0,-409.943879751,-194.421154376,1046.83968921,-203.0,-1e+200,442673826.525,24982480.999,439317853.952
2.0,accepted,203.0,-203.0,-420.0,-193.512292699,1010.45562002,-203.0,-1e+200,443695490.2,21937325.6846,444047169.441
3.0,accepted,203.0,-203.0,-418.139684522,-190.0,1049.31754202,-203.0,-1e+200,444439963.904,21437412.8666,442926014.635
4.0,rejected,203.0,-203.0,-420.0,-190.0,1062.43842365,-203.0,-1e+200,436725515.675,25378959.7077,428267783.83
5.0,rerun,203.0,-203.0,-418.139684522,-190.0,1049.31754202,-203.0,-1e+200,440886648.751,23814581.8622,446385759.829
6.0,accepted,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,452080053.272,26014613.2202,446698062.263
7.0,rejected,203.0,-203.0,-404.72941093,-192.358391208,1022.23893682,-203.0,-1e+200,434477809.386,20821022.2147,437896439.122
8.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,446108623.765,27177671.9654,452466554.638
9.0,rejected,203.0,-203.0,-416.06452157,-191.679721476,1061.58045741,-203.0,-1e+200,446171325.482,30148761.02,447449471.569
10.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,445657851.525,20273532.1142,446895792.851
11.0,rejected,203.0,-203.0,-409.93674946,-191.394664244,1047.1137877,-203.0,-1e+200,445031735.103,26326600.2385,443920669.583
12.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,440025155.51,25581807.3213,445269494.042
13.0,rejected,203.0,-203.0,-413.18218055,-191.817020795,1052.23568354,-203.0,-1e+200,445957113.644,32873670.6423,443744818.343
14.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,438483160.629,30656258.633,446181459.756
15.0,rejected,203.0,-203.0,-412.248783945,-192.138597778,1033.17420738,-203.0,-1e+200,434800221.962,21783037.8052,434198161.268
16.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,442413079.551,20733682.0618,434746382.045
17.0,rejected,203.0,-203.0,-411.418580729,-192.04328437,1038.24111173,-203.0,-1e+200,440776699.154,21510178.4067,440944032.855
18.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,440743557.378,26648926.3286,439682978.047
19.0,rejected,203.0,-203.0,-412.462025576,-191.918507293,1043.07287362,-203.0,-1e+200,434250194.669,19610276.4171,431360750.812
20.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,441448073.403,22106933.3935,440348301.689
21.0,rejected,203.0,-203.0,-411.951505271,-192.161214565,1042.51223739,-203.0,-1e+200,430258310.737,23430070.688,433424996.896
22.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,447376308.946,30491496.5586,442813499.255
23.0,rejected,203.0,-203.0,-411.980335432,-192.078351341,1041.49505178,-203.0,-1e+200,442891608.233,18637876.955,439056506.338
24.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,447023665.668,30230112.6907,444161949.121
25.0,rejected,203.0,-203.0,-412.524265959,-192.072463001,1041.77736996,-203.0,-1e+200,442284381.76,27754534.0608,438307833.529
26.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,441130223.597,22601208.7229,438636832.475
27.0,rejected,203.0,-203.0,-412.293565894,-192.065516454,1040.98802675,-203.0,-1e+200,440221156.321,18753726.5366,440527414.607
28.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,443420842.287,20904858.0888,446123497.457
29.0,rejected,203.0,-203.0,-412.304837367,-192.063496135,1041.70764277,-203.0,-1e+200,443644941.064,26320922.0184,446842685.663
30.0,rerun,203.0,-203.0,-412.312766161,-192.087408846,1041.58197702,-203.0,-1e+200,441054160.231,26045027.1022,440393957.347
31.0,accepted,203.0,-203.0,-412.26860652,-192.075888864,1041.66879736,-203.0,-1e+200,446334035.545,30134252.0575,439866546.363
32.0,accepted,203.0,-203.0,-412.191216535,-192.09676646,1041.72874233,-203.0,-1e+200,450987404.34,24615342.2897,453857327.743
33.0,rejected,203.0,-203.0,-412.248662786,-192.074222385,1041.54390906,-203.0,-1e+200,439986024.044,23846170.3134,442658673.064
34.0,rerun,203.0,-203.0,-412.191216535,-192.09676646,1041.72874233,-203.0,-1e+200,446030900.097,20885976.5889,440452823.29
35.0,rejected,203.0,-203.0,-412.117881734,-192.092489156,1041.74962684,-203.0,-1e+200,428598338.832,25558737.9155,425884797.348
36.0,rerun,203.0,-203.0,-412.191216535,-192.09676646,1041.72874233,-203.0,-1e+200,436365222.084,19654211.202,436531881.203
37.0,rejected,203.0,-203.0,-412.207100085,-192.105852656,1041.88324499,-203.0,-1e+200,441068593.98,24956084.5052,437844051.918
38.0,rerun,203.0,-203.0,-412.191216535,-192.09676646,1041.72874233,-203.0,-1e+200,432602700.104,19850384.5511,438104061.335
39.0,accepted,203.0,-203.0,-412.223766253,-192.098555463,1041.71078716,-203.0,-1e+200,441670532.038,24076601.417,440486956.727
40.0,accepted,203.0,-203.0,-412.189524781,-192.093632011,1041.61292513,-203.0,-1e+200,445618790.651,23895797.5444,445717642.624
41.0,accepted,203.0,-203.0,-412.220903252,-192.094990069,1041.61240117,-203.0,-1e+200,446049672.87,28250645.2766,443187205.541
42.0,rejected,203.0,-203.0,-412.201664994,-192.092016374,1041.61859751,-203.0,-1e+200,439921638.288,26325671.4564,436843371.69
43.0,rerun,203.0,-203.0,-412.220903252,-192.094990069,1041.61240117,-203.0,-1e+200,443923112.582,24259654.4584,437667920.379
44.0,rejected,203.0,-203.0,-412.235559317,-192.095435276,1041.59652103,-203.0,-1e+200,440838349.472,24390633.7256,440078761.775
45.0,rerun,203.0,-203.0,-412.220903252,-192.094990069,1041.61240117,-203.0,-1e+200,442379174.443,19391162.9036,440523460.754
46.0,accepted,203.0,-203.0,-412.211031998,-192.095259312,1041.62070464,-203.0,-1e+200,446655474.187,23877013.8576,452551087.754
47.0,accepted,203.0,-203.0,-412.207388433,-192.09382904,1041.62133463,-203.0,-1e+200,450895578.346,22614735.0135,450103024.359
48.0,rejected,203.0,-203.0,-412.212158604,-192.095108992,1041.59147365,-203.0,-1e+200,445311357.536,24346986.2039,444805321.704
49.0,rerun,203.0,-203.0,-412.207388433,-192.09382904,1041.62133463,-203.0,-1e+200,447811426.843,22984749.0123,446411321.178
50.0,rejected,203.0,-203.0,-412.207920599,-192.092556461,1041.60443743,-203.0,-1e+200,444138189.572,20190152.8902,443590865.884
51.0,rerun,203.0,-203.0,-412.207388433,-192.09382904,1041.62133463,-203.0,-1e+200,439442948.605,22014113.0844,436718044.855
52.0,rejected,203.0,-203.0,-412.20395522,-192.094362573,1041.62440211,-203.0,-1e+200,442816723.692,24541069.5844,441809744.887
53.0,rerun,203.0,-203.0,-412.207388433,-192.09382904,1041.62133463,-203.0,-1e+200,449860445.481,28314761.7179,450709816.534
54.0,rejected,203.0,-203.0,-412.206544635,-192.093781225,1041.63425901,-203.0,-1e+200,441153871.136,21663353.6706,429544776.814
55.0,rerun,203.0,-203.0,-412.207388433,-192.09382904,1041.62133463,-203.0,-1e+200,438862736.032,27786394.9714,437819534.844
56.0,accepted,203.0,-203.0,-412.207987924,-192.094027518,1041.62893827,-203.0,-1e+200,447223401.091,30055719.4802,435265042.358
57.0,rejected,203.0,-203.0,-412.21051673,-192.09370643,1041.62665056,-203.0,-1e+200,438419969.625,23372313.1938,435874526.46
58.0,rerun,203.0,-203.0,-412.207987924,-192.094027518,1041.62893827,-203.0,-1e+200,440389306.267,18648641.7279,440154394.555
59.0,accepted,203.0,-203.0,-412.208260302,-192.093951225,1041.61958276,-203.0,-1e+200,447207478.444,27238467.3001,446019820.822
60.0,rejected,203.0,-203.0,-412.208067321,-192.094140932,1041.60800405,-203.0,-1e+200,440556864.287,20349571.3275,443000253.211
61.0,rerun,203.0,-203.0,-412.208260302,-192.093951225,1041.61958276,-203.0,-1e+200,448172465.652,25766419.1242,445720080.466
62.0,accepted,203.0,-203.0,-412.208857034,-192.094142242,1041.61303298,-203.0,-1e+200,449404252.196,25127586.8069,441539195.104
63.0,rejected,203.0,-203.0,-412.210284755,-192.093830395,1041.62462746,-203.0,-1e+200,444499919.416,23564804.8257,450755746.812
64.0,rerun,203.0,-203.0,-412.208857034,-192.094142242,1041.61303298,-203.0,-1e+200,442899971.553,29326662.4788,446046281.043
65.0,rejected,203.0,-203.0,-412.207000004,-192.094012383,1041.61043964,-203.0,-1e+200,434177568.501,22324398.0488,431749902.874
66.0,rerun,203.0,-203.0,-412.208857034,-192.094142242,1041.61303298,-203.0,-1e+200,442508875.787,25276786.29,448232365.625
67.0,accepted,203.0,-203.0,-412.208090768,-192.094411944,1041.61230512,-203.0,-1e+200,446652144.208,24826246.499,443991498.506
68.0,rejected,203.0,-203.0,-412.208410602,-192.094476605,1041.6040569,-203.0,-1e+200,440067333.824,31098048.5006,435235772.447
69.0,rerun,203.0,-203.0,-412.208090768,-192.094411944,1041.61230512,-203.0,-1e+200,438361838.215,25741670.8301,446527271.2
70.0,accepted,203.0,-203.0,-412.208554182,-192.094175744,1041.61019991,-203.0,-1e+200,443894491.137,26536377.7372,445060807.537
71.0,accepted,203.0,-203.0,-412.208597619,-192.093860982,1041.61331755,-203.0,-1e+200,447363577.971,28052077.8716,444932249.021
72.0,rejected,203.0,-203.0,-412.208227534,-192.093433889,1041.61933684,-203.0,-1e+200,446243208.378,26099463.8573,436865482.336
73.0,rerun,203.0,-203.0,-412.208597619,-192.093860982,1041.61331755,-203.0,-1e+200,437097578.395,22797447.6935,437290451.921
74.0,accepted,203.0,-203.0,-412.208883717,-192.094194323,1041.6114307,-203.0,-1e+200,447989119.815,24322070.9427,451488726.374
75.0,rejected,203.0,-203.0,-412.209630788,-192.094045445,1041.61209503,-203.0,-1e+200,445961158.661,23230069.1909,443243396.514
76.0,rerun,203.0,-203.0,-412.208883717,-192.094194323,1041.6114307,-203.0,-1e+200,440468167.891,20601408.3737,438185129.162
77.0,rejected,203.0,-203.0,-412.209243124,-192.094101012,1041.60952658,-203.0,-1e+200,441690566.358,23936113.4074,437210388.92
78.0,rerun,203.0,-203.0,-412.208883717,-192.094194323,1041.6114307,-203.0,-1e+200,439241060.71,12743662.0247,438978505.953
79.0,rejected,203.0,-203.0,-412.208759108,-192.094260689,1041.60986717,-203.0,-1e+200,438490315.883,24067690.0722,443020377.45
80.0,rerun,203.0,-203.0,-412.208883717,-192.094194323,1041.6114307,-203.0,-1e+200,439384203.288,19253208.2437,437648392.344
81.0,rejected,203.0,-203.0,-412.208824241,-192.094197168,1041.61282726,-203.0,-1e+200,438665287.111,14101272.7567,436095839.213
82.0,rerun,203.0,-203.0,-412.208883717,-192.094194323,1041.6114307,-203.0,-1e+200,437322363.369,27598407.8457,434912082.003
83.0,accepted,203.0,-203.0,-412.208759216,-192.094220098,1041.611935,-203.0,-1e+200,446964673.782,23892356.0677,439385575.497
84.0,rejected,203.0,-203.0,-412.208844652,-192.094202553,1041.61335185,-203.0,-1e+200,446393475.481,22557054.6508,450749629.38
85.0,rerun,203.0,-203.0,-412.208759216,-192.094220098,1041.611935,-203.0,-1e+200,441845096.282,25755826.7981,439023280.554
86.0,accepted,203.0,-203.0,-412.208613079,-192.094212263,1041.61124975,-203.0,-1e+200,445290481.12,20083101.1778,448704329.001
87.0,rejected,203.0,-203.0,-412.208472838,-192.09421831,1041.61143036,-203.0,-1e+200,436304385.262,28525290.394,442918964.272
88.0,rerun,203.0,-203.0,-412.208613079,-192.094212263,1041.61124975,-203.0,-1e+200,441032251.807,24782382.8588,439589665.9
89.0,rejected,203.0,-203.0,-412.208520645,-192.09420894,1041.61110307,-203.0,-1e+200,435700934.165,25188159.2184,434330246.019
90.0,rerun,203.0,-203.0,-412.208613079,-192.094212263,1041.61124975,-203.0,-1e+200,433016368.273,23593448.7979,434642694.167
91.0,accepted,203.0,-203.0,-412.208585413,-192.094201891,1041.6114602,-203.0,-1e+200,452602018.081,35720010.1897,447221365.314
92.0,rejected,203.0,-203.0,-412.208643701,-192.094203506,1041.61173206,-203.0,-1e+200,436214834.71,26933905.6168,430270210.374
93.0,rerun,203.0,-203.0,-412.208585413,-192.094201891,1041.6114602,-203.0,-1e+200,452680512.529,25868008.3225,457480767.741
94.0,rejected,203.0,-203.0,-412.208593404,-192.094213621,1041.61158031,-203.0,-1e+200,446593768.952,29566377.3779,435599186.503
95.0,rerun,203.0,-203.0,-412.208585413,-192.094201891,1041.6114602,-203.0,-1e+200,448704879.4,24900877.5884,447424260.723
96.0,rejected,203.0,-203.0,-412.208563462,-192.094206803,1041.61136077,-203.0,-1e+200,435044906.326,25217212.8517,433393190.219
97.0,rerun,203.0,-203.0,-412.208585413,-192.094201891,1041.6114602,-203.0,-1e+200,430890947.718,25213116.6518,431127460.301
98.0,rejected,203.0,-203.0,-412.20857158,-192.094198739,1041.61153285,-203.0,-1e+200,443805491.528,25733593.3428,445623364.816
99.0,rerun,203.0,-203.0,-412.208585413,-192.094201891,1041.6114602,-203.0,-1e+200,439043231.912,24786351.5563,438168810.752
100.0,accepted,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,448911643.401,23812029.7543,453462797.909
101.0,rejected,203.0,-203.0,-412.208585881,-192.094204217,1041.61138803,-203.0,-1e+200,431118915.726,27906150.0691,428175913.385
102.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,451181574.721,25371345.5926,452975389.781
103.0,rejected,203.0,-203.0,-412.208567104,-192.09419946,1041.61141525,-203.0,-1e+200,444799409.082,28340044.6486,447020310.864
104.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,440970472.576,25168449.0508,440320226.099
105.0,rejected,203.0,-203.0,-412.208568019,-192.094202709,1041.61139893,-203.0,-1e+200,441240781.773,26969079.3411,438380245.003
106.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,444538238.978,20225941.6998,447033886.132
107.0,rejected,203.0,-203.0,-412.208577892,-192.094201649,1041.6114199,-203.0,-1e+200,443636550.609,26085816.6265,444242153.05
108.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,446098999.974,27464078.0597,449155859.533
109.0,rejected,203.0,-203.0,-412.208570618,-192.0942019,1041.61140916,-203.0,-1e+200,444530457.658,27736357.614,451236177.673
110.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,441532694.598,20766764.234,444080735.695
111.0,rejected,203.0,-203.0,-412.20857422,-192.094201692,1041.61141805,-203.0,-1e+200,438467679.042,25564786.8801,439674703.575
112.0,rerun,203.0,-203.0,-412.208573672,-192.094201629,1041.61140763,-203.0,-1e+200,446428640.852,22093604.6205,439240608.859
113.0,accepted,203.0,-203.0,-412.208574525,-192.094201356,1041.61140556,-203.0,-1e+200,450043760.168,17759456.0844,452296183.804
114.0,accepted,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,457838101.1,33466544.1234,465244721.28
115.0,rejected,203.0,-203.0,-412.2085733,-192.094201349,1041.61140894,-203.0,-1e+200,432353421.805,22056369.8177,438616977.929
116.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,439630560.85,27248538.0397,435275683.842
117.0,rejected,203.0,-203.0,-412.208573182,-192.094200894,1041.61140072,-203.0,-1e+200,441391368.564,23001101.5143,442521148.515
118.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,443374890.733,22093782.1006,447982389.733
119.0,rejected,203.0,-203.0,-412.208574107,-192.094201122,1041.61139774,-203.0,-1e+200,429283384.159,29566511.5949,428869284.201
120.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,446877711.048,23884772.2303,446456965.369
121.0,rejected,203.0,-203.0,-412.20857374,-192.094201184,1041.61140379,-203.0,-1e+200,440545781.917,23068820.9727,438911639.501
122.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,445431567.723,23845550.7533,441671875.229
123.0,rejected,203.0,-203.0,-412.208573739,-192.094201138,1041.61140061,-203.0,-1e+200,441182100.112,26844019.6883,438339697.585
124.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,435705789.189,21995473.2212,430538168.655
125.0,rejected,203.0,-203.0,-412.20857382,-192.094201091,1041.61140116,-203.0,-1e+200,434748223.139,18483075.4767,437213151.425
126.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,438921874.271,24091119.5487,445028602.828
127.0,rejected,203.0,-203.0,-412.208574152,-192.094201114,1041.61140206,-203.0,-1e+200,440123612.27,16870358.9587,436923195.76
128.0,rerun,203.0,-203.0,-412.208573999,-192.094201116,1041.6114018,-203.0,-1e+200,440121349.297,27413960.9067,435061463.508
