hours,price
1.0,23.09
2.0,21.11
3.0,19.81
4.0,19.9
5.0,20.07
6.0,21.97
7.0,20.4
8.0,21.47
9.0,23.26
10.0,24.55
11.0,24.73
12.0,24.94
13.0,24.0
14.0,23.26
15.0,22.98
16.0,22.98
17.0,22.05
18.0,31.99
19.0,35.37
20.0,30.25
21.0,28.86
22.0,25.86
23.0,29.97
24.0,25.55
25.0,24.38
26.0,23.12
27.0,22.8
28.0,23.52
29.0,24.63
30.0,27.55
31.0,33.08
32.0,34.7
33.0,30.96
34.0,30.62
35.0,29.17
36.0,26.15
37.0,24.41
38.0,24.06
39.0,23.59
40.0,23.24
41.0,23.95
42.0,32.1
43.0,33.7
44.0,31.85
45.0,30.28
46.0,29.17
47.0,27.24
48.0,26.58
49.0,22.95
50.0,22.43
51.0,22.2
52.0,22.49
53.0,22.91
54.0,26.82
55.0,38.79
56.0,38.39
57.0,31.23
58.0,30.6
59.0,29.74
60.0,25.03
61.0,23.83
62.0,22.94
63.0,21.97
64.0,21.86
65.0,22.5
66.0,31.39
67.0,36.01
68.0,31.85
69.0,30.79
70.0,27.44
71.0,26.41
72.0,25.0
73.0,24.66
74.0,24.1
75.0,23.13
76.0,23.62
77.0,24.22
78.0,28.95
79.0,34.61
80.0,34.86
81.0,30.64
82.0,30.82
83.0,29.83
84.0,26.38
85.0,24.71
86.0,23.75
87.0,22.93
88.0,22.85
89.0,23.72
90.0,34.69
91.0,34.94
92.0,29.77
93.0,27.18
94.0,25.05
95.0,26.43
96.0,26.15
97.0,23.15
98.0,22.0
99.0,21.6
100.0,21.64
101.0,21.72
102.0,23.33
103.0,24.6
104.0,26.0
105.0,28.91
106.0,30.06
107.0,29.56
108.0,25.13
109.0,22.35
110.0,21.27
111.0,20.97
112.0,20.28
113.0,21.1
114.0,29.91
115.0,31.3
116.0,26.16
117.0,25.97
118.0,25.87
119.0,25.9
120.0,23.9
121.0,22.01
122.0,21.07
123.0,20.78
124.0,21.07
125.0,21.85
126.0,23.98
127.0,27.98
128.0,28.77
129.0,29.89
130.0,29.36
131.0,26.6
132.0,23.02
133.0,21.94
134.0,21.25
135.0,20.95
136.0,19.98
137.0,21.03
138.0,29.93
139.0,33.0
140.0,28.92
141.0,27.57
