hours,price
1.0,23.23
2.0,21.82
3.0,20.16
4.0,20.0
5.0,20.24
6.0,21.45
7.0,24.35
8.0,24.06
9.0,25.48
10.0,24.94
11.0,28.0
12.0,25.06
13.0,23.71
14.0,23.25
15.0,24.0
16.0,23.22
17.0,22.94
18.0,41.99
19.0,34.99
20.0,24.97
21.0,24.28
22.0,23.22
23.0,20.19
24.0,17.92
25.0,17.52
26.0,17.52
27.0,17.1
28.0,16.57
29.0,15.82
30.0,15.82
31.0,15.92
32.0,17.09
33.0,18.53
34.0,21.8
35.0,23.52
36.0,24.07
37.0,24.8
38.0,24.14
39.0,24.89
40.0,22.34
41.0,23.4
42.0,50.8
43.0,30.09
44.0,24.74
45.0,24.02
46.0,22.93
47.0,18.37
48.0,14.79
49.0,11.12
50.0,9.17
51.0,9.68
52.0,13.02
53.0,16.96
54.0,21.02
55.0,24.37
56.0,23.99
57.0,26.69
58.0,25.0
59.0,25.08
60.0,25.13
61.0,25.73
62.0,25.2
63.0,25.32
64.0,24.43
65.0,24.3
66.0,40.95
67.0,36.92
68.0,27.37
69.0,25.22
70.0,24.97
71.0,24.33
72.0,21.93
73.0,21.45
74.0,20.88
75.0,21.02
76.0,22.28
77.0,22.87
78.0,24.75
79.0,44.1
80.0,35.06
81.0,30.05
82.0,28.2
83.0,26.03
84.0,24.86
85.0,24.81
86.0,23.64
87.0,22.92
88.0,22.82
89.0,23.76
90.0,34.2
91.0,30.72
92.0,27.18
93.0,23.97
94.0,23.3
95.0,22.48
96.0,20.36
97.0,19.78
98.0,19.57
99.0,19.5
100.0,20.03
101.0,20.98
102.0,22.84
103.0,33.91
104.0,31.08
105.0,26.34
106.0,25.12
107.0,23.62
108.0,23.38
109.0,23.03
110.0,22.98
111.0,22.44
112.0,21.99
113.0,22.57
114.0,33.86
115.0,29.68
116.0,26.78
117.0,25.56
118.0,23.61
119.0,23.11
120.0,23.44
121.0,20.38
122.0,20.04
123.0,20.08
124.0,20.59
125.0,21.12
126.0,24.37
127.0,33.69
128.0,35.59
129.0,31.24
130.0,29.4
131.0,33.93
132.0,29.78
133.0,27.09
134.0,25.58
135.0,24.87
136.0,24.11
137.0,25.66
138.0,55.11
139.0,48.68
140.0,38.47
141.0,34.94
142.0,32.39
143.0,26.65
144.0,24.13
145.0,27.84
146.0,26.84
147.0,26.62
148.0,26.86
149.0,27.87
150.0,34.1
151.0,43.93
152.0,48.08
153.0,96.21
154.0,74.8
155.0,43.62
156.0,34.86
157.0,27.0
158.0,23.25
159.0,22.23
160.0,21.66
161.0,23.21
162.0,34.25
163.0,39.04
164.0,32.92
165.0,28.05
166.0,26.95
167.0,24.41
168.0,21.98
169.0,21.29
170.0,20.99
171.0,20.85
172.0,20.76
173.0,21.37
174.0,22.86
175.0,26.43
176.0,39.03
177.0,33.09
178.0,28.6
179.0,24.3
180.0,23.15
181.0,22.84
182.0,20.7
183.0,19.6
184.0,19.3
185.0,19.56
186.0,29.57
187.0,29.17
188.0,27.22
189.0,24.68
190.0,23.3
191.0,21.1
192.0,20.03
193.0,19.56
194.0,19.24
195.0,19.13
196.0,19.18
197.0,18.99
198.0,22.76
199.0,36.11
200.0,39.5
201.0,26.84
202.0,24.42
203.0,23.92
204.0,23.4
205.0,23.49
206.0,23.46
207.0,22.64
208.0,21.77
209.0,21.57
210.0,33.97
211.0,28.89
212.0,24.98
213.0,22.43
214.0,20.03
215.0,14.79
216.0,9.71
217.0,8.22
218.0,7.83
219.0,6.95
220.0,7.35
221.0,9.38
222.0,17.12
223.0,26.17
224.0,39.73
225.0,33.98
226.0,36.76
227.0,31.36
228.0,26.88
229.0,26.53
230.0,28.66
231.0,27.64
232.0,28.77
233.0,33.53
234.0,55.11
235.0,43.53
236.0,30.07
237.0,26.56
238.0,27.56
239.0,21.96
240.0,20.6
241.0,4.81
242.0,3.31
243.0,3.16
244.0,3.03
245.0,3.71
246.0,7.9
247.0,25.94
248.0,24.28
249.0,24.5
250.0,24.51
251.0,25.59
252.0,27.49
253.0,26.09
254.0,26.84
255.0,28.45
256.0,29.18
257.0,30.94
258.0,42.08
259.0,35.72
260.0,23.09
261.0,22.07
262.0,19.78
263.0,17.62
264.0,9.61
265.0,6.68
266.0,5.58
267.0,6.1
268.0,9.53
269.0,14.87
270.0,18.62
271.0,23.46
272.0,24.99
273.0,24.71
274.0,24.74
275.0,24.27
276.0,27.63
277.0,25.18
278.0,27.66
279.0,25.59
280.0,25.75
281.0,26.67
282.0,45.77
283.0,33.31
284.0,24.47
285.0,23.43
286.0,22.0
287.0,21.47
288.0,20.54
289.0,19.55
290.0,18.53
291.0,18.13
292.0,18.04
293.0,18.58
294.0,21.01
295.0,24.94
296.0,24.59
297.0,23.63
298.0,24.28
299.0,26.33
300.0,25.93
301.0,25.76
302.0,26.75
303.0,26.56
304.0,25.14
305.0,25.82
306.0,39.56
307.0,31.4
308.0,25.2
309.0,23.82
310.0,23.52
311.0,21.7
312.0,21.44
313.0,25.9
314.0,22.27
315.0,21.13
316.0,20.5
317.0,20.5
318.0,20.75
319.0,22.15
320.0,22.96
321.0,24.42
322.0,26.98
323.0,29.84
324.0,31.98
325.0,27.64
326.0,24.15
327.0,24.55
328.0,23.23
329.0,23.98
330.0,37.06
331.0,32.08
332.0,25.92
333.0,24.92
334.0,21.7
335.0,21.71
336.0,22.2
337.0,22.83
338.0,19.83
339.0,17.43
340.0,17.26
341.0,16.96
342.0,15.67
343.0,19.57
344.0,20.01
345.0,21.7
346.0,22.91
347.0,23.06
348.0,23.68
349.0,23.34
350.0,23.16
351.0,23.18
352.0,23.3
353.0,22.15
354.0,33.79
355.0,49.18
356.0,25.33
357.0,23.9
358.0,21.7
359.0,19.35
360.0,17.71
361.0,23.05
362.0,19.99
363.0,18.7
364.0,18.99
365.0,20.6
366.0,21.78
367.0,24.18
368.0,24.75
369.0,25.05
370.0,25.25
371.0,24.68
372.0,25.12
373.0,25.59
374.0,25.45
375.0,25.57
376.0,25.11
377.0,26.01
378.0,39.38
379.0,39.96
380.0,29.0
381.0,26.44
382.0,25.04
383.0,23.77
384.0,22.71
385.0,20.46
386.0,19.79
387.0,19.68
388.0,19.4
389.0,19.83
390.0,21.42
391.0,25.89
392.0,26.01
393.0,26.14
394.0,25.21
395.0,26.68
396.0,26.68
397.0,27.06
398.0,27.23
399.0,27.94
400.0,27.92
401.0,27.98
402.0,43.64
403.0,47.56
404.0,35.5
405.0,32.01
406.0,25.83
407.0,24.36
408.0,23.53
409.0,21.68
410.0,20.44
411.0,20.29
412.0,20.41
413.0,21.08
414.0,23.37
415.0,30.54
416.0,28.67
417.0,28.29
418.0,28.52
419.0,29.62
420.0,29.58
421.0,29.11
422.0,28.7
423.0,27.75
424.0,26.77
425.0,26.52
426.0,35.88
427.0,32.84
428.0,26.55
429.0,25.63
430.0,24.86
431.0,23.04
432.0,21.54
433.0,20.14
434.0,17.37
435.0,16.88
436.0,16.79
437.0,18.54
438.0,22.88
439.0,33.75
440.0,33.14
441.0,30.71
442.0,28.57
443.0,28.44
444.0,28.49
445.0,30.24
446.0,30.25
447.0,31.57
448.0,31.89
449.0,30.98
450.0,48.98
451.0,43.26
452.0,29.64
453.0,28.24
454.0,25.24
455.0,20.15
456.0,13.28
457.0,11.95
458.0,8.93
459.0,7.81
460.0,8.19
461.0,13.32
462.0,18.84
463.0,29.02
464.0,25.99
465.0,25.86
466.0,27.61
467.0,28.68
468.0,29.81
469.0,32.1
470.0,33.27
471.0,34.77
472.0,34.75
473.0,34.0
474.0,49.36
475.0,40.14
476.0,25.83
477.0,24.4
478.0,23.42
479.0,19.69
480.0,16.97
481.0,17.88
482.0,16.64
483.0,14.26
484.0,13.75
485.0,15.27
486.0,17.36
487.0,20.46
488.0,21.68
489.0,21.68
490.0,23.36
491.0,24.75
492.0,25.54
493.0,26.12
494.0,27.24
495.0,26.35
496.0,25.66
497.0,25.3
498.0,33.91
499.0,30.69
500.0,23.93
501.0,22.68
502.0,21.65
503.0,18.82
504.0,16.83
505.0,14.55
506.0,10.29
507.0,8.43
508.0,8.78
509.0,8.61
510.0,8.8
511.0,19.39
512.0,20.35
513.0,21.44
514.0,22.91
515.0,23.84
516.0,23.78
517.0,23.78
518.0,23.98
519.0,23.33
520.0,23.19
521.0,23.84
522.0,34.86
523.0,38.65
524.0,29.88
525.0,26.03
526.0,25.0
527.0,23.59
528.0,23.11
529.0,21.42
530.0,19.97
531.0,20.1
532.0,19.69
533.0,20.5
534.0,25.0
535.0,41.52
536.0,39.89
537.0,31.66
538.0,28.52
539.0,26.65
540.0,25.66
541.0,26.63
542.0,26.52
543.0,29.34
544.0,27.32
545.0,26.46
546.0,39.9
547.0,33.2
548.0,26.13
549.0,24.7
550.0,24.59
551.0,18.44
552.0,15.8
553.0,5.9
554.0,5.58
555.0,5.86
556.0,5.8
557.0,6.6
558.0,15.06
559.0,25.17
560.0,24.98
561.0,23.72
