price,hour
11.35,1
10.6,2
9.72,3
9.98,4
9.06,5
9.49,6
8.44,7
7.24,8
10.33,9
9.32,10
9.62,11
8.45,12
8.51,13
8.83,14
8.93,15
9.47,16
11.23,17
18.41,18
18.18,19
16.56,20
12.0,21
10.12,22
8.34,23
10.6,24
10.9,25
10.58,26
10.5,27
10.53,28
10.32,29
11.59,30
10.65,31
10.09,32
13.92,33
13.93,34
15.02,35
13.75,36
13.72,37
13.61,38
13.57,39
14.52,40
16.92,41
20.46,42
19.56,43
20.45,44
16.08,45
15.8,46
13.17,47
11.18,48
7.76,49
7.23,50
7.23,51
7.2,52
7.17,53
8.18,54
5.84,55
7.5,56
11.13,57
13.25,58
12.94,59
13.95,60
13.73,61
13.11,62
14.22,63
15.74,64
19.23,65
29.29,66
28.39,67
27.24,68
23.09,69
20.92,70
15.62,71
14.73,72
16.24,73
16.24,74
16.32,75
15.9,76
16.98,77
25.48,78
39.84,79
40.13,80
36.46,81
36.66,82
35.6,83
31.32,84
26.29,85
25.33,86
25.28,87
30.64,88
41.83,89
64.83,90
56.34,91
51.3,92
44.42,93
38.28,94
27.59,95
23.95,96
20.99,97
19.19,98
18.43,99
18.37,100
20.92,101
31.12,102
45.41,103
50.0,104
48.2,105
44.62,106
37.61,107
26.68,108
19.57,109
18.69,110
18.15,111
19.87,112
40.07,113
60.9,114
43.33,115
40.12,116
28.71,117
22.19,118
13.75,119
16.81,120
12.74,121
12.01,122
11.1,123
11.49,124
12.65,125
15.07,126
24.7,127
25.71,128
22.4,129
21.59,130
19.11,131
18.2,132
17.06,133
16.3,134
15.95,135
15.67,136
16.77,137
22.06,138
19.08,139
18.49,140
18.84,141
17.53,142
12.65,143
12.15,144
15.22,145
14.42,146
13.14,147
13.87,148
13.95,149
17.18,150
31.67,151
23.24,152
23.86,153
23.3,154
23.02,155
22.58,156
22.15,157
22.08,158
22.03,159
22.09,160
20.18,161
23.8,162
23.87,163
22.98,164
22.71,165
21.96,166
18.37,167
16.12,168
14.59,169
12.8,170
11.89,171
12.3,172
11.99,173
17.97,174
25.24,175
23.27,176
23.48,177
23.29,178
23.76,179
22.43,180
20.55,181
20.37,182
20.04,183
18.92,184
17.62,185
23.19,186
22.44,187
21.42,188
17.95,189
16.32,190
13.64,191
12.42,192
6.93,193
5.94,194
4.12,195
4.31,196
3.92,197
5.63,198
5.51,199
8.84,200
11.32,201
13.96,202
14.02,203
13.94,204
13.04,205
11.73,206
11.42,207
11.61,208
11.64,209
16.64,210
16.85,211
15.54,212
14.0,213
11.37,214
9.35,215
7.73,216
5.66,217
4.41,218
2.76,219
3.04,220
2.99,221
3.31,222
4.26,223
4.67,224
6.76,225
9.28,226
9.28,227
9.44,228
9.39,229
9.44,230
9.55,231
9.54,232
11.44,233
16.56,234
16.76,235
16.13,236
12.28,237
10.74,238
9.13,239
6.6,240
7.24,241
6.56,242
6.25,243
6.92,244
7.02,245
10.85,246
19.66,247
18.99,248
22.09,249
22.19,250
23.54,251
22.98,252
22.48,253
20.3,254
19.97,255
20.69,256
24.25,257
32.16,258
31.66,259
29.68,260
27.55,261
22.93,262
18.42,263
16.87,264
16.3,265
15.61,266
12.98,267
15.17,268
13.39,269
16.53,270
24.33,271
24.03,272
23.69,273
23.78,274
23.66,275
21.95,276
19.29,277
17.82,278
18.08,279
16.92,280
21.0,281
27.2,282
27.16,283
23.87,284
23.39,285
19.29,286
13.26,287
15.09,288
9.64,289
8.18,290
7.85,291
7.97,292
8.17,293
9.4,294
21.14,295
21.19,296
23.47,297
22.33,298
22.33,299
22.34,300
17.92,301
17.5,302
17.28,303
17.76,304
20.15,305
27.38,306
27.98,307
26.71,308
24.33,309
21.78,310
17.33,311
15.16,312
16.23,313
14.75,314
13.96,315
14.91,316
15.0,317
15.22,318
28.21,319
26.05,320
24.47,321
24.29,322
23.67,323
23.21,324
19.2,325
18.92,326
19.17,327
19.72,328
22.71,329
27.07,330
27.69,331
27.8,332
23.24,333
21.62,334
16.47,335
15.24,336
12.32,337
10.62,338
9.24,339
9.3,340
10.55,341
11.0,342
17.94,343
19.83,344
19.28,345
20.14,346
