,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,NPP_bid_adjust,mean_NPV,dNPV
0,IL_Nominal_LNHR,0.09408603057810001,474464.94111499994,0.0,96724.252672,8622996369.58,301325513.1899996
