iteration,accepted,H2_storage_capacity,H2_market_capacity,Secondary_capacity,E_Penalty_capacity,IES_delta_cap,NPP_bid_adjust,mean_NPV
41.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8098181763.89
42.0,rejected,427953.760789,-1.12518391348,10000.0,-10000.0,0.0,94430.9644609,7706784853.5
43.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8318335368.51
44.0,rejected,419339.525296,-0.799517897659,10000.0,-10000.0,0.348604946764,98123.8594425,8162922727.88
45.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8251415472.79
46.0,rejected,437382.023752,-0.963380230507,10000.0,-10000.0,0.0,100000.0,8126635090.0
47.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8423853059.96
48.0,rejected,524858.26273,0.0,10000.0,-10000.0,0.0772905073786,93181.7861139,8361239395.06
49.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8361793030.75
50.0,rejected,437942.572755,0.0,10000.0,-10000.0,0.242586929224,92334.7557977,8297162248.79
51.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8276810239.92
52.0,rejected,532462.199913,-0.16946401149,10000.0,-10000.0,0.0789286186893,97156.3307613,8415947647.62
53.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8242241691.33
54.0,rejected,512723.808466,-0.152752409484,10000.0,-10000.0,0.257563357445,95077.4567534,8227662498.47
55.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8498804411.12
56.0,rejected,520156.840034,0.0,10000.0,-10000.0,0.0832165174032,95136.9336587,8233323020.86
57.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8345852182.48
58.0,rejected,498060.427423,-0.580298382861,10000.0,-10000.0,0.169683484497,94913.8618823,8306337259.84
59.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8606848812.15
60.0,rejected,505635.623662,0.0,10000.0,-10000.0,0.142886543064,98948.5527441,8259421969.35
61.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8322035852.2
62.0,rejected,496623.559709,-0.165635510351,10000.0,-10000.0,0.0498692050155,99365.2160123,8263299937.39
63.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8462240964.47
64.0,rejected,463516.481209,0.0,10000.0,-10000.0,0.0,95146.9001961,8411275234.82
65.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8216535037.51
66.0,rejected,480860.878811,0.0,10000.0,-10000.0,0.21723336732,96967.7856617,8277484174.38
67.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8220397360.74
68.0,rejected,482496.34412,0.0,10000.0,-10000.0,0.0261636344067,96255.0915098,8369300853.73
69.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,7964361852.66
70.0,rejected,479748.387783,-0.252203438588,10000.0,-10000.0,0.177001081427,97993.0473162,8209663036.41
71.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8512064117.27
72.0,rejected,486205.710535,0.0,10000.0,-10000.0,0.088637806371,96199.4856878,8472495898.94
73.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8308243830.35
74.0,rejected,458495.5289,-0.105491595656,10000.0,-10000.0,0.0387726962839,97174.0413951,8186744114.85
75.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8312532552.69
76.0,rejected,488724.187965,-0.0894093745604,10000.0,-10000.0,0.0389643456183,96984.4460643,8398781407.68
77.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8300827363.35
78.0,rejected,480472.881103,0.0,10000.0,-10000.0,0.151551543232,95949.4336602,8187836334.43
79.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8171080282.45
80.0,rejected,483606.720659,0.0,10000.0,-10000.0,0.0750664613772,97616.1607053,8329002505.45
81.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,7969591585.54
82.0,rejected,483297.621183,-0.166728760655,10000.0,-10000.0,0.0806603363174,96062.7666202,8299243123.76
83.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8240876503.18
84.0,rejected,480581.874062,0.0,10000.0,-10000.0,0.0407784113198,96914.3054966,8498058004.26
85.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8520922719.49
86.0,rejected,480325.839983,0.0,10000.0,-10000.0,0.125608162361,95948.2213276,8583419405.42
87.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8191856909.55
88.0,rejected,467493.205413,-0.150916577697,10000.0,-10000.0,0.0894486158054,96486.9502528,8228126038.66
89.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8168978833.66
90.0,rejected,476576.401143,-0.10291879826,10000.0,-10000.0,0.11398374781,96047.3768216,8397785294.58
91.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8426987367.66
92.0,rejected,468349.269537,0.0,10000.0,-10000.0,0.116389521083,96288.3922487,8184987942.12
93.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8385542979.91
94.0,rejected,475039.014897,0.0,10000.0,-10000.0,0.122321693381,96887.5542787,8263240722.88
95.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8153604216.05
96.0,rejected,473433.277334,-0.115216645402,10000.0,-10000.0,0.115250959721,96755.2333431,8305857563.02
97.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8426201040.71
98.0,rejected,474877.060738,0.0,10000.0,-10000.0,0.116629895282,97171.011698,8281436215.81
99.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8519426537.02
100.0,rejected,471793.585234,0.0,10000.0,-10000.0,0.0845429292753,97038.8478659,8274246981.76
101.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8549924183.58
102.0,rejected,475775.772164,0.0,10000.0,-10000.0,0.0776870042847,96420.5622273,8219979651.5
103.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8231239412.28
104.0,rejected,476619.43944,-0.0410436228872,10000.0,-10000.0,0.111983682534,96889.054719,8583134039.92
105.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8605380829.87
106.0,rejected,471558.324061,0.0,10000.0,-10000.0,0.110211181766,96837.9274075,8164383055.63
107.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8468553917.79
108.0,rejected,473063.37665,0.0,10000.0,-10000.0,0.0993003796602,97008.3452398,8219851916.22
109.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8340859726.02
110.0,rejected,475464.83218,-0.0246211415155,10000.0,-10000.0,0.106427600791,96497.1992424,8236747599.35
111.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8210720447.28
112.0,rejected,473312.41642,-0.0192032414624,10000.0,-10000.0,0.106400771904,96899.1295882,8390357937.45
113.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8396071259.11
114.0,rejected,476092.442325,0.0,10000.0,-10000.0,0.105287822187,96596.6292862,8571528297.36
115.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8448237486.35
116.0,rejected,473206.335725,0.0,10000.0,-10000.0,0.0978527394187,96566.0581253,8096560882.58
117.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8409055458.57
118.0,rejected,474206.293757,-0.0174647971084,10000.0,-10000.0,0.104979042296,96816.1696115,8266285862.76
119.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8435432073.11
120.0,rejected,473246.024454,0.0,10000.0,-10000.0,0.0935220133226,96530.6948748,8510391676.31
121.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8383600672.78
122.0,rejected,475159.786163,0.0,10000.0,-10000.0,0.0934534624627,96551.4139117,8427983389.22
123.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8326118602.03
124.0,rejected,475263.713412,-0.0324228197672,10000.0,-10000.0,0.0913660428533,96749.1941745,8228533234.33
125.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8180259423.15
126.0,rejected,474778.005137,-0.0278624029033,10000.0,-10000.0,0.0946963928576,96821.2874753,8584438544.44
127.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8629143689.48
128.0,rejected,475071.978723,0.0,10000.0,-10000.0,0.0911596438813,96634.6372959,8138157890.65
129.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8302141633.81
130.0,rejected,474568.463759,0.0,10000.0,-10000.0,0.0936261015024,96656.225038,8135925929.74
131.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8271122490.33
132.0,rejected,474770.877569,0.0,10000.0,-10000.0,0.0940057055876,96773.1323884,8258086364.95
133.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8435623336.82
134.0,rejected,474657.594005,0.0,10000.0,-10000.0,0.0981428768693,96729.1103945,8029167040.17
135.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8099264064.26
136.0,rejected,475149.294827,-0.00880950911097,10000.0,-10000.0,0.0906015519196,96716.0162381,8339226676.46
137.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8538039441.97
138.0,rejected,475080.133441,0.0,10000.0,-10000.0,0.094969552205,96659.003509,8384617760.89
139.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8183383683.74
140.0,rejected,474513.155873,0.0,10000.0,-10000.0,0.0975915140456,96669.9611745,8230237796.85
141.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8452500689.83
142.0,rejected,474548.473527,0.0,10000.0,-10000.0,0.0937747983379,96786.9274881,8408375329.31
143.0,rerun,474464.941115,0.0,10000.0,-10000.0,0.0940860305781,96724.252672,8130737759.96
