SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-Charger_capacity,prefix
203.0,-203.0,-270.0,-195.0,1218.0,-203.0,-1e+200,267005470.75,429526.536961,266995244.747,267859021.116,266302173.978,266377724.362,267800938.902,20.0,184493045954.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,107
203.0,-203.0,-270.0,-195.0,1300.0,-203.0,-1e+200,265955309.621,356401.51126,265916089.445,266948212.088,265409003.252,265423264.714,266432001.677,20.0,127022037228.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,108
203.0,-203.0,-260.0,-195.0,300.0,-203.0,-1e+200,274125409.884,347332.47663,274136993.193,275045290.655,273357639.647,273692950.341,274637049.831,20.0,120639849322.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,109
203.0,-203.0,-260.0,-195.0,400.0,-203.0,-1e+200,273869990.4,319359.131438,273846420.806,274567284.758,273262158.701,273534950.238,274416261.621,20.0,101990254833.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,110
203.0,-203.0,-260.0,-195.0,500.0,-203.0,-1e+200,273011547.555,256166.265435,273072758.225,273495255.527,272592707.135,272640791.773,273351319.524,20.0,65621155546.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,111
203.0,-203.0,-260.0,-195.0,600.0,-203.0,-1e+200,271821119.004,289965.90305,271798139.544,272524373.244,271243911.044,271327138.467,272144105.856,20.0,84080224931.7,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,112
203.0,-203.0,-260.0,-195.0,700.0,-203.0,-1e+200,270659672.859,328566.363122,270664828.751,271244493.716,270050412.62,270175377.447,271140793.895,20.0,107955854975.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,113
203.0,-203.0,-260.0,-195.0,800.0,-203.0,-1e+200,269124052.11,266501.441906,269043913.161,269701656.205,268706049.13,268842792.647,269659729.024,20.0,71023018537.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,114
203.0,-203.0,-260.0,-195.0,900.0,-203.0,-1e+200,267684076.782,382620.440904,267685540.657,268393216.852,266967764.401,267057284.299,268185882.394,19.0,146398401798.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,115
203.0,-203.0,-260.0,-195.0,1000.0,-203.0,-1e+200,266507956.843,308667.997095,266543007.736,267117794.181,265982893.641,266084887.645,267067385.065,20.0,95275932430.4,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,116
203.0,-203.0,-260.0,-195.0,1100.0,-203.0,-1e+200,265204065.329,336641.035553,265174190.55,265904402.203,264508776.688,264785426.833,265739285.239,20.0,113327186818.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,117
203.0,-203.0,-260.0,-195.0,1200.0,-203.0,-1e+200,263908695.767,317632.971578,263936123.343,264304776.068,263059213.713,263411951.908,264292484.258,20.0,100890704634.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,118
203.0,-203.0,-260.0,-195.0,1218.0,-203.0,-1e+200,263507350.25,391146.157065,263497501.584,264216409.972,262953378.746,262978641.956,264170724.018,20.0,152995316186.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,119
203.0,-203.0,-260.0,-195.0,1300.0,-203.0,-1e+200,262524498.22,309702.561044,262467399.278,263078306.777,262033250.424,262091506.102,263078212.638,20.0,95915676317.3,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,120
203.0,-203.0,-250.0,-195.0,300.0,-203.0,-1e+200,271707767.575,250544.61253,271634824.809,272245962.814,271325728.211,271455297.243,272206824.989,20.0,62772602867.9,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,121
203.0,-203.0,-250.0,-195.0,400.0,-203.0,-1e+200,270976202.404,263644.329466,270943826.997,271705837.869,270640204.118,270647957.311,271406918.171,20.0,69508332459.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,122
203.0,-203.0,-250.0,-195.0,500.0,-203.0,-1e+200,269837144.608,387025.253123,269827875.292,270436950.994,269155284.455,269241210.277,270412138.649,18.0,149788546555.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,123
203.0,-203.0,-250.0,-195.0,600.0,-203.0,-1e+200,268481913.403,342794.670072,268599841.539,268902915.139,267705820.767,267914221.123,268893025.43,20.0,117508185830.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,124
203.0,-203.0,-250.0,-195.0,700.0,-203.0,-1e+200,267272672.996,300078.649562,267300885.48,267779002.641,266572289.036,266606736.998,267559349.878,20.0,90047195923.1,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,125
203.0,-203.0,-250.0,-195.0,800.0,-203.0,-1e+200,265712123.313,340331.308628,265668583.281,266686962.88,265076314.698,265333076.958,266083826.569,20.0,115825399632.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,126
203.0,-203.0,-250.0,-195.0,900.0,-203.0,-1e+200,264180963.849,306193.593066,264216147.907,264646879.167,263749832.172,263756327.751,264615351.88,19.0,93754516434.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,127
203.0,-203.0,-250.0,-195.0,1000.0,-203.0,-1e+200,262965529.64,400761.991113,263057457.621,263598408.089,262315798.634,262444177.435,263568340.153,20.0,160610173521.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,128
203.0,-203.0,-250.0,-195.0,1100.0,-203.0,-1e+200,261521950.432,418856.817196,261464666.126,262450796.06,260933283.529,261014495.349,262157089.111,20.0,175441033312.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,129
203.0,-203.0,-250.0,-195.0,1200.0,-203.0,-1e+200,260069060.721,275764.944896,260048834.415,260768735.703,259675385.318,259730530.994,260564140.231,20.0,76046304833.3,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,130
203.0,-203.0,-250.0,-195.0,1218.0,-203.0,-1e+200,259878495.482,440784.043626,259850138.356,260727616.891,259055689.355,259119564.193,260485193.43,20.0,194290573115.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,131
203.0,-203.0,-250.0,-195.0,1300.0,-203.0,-1e+200,258938190.33,321840.98037,258930498.632,259449038.131,258272163.532,258586697.15,259378478.665,20.0,103581616645.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,132
203.0,-203.0,-240.0,-195.0,300.0,-203.0,-1e+200,269011219.051,387284.41602,269046011.078,269755452.357,268202414.286,268395105.826,269514734.511,20.0,149989218892.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,133
203.0,-203.0,-240.0,-195.0,400.0,-203.0,-1e+200,267813702.63,352262.355944,267790376.764,268421003.441,267053234.937,267358203.461,268308476.664,20.0,124088767415.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,134
203.0,-203.0,-240.0,-195.0,500.0,-203.0,-1e+200,266358638.242,235882.934905,266313155.95,266780874.397,265930240.573,265982602.146,266761679.531,20.0,55640758979.4,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,135
203.0,-203.0,-240.0,-195.0,600.0,-203.0,-1e+200,264980264.827,348408.770096,264940149.488,265555467.784,264385582.498,264389715.024,265540929.39,20.0,121388671080.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,136
203.0,-203.0,-240.0,-195.0,700.0,-203.0,-1e+200,263436828.686,352020.649783,263416092.521,264266115.801,262966752.972,263001437.767,263955729.239,19.0,123918537874.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,137
203.0,-203.0,-240.0,-195.0,800.0,-203.0,-1e+200,261922761.871,308871.572929,261866345.511,262547493.634,261267456.152,261585034.501,262331836.811,20.0,95401648563.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,138
203.0,-203.0,-240.0,-195.0,900.0,-203.0,-1e+200,260495272.187,300140.278532,260489250.213,261119516.971,260008095.337,260056812.665,260872162.58,20.0,90084186797.5,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,139
203.0,-203.0,-240.0,-195.0,1000.0,-203.0,-1e+200,259262667.272,348754.085494,259236556.149,260115474.816,258536689.839,258720910.15,259788020.054,20.0,121629412149.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,140
203.0,-203.0,-240.0,-195.0,1100.0,-203.0,-1e+200,257783549.415,379567.579763,257835534.491,258473309.712,257108285.75,257279944.681,258404343.906,20.0,144071547607.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,141
203.0,-203.0,-240.0,-195.0,1200.0,-203.0,-1e+200,256184840.984,329065.446451,256138475.139,256942911.301,255629901.8,255784785.181,256899999.482,20.0,108284068048.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,142
203.0,-203.0,-240.0,-195.0,1218.0,-203.0,-1e+200,256070450.674,411174.260839,256146561.604,256759905.164,255327634.786,255332898.773,256683356.096,19.0,169064272777.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,143
203.0,-203.0,-230.0,-195.0,300.0,-203.0,-1e+200,265671704.587,367937.164517,265728870.672,266300469.435,265131141.785,265224803.685,266263769.236,17.0,135377757033.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,145
203.0,-203.0,-240.0,-195.0,1300.0,-203.0,-1e+200,254902302.291,329625.436843,254874158.207,255561331.058,254213849.304,254433474.428,255455512.935,20.0,108652928614.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,144
203.0,-203.0,-230.0,-195.0,400.0,-203.0,-1e+200,264217784.696,213181.110776,264262431.528,264494124.319,263732712.467,263860405.618,264444652.389,10.0,45446185991.7,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,146
203.0,-203.0,-230.0,-195.0,500.0,-203.0,-1e+200,262417974.755,314397.564302,262373167.365,262898574.362,261907822.0,262029323.986,262887733.99,12.0,98845828439.2,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,147
203.0,-203.0,-230.0,-195.0,600.0,-203.0,-1e+200,260741070.044,387601.839957,260783067.329,261367066.829,260093329.05,260196510.937,261254526.462,10.0,150235186338.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,148
203.0,-203.0,-230.0,-195.0,700.0,-203.0,-1e+200,259417082.527,258580.469968,259334442.925,259844301.707,259087556.426,259104109.016,259776472.988,11.0,66863859448.6,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,149
203.0,-203.0,-230.0,-195.0,800.0,-203.0,-1e+200,257880743.08,351476.674076,257932551.757,258353926.146,257235381.652,257256689.08,258331558.664,12.0,123535852420.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,150
203.0,-203.0,-230.0,-195.0,900.0,-203.0,-1e+200,256229479.7,239845.015424,256212294.34,256636276.269,255940889.916,255948037.258,256621027.147,11.0,57525631423.7,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,151
203.0,-203.0,-230.0,-195.0,1000.0,-203.0,-1e+200,254806943.351,347832.622441,254742599.668,255503115.504,254340035.272,254391375.323,255482116.762,17.0,120987533234.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,152
203.0,-203.0,-230.0,-195.0,1100.0,-203.0,-1e+200,253560405.692,434304.789421,253558342.373,254267904.49,252890045.364,252961607.53,254168167.5,12.0,188620650114.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,153
203.0,-203.0,-230.0,-195.0,1200.0,-203.0,-1e+200,251912073.623,392015.854388,251853729.16,252575982.603,251295832.977,251438331.666,252529272.717,10.0,153676430091.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,154
203.0,-203.0,-230.0,-195.0,1218.0,-203.0,-1e+200,251685357.574,219092.085316,251655124.275,252060474.171,251368463.822,251389662.167,252022588.837,12.0,48001341848.1,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,155
203.0,-203.0,-230.0,-195.0,1300.0,-203.0,-1e+200,250684811.897,447297.284897,250815605.622,251235228.539,249966483.614,250038455.213,251187745.807,9.0,200074861076.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,156
203.0,-203.0,-220.0,-195.0,300.0,-203.0,-1e+200,261717569.427,361506.265493,261639020.841,262450786.303,261101867.565,261158631.46,262351041.487,19.0,130686779991.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,157
203.0,-203.0,-220.0,-195.0,400.0,-203.0,-1e+200,259906889.244,367235.252481,259851569.839,260644640.527,259373239.234,259518612.018,260580449.359,20.0,134861730665.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,158
203.0,-203.0,-220.0,-195.0,500.0,-203.0,-1e+200,258111283.852,302372.796713,258128629.389,258798075.444,257696204.367,257741684.594,258728957.476,18.0,91429308192.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,159
203.0,-203.0,-220.0,-195.0,600.0,-203.0,-1e+200,256545269.93,311917.145929,256578330.247,257147832.242,255741419.692,256104206.604,256927993.144,20.0,97292305924.2,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,160
203.0,-203.0,-220.0,-195.0,700.0,-203.0,-1e+200,254841388.531,386493.422221,254859211.405,255550942.191,254157930.55,254210940.857,255411082.808,19.0,149377165420.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,161
203.0,-203.0,-220.0,-195.0,800.0,-203.0,-1e+200,253381474.657,301992.926887,253393632.267,253998497.258,252917708.441,252943416.938,253797292.564,20.0,91199727889.7,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,162
203.0,-203.0,-220.0,-195.0,900.0,-203.0,-1e+200,251766161.275,281227.448577,251734983.858,252188787.051,251194513.885,251324774.084,252176531.664,20.0,79088877833.3,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,163
203.0,-203.0,-220.0,-195.0,1000.0,-203.0,-1e+200,249985985.461,280364.873668,249921143.795,250561357.927,249571020.097,249660881.333,250454423.218,20.0,78604462387.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,164
203.0,-203.0,-220.0,-195.0,1100.0,-203.0,-1e+200,248201597.542,284221.217527,248185689.501,248642155.634,247585810.289,247813156.55,248611654.258,20.0,80781700492.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,165
203.0,-203.0,-220.0,-195.0,1200.0,-203.0,-1e+200,246819191.32,397385.27249,246822260.002,247444502.316,245955737.915,246214419.311,247394830.621,19.0,157915054792.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,166
203.0,-203.0,-220.0,-195.0,1218.0,-203.0,-1e+200,246323349.75,322433.453036,246334301.064,246786719.774,245714849.202,245843141.05,246728988.893,20.0,103963331636.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,167
203.0,-203.0,-210.0,-195.0,300.0,-203.0,-1e+200,256835026.276,233353.079626,256814514.634,257337642.776,256370699.621,256481585.074,257173907.397,20.0,54453659770.8,0.0303571428571,0.05,5.05952380952e-05,4.7619047619e-08,0.0333333333333,169
203.0,-203.0,-220.0,-195.0,1300.0,-203.0,-1e+200,244973736.026,319774.830999,244916424.681,245485124.91,244451295.686,244520999.883,245482196.005,20.0,102255942540.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,168
203.0,-203.0,-210.0,-195.0,400.0,-203.0,-1e+200,255096214.086,357659.319572,255109997.457,255638951.173,254560304.129,254571864.942,255609504.946,19.0,127920188877.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,170
203.0,-203.0,-210.0,-195.0,500.0,-203.0,-1e+200,252887418.772,289008.311695,252888238.589,253434684.965,252313670.783,252355552.2,253290824.64,20.0,83525804229.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,171
203.0,-203.0,-210.0,-195.0,600.0,-203.0,-1e+200,251052018.37,334652.936076,251110251.445,251549457.285,250327066.797,250548378.143,251425020.263,20.0,111992587624.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,172
203.0,-203.0,-210.0,-195.0,700.0,-203.0,-1e+200,248998951.207,323255.80581,248964329.97,249712902.92,248558013.506,248562810.385,249483449.959,20.0,104494315990.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,173
203.0,-203.0,-210.0,-195.0,800.0,-203.0,-1e+200,247338250.03,238956.369507,247383063.596,247754320.026,246808348.024,246921566.074,247699803.002,19.0,57100146528.1,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,174
203.0,-203.0,-210.0,-195.0,900.0,-203.0,-1e+200,245538635.093,338343.606329,245578122.912,246104672.655,245006854.868,245011083.603,246030482.584,20.0,114476395944.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,175
203.0,-203.0,-210.0,-195.0,1000.0,-203.0,-1e+200,243771333.682,322752.005596,243726794.467,244343220.081,243224252.13,243294403.617,244327557.675,20.0,104168857116.0,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,176
203.0,-203.0,-210.0,-195.0,1100.0,-203.0,-1e+200,242021448.146,267624.343319,242097120.19,242505800.006,241477578.574,241612746.05,242407737.131,19.0,71622789137.1,0.0303571428571,0.1,0.00010119047619,4.7619047619e-08,0.0333333333333,177
203.0,-203.0,-210.0,-195.0,1200.0,-203.0,-1e+200,240562985.463,318022.111677,240640505.254,241115821.028,239805907.082,239901619.259,241009324.94,20.0,101138063515.0,0.0303571428571,0.059,5.97023809524e-05,4.7619047619e-08,0.0333333333333,178
203.0,-203.0,-210.0,-195.0,1218.0,-203.0,-1e+200,240219240.114,249791.936172,240203479.813,240692044.539,239818653.454,239834504.596,240543957.485,20.0,62396011376.3,0.0303571428571,0.05,5.05952380952e-05,4.7619047619e-08,0.0333333333333,179
203.0,-203.0,-210.0,-195.0,1300.0,-203.0,-1e+200,238785181.517,275872.407127,238788250.686,239266948.963,238279791.827,238356306.956,239203926.394,20.0,76105585013.8,0.0303571428571,0.041,4.14880952381e-05,4.7619047619e-08,0.0333333333333,180
203.0,-203.0,-203.0,-195.0,300.0,-203.0,-1e+200,252414502.369,277794.48471,252395524.28,253136104.364,251819322.822,252118082.407,252831515.58,20.0,77169775735.0,0.0178571428571,0.05,2.97619047619e-05,4.7619047619e-08,0.0333333333333,181
203.0,-203.0,-203.0,-195.0,400.0,-203.0,-1e+200,250340054.529,259557.665707,250352628.43,251075185.793,249873018.411,249943776.291,250677745.303,20.0,67370181827.2,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,182
203.0,-203.0,-203.0,-195.0,500.0,-203.0,-1e+200,248170349.595,222078.995539,248161037.963,248586420.741,247734416.069,247826393.607,248512604.659,20.0,49319080259.8,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,183
203.0,-203.0,-203.0,-195.0,600.0,-203.0,-1e+200,246297266.947,319796.581791,246251446.443,247039624.094,245697639.176,245827998.602,246818779.804,20.0,102269853725.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,184
203.0,-203.0,-203.0,-195.0,700.0,-203.0,-1e+200,244391481.005,297757.311089,244457527.411,244806139.358,243802147.539,243945861.761,244775315.717,20.0,88659416306.9,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,185
203.0,-203.0,-203.0,-195.0,800.0,-203.0,-1e+200,242515235.421,300601.19005,242572970.449,243296713.3,241982441.868,242080427.724,242798158.381,20.0,90361075459.4,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,186
203.0,-203.0,-203.0,-195.0,900.0,-203.0,-1e+200,240814055.486,339331.61035,240857066.097,241344975.953,240155426.208,240328735.243,241228449.452,20.0,115145941783.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,187
203.0,-203.0,-203.0,-195.0,1000.0,-203.0,-1e+200,238955851.76,336336.765836,238922996.327,239523905.873,238291633.46,238586627.041,239523105.909,20.0,113122420053.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,188
203.0,-203.0,-203.0,-195.0,1100.0,-203.0,-1e+200,237437939.319,335373.029755,237358755.657,237970407.208,236631018.721,237060854.552,237930160.689,20.0,112475069087.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,189
203.0,-203.0,-203.0,-195.0,1200.0,-203.0,-1e+200,235641922.194,284555.524005,235684218.112,236297443.051,235167035.03,235268572.199,236070071.044,20.0,80971846241.7,0.0178571428571,0.059,3.5119047619e-05,4.7619047619e-08,0.0333333333333,190
203.0,-203.0,-203.0,-195.0,1218.0,-203.0,-1e+200,235380648.586,220732.803256,235357955.965,236016552.469,234960451.643,235097515.629,235653254.881,20.0,48722970433.2,0.0178571428571,0.05,2.97619047619e-05,4.7619047619e-08,0.0333333333333,191
203.0,-203.0,-203.0,-195.0,1300.0,-203.0,-1e+200,233986770.399,265397.531279,234108387.328,234363286.645,233403154.266,233487858.663,234297511.241,20.0,70435849609.2,0.0178571428571,0.041,2.44047619048e-05,4.7619047619e-08,0.0333333333333,192
203.0,-203.0,-200.0,-195.0,300.0,-203.0,-1e+200,248698978.738,239272.329849,248720073.242,249040943.624,248138440.939,248284865.605,249001406.767,20.0,57251247831.2,0.0142857142857,0.05,2.38095238095e-05,4.7619047619e-08,0.0333333333333,193
203.0,-203.0,-200.0,-195.0,400.0,-203.0,-1e+200,246451378.649,306309.920184,246408873.223,247242566.984,245935021.283,246113142.572,247027786.897,20.0,93825767202.9,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,194
203.0,-203.0,-200.0,-195.0,500.0,-203.0,-1e+200,244536794.767,355521.865503,244531507.143,245158723.105,243953781.491,243972282.034,245041304.674,20.0,126395796851.0,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,195
203.0,-203.0,-200.0,-195.0,600.0,-203.0,-1e+200,242458317.74,299674.103675,242418006.242,243063421.964,241892234.923,242054613.686,242977679.487,20.0,89804568413.5,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,196
203.0,-203.0,-200.0,-195.0,700.0,-203.0,-1e+200,240652673.663,260895.477891,240565465.731,241133945.483,240324128.909,240334371.469,241046810.962,20.0,68066450384.0,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,197
203.0,-203.0,-200.0,-195.0,800.0,-203.0,-1e+200,238868155.586,365930.116317,238800722.941,239607083.927,238361912.297,238434369.852,239574771.744,20.0,133904850028.0,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,198
203.0,-203.0,-200.0,-195.0,900.0,-203.0,-1e+200,236985252.143,219969.468585,236972309.168,237500724.948,236624131.532,236645302.11,237285178.226,20.0,48386567109.7,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,199
203.0,-203.0,-200.0,-195.0,1000.0,-203.0,-1e+200,235331584.146,295013.074063,235363094.416,235770566.198,234708773.265,234836447.177,235743410.865,20.0,87032713867.8,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,200
203.0,-203.0,-200.0,-195.0,1100.0,-203.0,-1e+200,233458890.427,254758.389601,233507351.657,233849998.409,232928061.082,233095152.808,233747809.013,20.0,64901837072.3,0.0142857142857,0.1,4.7619047619e-05,4.7619047619e-08,0.0333333333333,201
203.0,-203.0,-200.0,-195.0,1200.0,-203.0,-1e+200,231862989.307,260916.812001,231812681.2,232404572.88,231526770.864,231554167.268,232229684.053,20.0,68077582784.6,0.0142857142857,0.059,2.80952380952e-05,4.7619047619e-08,0.0333333333333,202
203.0,-203.0,-200.0,-195.0,1218.0,-203.0,-1e+200,231581894.089,381902.217448,231528958.134,232389684.285,230862411.763,230926252.873,232073560.312,20.0,145849303692.0,0.0142857142857,0.05,2.38095238095e-05,4.7619047619e-08,0.0333333333333,203
203.0,-203.0,-200.0,-195.0,1300.0,-203.0,-1e+200,230222741.74,335493.331146,230235488.813,230854403.205,229497883.342,229658446.424,230839037.933,20.0,112555775244.0,0.0142857142857,0.041,1.95238095238e-05,4.7619047619e-08,0.0333333333333,204
203.0,-203.0,-195.0,-195.0,300.0,-203.0,-1e+200,242458214.376,304105.127604,242436557.351,243126066.794,241822334.357,242084641.09,243021127.728,20.0,92479928634.8,0.0178571428571,0.05,2.97619047619e-05,4.7619047619e-08,0.0333333333333,205
203.0,-203.0,-195.0,-195.0,400.0,-203.0,-1e+200,240250525.502,244870.020984,240192412.584,240708872.776,239911192.94,239932128.298,240638898.61,20.0,59961327176.7,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,206
203.0,-203.0,-195.0,-195.0,500.0,-203.0,-1e+200,238233215.183,266845.181629,238310277.985,238779130.897,237753750.015,237853465.389,238615871.431,20.0,71206350958.8,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,207
203.0,-203.0,-195.0,-195.0,600.0,-203.0,-1e+200,236243278.935,224587.863534,236189421.806,236906223.904,235939679.512,236009505.824,236582345.851,20.0,50439708447.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,208
203.0,-203.0,-195.0,-195.0,700.0,-203.0,-1e+200,234297792.297,265450.944089,234227183.929,234816576.065,233950353.976,233956331.025,234715855.574,20.0,70464203717.5,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,209
203.0,-203.0,-195.0,-195.0,800.0,-203.0,-1e+200,232590023.81,235995.569495,232538663.067,233049160.955,232245412.638,232294560.805,233039298.753,20.0,55693908821.5,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,210
203.0,-203.0,-195.0,-195.0,900.0,-203.0,-1e+200,230719276.11,284007.452437,230708194.436,231194829.136,230216965.614,230231988.092,231085335.427,20.0,80660233039.9,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,211
203.0,-203.0,-195.0,-195.0,1000.0,-203.0,-1e+200,228916921.965,318844.412548,228893268.2,229490979.072,228265127.616,228497524.777,229435091.791,20.0,101661759413.0,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,212
203.0,-203.0,-195.0,-195.0,1100.0,-203.0,-1e+200,227192136.579,230472.915109,227164193.183,227742380.293,226827768.385,226973979.027,227735665.785,20.0,53117764598.9,0.0178571428571,0.1,5.95238095238e-05,4.7619047619e-08,0.0333333333333,213
