SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-TES_capacity,ProbabilityWeight,PointProbability,ProbabilityWeight-Charger_capacity,prefix
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,297628869.106,379321.793557,297543645.708,298511846.3,297034175.885,297155507.143,298379196.429,20.0,143885023067.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,19
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,297001040.25,496537.275457,297004045.03,297877356.291,295939051.143,296177152.078,297803962.96,20.0,246549265918.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,20
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,296255895.835,350401.711708,296217628.98,297098740.124,295740857.921,295773882.299,296742679.666,20.0,122781359568.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,21
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,295387785.291,495723.342631,295350912.824,296183954.474,294576724.579,294712265.242,296096643.967,20.0,245741632430.0,0.0714285714286,0.059,0.000140476190476,4.7619047619e-08,0.0333333333333,22
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,295066325.467,371522.936395,295093183.715,295749468.65,294403980.236,294419133.302,295565069.165,20.0,138029292268.0,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,23
203.0,-203.0,-380.0,-195.0,1300.0,-203.0,-1e+200,294562311.085,502492.529393,294514186.839,295626963.054,293347129.385,293839968.916,295468581.811,20.0,252498742096.0,0.0714285714286,0.041,9.7619047619e-05,4.7619047619e-08,0.0333333333333,24
203.0,-203.0,-360.0,-195.0,300.0,-203.0,-1e+200,291266341.288,302397.308413,291277398.096,292028201.238,290762661.445,290857644.727,291696314.716,20.0,91444132135.5,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,25
203.0,-203.0,-360.0,-195.0,400.0,-203.0,-1e+200,293569747.291,451968.694768,293571739.625,294465645.229,292553045.76,292893667.024,294203272.058,20.0,204275701051.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,26
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,294411905.466,344080.823978,294464157.995,295032123.459,293719804.712,293881063.729,294904972.358,20.0,118391613429.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,27
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,294718122.156,308794.219323,294699665.79,295270295.929,294234335.386,294238855.226,295169791.486,20.0,95353869887.5,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,28
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,294749298.176,419609.321818,294791659.995,295553718.306,293712194.228,294092816.448,295264710.968,20.0,176071982956.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,29
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,294307570.029,370694.935512,294252140.146,295289596.343,293685578.496,293757247.624,294879106.11,20.0,137414735214.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,30
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,293629741.836,443888.48217,293532246.499,295069192.203,293093242.296,293161970.702,294072143.622,20.0,197036984603.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,31
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,292880976.258,363798.314751,292891850.82,293586184.141,292276735.403,292414232.982,293455599.845,20.0,132349213815.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,32
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,291994247.02,404413.387173,291994725.076,292655451.386,291275026.691,291319615.063,292651548.831,20.0,163550187725.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,33
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,291200039.952,424201.319133,291139153.103,291907603.223,290336580.211,290557708.843,291843096.971,19.0,179946759154.0,0.0714285714286,0.059,0.000140476190476,4.7619047619e-08,0.0333333333333,34
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,290911635.707,540585.726271,290898354.967,292709394.674,290167702.205,290191839.32,291492033.337,20.0,292232927448.0,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,35
203.0,-203.0,-360.0,-195.0,1300.0,-203.0,-1e+200,290289840.351,392852.741303,290350691.177,291004292.926,289470806.991,289734487.237,290787671.154,20.0,154333276349.0,0.0714285714286,0.041,9.7619047619e-05,4.7619047619e-08,0.0333333333333,36
203.0,-203.0,-340.0,-195.0,300.0,-203.0,-1e+200,289024585.129,370607.110866,289067943.47,289677052.62,288165154.308,288434463.689,289521615.656,20.0,137349630624.0,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,37
203.0,-203.0,-340.0,-195.0,400.0,-203.0,-1e+200,290336476.024,446747.397524,290154913.191,291368439.539,289660363.348,289907667.75,291152957.958,20.0,199583237195.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,38
203.0,-203.0,-340.0,-195.0,500.0,-203.0,-1e+200,290963883.695,397062.403203,290924601.374,291745089.418,290333276.882,290363969.133,291619057.504,20.0,157658552037.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,39
203.0,-203.0,-340.0,-195.0,600.0,-203.0,-1e+200,291213926.783,332459.067431,291241632.024,291999726.196,290577377.914,290757898.415,291640781.563,20.0,110529031517.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,40
203.0,-203.0,-340.0,-195.0,700.0,-203.0,-1e+200,290767508.564,447031.095488,290776894.308,291461284.957,289618422.887,290072422.138,291339231.239,20.0,199836800333.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,41
203.0,-203.0,-340.0,-195.0,800.0,-203.0,-1e+200,290200492.725,367875.622445,290239199.114,291231092.049,289715787.323,289756511.394,290573863.062,20.0,135332473590.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,42
203.0,-203.0,-340.0,-195.0,900.0,-203.0,-1e+200,289601590.433,335555.69887,289585724.912,290195863.97,288981984.86,289085192.291,290051796.125,20.0,112597627044.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,43
203.0,-203.0,-340.0,-195.0,1000.0,-203.0,-1e+200,288525747.504,312782.094577,288539255.071,289074764.902,287809739.462,288078811.319,288986198.806,20.0,97832638688.2,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,44
203.0,-203.0,-340.0,-195.0,1100.0,-203.0,-1e+200,287662094.36,387014.684072,287612758.65,288425443.137,286937150.32,287220072.064,288272117.051,20.0,149780365687.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,45
203.0,-203.0,-340.0,-195.0,1200.0,-203.0,-1e+200,286536889.897,286411.565505,286579567.749,287237780.839,285925971.589,286152020.839,286972123.096,19.0,82031584855.1,0.0714285714286,0.059,0.000140476190476,4.7619047619e-08,0.0333333333333,46
203.0,-203.0,-340.0,-195.0,1218.0,-203.0,-1e+200,286295256.158,421123.694738,286217547.856,287152197.9,285590519.33,285675694.657,286911529.904,20.0,177345166269.0,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,47
203.0,-203.0,-340.0,-195.0,1300.0,-203.0,-1e+200,285537892.523,369006.949372,285530649.574,286384671.664,284792682.264,285114362.998,286017275.286,19.0,136166128685.0,0.0714285714286,0.041,9.7619047619e-05,4.7619047619e-08,0.0333333333333,48
203.0,-203.0,-320.0,-195.0,300.0,-203.0,-1e+200,285918022.756,260652.469065,285988842.572,286338031.11,285471482.105,285544766.729,286255593.046,9.0,67939709629.6,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,49
203.0,-203.0,-320.0,-195.0,400.0,-203.0,-1e+200,287071300.881,149004.174784,287112464.682,287193006.704,286867267.456,286895316.145,287189656.296,4.0,22202244103.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,50
203.0,-203.0,-320.0,-195.0,500.0,-203.0,-1e+200,287291833.679,187981.082412,287311135.82,287491720.838,286988453.894,287039523.912,287482746.062,6.0,35336887344.8,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,51
203.0,-203.0,-320.0,-195.0,600.0,-203.0,-1e+200,286950298.439,337637.466084,287084733.282,287303505.129,286550455.457,286566974.309,287278753.825,5.0,113999058504.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,52
203.0,-203.0,-320.0,-195.0,700.0,-203.0,-1e+200,286562027.108,309127.983619,286545600.711,286927522.409,286006868.286,286119068.372,286894894.803,7.0,95560110256.4,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,53
203.0,-203.0,-320.0,-195.0,800.0,-203.0,-1e+200,285698671.797,377088.799767,285838285.498,286116112.974,284818614.23,284986677.171,286018452.337,11.0,142195962910.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,54
203.0,-203.0,-320.0,-195.0,900.0,-203.0,-1e+200,285007853.336,425754.83086,285031086.339,285617939.978,284287516.845,284335026.348,285516836.315,10.0,181267176001.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,55
203.0,-203.0,-320.0,-195.0,1000.0,-203.0,-1e+200,283780338.896,224605.082099,283809024.378,284039445.05,283380529.702,283439799.649,284013581.54,8.0,50447442904.7,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,56
203.0,-203.0,-320.0,-195.0,1100.0,-203.0,-1e+200,282725879.393,433567.443778,282639307.704,283813559.937,282166894.729,282294370.09,283444248.336,10.0,187980728304.0,0.0714285714286,0.1,0.000238095238095,4.7619047619e-08,0.0333333333333,57
203.0,-203.0,-320.0,-195.0,1200.0,-203.0,-1e+200,281595244.945,249307.389588,281659644.018,281785546.089,281165195.973,281256139.675,281777621.705,5.0,62154174503.2,0.0714285714286,0.059,0.000140476190476,4.7619047619e-08,0.0333333333333,58
203.0,-203.0,-320.0,-195.0,1218.0,-203.0,-1e+200,281653244.11,343471.614183,281684543.826,282173319.275,281322921.926,281330305.621,282083774.445,5.0,117972749749.0,0.0714285714286,0.05,0.000119047619048,4.7619047619e-08,0.0333333333333,59
203.0,-203.0,-320.0,-195.0,1300.0,-203.0,-1e+200,280501731.059,405895.829328,280465648.683,281301635.553,280078800.81,280097925.767,281114063.417,8.0,164751424266.0,0.0714285714286,0.041,9.7619047619e-05,4.7619047619e-08,0.0333333333333,60
203.0,-203.0,-300.0,-195.0,300.0,-203.0,-1e+200,282532585.761,302499.777433,282468103.88,283056946.228,282016589.499,282160313.048,283001819.668,20.0,91506115346.7,0.0535714285714,0.05,8.92857142857e-05,4.7619047619e-08,0.0333333333333,61
203.0,-203.0,-300.0,-195.0,400.0,-203.0,-1e+200,283185182.903,387306.661437,283263945.481,283683960.327,282106610.512,282557803.419,283603729.597,20.0,150006449993.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,62
203.0,-203.0,-300.0,-195.0,500.0,-203.0,-1e+200,283148105.19,336027.278294,283256868.166,283830076.86,282560463.585,282727765.877,283602882.882,20.0,112914331758.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,63
203.0,-203.0,-300.0,-195.0,600.0,-203.0,-1e+200,282753216.371,289099.54173,282802458.005,283263468.883,282239637.031,282313963.015,283135115.701,20.0,83578545028.4,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,64
203.0,-203.0,-300.0,-195.0,700.0,-203.0,-1e+200,281977783.2,348481.986122,281933176.897,282649087.947,281343502.062,281550434.819,282500617.526,20.0,121439694652.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,65
203.0,-203.0,-300.0,-195.0,800.0,-203.0,-1e+200,280846095.111,429636.346425,280840967.562,281905765.125,280172783.359,280179431.44,281664882.055,20.0,184587390169.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,66
203.0,-203.0,-300.0,-195.0,900.0,-203.0,-1e+200,280046175.016,362773.357694,280061917.501,280886917.051,279436240.751,279599828.998,280661844.741,20.0,131604509053.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,67
203.0,-203.0,-300.0,-195.0,1000.0,-203.0,-1e+200,278682641.418,253516.980126,278676403.42,279325001.231,278297265.185,278370817.551,279002155.348,19.0,64270859212.3,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,68
203.0,-203.0,-300.0,-195.0,1100.0,-203.0,-1e+200,277716663.928,386092.471516,277883934.568,278381083.793,277123168.833,277146925.817,278174325.36,19.0,149067396561.0,0.0535714285714,0.1,0.000178571428571,4.7619047619e-08,0.0333333333333,69
203.0,-203.0,-300.0,-195.0,1200.0,-203.0,-1e+200,276317852.031,333376.937969,276302971.998,277049320.277,275525301.152,275878599.379,276975155.85,20.0,111140182770.0,0.0535714285714,0.059,0.000105357142857,4.7619047619e-08,0.0333333333333,70
203.0,-203.0,-300.0,-195.0,1218.0,-203.0,-1e+200,276131449.105,319178.150098,276162830.411,276843887.744,275406221.195,275662396.632,276556504.52,20.0,101874691500.0,0.0535714285714,0.05,8.92857142857e-05,4.7619047619e-08,0.0333333333333,71
203.0,-203.0,-300.0,-195.0,1300.0,-203.0,-1e+200,274813903.262,339874.787234,274806903.792,275354315.723,274211272.254,274224956.395,275349989.637,20.0,115514870997.0,0.0535714285714,0.041,7.32142857143e-05,4.7619047619e-08,0.0333333333333,72
203.0,-203.0,-290.0,-195.0,300.0,-203.0,-1e+200,280759448.063,383850.638373,280668479.871,281382301.769,280280612.537,280286499.324,281364171.648,20.0,147341312579.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,73
203.0,-203.0,-290.0,-195.0,400.0,-203.0,-1e+200,281010073.189,279488.113575,281053898.346,281452171.617,280463513.988,280553460.896,281375704.135,20.0,78113605629.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,74
203.0,-203.0,-290.0,-195.0,500.0,-203.0,-1e+200,280896079.684,283637.661141,280883952.144,281438670.218,280456641.701,280549316.786,281305812.191,20.0,80450322817.3,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,75
203.0,-203.0,-290.0,-195.0,600.0,-203.0,-1e+200,280201360.057,321039.297591,280197549.903,280704083.838,279534459.436,279664860.431,280688246.803,20.0,103066230598.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,76
203.0,-203.0,-290.0,-195.0,700.0,-203.0,-1e+200,279243332.951,370008.824182,279314643.215,279783195.562,278296844.764,278478135.327,279759137.51,20.0,136906529972.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,77
203.0,-203.0,-290.0,-195.0,800.0,-203.0,-1e+200,278280906.078,348908.809239,278323592.177,278764911.181,277706406.747,277722207.364,278758561.551,18.0,121737357164.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,78
203.0,-203.0,-290.0,-195.0,900.0,-203.0,-1e+200,277153660.574,415280.070638,277075071.749,277847747.909,276505446.394,276517076.071,277690378.465,20.0,172457537069.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,79
203.0,-203.0,-290.0,-195.0,1000.0,-203.0,-1e+200,276029448.53,404466.10444,275945537.434,276728108.197,275447653.963,275455217.981,276709177.073,20.0,163592829640.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,80
203.0,-203.0,-290.0,-195.0,1100.0,-203.0,-1e+200,274771144.128,327323.922576,274661490.268,275403063.107,274358078.71,274394917.568,275291258.431,19.0,107140950291.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,81
203.0,-203.0,-290.0,-195.0,1200.0,-203.0,-1e+200,273400321.548,318597.300473,273364595.764,274028750.735,272774813.133,272856105.81,273967150.458,20.0,101504239868.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,82
203.0,-203.0,-290.0,-195.0,1218.0,-203.0,-1e+200,273217572.758,353323.342812,273200105.72,273872531.433,272685112.858,272793895.55,273720880.557,18.0,124837384576.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,83
203.0,-203.0,-290.0,-195.0,1300.0,-203.0,-1e+200,272300653.318,316726.237812,272328183.881,272823425.229,271906082.666,271907399.259,272729567.234,19.0,100315509718.0,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,84
203.0,-203.0,-280.0,-195.0,300.0,-203.0,-1e+200,278680859.843,271959.320097,278598161.846,279242058.711,278237162.736,278349802.729,279187359.015,20.0,73961871787.4,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,85
203.0,-203.0,-280.0,-195.0,400.0,-203.0,-1e+200,279006916.264,359230.7941,279047462.07,279548217.144,278244897.004,278325323.96,279510475.931,19.0,129046763429.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,86
203.0,-203.0,-280.0,-195.0,500.0,-203.0,-1e+200,278479389.694,301323.526941,278362283.037,279054866.417,278106398.192,278115022.407,278971788.5,19.0,90795867888.3,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,87
203.0,-203.0,-280.0,-195.0,600.0,-203.0,-1e+200,277519508.371,402362.925786,277452385.709,278129328.06,276450120.931,276957575.649,278068889.381,20.0,161895924047.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,88
203.0,-203.0,-280.0,-195.0,700.0,-203.0,-1e+200,276578949.706,347867.198448,276563034.172,277378452.418,276006810.76,276066499.931,277220249.53,19.0,121011587756.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,89
203.0,-203.0,-280.0,-195.0,800.0,-203.0,-1e+200,275317314.239,300167.867057,275330702.849,276113988.958,274937162.069,274967294.1,275810305.804,19.0,90100748413.5,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,90
203.0,-203.0,-280.0,-195.0,900.0,-203.0,-1e+200,274244179.552,385707.971064,274227168.291,275232055.433,273578262.702,273685187.37,274786792.71,20.0,148770638942.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,91
203.0,-203.0,-280.0,-195.0,1000.0,-203.0,-1e+200,272892407.127,381684.255404,272885058.919,273537739.611,272213924.976,272296009.373,273431573.609,18.0,145682870823.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,92
203.0,-203.0,-280.0,-195.0,1100.0,-203.0,-1e+200,271719103.206,376320.795265,271734089.219,272295490.956,270772234.749,271158205.707,272275991.624,19.0,141617340949.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,93
203.0,-203.0,-280.0,-195.0,1200.0,-203.0,-1e+200,270322467.04,382070.873815,270380480.596,270970283.602,269748057.109,269784181.897,270891092.705,20.0,145978152618.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,94
203.0,-203.0,-280.0,-195.0,1218.0,-203.0,-1e+200,270292064.755,266858.124029,270346669.925,270729990.158,269755209.214,269828952.34,270658541.747,18.0,71213258360.3,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,95
203.0,-203.0,-280.0,-195.0,1300.0,-203.0,-1e+200,269243942.232,297613.35742,269167700.859,269843276.494,268717379.205,268922158.372,269818518.5,19.0,88573710514.7,0.0357142857143,0.041,4.88095238095e-05,4.7619047619e-08,0.0333333333333,96
203.0,-203.0,-270.0,-195.0,300.0,-203.0,-1e+200,276503098.41,369965.296441,276493560.765,277221601.183,275886489.034,275994897.107,277006947.881,19.0,136874320570.0,0.0357142857143,0.05,5.95238095238e-05,4.7619047619e-08,0.0333333333333,97
203.0,-203.0,-270.0,-195.0,400.0,-203.0,-1e+200,276355730.445,332610.326613,276364872.792,276943835.93,275347202.087,275912462.812,276684164.09,19.0,110629629369.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,98
203.0,-203.0,-270.0,-195.0,500.0,-203.0,-1e+200,275891952.622,317508.173653,275830872.014,276560778.915,275443208.589,275455102.655,276457858.858,19.0,100811440336.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,99
203.0,-203.0,-270.0,-195.0,600.0,-203.0,-1e+200,274809366.772,416252.16121,274926530.19,275528613.924,274070326.331,274115958.413,275444780.177,20.0,173265861712.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,100
203.0,-203.0,-270.0,-195.0,700.0,-203.0,-1e+200,273679921.174,330155.578846,273571399.79,274264552.979,273224090.419,273264449.117,274263803.127,20.0,109002706243.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,101
203.0,-203.0,-270.0,-195.0,800.0,-203.0,-1e+200,272397499.647,340110.950516,272455232.672,272919956.584,271681314.475,271827080.271,272879507.797,20.0,115675458661.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,102
203.0,-203.0,-270.0,-195.0,900.0,-203.0,-1e+200,271155456.917,303445.007607,271234424.787,271613503.416,270520025.76,270757037.531,271520604.421,20.0,92078872641.8,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,103
203.0,-203.0,-270.0,-195.0,1000.0,-203.0,-1e+200,269853072.751,413289.523377,269893345.524,270526045.29,269024144.999,269089354.108,270473803.363,20.0,170808230134.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,104
203.0,-203.0,-270.0,-195.0,1100.0,-203.0,-1e+200,268542123.352,329422.425998,268565019.173,269091222.818,267837682.203,268037955.901,269030134.289,19.0,108519134750.0,0.0357142857143,0.1,0.000119047619048,4.7619047619e-08,0.0333333333333,105
203.0,-203.0,-270.0,-195.0,1200.0,-203.0,-1e+200,267217551.503,363836.805983,267273928.27,267899363.409,266587950.434,266640409.901,267781343.423,19.0,132377221388.0,0.0357142857143,0.059,7.02380952381e-05,4.7619047619e-08,0.0333333333333,106
