iteration,accepted,Additional_NPP_capacity,turbine_capacity,grid_capacity,NPP_unused_capacity,H2_storage_capacity,ETES_storage_capacity,Hitec_XL_storage_capacity,Dowtherm_A_storage_capacity,Li_ion_storage_capacity,mean_NPV
70.0,rejected,0.0,200.0,100.0,-100.0,0.248120209324,0.255089822104,0.40562271532,0.247657644503,0.452639284505,1469609032.61
71.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1456665051.88
72.0,rejected,2.32843892537e-09,200.0,100.0,-100.0,0.248120200578,0.255089824526,0.405622723188,0.247657632827,0.452639278013,1458622715.23
73.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1451525236.9
74.0,rejected,1.90185807835e-09,200.0,100.0,-100.0,0.248120196774,0.255089830665,0.405622723315,0.247657628921,0.452639279239,1463672511.51
75.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1479864021.37
76.0,rejected,0.0,200.0,100.0,-100.0,0.248120197109,0.255089831303,0.405622720483,0.247657630484,0.452639279862,1476049632.33
77.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1481059162.15
78.0,rejected,0.0,200.0,100.0,-100.0,0.248120198474,0.255089829569,0.405622721252,0.247657630906,0.452639280491,1469975694.81
79.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1465652411.1
80.0,rejected,0.0,200.0,100.0,-100.0,0.248120198517,0.255089829375,0.405622721276,0.247657630239,0.452639280648,1477229503.4
81.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1454178710.1
82.0,rejected,1.38733709956e-10,200.0,100.0,-100.0,0.248120198434,0.255089829482,0.405622721104,0.247657630185,0.45263928036,1480917913.99
83.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1489505742.68
84.0,rejected,0.0,200.0,100.0,-100.0,0.248120198621,0.255089829506,0.405622721054,0.247657630232,0.452639280158,1471107787.31
85.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1464788041.98
86.0,rejected,0.0,200.0,100.0,-100.0,0.248120198731,0.255089829563,0.405622721032,0.24765763013,0.452639280095,1446576387.9
87.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1448190534.39
88.0,rejected,1.82624278781e-11,200.0,100.0,-100.0,0.248120198711,0.255089829555,0.405622721029,0.247657630102,0.452639280118,1466841828.71
89.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1477656739.84
90.0,rejected,6.19479219689e-13,200.0,100.0,-100.0,0.248120198697,0.255089829559,0.405622721046,0.247657630106,0.45263928012,1462070071.04
91.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1447694338.64
92.0,rejected,1.95761019837e-12,200.0,100.0,-100.0,0.248120198692,0.255089829558,0.405622721062,0.247657630101,0.452639280114,1488332814.56
93.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1497105495.06
94.0,rejected,6.06331232226e-13,200.0,100.0,-100.0,0.248120198692,0.255089829553,0.405622721064,0.247657630104,0.452639280109,1467328978.65
95.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1447878160.1
96.0,rejected,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829555,0.405622721063,0.247657630102,0.452639280106,1484138551.25
97.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1459780956.6
98.0,rejected,6.37554093691e-13,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721062,0.247657630102,0.452639280107,1472231283.22
99.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1438273208.51
100.0,rejected,3.91096254361e-13,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1464158551.42
101.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1456879143.44
102.0,rejected,2.37084149668e-13,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630101,0.452639280108,1457595861.56
103.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1469325212.46
104.0,rejected,4.11430306654e-14,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1482437049.29
105.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1470817776.44
106.0,accepted,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1511121153.27
107.0,rejected,0.0,200.0,100.0,-100.0,0.248120198691,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1469612489.23
108.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1470513664.05
109.0,rejected,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1438298439.32
110.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1451404070.06
111.0,rejected,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1468902282.57
112.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1462501377.36
113.0,rejected,1.72377133229e-15,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1484249777.35
114.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1479786373.28
