iteration,accepted,Additional_NPP_capacity,turbine_capacity,grid_capacity,NPP_unused_capacity,H2_storage_capacity,ETES_storage_capacity,Hitec_XL_storage_capacity,Dowtherm_A_storage_capacity,Li_ion_storage_capacity,mean_NPV
0.0,first,0.5,200.0,100.0,-100.0,0.5,0.5,0.5,0.5,0.5,988329158.324
1.0,rejected,0.759133431338,200.0,100.0,-100.0,0.73707689948,1.2353299775,0.284948625317,1.19811021573,1.04984476502,74488566.4275
2.0,rerun,0.5,200.0,100.0,-100.0,0.5,0.5,0.5,0.5,0.5,980221267.767
3.0,rejected,0.835896917675,200.0,100.0,-100.0,0.597649171333,0.827016044332,0.140004496377,0.333625450725,0.833469417586,518823798.417
4.0,rerun,0.5,200.0,100.0,-100.0,0.5,0.5,0.5,0.5,0.5,1021953901.53
5.0,rejected,0.649590757988,200.0,100.0,-100.0,0.554904695942,0.601999342888,0.500731862899,0.470561740207,0.447915397776,948774144.892
6.0,rerun,0.5,200.0,100.0,-100.0,0.5,0.5,0.5,0.5,0.5,1002129682.59
7.0,accepted,0.40890897724,200.0,100.0,-100.0,0.478994845504,0.573560977912,0.505233319483,0.582025038925,0.516322747982,1008365973.54
8.0,accepted,0.25369518922,200.0,100.0,-100.0,0.399399832837,0.646185334168,0.433756507412,0.619031583163,0.560538267949,1029510643.56
9.0,rejected,0.244328176893,200.0,100.0,-100.0,0.36366562882,0.859063965474,0.313213592698,0.819218886443,0.494888487025,990627311.604
10.0,rerun,0.25369518922,200.0,100.0,-100.0,0.399399832837,0.646185334168,0.433756507412,0.619031583163,0.560538267949,1036561791.82
11.0,accepted,0.28365492115,200.0,100.0,-100.0,0.326425186464,0.657207223315,0.383111143155,0.668598290666,0.50633767059,1088944171.83
12.0,accepted,0.321565801444,200.0,100.0,-100.0,0.296284185723,0.526324892832,0.391790684025,0.644130800917,0.418737179628,1211534378.48
13.0,accepted,0.292152855892,200.0,100.0,-100.0,0.386649108911,0.321577527744,0.452632115933,0.548710411035,0.318774380804,1340805904.66
14.0,accepted,0.0269133901513,200.0,100.0,-100.0,0.20452295689,0.257637012666,0.423599501745,0.272889830355,0.428652449793,1462462307.01
15.0,rejected,0.0,200.0,100.0,-100.0,0.0,0.302604824378,0.277980854615,0.184788954027,0.903671545974,1214012622.53
16.0,rerun,0.0269133901513,200.0,100.0,-100.0,0.20452295689,0.257637012666,0.423599501745,0.272889830355,0.428652449793,1487357473.01
17.0,rejected,0.0,200.0,100.0,-100.0,0.128254002226,0.148331516232,0.400763339735,0.33545486534,0.722667486533,1379393022.34
18.0,rerun,0.0269133901513,200.0,100.0,-100.0,0.20452295689,0.257637012666,0.423599501745,0.272889830355,0.428652449793,1479970588.94
19.0,rejected,0.0,200.0,100.0,-100.0,0.218181555796,0.180988105776,0.404300744376,0.223978818544,0.534648624382,1421592397.52
20.0,rerun,0.0269133901513,200.0,100.0,-100.0,0.20452295689,0.257637012666,0.423599501745,0.272889830355,0.428652449793,1475585497.84
21.0,accepted,0.0206408006336,200.0,100.0,-100.0,0.247715210305,0.225916638228,0.386917094115,0.259538388685,0.431566969902,1467905007.99
22.0,rejected,0.0,200.0,100.0,-100.0,0.306085920507,0.261150188427,0.360103994066,0.273396566176,0.43919489596,1436057288.14
23.0,rerun,0.0206408006336,200.0,100.0,-100.0,0.247715210305,0.225916638228,0.386917094115,0.259538388685,0.431566969902,1455933549.92
24.0,accepted,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1488355902.3
25.0,rejected,0.0,200.0,100.0,-100.0,0.250071683451,0.272610049486,0.4527781726,0.239765018373,0.443501838337,1459536640.02
26.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1458851691.29
27.0,rejected,0.008786272894,200.0,100.0,-100.0,0.26052052897,0.272021843212,0.421211825397,0.244736863402,0.441062772268,1473886347.88
28.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1459959110.32
29.0,rejected,0.00565798002026,200.0,100.0,-100.0,0.253771422976,0.263585698322,0.412093558873,0.241167332182,0.446524875338,1458919565.8
30.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1477368887.19
31.0,rejected,0.0,200.0,100.0,-100.0,0.252187085785,0.257151532796,0.410477034486,0.243312796817,0.448020811232,1442992863.22
32.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1472569133.4
33.0,rejected,0.000685245381367,200.0,100.0,-100.0,0.250823797218,0.256521418021,0.407863769857,0.247546373788,0.451313420893,1466613905.91
34.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1482090838.35
35.0,rejected,0.0,200.0,100.0,-100.0,0.249223920277,0.255090148533,0.406129712021,0.248323508776,0.451694563721,1448368053.69
36.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1467348217.67
37.0,rejected,0.0,200.0,100.0,-100.0,0.24888068801,0.254647589321,0.405704827031,0.247726682008,0.452350028271,1473269922.75
38.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1450530375.05
39.0,rejected,0.0,200.0,100.0,-100.0,0.248194199056,0.254863877355,0.405826569082,0.24757084379,0.452563880677,1483536570.96
40.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1447614812.65
41.0,rejected,1.6273861765e-05,200.0,100.0,-100.0,0.248010960179,0.255105860717,0.405709665534,0.247546862753,0.452662175117,1444938588.01
42.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1497935225.05
43.0,rejected,0.0,200.0,100.0,-100.0,0.248129945716,0.255161024862,0.405647832149,0.247598151135,0.452635837322,1448727879.9
44.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1478214487.82
45.0,rejected,0.0,200.0,100.0,-100.0,0.248140862286,0.255110742491,0.405620138464,0.247635915978,0.452647570427,1476720925.62
46.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1462023475.97
47.0,rejected,5.74552603068e-06,200.0,100.0,-100.0,0.24813704398,0.255101205265,0.405611874442,0.247656285327,0.452663646466,1447920817.14
48.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1462255698.09
49.0,rejected,9.11815241354e-06,200.0,100.0,-100.0,0.248127652937,0.255095425694,0.405623469167,0.247659636544,0.452643432902,1468701847.46
50.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1449759120.62
51.0,rejected,5.95604989772e-06,200.0,100.0,-100.0,0.24812051933,0.255087507921,0.405624439307,0.247659717565,0.452641118185,1462961101.3
52.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1486592762.45
53.0,rejected,4.95392544157e-07,200.0,100.0,-100.0,0.248118573313,0.255088748397,0.405623399301,0.247657738791,0.45264028968,1473115207.39
54.0,rerun,0.0,200.0,100.0,-100.0,0.248119849203,0.255090479662,0.405622238023,0.247658708644,0.452638900754,1448035376.61
55.0,accepted,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1498432766.83
56.0,rejected,0.0,200.0,100.0,-100.0,0.248120901402,0.255089549856,0.405623433392,0.247657757265,0.452640590936,1469888328.5
57.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1499317110.61
58.0,rejected,0.0,200.0,100.0,-100.0,0.248119402912,0.255090590229,0.405623532945,0.247657613297,0.452640015398,1459418071.21
59.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1457627129.51
60.0,rejected,0.0,200.0,100.0,-100.0,0.248119910157,0.255090202014,0.405622508338,0.247657498177,0.452639391949,1468666398.16
61.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1427758116.61
62.0,rejected,8.62401721268e-08,200.0,100.0,-100.0,0.248120253448,0.255090028535,0.405622588518,0.247657519922,0.452639303224,1438321154.43
63.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1469766988.06
64.0,rejected,3.93754473933e-08,200.0,100.0,-100.0,0.248120185294,0.255089948304,0.405622750473,0.247657559869,0.452639373648,1490684449.08
65.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1463981269.87
66.0,rejected,7.97369063766e-09,200.0,100.0,-100.0,0.248120133219,0.255089840668,0.405622742775,0.247657596825,0.45263932266,1474529541.32
67.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1459903891.87
68.0,rejected,0.0,200.0,100.0,-100.0,0.248120193596,0.255089818993,0.405622740892,0.247657633521,0.452639293217,1471490384.58
69.0,rerun,0.0,200.0,100.0,-100.0,0.248120198692,0.255089829554,0.405622721063,0.247657630102,0.452639280108,1477847488.97
