npp_capacity,htse_ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,scenario_label,location_label,fuel_region_label,elec_data_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight,PointProbability,ProbabilityWeight-htse_ft_capacity,prefix
1193.0,-1175.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,illinois,covid,3735199406.61,19742.3175319,3735193785.61,3735221349.86,3735183084.35,3735184154.47,3735218593.44,3.0,389759101.532,0.0945945945946,0.00108108108108,0.0945945945946,1
1193.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,illinois,covid,3446135892.92,2638483.25496,3444914804.17,3449163729.29,3444329145.3,3444387711.18,3448738836.78,3.0,6.96159388669e+12,0.22972972973,0.00108108108108,0.22972972973,2
1193.0,-750.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,illinois,covid,3032713151.75,1022086.42637,3032690756.8,3033746251.63,3031702446.83,3031801277.83,3033640702.15,3.0,1.04466066298e+12,0.27027027027,0.00108108108108,0.27027027027,3
1193.0,-250.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,illinois,covid,2236500121.3,16598119.4758,2227831564.61,2255637766.28,2226031033.01,2226211086.17,2252857146.12,3.0,2.75497570133e+14,0.135135135135,0.00108108108108,0.135135135135,5
1193.0,-500.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,illinois,covid,2634095232.86,4673835.24556,2632346299.76,2639391312.31,2630548086.51,2630727907.83,2638686811.06,3.0,2.18447359027e+13,0.27027027027,0.00108108108108,0.27027027027,4
