RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__Converter1__production__reactor_heat,Dispatch__NewBOP__production__electricity,Dispatch__NewBOP__production__heat,Dispatch__Charger__production__tes_heat,Dispatch__Charger__production__reactor_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Convert2__production__tes_heat,Dispatch__Grid__production__electricity,price,ProbabilityWeight,PointProbability,prefix
0,0.0,10,2018,1.0,203.0,104.16791047,-104.16791047,87.4929999966,-202.999999992,98.83208953,-98.83208953,1225.93872101,-9.00096648393e-10,-6.87328980581e-09,98.8320895222,-98.8320895222,-87.4929999966,22.0696717559,1.0,1.0,1
0,0.0,11,2018,1.0,203.0,102.497258712,-102.497258712,87.4930000164,-203.000000038,100.502741288,-100.502741288,1225.93872096,7.39672978736e-09,3.06942233436e-08,100.502741326,-100.502741326,-87.4930000164,23.8143145509,1.0,1.0,1
0,0.0,12,2018,1.0,203.0,102.1048864,-102.1048864,87.492999997,-202.999999993,100.8951136,-100.8951136,1225.93872101,-2.09045676605e-10,-6.71399993659e-09,100.895113593,-100.895113593,-87.492999997,21.6229508296,1.0,1.0,1
0,0.0,13,2018,1.0,203.0,102.104882148,-102.104882148,87.492994434,-202.999987086,100.895117852,-100.895117852,1225.93873325,-1.29065451327e-05,-7.69529152805e-09,100.895104938,-100.895104938,-87.492994434,22.7060527031,1.0,1.0,1
0,0.0,14,2018,1.0,203.0,99.5210017611,-99.5210017611,87.4929999996,-202.999999999,103.478998239,-103.478998239,1225.938721,4.55080581007e-09,-5.59465184315e-09,103.478998238,-103.478998238,-87.4929999996,22.5479316075,1.0,1.0,1
0,0.0,15,2018,1.0,203.0,102.104882148,-102.104882148,87.4929944329,-202.999987083,100.895117852,-100.895117852,1225.93873325,-1.29091008213e-05,-7.64729223764e-09,100.895104936,-100.895104936,-87.4929944329,22.2458732344,1.0,1.0,1
0,0.0,16,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002037,-8.65539438699e-09,8.65539438699e-09,1011.95793052,5.6185244721e-09,203.000002032,203.000002029,-203.000002029,-174.986000878,48.055655294,1.0,1.0,1
0,0.0,17,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.92404194667e-09,9.92404194667e-09,1011.95793051,-2.01134213001e-08,203.00000206,203.00000203,-203.00000203,-174.986000879,577.206327885,1.0,1.0,1
0,0.0,18,2018,1.0,203.0,172.746871386,-172.746871386,154.736945364,-359.018434719,30.2531286145,-30.2531286145,1061.48085077,7.55742302559e-09,156.018434711,186.271563333,-186.271563333,-154.736945364,23.8033906504,1.0,1.0,1
0,0.0,19,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.91748773474e-09,9.91748773474e-09,1011.95793051,7.31672639605e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,86.6207726221,1.0,1.0,1
0,1.0,0,2018,1.0,203.0,172.746871588,-172.746871588,154.73694543,-359.018434872,30.2531284122,-30.2531284122,847.500060184,5.43444115011e-09,156.018434866,186.271563284,-186.271563284,-154.73694543,25.5731393654,1.0,1.0,1
0,1.0,1,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002037,-8.40329622067e-09,8.40329622067e-09,1011.95793053,8.85101175519e-09,203.000002028,203.000002028,-203.000002028,-174.986000878,54.2357563209,1.0,1.0,1
0,1.0,2,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.77579480468e-09,9.77579480468e-09,1011.95794277,8.75775143726e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,79.5421925554,1.0,1.0,1
0,1.0,3,2018,1.0,203.0,102.104882146,-102.104882146,87.4929944307,-202.999987078,100.895117854,-100.895117854,1225.93873326,-1.29142608733e-05,-7.59631978096e-09,100.895104932,-100.895104932,-87.4929944307,21.8295855296,1.0,1.0,1
0,1.0,4,2018,1.0,203.0,102.104882154,-102.104882154,87.4929944412,-202.999987102,100.895117846,-100.895117846,1225.93873324,-1.28900808523e-05,-7.45787866828e-09,100.895104948,-100.895104948,-87.4929944412,20.5890309083,1.0,1.0,1
0,1.0,5,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002037,-8.37731794701e-09,8.37731794701e-09,797.977140034,7.57053653882e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,27.5177553901,1.0,1.0,1
0,1.0,6,2018,1.0,203.0,3.54530640559,-3.54530640559,1.52802705656,-3.54530639573,199.454693594,-199.454693594,1089.93157557,-1809.82146318,1610.36676957,-9.86311316822e-09,9.86311316822e-09,-1.52802705656,-42.4742198816,1.0,1.0,1
0,1.0,7,2018,1.0,203.0,102.104886402,-102.104886402,87.4929999995,-202.999999999,100.895113598,-100.895113598,1225.93872099,4.67354390724e-09,-5.78422242033e-09,100.895113597,-100.895113597,-87.4929999995,23.3278925946,1.0,1.0,1
0,1.0,8,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.77842803885e-09,9.77842803885e-09,797.977140032,7.50990460442e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,49.5721169319,1.0,1.0,1
0,1.0,9,2018,1.0,203.0,102.104882153,-102.104882153,87.4929944398,-202.999987099,100.895117847,-100.895117847,1225.93873325,-1.28932284424e-05,-7.515724765e-09,100.895104946,-100.895104946,-87.4929944398,21.0679738325,1.0,1.0,1
0,1.0,10,2018,1.0,203.0,102.104886388,-102.104886388,87.4929999816,-202.999999957,100.895113612,-100.895113612,1225.93872105,-3.52150035665e-08,-7.43233779508e-09,100.895113569,-100.895113569,-87.4929999816,21.6653066105,1.0,1.0,1
0,1.0,11,2018,1.0,203.0,102.104886401,-102.104886401,87.4929999989,-202.999999997,100.895113599,-100.895113599,1225.93872096,3.4849442908e-09,-6.11538218165e-09,100.895113596,-100.895113596,-87.4929999989,22.4684993046,1.0,1.0,1
0,1.0,12,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002032,-5.81191204666e-09,5.81191204666e-09,1011.95793053,7.51455360803e-09,203.000002024,203.000002026,-203.000002026,-174.986000876,24.7839043767,1.0,1.0,1
0,1.0,13,2018,1.0,203.0,102.104886401,-102.104886401,87.4929999992,-202.999999998,100.895113599,-100.895113599,1225.93873325,4.32641138554e-09,-6.29304580232e-09,100.895113597,-100.895113597,-87.4929999992,24.5134288531,1.0,1.0,1
0,1.0,14,2018,1.0,203.0,203.000000007,-203.000000007,174.986000877,-406.000002034,-7.01146187252e-09,7.01146187252e-09,1011.95793052,7.56405818515e-09,203.000002026,203.000002027,-203.000002027,-174.986000877,25.8165864176,1.0,1.0,1
0,1.0,15,2018,1.0,203.0,202.999999999,-202.999999999,174.98600087,-406.000002018,1.21734541729e-09,-1.21734541729e-09,1011.95794279,7.76612523629e-09,203.00000201,203.000002019,-203.000002019,-174.98600087,26.5587135626,1.0,1.0,1
0,1.0,16,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.85440125521e-09,9.85440125521e-09,797.977140028,5.61852447211e-09,203.000002034,203.00000203,-203.00000203,-174.986000879,145.292969334,1.0,1.0,1
0,1.0,17,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.94071740181e-09,9.94071740181e-09,797.977140019,-2.01134212997e-08,203.00000206,203.00000203,-203.00000203,-174.986000879,735.64,1.0,1.0,1
0,1.0,18,2018,1.0,203.0,203.000000007,-203.000000007,174.986000877,-406.000002035,-7.47340644447e-09,7.47340644447e-09,847.50006029,7.5574230256e-09,203.000002027,203.000002028,-203.000002028,-174.986000877,26.1411490611,1.0,1.0,1
0,1.0,19,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.9260778535e-09,9.9260778535e-09,797.977140025,7.31672639605e-09,203.000002033,203.00000203,-203.00000203,-174.986000879,108.352783612,1.0,1.0,1
0,2.0,0,2018,1.0,203.0,3.54530640637,-3.54530640637,1.52802705723,-3.54530639728,199.454693594,-199.454693594,1036.71939672,-199.454693597,-5.43444115015e-09,-9.08637920515e-09,9.08637920515e-09,-1.52802705723,10.2363797918,1.0,1.0,1
0,2.0,1,2018,1.0,203.0,3.5453064075,-3.5453064075,1.52802705821,-3.54530639955,199.454693592,-199.454693592,1201.17726707,-199.454693592,-8.85101175519e-09,-7.9502741046e-09,7.9502741046e-09,-1.52802705821,42.7056445032,1.0,1.0,1
0,2.0,2,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.000002039,-9.67157528009e-09,9.67157528009e-09,797.977152285,8.75775143726e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,70.5410864908,1.0,1.0,1
0,2.0,3,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.36723099694e-09,9.36723099694e-09,1011.95794277,8.4611299089e-09,203.00000203,203.000002029,-203.000002029,-174.986000879,46.873070465,1.0,1.0,1
0,2.0,4,2018,1.0,203.0,102.104886444,-102.104886444,87.4930000549,-203.000000127,100.895113556,-100.895113556,1225.9387331,7.4412323253e-09,1.19932203771e-07,100.895113684,-100.895113684,-87.4930000549,23.1268218017,1.0,1.0,1
0,2.0,5,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002037,-8.40588949441e-09,8.40588949441e-09,583.99634955,7.57053653882e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,27.581935559,1.0,1.0,1
0,2.0,6,2018,1.0,203.0,3.54530640553,-3.54530640553,1.52802705651,-3.54530639561,199.454693594,-199.454693594,1174.857265,-1188.87110473,989.41641113,-9.91922025533e-09,9.91922025533e-09,-1.52802705651,-71.9754861235,1.0,1.0,1
0,2.0,7,2018,1.0,203.0,102.104882159,-102.104882159,87.4929944482,-202.999987119,100.895117841,-100.895117841,1225.93873321,-1.28736595622e-05,-7.64637457936e-09,100.895104959,-100.895104959,-87.4929944482,22.2372332123,1.0,1.0,1
0,2.0,8,2018,1.0,203.0,83.858811241,-83.858811241,64.9940494532,-150.798258592,119.141188759,-119.141188759,847.500060235,-52.2017414005,-7.50990460433e-09,66.939447351,-66.939447351,-64.9940494532,21.0142360874,1.0,1.0,1
0,2.0,9,2018,1.0,203.0,102.104886408,-102.104886408,87.4930000085,-203.00000002,100.895113592,-100.895113592,1225.93873323,7.29869114592e-09,1.25317117444e-08,100.895113611,-100.895113611,-87.4930000085,23.9918489131,1.0,1.0,1
0,2.0,10,2018,1.0,203.0,102.1048864,-102.1048864,87.4929999976,-202.999999994,100.8951136,-100.8951136,1225.93872106,1.09975471429e-09,-6.65806743561e-09,100.895113594,-100.895113594,-87.4929999976,22.1904277049,1.0,1.0,1
0,2.0,11,2018,1.0,203.0,102.104886405,-102.104886405,87.4930000046,-203.000000011,100.895113595,-100.895113595,1225.93872095,7.04008424764e-09,3.69267839279e-09,100.895113605,-100.895113605,-87.4930000046,23.5315722425,1.0,1.0,1
0,2.0,12,2018,1.0,203.0,3.54530642462,-3.54530642462,1.52802707296,-3.54530643379,199.454693575,-199.454693575,1201.17726703,-199.454693559,-7.51455360803e-09,9.16605105825e-09,-9.16605105825e-09,-1.52802707296,20.7501857167,1.0,1.0,1
0,2.0,13,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002037,-8.46805940551e-09,8.46805940551e-09,1011.95794277,7.88212496246e-09,203.000002029,203.000002028,-203.000002028,-174.986000878,31.2509670273,1.0,1.0,1
0,2.0,14,2018,1.0,203.0,3.54530641661,-3.54530641661,1.52802706606,-3.54530641777,199.454693583,-199.454693583,1201.17726704,-199.454693575,-7.56405818516e-09,1.1599490528e-09,-1.1599490528e-09,-1.52802706606,20.96042035,1.0,1.0,1
0,2.0,15,2018,1.0,203.0,202.999999953,-202.999999953,174.986000837,-406.000001942,4.67700132148e-08,-4.67700132148e-08,797.977152406,7.76612523629e-09,203.000001935,203.000001989,-203.000001989,-174.986000837,26.1697821749,1.0,1.0,1
0,2.0,16,2018,1.0,203.0,3.54530640662,-3.54530640662,1.52802705744,-3.54530639778,199.454693593,-199.454693593,987.196476566,-199.454693597,-5.61852447211e-09,-8.83750776372e-09,8.83750776372e-09,-1.52802705744,18.9564270775,1.0,1.0,1
0,2.0,17,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.92424811445e-09,9.92424811445e-09,583.996349529,-2.01134212996e-08,203.00000206,203.00000203,-203.00000203,-174.986000879,578.739543468,1.0,1.0,1
0,2.0,18,2018,1.0,203.0,102.104886419,-102.104886419,87.4930000218,-203.000000051,100.895113581,-100.895113581,847.500060237,7.43988273303e-09,4.3201190411e-08,100.895113632,-100.895113632,-87.4930000218,23.6941043475,1.0,1.0,1
0,2.0,19,2018,1.0,203.0,3.54530640757,-3.54530640757,1.52802705827,-3.54530639969,199.454693592,-199.454693592,987.196476562,-199.454693593,-7.31672639605e-09,-7.87966505101e-09,7.87966505101e-09,-1.52802705827,20.6242225402,1.0,1.0,1
0,3.0,0,2018,1.0,203.0,3.5453064086,-3.5453064086,1.52802705915,-3.54530640174,199.454693591,-199.454693591,1225.93873326,-199.454693593,-5.43444115016e-09,-6.85690230962e-09,6.85690230962e-09,-1.52802705915,19.301156511,1.0,1.0,1
0,3.0,1,2018,1.0,203.0,102.104886404,-102.104886404,87.4930000026,-203.000000006,100.895113596,-100.895113596,1201.17726706,8.63651976761e-09,-2.69612456564e-09,100.895113602,-100.895113602,-87.4930000026,49.806406659,1.0,1.0,1
0,3.0,2,2018,1.0,203.0,3.54530640575,-3.54530640575,1.5280270567,-3.54530639605,199.454693594,-199.454693594,987.196488826,-199.454693595,-8.75775143726e-09,-9.70339959438e-09,9.70339959438e-09,-1.5280270567,24.629737212,1.0,1.0,1
0,3.0,3,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.86178237799e-09,9.86178237799e-09,797.977152286,8.4611299089e-09,203.000002031,203.00000203,-203.00000203,-174.986000879,79.7506057367,1.0,1.0,1
0,3.0,4,2018,1.0,203.0,102.104886349,-102.104886349,87.492999931,-202.99999984,100.895113651,-100.895113651,1225.93873326,-1.52668829271e-07,-7.45595508929e-09,100.895113491,-100.895113491,-87.492999931,20.9260775843,1.0,1.0,1
0,3.0,5,2018,1.0,203.0,203.000000007,-203.000000007,174.986000876,-406.000002033,-6.64609052998e-09,6.64609052998e-09,370.015559069,7.57053653882e-09,203.000002026,203.000002027,-203.000002027,-174.986000876,25.7735015074,1.0,1.0,1
0,3.0,6,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002033,-6.4988567369e-09,6.4988567369e-09,914.470359906,-440.247058583,643.247060616,203.000002027,-203.000002027,-174.986000876,1.66358561985,1.0,1.0,1
0,3.0,7,2018,1.0,203.0,102.104886402,-102.104886402,87.4930000005,-203.000000001,100.895113598,-100.895113598,1225.93873321,5.86189514686e-09,-4.61586198077e-09,100.895113599,-100.895113599,-87.4930000005,23.7627049051,1.0,1.0,1
0,3.0,8,2018,1.0,203.0,3.54530640651,-3.54530640651,1.52802705735,-3.54530639756,199.454693593,-199.454693593,1036.71939677,-199.454693595,-7.50990460442e-09,-8.94494970468e-09,8.94494970468e-09,-1.52802705735,15.5034453502,1.0,1.0,1
0,3.0,9,2018,1.0,203.0,102.104886404,-102.104886404,87.4930000024,-203.000000006,100.895113596,-100.895113596,1225.93873323,6.74285802581e-09,-1.19274565186e-09,100.895113602,-100.895113602,-87.4930000024,23.8294621652,1.0,1.0,1
0,3.0,10,2018,1.0,203.0,102.104882174,-102.104882174,87.4929944671,-202.999987163,100.895117826,-100.895117826,1225.93873323,-1.28298728325e-05,-7.56995651383e-09,100.895104989,-100.895104989,-87.4929944671,21.5380739325,1.0,1.0,1
0,3.0,11,2018,1.0,203.0,102.104882144,-102.104882144,87.4929944284,-202.999987073,100.895117856,-100.895117856,1225.93873322,-1.29195923951e-05,-7.56846109318e-09,100.895104929,-100.895104929,-87.4929944284,21.5564677768,1.0,1.0,1
0,3.0,12,2018,1.0,203.0,93.3668647387,-93.3668647387,76.2435219457,-176.899122844,109.633135261,-109.633135261,1225.93873326,-26.1008771487,-7.51455360785e-09,83.5322581051,-83.5322581051,-76.2435219457,21.0535430146,1.0,1.0,1
0,3.0,13,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002036,-8.0819724421e-09,8.0819724421e-09,797.977152287,7.88212496247e-09,203.000002028,203.000002028,-203.000002028,-174.986000878,30.5076074203,1.0,1.0,1
0,3.0,14,2018,1.0,203.0,93.3668643404,-93.3668643404,76.243521949,-176.899122851,109.63313566,-109.63313566,1225.93873326,-26.100877141,-7.56405818498e-09,83.5322585111,-83.5322585111,-76.243521949,21.4814049355,1.0,1.0,1
0,3.0,15,2018,1.0,203.0,83.8588163018,-83.8588163018,64.9940550822,-150.798271652,119.141183698,-119.141183698,847.500060219,-52.2017283399,-7.76612523622e-09,66.9394553505,-66.9394553505,-64.9940550822,23.4245237795,1.0,1.0,1
0,3.0,16,2018,1.0,203.0,158.758950232,-158.758950232,144.612420178,-335.527657026,44.2410497678,-44.2410497678,847.500060177,5.61852447207e-09,132.527657021,176.768706794,-176.768706794,-144.612420178,36.2388815079,1.0,1.0,1
0,3.0,17,2018,1.0,203.0,60.4051194697,-60.4051194697,42.4951045111,-98.5965301882,142.59488053,-142.59488053,683.042177596,-104.403469832,2.01134213038e-08,38.1914107185,-38.1914107185,-42.4951045111,12.7830600159,1.0,1.0,1
0,3.0,18,2018,1.0,203.0,102.104886404,-102.104886404,87.4930000027,-203.000000006,100.895113596,-100.895113596,847.500060232,6.70697732346e-09,-5.42063596515e-10,100.895113602,-100.895113602,-87.4930000027,23.1886517532,1.0,1.0,1
0,3.0,19,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.91715024007e-09,9.91715024007e-09,773.215686075,7.31672639606e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,84.5871158362,1.0,1.0,1
0,4.0,0,2018,1.0,203.0,102.104886404,-102.104886404,87.493000003,-203.000000007,100.895113596,-100.895113596,1225.93873325,5.38667002891e-09,1.59554084674e-09,100.895113603,-100.895113603,-87.493000003,34.2929751111,1.0,1.0,1
0,4.0,1,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002037,-8.37810113547e-09,8.37810113547e-09,987.196476576,8.8510117552e-09,203.000002028,203.000002028,-203.000002028,-174.986000878,54.179455939,1.0,1.0,1
0,4.0,2,2018,1.0,203.0,3.54530640577,-3.54530640577,1.52802705671,-3.54530639609,199.454693594,-199.454693594,1176.41582537,-199.454693595,-8.75775143726e-09,-9.68180983961e-09,9.68180983961e-09,-1.52802705671,26.0843857499,1.0,1.0,1
0,4.0,3,2018,1.0,203.0,3.54530640597,-3.54530640597,1.52802705688,-3.54530639648,199.454693594,-199.454693594,987.196488826,-199.454693595,-8.4611299089e-09,-9.48734402379e-09,9.48734402379e-09,-1.52802705688,22.6625605969,1.0,1.0,1
0,4.0,4,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002038,-9.23211598307e-09,9.23211598307e-09,1011.95794277,7.81100239456e-09,203.000002031,203.000002029,-203.000002029,-174.986000879,34.1228060849,1.0,1.0,1
0,4.0,5,2018,1.0,203.0,3.54530640966,-3.54530640966,1.52802706007,-3.54530640386,199.45469359,-199.45469359,559.234895602,-199.454693589,-7.57053653882e-09,-5.79430246546e-09,5.79430246546e-09,-1.52802706007,20.1562380005,1.0,1.0,1
0,4.0,6,2018,1.0,203.0,3.54530640552,-3.54530640552,1.52802705649,-3.54530639558,199.454693594,-199.454693594,1060.07622548,-613.208408373,413.753714769,-9.93775025967e-09,9.93775025967e-09,-1.52802705649,-93.4005726014,1.0,1.0,1
0,4.0,7,2018,1.0,203.0,102.104886397,-102.104886397,87.4929999935,-202.999999985,100.895113603,-100.895113603,1225.93873323,-7.73955749478e-09,-7.32379957975e-09,100.895113588,-100.895113588,-87.4929999935,22.8035792648,1.0,1.0,1
0,4.0,8,2018,1.0,203.0,102.104886401,-102.104886401,87.4929999994,-202.999999999,100.895113599,-100.895113599,1036.71939678,4.23448960175e-09,-5.61683912303e-09,100.895113597,-100.895113597,-87.4929999994,22.0226743678,1.0,1.0,1
0,4.0,9,2018,1.0,203.0,102.104886402,-102.104886402,87.4930000002,-203.0,100.895113598,-100.895113598,1225.93873323,5.51298681944e-09,-5.03645159064e-09,100.895113598,-100.895113598,-87.4930000002,23.5121845101,1.0,1.0,1
0,4.0,10,2018,1.0,203.0,102.1048864,-102.1048864,87.4929999974,-202.999999994,100.8951136,-100.8951136,1225.93873324,6.36296817012e-10,-6.76461022763e-09,100.895113594,-100.895113594,-87.4929999974,22.3827160647,1.0,1.0,1
0,4.0,11,2018,1.0,203.0,102.104886405,-102.104886405,87.4930000038,-203.000000009,100.895113595,-100.895113595,1225.93873321,6.97055046359e-09,1.8592130366e-09,100.895113604,-100.895113604,-87.4930000038,23.6040104942,1.0,1.0,1
0,4.0,12,2018,1.0,203.0,187.57316208,-187.57316208,164.861475658,-382.509224265,15.4268379203,-15.4268379203,1036.71939669,7.73368226372e-09,179.509224258,194.936062186,-194.936062186,-164.861475658,25.6546612973,1.0,1.0,1
0,4.0,13,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002036,-8.06660789578e-09,8.06660789578e-09,583.996361803,7.88212496247e-09,203.000002028,203.000002028,-203.000002028,-174.986000878,30.4862842951,1.0,1.0,1
0,4.0,14,2018,1.0,203.0,203.000000001,-203.000000001,174.986000872,-406.000002022,-1.02223735268e-09,1.02223735268e-09,1011.95794279,7.75608004484e-09,203.000002014,203.000002021,-203.000002021,-174.986000872,26.561211645,1.0,1.0,1
0,4.0,15,2018,1.0,203.0,3.54530646499,-3.54530646499,1.52802710776,-3.54530651453,199.454693535,-199.454693535,1036.71939665,-199.454693478,-7.76612523629e-09,4.95386602828e-08,-4.95386602828e-08,-1.52802710776,23.3268702287,1.0,1.0,1
0,4.0,16,2018,1.0,203.0,3.54530640562,-3.54530640562,1.52802705658,-3.54530639578,199.454693594,-199.454693594,1036.71939672,-199.454693599,-5.61852447212e-09,-9.83575417878e-09,9.83575417878e-09,-1.52802705658,-64.0570384266,1.0,1.0,1
0,4.0,17,2018,1.0,203.0,203.000000008,-203.000000008,174.986000878,-406.000002036,-8.03661302076e-09,8.03661302076e-09,469.061387109,-2.01134212996e-08,203.000002056,203.000002028,-203.000002028,-174.986000878,36.2887849758,1.0,1.0,1
0,4.0,18,2018,1.0,203.0,3.54530642868,-3.54530642868,1.52802707646,-3.54530644191,199.454693571,-199.454693571,1036.71939673,-199.454693551,-7.5574230256e-09,1.32281957277e-08,-1.32281957277e-08,-1.52802707646,21.1727453825,1.0,1.0,1
0,4.0,19,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.91176210034e-09,9.91176210034e-09,559.234895588,7.31672639606e-09,203.000002032,203.00000203,-203.00000203,-174.986000879,58.7565132542,1.0,1.0,1
0,5.0,0,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.28863406168e-09,9.28863406168e-09,1011.95794277,6.82867121869e-09,203.000002032,203.000002029,-203.000002029,-174.986000879,53.234672861,1.0,1.0,1
0,5.0,1,2018,1.0,203.0,3.54530640602,-3.54530640602,1.52802705693,-3.54530639658,199.454693594,-199.454693594,1176.41581312,-199.454693595,-8.8510117552e-09,-9.4357705042e-09,9.4357705042e-09,-1.52802705693,35.2375962936,1.0,1.0,1
0,5.0,2,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.000002039,-9.60081593744e-09,9.60081593744e-09,962.43503488,8.75775143726e-09,203.00000203,203.00000203,-203.00000203,-174.986000879,67.1130601935,1.0,1.0,1
0,5.0,3,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.2650249946e-09,9.2650249946e-09,773.21569834,8.4611299089e-09,203.00000203,203.000002029,-203.000002029,-174.986000879,45.7310719712,1.0,1.0,1
0,5.0,4,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.2635664248e-09,9.2635664248e-09,797.977152286,7.81100239456e-09,203.000002031,203.000002029,-203.000002029,-174.986000879,34.4454077599,1.0,1.0,1
0,5.0,5,2018,1.0,203.0,203.000000007,-203.000000007,174.986000877,-406.000002034,-6.9255229464e-09,6.9255229464e-09,345.254105121,7.57053653882e-09,203.000002026,203.000002027,-203.000002027,-174.986000877,25.9177524305,1.0,1.0,1
