SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-TES_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight
203.0,-203.0,-400.0,-200.0,100.0,-203.0,-1e+200,338481636.17,18428389.6991,335367717.75,373711335.454,307558419.18,313637425.557,371210587.235,20.0,3.39605546902e+14,407,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,200.0,-203.0,-1e+200,376028436.373,22668682.4954,376826391.268,425306025.63,338199168.094,346249671.88,411776151.949,20.0,5.13869166078e+14,408,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,300.0,-203.0,-1e+200,392684965.448,23663446.6649,387763311.463,434154457.319,356858779.372,363265676.835,426151517.987,20.0,5.59958708063e+14,409,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,400.0,-203.0,-1e+200,403235418.299,15315631.5982,404883086.178,432084346.036,368756485.373,382527476.244,425840800.869,20.0,2.34568571252e+14,410,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,409416627.117,23895929.0404,413271764.027,460002042.53,350854910.064,374938066.605,441712616.931,20.0,5.71015424702e+14,411,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,413595213.757,20990482.1481,412224888.31,458068764.1,376195912.092,386573342.751,449217153.653,20.0,4.40600340811e+14,412,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,423969669.828,21104077.6413,427998833.44,455073213.42,376984359.34,390374189.923,450014694.247,20.0,4.4538209309e+14,414,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,421248033.888,20077474.2634,422066133.816,455495532.037,392569663.586,392934797.998,449411483.545,20.0,4.03104972797e+14,413,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,429053068.001,24445219.6034,426970286.69,471320909.367,391287323.736,391910305.083,470997162.666,20.0,5.9756876146e+14,415,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,430707921.48,28152200.3,425628696.019,479610054.333,388913512.721,388982558.4,479497925.354,20.0,7.92546381732e+14,417,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,426288847.5,22898594.7313,426847800.518,467042095.799,376879846.24,395269828.749,464020217.612,20.0,5.24345640669e+14,416,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,432785523.699,24065437.9372,424776801.259,478573324.248,402990792.857,405120012.118,470641005.853,20.0,5.7914530311e+14,419,0.0384615384615,9.47328533535e-09,0.0197044334975,0.025,1.89465706707e-05
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,431804025.154,23541647.1787,428641096.303,475656794.937,399179291.961,399739788.069,471390977.815,20.0,5.54209151888e+14,418,0.0453846153846,9.47328533535e-09,0.0197044334975,0.025,2.23569533914e-05
203.0,-203.0,-380.0,-200.0,0.0,-203.0,-1e+200,299657049.354,18142166.608,300347165.502,338148463.107,265178033.282,273772963.374,322674878.389,20.0,3.29138209232e+14,421,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-400.0,-200.0,1300.0,-203.0,-1e+200,430422701.962,20845219.4222,428879124.547,460267590.088,378481963.702,407718442.57,459962508.547,20.0,4.3452317276e+14,420,0.0315384615385,9.47328533535e-09,0.0197044334975,0.025,1.553618795e-05
203.0,-203.0,-380.0,-200.0,100.0,-203.0,-1e+200,337865441.444,23490019.8832,338145331.69,379911243.709,298702283.235,303653459.78,379357721.418,20.0,5.51781034114e+14,422,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,200.0,-203.0,-1e+200,373267619.305,19517928.6263,368748364.532,417295614.347,344120409.34,351985602.173,407905036.054,20.0,3.80949537861e+14,423,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,300.0,-203.0,-1e+200,382855320.527,25182407.1073,384555322.803,433430447.149,341669672.202,343297585.044,415896472.695,20.0,6.34153627716e+14,424,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,400.0,-203.0,-1e+200,398094943.484,22384278.7446,398886745.799,436226386.821,349505263.981,365223861.01,427604692.363,20.0,5.01055934914e+14,425,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,403311439.234,21366722.6868,398796202.908,453693094.013,373012494.66,376348654.984,448954363.312,20.0,4.56536838374e+14,426,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,415777688.267,27871130.9813,418613261.608,460308600.598,347387003.5,364918466.753,448854987.478,20.0,7.76799942174e+14,427,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,405272849.659,25646221.314,408205317.007,461496753.469,362757021.14,363496194.644,442643674.382,20.0,6.57728667688e+14,428,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,421891288.018,17143929.547,419533979.45,464253987.674,396196975.092,401398707.224,457625609.912,20.0,2.93914320314e+14,429,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,408629315.483,17363412.4306,406832929.84,452453423.139,378756214.112,385095843.669,432464025.573,20.0,3.01488091234e+14,430,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,413908107.559,19743929.1036,411414515.087,456112368.008,379522681.955,389647841.664,449781966.885,20.0,3.89822736447e+14,431,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,409057166.661,20901124.7082,403514076.795,447841586.967,371084466.043,387435603.682,441107299.109,20.0,4.36857014069e+14,432,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,414929203.297,20369033.6901,420392854.77,443092370.442,370094803.595,381597805.946,439591801.34,20.0,4.14897533469e+14,433,0.0453846153846,9.47328533535e-09,0.0197044334975,0.05,4.47139067829e-05
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,423344146.494,25061512.8997,420736102.378,472791550.968,389884158.417,391490605.53,466846332.723,20.0,6.28079428824e+14,434,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-360.0,-200.0,0.0,-203.0,-1e+200,299718483.116,18608848.0985,293752511.742,332985317.302,273465147.586,277956994.059,332427027.903,20.0,3.46289227552e+14,436,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-380.0,-200.0,1300.0,-203.0,-1e+200,419668962.987,15997472.9407,419540449.721,447158584.126,383175315.07,388818531.679,446089002.277,20.0,2.55919140489e+14,435,0.0315384615385,9.47328533535e-09,0.0197044334975,0.05,3.10723759e-05
203.0,-203.0,-360.0,-200.0,100.0,-203.0,-1e+200,339046900.489,19173563.8943,340985156.441,381181937.099,303303607.958,313362764.026,363283918.684,20.0,3.67625552409e+14,437,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,200.0,-203.0,-1e+200,367295466.673,25209331.7777,366418294.359,420291352.267,323670522.054,328837611.96,416884806.874,20.0,6.35510408678e+14,438,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,400.0,-203.0,-1e+200,394325620.28,19223483.0019,394541856.247,426673499.897,360164254.667,368925102.148,426125701.966,20.0,3.69542298723e+14,440,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,300.0,-203.0,-1e+200,385589321.526,25629605.6022,386126090.411,438076262.148,347327136.857,348428311.958,432780215.372,20.0,6.56876683322e+14,439,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,401309087.088,23410472.9587,404971985.221,443870864.471,343699907.232,367247832.636,426740328.469,20.0,5.48050244151e+14,441,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,400650994.772,21688300.5465,395121468.598,442559057.431,366819129.389,368521928.805,439451359.229,20.0,4.70382380596e+14,442,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,404126384.022,22654477.0158,411387609.273,433533891.765,354980617.037,371865295.233,429578148.741,20.0,5.13225328858e+14,443,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,403580697.434,25467800.2957,403835821.139,461387417.912,362054748.214,370517239.98,440200592.646,20.0,6.48608851899e+14,444,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,411989847.367,24766121.7542,409765903.849,464936950.356,381116831.73,387339559.822,462803603.655,20.0,6.13360786743e+14,445,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,408203155.955,21026703.2789,409829883.716,445033683.642,356913604.706,381780673.955,437512513.02,20.0,4.42122250779e+14,446,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,406339855.06,25838647.639,406875625.188,455031497.803,364539498.543,366240423.899,442213911.537,20.0,6.67635711812e+14,447,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,407978827.571,23900129.2847,404627394.386,446789256.872,363540708.172,378673457.047,442293014.785,20.0,5.71216179823e+14,448,0.0453846153846,9.47328533535e-09,0.0197044334975,0.05,4.47139067829e-05
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,417951979.219,25305484.8459,419244657.635,469087774.971,366286092.984,385211877.061,462144692.998,20.0,6.40367563285e+14,449,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-340.0,-200.0,0.0,-203.0,-1e+200,305858892.724,21577208.3239,309478783.917,352321446.023,263317930.621,277105444.69,333358374.868,20.0,4.65575919054e+14,451,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-360.0,-200.0,1300.0,-203.0,-1e+200,425270512.608,18426784.7805,430066072.983,453065472.991,389206411.844,396806834.529,450767171.184,20.0,3.39546397348e+14,450,0.0315384615385,9.47328533535e-09,0.0197044334975,0.05,3.10723759e-05
203.0,-203.0,-340.0,-200.0,100.0,-203.0,-1e+200,344047535.779,15527534.4767,341795106.884,373978201.832,316681026.586,322113578.473,366780594.194,20.0,2.41104326925e+14,452,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,200.0,-203.0,-1e+200,366038250.222,17832495.4239,364757990.408,406741081.668,337973228.539,341009980.503,393859058.485,20.0,3.17997893043e+14,453,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,300.0,-203.0,-1e+200,382408885.65,23091312.3367,379283805.532,440466915.51,339520060.206,351670343.393,415935310.379,20.0,5.33208705433e+14,454,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,400.0,-203.0,-1e+200,388047563.259,18084688.7744,384979231.602,422167480.918,357203683.777,361003066.847,420696407.255,20.0,3.27055968065e+14,455,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,500.0,-203.0,-1e+200,391686887.904,26453483.9058,388151281.005,439262423.676,340363952.71,349474226.357,437296784.65,20.0,6.99786810754e+14,456,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,600.0,-203.0,-1e+200,398529980.021,26094967.5502,396865383.261,438516709.835,349271406.492,359567176.043,436371240.784,20.0,6.80947331446e+14,457,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,700.0,-203.0,-1e+200,397536490.877,26656038.9368,385363944.997,462987027.074,359223425.663,370576309.553,436209283.421,20.0,7.10544411802e+14,458,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,800.0,-203.0,-1e+200,409585579.612,17518450.4929,407824030.492,450007003.962,385662942.239,386876281.909,444548443.571,19.0,3.06896107673e+14,459,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,900.0,-203.0,-1e+200,396280049.43,21379081.4683,398108176.769,426484468.763,358919879.857,362909155.084,422045332.959,20.0,4.57065124427e+14,460,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1000.0,-203.0,-1e+200,397156711.379,29024380.0127,408659697.473,442194399.316,334211776.589,352201280.011,431770404.625,20.0,8.42414635122e+14,461,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1100.0,-203.0,-1e+200,399995374.326,19961521.2011,398759870.925,456444538.554,372349104.112,374880683.152,429712614.637,20.0,3.98462328663e+14,462,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-340.0,-200.0,1200.0,-203.0,-1e+200,404603254.664,19701952.3239,402782891.647,460332214.604,372694555.407,377189737.085,433735707.407,20.0,3.88166925374e+14,463,0.0453846153846,9.47328533535e-09,0.0197044334975,0.05,4.47139067829e-05
203.0,-203.0,-340.0,-200.0,1218.0,-203.0,-1e+200,397464521.732,19598847.4117,394540556.776,437772084.456,359232644.317,362833079.169,429912222.774,20.0,3.84114819868e+14,464,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-320.0,-200.0,0.0,-203.0,-1e+200,296363737.055,15050905.8337,296776893.101,317078811.026,268084931.258,268402427.495,316645952.479,20.0,2.26529766415e+14,466,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-340.0,-200.0,1300.0,-203.0,-1e+200,401232670.219,22048460.4077,401162829.735,456483083.735,357605630.914,368390313.393,424649838.095,20.0,4.86134606351e+14,465,0.0315384615385,9.47328533535e-09,0.0197044334975,0.05,3.10723759e-05
203.0,-203.0,-320.0,-200.0,100.0,-203.0,-1e+200,337152716.857,21521400.6655,338544215.343,369560307.986,299133978.865,302359374.573,367899248.324,20.0,4.63170686604e+14,467,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,200.0,-203.0,-1e+200,365744215.944,22261300.6693,357231209.815,423428126.085,341123497.045,343938510.46,397214923.093,20.0,4.95565507487e+14,468,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,300.0,-203.0,-1e+200,375503106.346,24426462.9265,378328830.338,408299094.772,322847377.791,329066737.715,406457077.591,20.0,5.96652091098e+14,469,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,400.0,-203.0,-1e+200,388821042.545,21760796.1774,390931065.752,433039753.151,343187974.27,353382003.412,413956734.916,20.0,4.73532250275e+14,470,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,500.0,-203.0,-1e+200,382757330.617,21720097.0043,383572086.67,432957717.609,334281956.078,339685874.694,414161764.561,20.0,4.71762613876e+14,471,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,600.0,-203.0,-1e+200,391389915.462,19505740.7873,392883805.673,423068126.957,360706022.069,360724987.062,421884726.888,20.0,3.80473923662e+14,472,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,700.0,-203.0,-1e+200,388234334.228,22782645.3125,390828757.418,426886545.138,343160883.671,352094137.1,415996094.483,20.0,5.19048927436e+14,473,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,900.0,-203.0,-1e+200,385203552.997,23759453.0495,380683949.767,432532953.579,354913617.803,359989558.065,423656995.762,20.0,5.64511609212e+14,475,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,800.0,-203.0,-1e+200,386268556.036,19690231.9556,391392076.093,421110130.237,340040062.113,347870384.824,406775772.146,20.0,3.87705234465e+14,474,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1000.0,-203.0,-1e+200,394358473.615,17218747.3454,393750398.791,419252174.694,358257013.162,368660644.514,418570975.585,20.0,2.96485260144e+14,476,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1100.0,-203.0,-1e+200,392049272.197,23013319.0176,389721150.752,440970854.262,349097460.833,363474413.052,431882022.572,20.0,5.29612852205e+14,477,0.0769230769231,9.47328533535e-09,0.0197044334975,0.05,7.57862826828e-05
203.0,-203.0,-320.0,-200.0,1200.0,-203.0,-1e+200,390017145.964,21460808.3838,391639265.733,427244452.41,356844014.425,358337382.843,420699244.731,20.0,4.60566296488e+14,478,0.0453846153846,9.47328533535e-09,0.0197044334975,0.05,4.47139067829e-05
203.0,-203.0,-320.0,-200.0,1218.0,-203.0,-1e+200,392159201.973,21994350.0139,386975677.279,439255125.14,359736544.196,363599263.932,424896939.839,20.0,4.83751432535e+14,479,0.0384615384615,9.47328533535e-09,0.0197044334975,0.05,3.78931413414e-05
203.0,-203.0,-300.0,-200.0,0.0,-203.0,-1e+200,295593238.694,17851289.2913,290636033.913,332631458.474,264963456.571,275321293.577,331260630.82,20.0,3.18668529361e+14,481,0.0384615384615,9.47328533535e-09,0.0197044334975,0.0375,2.84198560061e-05
203.0,-203.0,-320.0,-200.0,1300.0,-203.0,-1e+200,384890776.676,17569933.6724,388622877.305,408770183.409,352402171.132,356172925.419,406408744.082,20.0,3.08702569253e+14,480,0.0315384615385,9.47328533535e-09,0.0197044334975,0.05,3.10723759e-05
203.0,-203.0,-300.0,-200.0,100.0,-203.0,-1e+200,351804059.952,30571847.4063,345604698.161,411655756.519,308116992.001,309948054.562,411236690.579,20.0,9.34637853837e+14,482,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,200.0,-203.0,-1e+200,359255142.567,21605387.1853,362063255.542,403167573.097,308242224.407,322296639.882,382592285.832,20.0,4.66792755425e+14,483,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,300.0,-203.0,-1e+200,370817579.278,19070216.629,369744269.938,409875040.087,331830437.806,335958196.823,401810567.334,20.0,3.63673162277e+14,484,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,400.0,-203.0,-1e+200,368280722.159,20581276.9873,370226528.323,408438793.366,331200752.128,336154989.147,394122605.205,20.0,4.2358896243e+14,485,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,500.0,-203.0,-1e+200,373427881.048,20915715.8184,376345222.277,403136577.225,332954068.988,334361128.11,400437093.809,20.0,4.37467168196e+14,486,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,700.0,-203.0,-1e+200,378307932.67,28136469.5863,370668062.58,433852000.482,342120680.67,345941741.465,428472009.519,20.0,7.91660920781e+14,488,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,600.0,-203.0,-1e+200,374569450.833,22846681.1081,378819865.786,412847260.937,333317317.968,337387198.114,398285500.268,20.0,5.21970837655e+14,487,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,800.0,-203.0,-1e+200,368548707.284,23347217.8543,369072834.352,416997292.778,328121427.971,334046063.164,406340891.912,20.0,5.45092581537e+14,489,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,900.0,-203.0,-1e+200,372733130.343,17792690.141,371264624.294,404979218.636,333198622.416,344758976.807,397863540.448,20.0,3.16579822453e+14,490,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1000.0,-203.0,-1e+200,381093563.706,22455599.0042,380842425.862,436529435.349,349441626.492,349784140.24,410806500.807,20.0,5.04253926636e+14,491,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1100.0,-203.0,-1e+200,380128779.039,24822965.1219,375635211.626,442635680.106,339593350.783,347141340.444,412998479.21,20.0,6.16179597445e+14,492,0.0769230769231,9.47328533535e-09,0.0197044334975,0.0375,5.68397120121e-05
203.0,-203.0,-300.0,-200.0,1200.0,-203.0,-1e+200,380304958.296,28185468.8712,387910185.477,417142943.628,321725618.524,343640482.582,415799907.653,19.0,7.94420655487e+14,493,0.0453846153846,9.47328533535e-09,0.0197044334975,0.0375,3.35354300872e-05
203.0,-203.0,-300.0,-200.0,1218.0,-203.0,-1e+200,373999263.482,20290839.8578,371249736.548,414121125.108,344462868.896,349477961.001,410914094.546,20.0,4.11718182135e+14,494,0.0384615384615,9.47328533535e-09,0.0197044334975,0.0375,2.84198560061e-05
203.0,-203.0,-290.0,-200.0,0.0,-203.0,-1e+200,303608265.894,17327651.7196,300914464.743,350881776.776,281810562.625,285973157.98,336192512.269,20.0,3.00247514116e+14,496,0.0384615384615,9.47328533535e-09,0.0197044334975,0.025,1.89465706707e-05
203.0,-203.0,-300.0,-200.0,1300.0,-203.0,-1e+200,371246502.186,21688223.2,366590165.754,410516786.501,316102193.552,343126700.781,401853432.119,20.0,4.70379025572e+14,495,0.0315384615385,9.47328533535e-09,0.0197044334975,0.0375,2.3304281925e-05
203.0,-203.0,-290.0,-200.0,100.0,-203.0,-1e+200,344079762.526,18926130.4269,338501114.813,389329999.209,308816540.636,323676317.392,369478620.98,20.0,3.58198412936e+14,497,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,200.0,-203.0,-1e+200,364295919.975,19084265.9247,358401251.465,412086524.302,338054133.541,342776842.759,394736151.376,20.0,3.64209205886e+14,498,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,300.0,-203.0,-1e+200,364732534.007,23845320.6743,365532080.217,405594778.402,324045265.519,333229936.985,402954728.366,20.0,5.68599318058e+14,499,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,400.0,-203.0,-1e+200,352300098.221,25760301.5987,347615656.564,416475938.908,311306927.783,325709558.001,386915334.42,20.0,6.63593138454e+14,500,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,500.0,-203.0,-1e+200,366195419.75,26570756.9405,362886567.459,413946719.106,319508511.509,323029546.926,407851240.421,20.0,7.06005124392e+14,501,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,600.0,-203.0,-1e+200,366003223.501,23226473.5061,369381561.253,412441530.185,329392980.396,330832941.18,391707939.871,20.0,5.39469071528e+14,502,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,700.0,-203.0,-1e+200,358193584.221,24488973.345,356079010.353,418112796.042,308042875.604,321630652.236,388982000.32,20.0,5.9970981549e+14,503,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,800.0,-203.0,-1e+200,363976532.869,17786167.4027,363792811.385,399407905.614,335499991.055,339806466.752,387896117.095,20.0,3.16347750877e+14,504,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,900.0,-203.0,-1e+200,373085144.57,18586744.1141,376225697.221,414073449.226,326134031.304,352518799.923,395110349.908,20.0,3.45467056765e+14,505,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,1000.0,-203.0,-1e+200,373006456.732,28705574.813,373829714.629,421792132.049,319203207.062,327147196.031,417138616.686,20.0,8.24010025344e+14,506,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,1100.0,-203.0,-1e+200,364171853.412,19036170.1967,362240033.193,403622301.258,328274067.734,334092257.599,398746788.51,20.0,3.62375775759e+14,507,0.0769230769231,9.47328533535e-09,0.0197044334975,0.025,3.78931413414e-05
203.0,-203.0,-290.0,-200.0,1200.0,-203.0,-1e+200,361577891.753,16807234.4367,362421847.038,388050972.25,330676981.58,341075468.022,387026866.186,20.0,2.82483129411e+14,508,0.0453846153846,9.47328533535e-09,0.0197044334975,0.025,2.23569533914e-05
203.0,-203.0,-290.0,-200.0,1218.0,-203.0,-1e+200,366005844.602,23228192.7391,358802295.718,408713533.169,341650027.305,342088961.211,407062101.821,20.0,5.39548937925e+14,509,0.0384615384615,9.47328533535e-09,0.0197044334975,0.025,1.89465706707e-05
