iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,459093584.223,14098530.0237,463933706.13
1.0,accepted,203.0,-203.0,-399.967360342,-202.508170837,1067.31418955,-203.0,-1e+200,467616167.077,13280553.3559,468696907.844
2.0,rejected,203.0,-203.0,-402.953625373,-203.738723644,1013.51322133,-203.0,-1e+200,461822244.274,8055804.60621,463854741.729
3.0,rerun,203.0,-203.0,-399.967360342,-202.508170837,1067.31418955,-203.0,-1e+200,471036476.432,11145692.3381,469471219.566
4.0,rejected,203.0,-203.0,-407.184021087,-203.194175946,1084.87654395,-203.0,-1e+200,462109779.059,16878307.3126,466686779.099
5.0,rerun,203.0,-203.0,-399.967360342,-202.508170837,1067.31418955,-203.0,-1e+200,458701840.022,14733102.3355,456662383.553
6.0,rejected,203.0,-203.0,-402.327328362,-203.125819974,1086.93646355,-203.0,-1e+200,461795173.011,11948795.5998,461952679.594
7.0,rerun,203.0,-203.0,-399.967360342,-202.508170837,1067.31418955,-203.0,-1e+200,465862360.966,14170702.4173,465983729.902
8.0,rejected,203.0,-203.0,-401.286716551,-202.916793457,1081.18346196,-203.0,-1e+200,462891917.18,14646263.1375,462162636.856
9.0,rerun,203.0,-203.0,-399.967360342,-202.508170837,1067.31418955,-203.0,-1e+200,463203163.673,14468682.9018,465781363.464
10.0,accepted,203.0,-203.0,-399.732523038,-202.150526265,1060.69694034,-203.0,-1e+200,466230342.194,12427972.4909,465168451.109
11.0,rejected,203.0,-203.0,-400.802611856,-202.024207584,1054.24842636,-203.0,-1e+200,462168460.26,17007619.8364,465780490.223
12.0,rerun,203.0,-203.0,-399.732523038,-202.150526265,1060.69694034,-203.0,-1e+200,465201164.539,16265102.1892,470122252.841
13.0,rejected,203.0,-203.0,-400.540562245,-202.289261867,1059.52431835,-203.0,-1e+200,462511153.017,16860602.4894,462161819.178
14.0,rerun,203.0,-203.0,-399.732523038,-202.150526265,1060.69694034,-203.0,-1e+200,467002448.336,12078476.0031,470681169.912
15.0,rejected,203.0,-203.0,-399.827109018,-202.186842663,1064.65696106,-203.0,-1e+200,462424550.495,14465303.4604,463527295.825
16.0,rerun,203.0,-203.0,-399.732523038,-202.150526265,1060.69694034,-203.0,-1e+200,461286660.831,13165921.8201,460671872.546
17.0,rejected,203.0,-203.0,-399.753116798,-202.075989465,1059.45728845,-203.0,-1e+200,463892300.083,12504368.9697,465994874.807
18.0,rerun,203.0,-203.0,-399.732523038,-202.150526265,1060.69694034,-203.0,-1e+200,463349804.799,12627926.0892,462389710.142
19.0,accepted,203.0,-203.0,-399.745098688,-202.095632064,1060.97824588,-203.0,-1e+200,468619026.214,11068908.1334,465722259.518
20.0,rejected,203.0,-203.0,-399.262430473,-202.033157308,1061.67527118,-203.0,-1e+200,463706009.342,15935359.9637,465453155.888
21.0,rerun,203.0,-203.0,-399.745098688,-202.095632064,1060.97824588,-203.0,-1e+200,463197741.654,15449018.6872,462093690.591
22.0,rejected,203.0,-203.0,-399.328556486,-202.09813586,1060.35593203,-203.0,-1e+200,455937400.919,14358089.6209,456828716.348
23.0,rerun,203.0,-203.0,-399.745098688,-202.095632064,1060.97824588,-203.0,-1e+200,463215762.939,12245923.1522,463804485.265
24.0,rejected,203.0,-203.0,-399.520607149,-202.090458488,1060.07634416,-203.0,-1e+200,463402911.091,14238143.2381,462373480.874
25.0,rerun,203.0,-203.0,-399.745098688,-202.095632064,1060.97824588,-203.0,-1e+200,461635825.89,12206359.9423,457915011.637
26.0,accepted,203.0,-203.0,-399.872948838,-202.085771567,1060.33169575,-203.0,-1e+200,465665162.454,11531953.3294,463319769.691
27.0,rejected,203.0,-203.0,-399.856934071,-202.086656075,1061.27314728,-203.0,-1e+200,462490416.067,11855890.6279,464750814.564
28.0,rerun,203.0,-203.0,-399.872948838,-202.085771567,1060.33169575,-203.0,-1e+200,465410451.884,12792759.6308,465550775.219
29.0,rejected,203.0,-203.0,-399.891054492,-202.07367419,1060.80746704,-203.0,-1e+200,460771241.683,10229740.2849,461860604.872
30.0,rerun,203.0,-203.0,-399.872948838,-202.085771567,1060.33169575,-203.0,-1e+200,466797621.293,8539913.78089,465672624.425
31.0,accepted,203.0,-203.0,-399.824942886,-202.092370164,1060.597256,-203.0,-1e+200,468153247.691,13283657.8273,467309458.584
32.0,rejected,203.0,-203.0,-399.753839385,-202.093199129,1060.34288468,-203.0,-1e+200,465026193.721,10598298.401,465262504.431
