H2_storage_capacity,H2_market_capacity,Secondary_capacity,E_Penalty_capacity,IES_delta_cap,NPP_bid_adjust,mean_NPV,std_NPV,ProbabilityWeight,prefix,PointProbability
0,0,10000.0,-10000.0,0,0,-6402737226.81,9735677.698,1.0,1,1.0
