RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__Converter1__production__reactor_heat,Dispatch__NewBOP__production__electricity,Dispatch__NewBOP__production__heat,Dispatch__Charger__production__tes_heat,Dispatch__Charger__production__reactor_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Grid__production__electricity,price,prefix,PointProbability,ProbabilityWeight
0,1.0,8,2018,1.0,203.0,101.69531971,-101.69531971,87.4929999951,-202.999999989,101.30468029,-101.30468029,714.024988354,-6.59965656888e-09,-4.87584892014e-09,-101.304680279,101.304680279,-87.4929999951,24.2092258697,1,1.0,1.0
0,1.0,9,2018,1.0,203.0,101.69531971,-101.69531971,87.4929999957,-202.99999999,101.30468029,-101.30468029,601.518060325,-3.26187005064e-09,-6.66118651508e-09,-101.30468028,101.30468028,-87.4929999957,20.0565883117,1,1.0,1.0
0,1.0,10,2018,1.0,203.0,188.957156471,-188.957156471,165.785575342,-384.653307057,14.0428435287,-14.0428435287,624.01945252,7.293030444e-09,181.65330705,-195.696150586,195.696150586,-165.785575342,21.4784882927,1,1.0,1.0
0,1.0,11,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002037,-8.67754241129e-09,8.67754241129e-09,387.537269828,2.30190537063e-09,203.000002035,-203.000002029,203.000002029,-174.986000878,24.0936499615,1,1.0,1.0
0,1.0,12,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.76184703095e-09,9.76184703095e-09,601.518068465,7.59257802381e-09,203.000002032,-203.00000203,203.00000203,-174.986000879,49.3389989582,1,1.0,1.0
0,1.0,13,2018,1.0,203.0,101.695319703,-101.695319703,87.492999986,-202.999999968,101.304680297,-101.304680297,815.498850847,-2.52231705948e-08,-7.1842728929e-09,-101.304680265,101.304680265,-87.492999986,20.181633649,1,1.0,1.0
0,1.0,14,2018,1.0,203.0,101.695319728,-101.695319728,87.4930000188,-203.000000044,101.304680272,-101.304680272,815.498858907,7.34678801269e-09,3.63291529972e-08,-101.304680316,101.304680316,-87.4930000188,27.8862387763,1,1.0,1.0
0,1.0,15,2018,1.0,203.0,139.306127037,-139.306127037,128.983889817,-299.266565701,63.6938729633,-63.6938729633,714.024988909,6.03126355158e-09,96.2665656954,-159.960438665,159.960438665,-128.983889817,25.9013394557,1,1.0,1.0
0,1.0,16,2018,1.0,203.0,1.16298358862,-1.16298358862,0.501245925398,-1.16298358561,201.837016411,-201.837016411,792.997466721,-201.837016408,-6.68195085363e-09,3.00973346289e-09,-3.00973346289e-09,-0.501245925398,14.9387967173,1,1.0,1.0
0,1.0,17,2018,1.0,203.0,1.16298358277,-1.16298358277,0.501245920355,-1.16298357391,201.837016417,-201.837016417,792.997466727,-201.837016418,-7.97904950867e-09,8.85960947707e-09,-8.85960947707e-09,-0.501245920355,20.79410095,1,1.0,1.0
0,1.0,18,2018,1.0,203.0,1.16298358306,-1.16298358306,0.501245920603,-1.16298357448,201.837016417,-201.837016417,815.498858949,-201.837016418,-7.03754654912e-09,8.57279748383e-09,-8.57279748383e-09,-0.501245920603,13.5897359843,1,1.0,1.0
0,1.0,19,2018,1.0,203.0,203.0,-203.0,174.986000871,-406.00000202,6.76322139175e-11,-6.76322139175e-11,387.537269874,7.55113227121e-09,203.000002013,-203.00000202,203.00000202,-174.986000871,24.3450464998,1,1.0,1.0
0,2.0,0,2018,1.0,203.0,1.16298358403,-1.16298358403,0.501245921438,-1.16298357642,201.837016416,-201.837016416,624.01945254,-201.837016418,-6.0175238897e-09,7.60419728009e-09,-7.60419728009e-09,-0.501245921438,19.1641019144,1,1.0,1.0
0,2.0,1,2018,1.0,203.0,101.695319696,-101.695319696,87.4929999771,-202.999999947,101.304680304,-101.304680304,646.520836595,-4.67451916452e-08,-6.36569846043e-09,-101.304680251,101.304680251,-87.4929999771,20.1905435999,1,1.0,1.0
0,2.0,2,2018,1.0,203.0,1.1629840436,-1.1629840436,0.501246317592,-1.16298449557,201.837015956,-201.837015956,579.016675368,-201.837015497,-7.80497468296e-09,-4.5197135526e-07,4.5197135526e-07,-0.501246317592,23.8265256007,1,1.0,1.0
0,2.0,3,2018,1.0,203.0,1.16298358482,-1.16298358482,0.501245922119,-1.162983578,201.837016415,-201.837016415,792.997466728,-201.837016414,-7.65458169246e-09,6.81326423522e-09,-6.81326423522e-09,-0.501245922119,20.4860107979,1,1.0,1.0
0,2.0,4,2018,1.0,203.0,101.695319713,-101.695319713,87.493,-203.0,101.304680287,-101.304680287,815.498858952,1.18589908441e-09,-1.2499823476e-09,-101.304680287,101.304680287,-87.493,12.5422785738,1,1.0,1.0
0,2.0,5,2018,1.0,203.0,202.999999981,-202.999999981,174.986000855,-406.000001985,1.86165272571e-08,-1.86165272571e-08,387.537278039,7.47970547595e-09,203.000001977,-203.000002003,203.000002003,-174.986000855,23.2875668641,1,1.0,1.0
0,2.0,6,2018,1.0,203.0,101.695319713,-101.695319713,87.4929999992,-202.999999998,101.304680287,-101.304680287,815.498858952,4.01272022891e-09,-5.95327900615e-09,-101.304680285,101.304680285,-87.4929999992,22.5469039019,1,1.0,1.0
0,2.0,7,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.49492458716e-09,9.49492458716e-09,601.518068467,7.64423690528e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,36.0874254454,1,1.0,1.0
0,2.0,8,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002033,-6.26436070887e-09,6.26436070887e-09,500.044197874,6.08451936652e-09,203.000002026,-203.000002026,203.000002026,-174.986000876,28.9646343254,1,1.0,1.0
0,2.0,9,2018,1.0,203.0,101.695319711,-101.695319711,87.4929999966,-202.999999992,101.304680289,-101.304680289,601.518060333,-1.28076440711e-09,-6.50673654179e-09,-101.304680282,101.304680282,-87.4929999966,20.1335813434,1,1.0,1.0
0,2.0,10,2018,1.0,203.0,1.16298358259,-1.16298358259,0.501245920201,-1.16298357355,201.837016417,-201.837016417,815.498858933,-201.837016419,-7.29303044401e-09,9.03866557076e-09,-9.03866557076e-09,-0.501245920201,13.2826282564,1,1.0,1.0
0,2.0,11,2018,1.0,203.0,1.16298358373,-1.16298358373,0.50124592118,-1.16298357582,201.837016416,-201.837016416,579.016676238,-201.837016422,-2.30190537062e-09,7.90272780069e-09,-7.90272780069e-09,-0.50124592118,8.11425589707,1,1.0,1.0
0,2.0,12,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002038,-9.17952713198e-09,9.17952713198e-09,387.537277979,7.59257802382e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,31.8689782461,1,1.0,1.0
0,2.0,13,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000003,-203.000000001,101.304680286,-101.304680286,815.498850847,5.09197661541e-09,-4.48925643687e-09,-101.304680287,101.304680287,-87.4930000003,21.1898370803,1,1.0,1.0
0,2.0,14,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.88677998066e-09,9.88677998066e-09,601.51806842,7.50418846872e-09,203.000002032,-203.00000203,203.00000203,-174.986000879,90.3460302894,1,1.0,1.0
0,2.0,15,2018,1.0,203.0,203.000000005,-203.000000005,174.986000875,-406.00000203,-4.89662120649e-09,4.89662120649e-09,500.044198432,6.03126355168e-09,203.000002024,-203.000002025,203.000002025,-174.986000875,27.9206808711,1,1.0,1.0
0,2.0,16,2018,1.0,203.0,93.7203406373,-93.7203406373,77.2703049531,-179.281450007,109.279659363,-109.279659363,815.498858954,-23.718549986,-6.68195085327e-09,-85.56110937,85.56110937,-77.2703049531,15.7705477575,1,1.0,1.0
0,2.0,17,2018,1.0,203.0,141.46821711,-141.46821711,130.855940835,-303.610071543,61.5317828899,-61.5317828899,686.945139519,7.97904950867e-09,100.610071535,-162.141854433,162.141854433,-130.855940835,28.7694400058,1,1.0,1.0
0,2.0,18,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000004,-203.000000001,101.304680286,-101.304680286,815.498858948,4.80861439978e-09,-3.83796733482e-09,-101.304680287,101.304680287,-87.4930000004,19.6323113713,1,1.0,1.0
0,2.0,19,2018,1.0,203.0,1.16298358959,-1.16298358959,0.501245926235,-1.16298358755,201.83701641,-201.83701641,579.016676273,-201.837016405,-7.55113227121e-09,2.03835630192e-09,-2.03835630192e-09,-0.501245926235,20.6377476513,1,1.0,1.0
0,3.0,0,2018,1.0,203.0,1.16298358244,-1.16298358244,0.501245920073,-1.16298357326,201.837016418,-201.837016418,815.498858953,-201.837016421,-6.01752388971e-09,9.18684643597e-09,-9.18684643597e-09,-0.501245920073,10.7144060452,1,1.0,1.0
0,3.0,1,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002033,-6.41703290904e-09,6.41703290904e-09,432.540046115,6.58445067216e-09,203.000002027,-203.000002027,203.000002027,-174.986000876,24.5778327832,1,1.0,1.0
0,3.0,2,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.32424626205e-09,9.32424626205e-09,365.035884882,7.80497468296e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,35.0946876948,1,1.0,1.0
0,3.0,3,2018,1.0,203.0,93.7203406406,-93.7203406406,77.2703049573,-179.281450017,109.279659359,-109.279659359,815.498858952,-23.7185499754,-7.65458169228e-09,-85.5611093763,85.5611093763,-77.2703049573,22.3104988802,1,1.0,1.0
0,3.0,4,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.000002039,-9.53311763234e-09,9.53311763234e-09,601.518068465,6.19997317108e-09,203.000002033,-203.00000203,203.00000203,-174.986000879,27.7563555391,1,1.0,1.0
0,3.0,5,2018,1.0,203.0,203.000000004,-203.000000004,174.986000874,-406.000002028,-4.11793591676e-09,4.11793591676e-09,173.556487564,7.47970547595e-09,203.000002021,-203.000002024,203.000002024,-174.986000874,24.0606846057,1,1.0,1.0
0,3.0,6,2018,1.0,203.0,203.000000008,-203.000000008,174.986000877,-406.000002035,-7.58903454387e-09,7.58903454387e-09,601.51806847,7.77741504093e-09,203.000002027,-203.000002028,203.000002028,-174.986000877,28.5738153381,1,1.0,1.0
0,3.0,7,2018,1.0,203.0,1.16298358791,-1.16298358791,0.501245924785,-1.16298358419,201.837016412,-201.837016412,792.99747487,-201.837016408,-7.64423690529e-09,3.7207100347e-09,-3.7207100347e-09,-0.501245924785,21.2866009238,1,1.0,1.0
0,3.0,8,2018,1.0,203.0,101.695319712,-101.695319712,87.4929999978,-202.999999995,101.304680288,-101.304680288,500.04419788,-1.2067898343e-09,-3.98188070897e-09,-101.304680283,101.304680283,-87.4929999978,24.5067534226,1,1.0,1.0
0,3.0,9,2018,1.0,203.0,101.695319549,-101.695319549,87.4929999263,-202.999999829,101.304680451,-101.304680451,601.518060496,-1.63798176761e-07,-7.29113237357e-09,-101.30468028,101.30468028,-87.4929999263,19.6516299545,1,1.0,1.0
0,3.0,10,2018,1.0,203.0,101.695319711,-101.695319711,87.4929999962,-202.999999991,101.304680289,-101.304680289,815.498858942,-2.20853084559e-09,-6.58003444946e-09,-101.304680281,101.304680281,-87.4929999962,20.058796222,1,1.0,1.0
0,3.0,11,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.00000204,-9.93711067727e-09,9.93711067727e-09,365.03588575,2.30190537064e-09,203.000002038,-203.00000203,203.00000203,-174.986000879,201.586113717,1,1.0,1.0
0,3.0,12,2018,1.0,203.0,1.1629835826,-1.1629835826,0.501245920212,-1.16298357358,201.837016417,-201.837016417,579.016684392,-201.837016419,-7.59257802382e-09,9.02602285423e-09,-9.02602285423e-09,-0.501245920212,16.1872955885,1,1.0,1.0
0,3.0,13,2018,1.0,203.0,202.999999984,-202.999999984,174.98600086,-406.000001994,1.64754123358e-08,-1.64754123358e-08,601.518060407,7.38666358917e-09,203.000001987,-203.000002011,203.000002011,-174.98600086,22.5536532915,1,1.0,1.0
0,3.0,14,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.27465206079e-09,9.27465206079e-09,387.537277934,7.50418846872e-09,203.000002031,-203.000002029,203.000002029,-174.986000879,37.8974902919,1,1.0,1.0
0,3.0,15,2018,1.0,203.0,1.16298362197,-1.16298362197,0.501245954142,-1.1629836523,201.837016378,-201.837016378,691.52360477,-201.837016342,-6.03126355168e-09,-3.03358996263e-08,3.03358996263e-08,-0.501245954142,23.0563566088,1,1.0,1.0
0,3.0,16,2018,1.0,203.0,101.695319729,-101.695319729,87.4930000209,-203.000000048,101.304680271,-101.304680271,815.498858904,7.46581151472e-09,4.09166519824e-08,-101.304680319,101.304680319,-87.4930000209,23.9804074828,1,1.0,1.0
0,3.0,17,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002037,-8.53892069898e-09,8.53892069898e-09,472.964349035,7.97904950869e-09,203.000002029,-203.000002029,203.000002029,-174.986000878,32.7517137805,1,1.0,1.0
0,3.0,18,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000012,-203.000000003,101.304680286,-101.304680286,815.498858946,5.6541686373e-09,-2.84368192578e-09,-101.304680288,101.304680288,-87.4930000012,20.6425301442,1,1.0,1.0
0,3.0,19,2018,1.0,203.0,85.1795024888,-85.1795024888,67.0476136165,-155.562908623,117.820497511,-117.820497511,624.019452572,-47.4370913696,-7.55113227111e-09,-70.383406134,70.383406134,-67.0476136165,21.3680191494,1,1.0,1.0
0,4.0,0,2018,1.0,203.0,188.957161477,-188.957161477,165.785578671,-384.653314783,14.0428385227,-14.0428385227,624.019452543,6.64156381446e-09,181.653314776,-195.696153305,195.696153305,-165.785578671,30.9701244188,1,1.0,1.0
0,4.0,1,2018,1.0,203.0,1.16298358822,-1.16298358822,0.501245925056,-1.16298358482,201.837016412,-201.837016412,624.019452517,-201.837016409,-6.58445067216e-09,3.40711846394e-09,-3.40711846394e-09,-0.501245925056,18.9019032276,1,1.0,1.0
0,4.0,2,2018,1.0,203.0,1.16298358398,-1.16298358398,0.501245921399,-1.16298357633,201.837016416,-201.837016416,556.515291292,-201.837016416,-7.80497468296e-09,7.64898290066e-09,-7.64898290066e-09,-0.501245921399,21.3660702681,1,1.0,1.0
0,4.0,3,2018,1.0,203.0,101.695319713,-101.695319713,87.4929999996,-202.999999999,101.304680287,-101.304680287,815.498858953,5.13173489568e-09,-6.11807820267e-09,-101.304680286,101.304680286,-87.4929999996,25.2494236287,1,1.0,1.0
0,4.0,4,2018,1.0,203.0,1.16298360011,-1.16298360011,0.501245935306,-1.1629836086,201.8370164,-201.8370164,792.997474845,-201.837016385,-6.19997317108e-09,-8.48387479708e-09,8.48387479708e-09,-0.501245935306,13.4557318426,1,1.0,1.0
0,4.0,5,2018,1.0,203.0,1.16298360301,-1.16298360301,0.501245937804,-1.16298361439,201.837016397,-201.837016397,365.035893938,-201.837016378,-7.47970547594e-09,-1.13824967202e-08,1.13824967202e-08,-0.501245937804,20.4905233161,1,1.0,1.0
0,4.0,6,2018,1.0,203.0,101.695319712,-101.695319712,87.4929999981,-202.999999996,101.304680288,-101.304680288,601.518068474,2.53771367512e-09,-6.83463537561e-09,-101.304680284,101.304680284,-87.4929999981,24.3226500044,1,1.0,1.0
0,4.0,7,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002032,-5.96914791552e-09,5.96914791552e-09,579.01668439,7.64423690531e-09,203.000002025,-203.000002026,203.000002026,-174.986000876,26.2688512919,1,1.0,1.0
0,4.0,8,2018,1.0,203.0,202.999999971,-202.999999971,174.986000846,-406.000001964,2.89554974236e-08,-2.89554974236e-08,286.063407473,6.08451936652e-09,203.000001958,-203.000001993,203.000001993,-174.986000846,26.4866235959,1,1.0,1.0
0,4.0,9,2018,1.0,203.0,1.16298358332,-1.16298358332,0.501245920834,-1.16298357502,201.837016417,-201.837016417,792.997466907,-201.837016418,-7.33270558011e-09,8.30492135409e-09,-8.30492135409e-09,-0.501245920834,16.1881518583,1,1.0,1.0
0,4.0,10,2018,1.0,203.0,101.695319711,-101.695319711,87.4929999965,-202.999999992,101.304680289,-101.304680289,815.498858951,-1.59015597721e-09,-6.62678215858e-09,-101.304680281,101.304680281,-87.4929999965,20.5143709889,1,1.0,1.0
0,4.0,11,2018,1.0,203.0,75.597138294,-75.597138294,56.8249222646,-131.844367203,127.402861706,-127.402861706,432.540046146,-71.1556327944,-2.3019053701e-09,-56.2472289093,56.2472289093,-56.8249222646,13.7027255482,1,1.0,1.0
0,4.0,12,2018,1.0,203.0,101.695319714,-101.695319714,87.4929999988,-202.999999997,101.304680286,-101.304680286,579.016684396,3.3581016539e-09,-6.22388917901e-09,-101.304680283,101.304680283,-87.4929999988,23.2149140301,1,1.0,1.0
0,4.0,13,2018,1.0,203.0,93.720340595,-93.720340595,77.2703049002,-179.281449885,109.279659405,-109.279659405,624.019452757,-23.7185501081,-7.38666358892e-09,-85.5611092895,85.5611092895,-77.2703049002,20.0232363146,1,1.0,1.0
0,4.0,14,2018,1.0,203.0,150.373000184,-150.373000184,138.184312032,-320.613252975,52.6269998163,-52.6269998163,263.562023794,7.5041884687e-09,117.613252967,-170.240252791,170.240252791,-138.184312032,28.1937308481,1,1.0,1.0
0,4.0,15,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.000002039,-9.70912219851e-09,9.70912219851e-09,477.542814283,6.03126355169e-09,203.000002033,-203.00000203,203.00000203,-174.986000879,61.2462102229,1,1.0,1.0
0,4.0,16,2018,1.0,203.0,101.69531971,-101.69531971,87.4929999955,-202.99999999,101.30468029,-101.30468029,815.498858914,-3.29093035842e-09,-7.06952604615e-09,-101.30468028,101.30468028,-87.4929999955,22.2308965014,1,1.0,1.0
0,4.0,17,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002038,-9.01423327254e-09,9.01423327254e-09,258.983558549,7.97904950869e-09,203.00000203,-203.000002029,203.000002029,-174.986000878,34.6645564561,1,1.0,1.0
0,4.0,18,2018,1.0,203.0,101.695319717,-101.695319717,87.4930000042,-203.00000001,101.304680283,-101.304680283,815.498858936,6.70301186204e-09,2.94155235676e-09,-101.304680293,101.304680293,-87.4930000042,21.6594936922,1,1.0,1.0
0,4.0,19,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000006,-203.000000001,101.304680286,-101.304680286,624.019452571,5.7100458365e-09,-4.29384188022e-09,-101.304680288,101.304680288,-87.4930000006,22.7233160056,1,1.0,1.0
0,5.0,0,2018,1.0,203.0,1.16298358306,-1.16298358306,0.501245920605,-1.16298357449,201.837016417,-201.837016417,815.498858954,-201.837016419,-6.64156381447e-09,8.57050315463e-09,-8.57050315463e-09,-0.501245920605,20.5970422798,1,1.0,1.0
0,5.0,1,2018,1.0,203.0,101.695319707,-101.695319707,87.4929999919,-202.999999981,101.304680293,-101.304680293,624.019452535,-1.27108990146e-08,-5.97985021668e-09,-101.304680274,101.304680274,-87.4929999919,20.3915567902,1,1.0,1.0
0,5.0,2,2018,1.0,203.0,1.16298358466,-1.16298358466,0.501245921982,-1.16298357768,201.837016415,-201.837016415,747.994697701,-201.837016415,-7.80497468296e-09,6.97261377597e-09,-6.97261377597e-09,-0.501245921982,21.9185892961,1,1.0,1.0
0,5.0,3,2018,1.0,203.0,203.000000007,-203.000000007,174.986000877,-406.000002035,-7.39647692526e-09,7.39647692526e-09,601.518068471,8.10515604248e-09,203.000002027,-203.000002027,203.000002027,-174.986000877,32.9201614176,1,1.0,1.0
0,5.0,4,2018,1.0,203.0,93.7203435864,-93.7203435864,77.2703086438,-179.28145857,109.279656414,-109.279656414,815.498858954,-23.7185414234,-6.19997317061e-09,-85.561114984,85.561114984,-77.2703086438,13.7702850219,1,1.0,1.0
0,5.0,5,2018,1.0,203.0,27.2776403989,-27.2776403989,18.0142208921,-41.7963361766,175.722359601,-175.722359601,517.967117393,-161.203663816,-7.47970547593e-09,-14.5186957777,14.5186957777,-18.0142208921,20.7624355098,1,1.0,1.0
