RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__SteamGen__production__reactor_heat,Dispatch__Converter1__production__heat,Dispatch__Converter1__production__reactor_heat,Dispatch__NewBOP__production__electricity,Dispatch__NewBOP__production__heat,Dispatch__Charger__production__tes_heat,Dispatch__Charger__production__reactor_heat,Dispatch__TES__level__tes_heat,Dispatch__TES__charge__tes_heat,Dispatch__TES__discharge__tes_heat,Dispatch__Convert2__production__tes_heat,Dispatch__Convert2__production__heat,Dispatch__Grid__production__electricity,price,prefix,PointProbability,ProbabilityWeight
0,0.0,0,2018,1.0,203.0,175.387232791,-175.387232791,156.585153132,-363.306619795,27.6127672092,-27.6127672092,646.520836615,6.01752388967e-09,160.306619789,-187.919387005,187.919387005,-156.585153132,26.1172154296,1,1.0,1.0
0,0.0,1,2018,1.0,203.0,203.000000008,-203.000000008,174.986000877,-406.000002035,-7.55865844771e-09,7.55865844771e-09,601.518060317,6.58445067215e-09,203.000002028,-203.000002028,203.000002028,-174.986000877,25.3344593499,1,1.0,1.0
0,0.0,2,2018,1.0,203.0,203.00000001,-203.00000001,174.986000879,-406.000002039,-9.63928721708e-09,9.63928721708e-09,601.518060313,7.80497468296e-09,203.000002031,-203.00000203,203.00000203,-174.986000879,42.6091677302,1,1.0,1.0
0,0.0,3,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000006,-203.000000001,101.304680286,-101.304680286,815.498850799,5.93137605617e-09,-4.46083339597e-09,-101.304680288,101.304680288,-87.4930000006,23.7390460824,1,1.0,1.0
0,0.0,4,2018,1.0,203.0,1.16298358233,-1.16298358233,0.501245919978,-1.16298357303,201.837016418,-201.837016418,815.498858954,-2018.37008691,1816.53307048,9.29787493367e-09,-9.29787493367e-09,-0.501245919978,-8.28080590934,1,1.0,1.0
0,0.0,5,2018,1.0,203.0,101.69531686,-101.69531686,87.4929962956,-202.999991405,101.30468314,-101.30468314,815.498858954,-8.58924742202e-06,-5.59008867981e-09,-101.304674546,101.304674546,-87.4929962956,11.8726352888,1,1.0,1.0
0,0.0,6,2018,1.0,203.0,101.758775114,-101.758775114,87.4929963607,-202.999991556,101.241224886,-101.241224886,815.498858811,-8.43640142624e-06,-7.43596108937e-09,-101.241216442,101.241216442,-87.4929963607,20.4120288226,1,1.0,1.0
0,0.0,7,2018,1.0,203.0,188.957156467,-188.957156467,165.785575339,-384.653307051,14.0428435327,-14.0428435327,624.01945254,7.21447480833e-09,181.653307044,-195.696150583,195.696150583,-165.785575339,20.8727654272,1,1.0,1.0
0,0.0,8,2018,1.0,203.0,139.305960634,-139.305960634,128.983886714,-299.266558502,63.6940393657,-63.6940393657,714.024988343,6.08451936641e-09,96.2665584962,-159.960597868,159.960597868,-128.983886714,26.2121564919,1,1.0,1.0
0,0.0,9,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002038,-9.00261418046e-09,9.00261418046e-09,601.518060314,7.3327055801e-09,203.000002031,-203.000002029,203.000002029,-174.986000878,27.6302511906,1,1.0,1.0
0,0.0,10,2018,1.0,203.0,101.695319718,-101.695319718,87.4930000056,-203.000000013,101.304680282,-101.304680282,815.498850787,6.76225282812e-09,6.33713362376e-09,-101.304680295,101.304680295,-87.4930000056,21.1219255182,1,1.0,1.0
0,0.0,11,2018,1.0,203.0,203.000000009,-203.000000009,174.986000879,-406.000002039,-9.43837748316e-09,9.43837748316e-09,601.518060313,2.30190537061e-09,203.000002037,-203.000002029,203.000002029,-174.986000879,35.8672123151,1,1.0,1.0
0,0.0,12,2018,1.0,203.0,101.695316858,-101.695316858,87.4929962966,-202.999991407,101.304683142,-101.304683142,815.498858952,-8.58516134449e-06,-7.34280565537e-09,-101.304674549,101.304674549,-87.4929962966,20.224147572,1,1.0,1.0
0,0.0,13,2018,1.0,203.0,101.694177901,-101.694177901,87.4929999932,-202.999999984,101.305822099,-101.305822099,815.498850816,-8.84733436473e-09,-6.97794478889e-09,-101.305822083,101.305822083,-87.4929999932,20.3218010435,1,1.0,1.0
0,0.0,14,2018,1.0,203.0,101.69531686,-101.69531686,87.4929962964,-202.999991407,101.30468314,-101.30468314,815.498858953,-8.58577655006e-06,-7.15650452422e-09,-101.304674547,101.304674547,-87.4929962964,22.279943575,1,1.0,1.0
0,0.0,15,2018,1.0,203.0,101.695316857,-101.695316857,87.4929962929,-202.999991399,101.304683143,-101.304683143,815.498858955,-8.65197591883e-06,5.07029340406e-08,-101.304674541,101.304674541,-87.4929962929,1.56727038919,1,1.0,1.0
0,0.0,16,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002033,-6.39268217624e-09,6.39268217624e-09,601.51806032,6.68195085362e-09,203.000002026,-203.000002026,203.000002026,-174.986000876,19.1374725547,1,1.0,1.0
0,0.0,17,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002038,-8.92634343936e-09,8.92634343936e-09,601.518060315,7.97904950867e-09,203.00000203,-203.000002029,203.000002029,-174.986000878,34.1866624222,1,1.0,1.0
0,0.0,18,2018,1.0,203.0,188.957156469,-188.957156469,165.78557534,-384.653307054,14.0428435306,-14.0428435306,624.019452537,7.03754654911e-09,181.653307047,-195.696150585,195.696150585,-165.78557534,19.6261696197,1,1.0,1.0
0,0.0,19,2018,1.0,203.0,202.999999996,-202.999999996,174.986000868,-406.000002013,4.28172385066e-09,-4.28172385066e-09,601.518060341,7.55113227121e-09,203.000002006,-203.000002018,203.000002018,-174.986000868,24.2115071503,1,1.0,1.0
0,1.0,0,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002038,-8.94877721702e-09,8.94877721702e-09,432.54004613,6.0175238897e-09,203.000002032,-203.000002029,203.000002029,-174.986000878,36.0166666513,1,1.0,1.0
0,1.0,1,2018,1.0,203.0,85.1795025174,-85.1795025174,67.0476136489,-155.562908698,117.820497483,-117.820497483,646.520836544,-47.4370912952,-6.58445067196e-09,-70.3834061808,70.3834061808,-67.0476136489,20.0564085875,1,1.0,1.0
0,1.0,2,2018,1.0,203.0,203.000000008,-203.000000008,174.986000877,-406.000002036,-7.87425660221e-09,7.87425660221e-09,387.53726983,7.80497468296e-09,203.000002028,-203.000002028,203.000002028,-174.986000877,29.2258956602,1,1.0,1.0
0,1.0,3,2018,1.0,203.0,203.000000006,-203.000000006,174.986000876,-406.000002032,-6.20858123669e-09,6.20858123669e-09,601.518060319,7.65458169246e-09,203.000002025,-203.000002026,203.000002026,-174.986000876,26.3258249288,1,1.0,1.0
0,1.0,4,2018,1.0,203.0,101.695319714,-101.695319714,87.4930000011,-203.000000003,101.304680286,-101.304680286,815.498858952,7.83336118716e-10,1.73422476793e-09,-101.304680288,101.304680288,-87.4930000011,10.7443732925,1,1.0,1.0
0,1.0,5,2018,1.0,203.0,203.000000009,-203.000000009,174.986000878,-406.000002038,-9.0776368386e-09,9.0776368386e-09,601.518068469,7.47970547594e-09,203.000002031,-203.000002029,203.000002029,-174.986000878,29.3757987852,1,1.0,1.0
0,1.0,6,2018,1.0,203.0,101.695319665,-101.695319665,87.4929999375,-202.999999855,101.304680335,-101.304680335,815.49885895,-1.37679848715e-07,-7.38776329332e-09,-101.30468019,101.30468019,-87.4929999375,20.5000460182,1,1.0,1.0
0,1.0,7,2018,1.0,203.0,1.16298358234,-1.16298358234,0.50124591998,-1.16298357304,201.837016418,-201.837016418,815.498858953,-201.83701642,-7.21447480834e-09,9.29481713376e-09,-9.29481713376e-09,-0.50124591998,10.5405900401,1,1.0,1.0
