,case,HTSE_capacity,H2_storage_capacity,H2_market_capacity,mean_NPV,dNPV
0,IL_CarbonTax_LNHR,9.999823191719999e-11,0.0,-9.999823191719999e-11,-7615085414.36,-7124377.359999657
