iteration,accepted,H2_storage_capacity,overflow_capacity,H2_market_capacity,IES_delta_cap,mean_NPV
0.0,first,50000.0,-1000.0,-1.00000000009,0.25,-7810265774.07
1.0,accepted,0.0,-1000.0,-9.99982319172e-11,1.13205404523,-7754383244.34
2.0,rejected,0.0,-1000.0,-9.99982319172e-11,2.29577661325,-7918611433.82
3.0,rerun,0.0,-1000.0,-9.99982319172e-11,1.13205404523,-7772886154.67
4.0,accepted,277303.735542,-1000.0,-9.99982319172e-11,0.0,-7747297291.81
5.0,rejected,0.0,-1000.0,-3.59707092106,0.973614244316,-8212269573.88
6.0,rerun,277303.735542,-1000.0,-9.99982319172e-11,0.0,-7749626223.15
7.0,rejected,474110.921613,-1000.0,-9.99982319172e-11,0.784326026742,-7956896235.52
8.0,rerun,277303.735542,-1000.0,-9.99982319172e-11,0.0,-7733464684.56
9.0,accepted,139620.71664,-1000.0,-9.99982319172e-11,0.0,-7667497603.33
10.0,rejected,255205.027957,-1000.0,-9.99982319172e-11,0.0,-7752304479.96
11.0,rerun,139620.71664,-1000.0,-9.99982319172e-11,0.0,-7704374043.58
12.0,rejected,0.0,-1000.0,-2.77373178914,1.09154675575,-8122233985.07
13.0,rerun,139620.71664,-1000.0,-9.99982319172e-11,0.0,-7686242042.9
14.0,rejected,0.0,-1000.0,-1.22443451302,0.133164179091,-7811358430.38
15.0,rerun,139620.71664,-1000.0,-9.99982319172e-11,0.0,-7680633869.84
16.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.275321259333,-7646296648.34
17.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7617080274.09
18.0,rejected,192541.965235,-1000.0,-9.99982319172e-11,0.0,-7720810332.62
19.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7601469776.2
20.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7624649929.31
21.0,rejected,19765.2112366,-1000.0,-9.99982319172e-11,1.32125579799,-7801211892.34
22.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7609370120.88
23.0,rejected,172762.002277,-1000.0,-9.99982319172e-11,0.0,-7708791388.04
24.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7607961037.35
25.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7604687203.7
26.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7624912286.85
27.0,rejected,0.0,-1000.0,-4.11547611119,0.482537132899,-8206427842.99
28.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7614456722.71
29.0,rejected,189711.006084,-1000.0,-9.99982319172e-11,0.0,-7708088881.11
30.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7599813821.93
31.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7604343538.59
32.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7603833619.42
33.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.072660282603,-7630365776.49
34.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7614608685.07
35.0,rejected,47020.9825896,-1000.0,-3.00521087637,0.0,-8030512170.48
36.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7631641844.97
37.0,rejected,131565.922732,-1000.0,-1.48875003262,0.178966114132,-7898311613.44
38.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7618027915.66
39.0,rejected,121803.896415,-1000.0,-9.99982319172e-11,0.260640721001,-7694694690.87
40.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7614135183.76
41.0,rejected,22161.7222713,-1000.0,-9.99982319172e-11,0.0,-7614381041.21
42.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7608332349.67
43.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7618617287.41
44.0,rejected,27081.4249816,-1000.0,-2.23503161965,0.0,-7930720345.14
45.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7627110776.94
46.0,rejected,55830.9919152,-1000.0,-1.20824876183,0.335068964385,-7846761028.74
47.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7616391565.31
48.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.158962235606,-7643280018.96
49.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7606180046.48
50.0,rejected,0.0,-1000.0,-0.673953791344,0.0,-7699983487.07
51.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7615717827.92
52.0,rejected,51620.5224596,-1000.0,-1.04035013869,0.156854106411,-7796713103.88
53.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7612834451.65
54.0,rejected,0.0,-1000.0,-0.780096854271,0.197878915588,-7742000495.07
55.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7605707677.37
56.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7617666390.87
57.0,rejected,47048.207242,-1000.0,-0.0312372584743,0.230451896649,-7686981109.77
58.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7625962284.19
59.0,rejected,32124.8654338,-1000.0,-9.99982319172e-11,0.223268862571,-7666042153.69
60.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7615665294.99
61.0,rejected,0.0,-1000.0,-0.362977757049,0.25610067924,-7688863518.45
62.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7606395323.85
63.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7612295671.6
64.0,rejected,26432.2335941,-1000.0,-9.99982319172e-11,0.0604136523305,-7626918049.24
65.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7627394908.31
66.0,rejected,23751.8709819,-1000.0,-0.761262301081,0.0171960372589,-7735581188.81
67.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7608533606.77
68.0,rejected,15028.1403102,-1000.0,-9.99982319172e-11,0.0,-7632617813.3
69.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7609024039.89
70.0,rejected,0.0,-1000.0,-0.42966180138,0.0,-7655095393.98
71.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7620982519.63
72.0,rejected,18882.265347,-1000.0,-0.30774578398,0.117220630863,-7690489981.0
73.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7619892743.14
74.0,rejected,9567.90440437,-1000.0,-0.549168866565,0.0,-7697312667.82
75.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7620301986.33
76.0,rejected,16869.866395,-1000.0,-0.329546230921,0.0,-7673068581.05
77.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7630940249.85
78.0,rejected,17216.4439568,-1000.0,-0.373111459467,0.00424570823032,-7671696472.95
79.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7616439745.78
80.0,rejected,0.0,-1000.0,-9.99982319172e-11,0.105674973177,-7619223676.8
81.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7608642915.2
82.0,rejected,10626.977681,-1000.0,-9.99982319172e-11,0.000659588456601,-7616840881.42
83.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7622646938.82
84.0,rejected,15039.3514993,-1000.0,-0.179182960318,0.0379888467343,-7654094571.94
85.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7599585199.49
86.0,accepted,0.0,-1000.0,-9.99982319172e-11,0.0,-7615085414.36
87.0,rejected,1477.01266544,-1000.0,-0.186631652329,0.0,-7647253962.73
88.0,rerun,0.0,-1000.0,-9.99982319172e-11,0.0,-7611231104.02
