turbine_capacity,htse_ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,scenario_label,location_label,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-turbine_capacity,ProbabilityWeight,PointProbability
1193.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,3920313353.09,0.0,3920313353.09,3920313353.09,3920313353.09,3920313353.09,3920313353.09,5.0,0.0,1,0.5,0.5,0.000838222967309
2386.0,-1000.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,ref,braidwood,7973531698.48,0.0,7973531698.48,7973531698.48,7973531698.48,7973531698.48,7973531698.48,5.0,0.0,2,0.5,0.5,0.000838222967309
