iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-382.0,-200.3,1201.8,-203.0,-1e+200,294741517.043,2623652.73335,294751736.536
1.0,accepted,203.0,-203.0,-383.659815936,-200.0,1211.98156737,-203.0,-1e+200,296132318.502,1999544.38003,296504323.228
2.0,rejected,203.0,-203.0,-380.0,-201.63354699,1209.63821048,-203.0,-1e+200,295927703.303,2423082.97064,295753926.306
3.0,rerun,203.0,-203.0,-383.659815936,-200.0,1211.98156737,-203.0,-1e+200,295654467.231,2854703.7156,295704739.8
4.0,rejected,203.0,-203.0,-380.302571531,-201.28010215,1210.98226631,-203.0,-1e+200,294604044.379,1842496.09706,294234137.837
5.0,rerun,203.0,-203.0,-383.659815936,-200.0,1211.98156737,-203.0,-1e+200,296518252.42,2728161.06044,296391538.035
6.0,rejected,203.0,-203.0,-380.0,-200.0,1209.23743368,-203.0,-1e+200,295723149.13,1912915.47104,295565620.598
7.0,rerun,203.0,-203.0,-383.659815936,-200.0,1211.98156737,-203.0,-1e+200,297135911.624,2520462.72495,296667528.357
8.0,accepted,203.0,-203.0,-386.476862023,-200.0,1214.63741689,-203.0,-1e+200,297597597.242,2822039.64166,297805840.078
9.0,rejected,203.0,-203.0,-384.198227014,-200.0,1215.90968454,-203.0,-1e+200,296182669.527,2874326.72477,295885947.446
10.0,rerun,203.0,-203.0,-386.476862023,-200.0,1214.63741689,-203.0,-1e+200,296156602.903,1609413.47104,296141938.711
11.0,rejected,203.0,-203.0,-387.292029686,-200.202775428,1213.80513022,-203.0,-1e+200,296480636.729,2322166.76597,296448782.179
12.0,rerun,203.0,-203.0,-386.476862023,-200.0,1214.63741689,-203.0,-1e+200,297119676.934,3017080.38966,297434465.759
13.0,rejected,203.0,-203.0,-385.643624531,-200.0,1215.43903432,-203.0,-1e+200,296811844.218,3632014.80168,296531115.568
14.0,rerun,203.0,-203.0,-386.476862023,-200.0,1214.63741689,-203.0,-1e+200,296612738.278,2922145.87018,296787987.703
15.0,accepted,203.0,-203.0,-386.592027158,-200.045434269,1213.96623399,-203.0,-1e+200,297184550.198,3028653.51034,297209752.41
16.0,accepted,203.0,-203.0,-386.168565078,-200.0,1214.20499636,-203.0,-1e+200,297251476.641,1918530.83736,297182554.007
17.0,rejected,203.0,-203.0,-385.790756544,-200.0,1214.29540257,-203.0,-1e+200,297021816.409,1957248.85349,297449267.101
18.0,rerun,203.0,-203.0,-386.168565078,-200.0,1214.20499636,-203.0,-1e+200,296541066.72,2326869.60539,297095649.222
19.0,rejected,203.0,-203.0,-386.464169765,-200.0,1214.1766301,-203.0,-1e+200,296513575.694,3163081.76882,297137425.063
20.0,rerun,203.0,-203.0,-386.168565078,-200.0,1214.20499636,-203.0,-1e+200,296634577.586,2959860.38528,296451103.383
21.0,rejected,203.0,-203.0,-386.28941616,-200.000225138,1214.34662771,-203.0,-1e+200,296274176.659,2837594.37624,295868771.865
22.0,rerun,203.0,-203.0,-386.168565078,-200.0,1214.20499636,-203.0,-1e+200,295294168.188,2189978.61087,295373571.802
23.0,accepted,203.0,-203.0,-386.081683757,-200.008074122,1214.28057972,-203.0,-1e+200,296831135.049,2987304.84875,296959694.004
24.0,rejected,203.0,-203.0,-385.964707019,-200.0,1214.24096645,-203.0,-1e+200,296778298.615,1838362.76655,296495165.163
25.0,rerun,203.0,-203.0,-386.081683757,-200.008074122,1214.28057972,-203.0,-1e+200,296371069.01,2432004.87161,295897093.61
26.0,rejected,203.0,-203.0,-386.134958962,-200.0,1214.23663735,-203.0,-1e+200,296526348.199,2418519.36521,296876933.82
27.0,rerun,203.0,-203.0,-386.081683757,-200.008074122,1214.28057972,-203.0,-1e+200,297363501.859,2193858.49466,297426978.0
28.0,accepted,203.0,-203.0,-386.080198585,-200.0175211,1214.27502191,-203.0,-1e+200,297179074.403,2798729.55118,296727106.206
29.0,rejected,203.0,-203.0,-386.082233637,-200.011499757,1214.24745206,-203.0,-1e+200,297068076.09,2758708.01888,296938984.909
30.0,rerun,203.0,-203.0,-386.080198585,-200.0175211,1214.27502191,-203.0,-1e+200,296653950.198,2372159.66357,297381271.995
31.0,rejected,203.0,-203.0,-386.088279856,-200.017452211,1214.24558813,-203.0,-1e+200,296913923.018,2440296.2364,296685407.155
32.0,rerun,203.0,-203.0,-386.080198585,-200.0175211,1214.27502191,-203.0,-1e+200,297297218.992,2997590.48351,297736300.132
33.0,accepted,203.0,-203.0,-386.078428218,-200.018945705,1214.29327099,-203.0,-1e+200,297639901.32,2375982.72754,297944492.282
34.0,rejected,203.0,-203.0,-386.075661513,-200.020984534,1214.28687181,-203.0,-1e+200,297306105.69,2975175.923,298439204.597
35.0,rerun,203.0,-203.0,-386.078428218,-200.018945705,1214.29327099,-203.0,-1e+200,296753325.387,2526864.09186,296812155.399
36.0,rejected,203.0,-203.0,-386.080279962,-200.017591906,1214.2889458,-203.0,-1e+200,296056292.999,2619557.62136,295873087.334
37.0,rerun,203.0,-203.0,-386.078428218,-200.018945705,1214.29327099,-203.0,-1e+200,296148897.931,2575824.59966,296323391.462
38.0,accepted,203.0,-203.0,-386.076875136,-200.018433862,1214.29851388,-203.0,-1e+200,296930786.873,2513520.65955,297557266.526
39.0,rejected,203.0,-203.0,-386.081752212,-200.019001498,1214.29569,-203.0,-1e+200,296877229.357,2563437.76193,296457421.786
40.0,rerun,203.0,-203.0,-386.076875136,-200.018433862,1214.29851388,-203.0,-1e+200,296424612.284,1671650.01484,296175734.174
41.0,accepted,203.0,-203.0,-386.073237522,-200.018040395,1214.29752852,-203.0,-1e+200,298063586.239,1977615.51138,297865082.356
42.0,rejected,203.0,-203.0,-386.070631059,-200.017718282,1214.29721638,-203.0,-1e+200,297073691.636,3299457.15407,297106179.833
43.0,rerun,203.0,-203.0,-386.073237522,-200.018040395,1214.29752852,-203.0,-1e+200,296087908.189,2698346.03794,296148852.75
44.0,accepted,203.0,-203.0,-386.073538233,-200.017768417,1214.29871718,-203.0,-1e+200,297096568.745,3091143.37686,296939603.178
45.0,rejected,203.0,-203.0,-386.075384894,-200.017532771,1214.29732663,-203.0,-1e+200,296797336.823,2297339.98134,297362327.953
46.0,rerun,203.0,-203.0,-386.073538233,-200.017768417,1214.29871718,-203.0,-1e+200,298059230.724,2680342.05761,298452210.184
47.0,rejected,203.0,-203.0,-386.072167886,-200.017661422,1214.29973812,-203.0,-1e+200,296696861.367,2835838.7888,296240223.747
48.0,rerun,203.0,-203.0,-386.073538233,-200.017768417,1214.29871718,-203.0,-1e+200,296805927.315,2671162.31348,296942238.983
49.0,rejected,203.0,-203.0,-386.072991894,-200.017657088,1214.29951372,-203.0,-1e+200,297203426.524,2887917.81926,297704683.343
