RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__naphtha,Dispatch__ft__production__h2,Dispatch__ft__production__diesel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,PointProbability,ProbabilityWeight,prefix
0,0.0,0,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,14.9197033424,1.0,1.0,1
0,0.0,0,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.1725706039,1.0,1.0,1
0,0.0,0,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,21.5593819054,1.0,1.0,1
0,0.0,0,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.1382241007,1.0,1.0,1
0,0.0,0,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,42.4526474677,1.0,1.0,1
0,0.0,0,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.5377218331,1.0,1.0,1
0,0.0,0,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,15.5959567782,1.0,1.0,1
0,0.0,0,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,4.49942285699,1.0,1.0,1
0,0.0,0,2031,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.4767086302,1.0,1.0,1
0,0.0,0,2032,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.1361887744,1.0,1.0,1
0,0.0,1,2013,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.256520342476,1.0,1.0,1
0,0.0,1,2014,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.432120865049,1.0,1.0,1
0,0.0,1,2015,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,2.99107494043,1.0,1.0,1
0,0.0,1,2016,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.575041736336,1.0,1.0,1
0,0.0,1,2017,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.605687956697,1.0,1.0,1
0,0.0,1,2018,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-3.80155946003,1.0,1.0,1
0,0.0,1,2019,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.39373853857,1.0,1.0,1
0,0.0,1,2020,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.757405504415,1.0,1.0,1
0,0.0,1,2021,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.1141567369,1.0,1.0,1
0,0.0,1,2022,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.455386077804,1.0,1.0,1
0,0.0,1,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.216944774388,1.0,1.0,1
0,0.0,1,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,3.78459608632,1.0,1.0,1
0,0.0,1,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.400285353954,1.0,1.0,1
0,0.0,1,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.497759110813,1.0,1.0,1
0,0.0,1,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.360835379347,1.0,1.0,1
0,0.0,1,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.36086526949,1.0,1.0,1
0,0.0,1,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.693092189088,1.0,1.0,1
0,0.0,1,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.254995366401,1.0,1.0,1
0,0.0,1,2031,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.422820545573,1.0,1.0,1
0,0.0,1,2032,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.189003266707,1.0,1.0,1
0,0.0,2,2013,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.60133307014,1.0,1.0,1
0,0.0,2,2014,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.411668498571,1.0,1.0,1
0,0.0,2,2015,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.25351824434,1.0,1.0,1
0,0.0,2,2016,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.94311488693,1.0,1.0,1
0,0.0,2,2017,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.92992473734,1.0,1.0,1
0,0.0,2,2018,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.18784163925,1.0,1.0,1
0,0.0,2,2019,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.66515558655,1.0,1.0,1
0,0.0,2,2020,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.380171432902,1.0,1.0,1
0,0.0,2,2021,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.34028588858,1.0,1.0,1
0,0.0,2,2022,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.956001556005,1.0,1.0,1
0,0.0,2,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.316508179904,1.0,1.0,1
0,0.0,2,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,22.2909690668,1.0,1.0,1
0,0.0,2,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.933841830434,1.0,1.0,1
0,0.0,2,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.205723705401,1.0,1.0,1
0,0.0,2,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.029598769297,1.0,1.0,1
0,0.0,2,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.98588446986,1.0,1.0,1
0,0.0,2,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.186687617309,1.0,1.0,1
0,0.0,2,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,2.12259130697,1.0,1.0,1
0,0.0,2,2031,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.228156545949,1.0,1.0,1
0,0.0,2,2032,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.378547840106,1.0,1.0,1
0,0.0,3,2013,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,17.5431656686,1.0,1.0,1
0,0.0,3,2014,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,17.0597730973,1.0,1.0,1
0,0.0,3,2015,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,16.6644103155,1.0,1.0,1
0,0.0,3,2016,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,20.9233586844,1.0,1.0,1
0,0.0,3,2017,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.580090385967,1.0,1.0,1
0,0.0,3,2018,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,34.0643468054,1.0,1.0,1
0,0.0,3,2019,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.2768607704,1.0,1.0,1
0,0.0,3,2020,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,14.6687136839,1.0,1.0,1
0,0.0,3,2021,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,3.18169180669,1.0,1.0,1
0,0.0,3,2022,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,24.8348059959,1.0,1.0,1
0,0.0,3,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,31.4119585608,1.0,1.0,1
0,0.0,3,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.750149698298,1.0,1.0,1
0,0.0,3,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,19.956046733,1.0,1.0,1
0,0.0,3,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,19.8667558581,1.0,1.0,1
0,0.0,3,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,49.2946619676,1.0,1.0,1
0,0.0,3,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.72177066699,1.0,1.0,1
0,0.0,3,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,15.4496407939,1.0,1.0,1
0,0.0,3,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.18382842428,1.0,1.0,1
0,0.0,3,2031,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,15.778698221,1.0,1.0,1
0,0.0,3,2032,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,27.7395754491,1.0,1.0,1
0,0.0,4,2013,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,17.7694402062,1.0,1.0,1
0,0.0,4,2014,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.484875422425,1.0,1.0,1
0,0.0,4,2015,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.884219516056,1.0,1.0,1
0,0.0,4,2016,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.441814561722,1.0,1.0,1
0,0.0,4,2017,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,22.7915401008,1.0,1.0,1
0,0.0,4,2018,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.10963562884,1.0,1.0,1
0,0.0,4,2019,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,21.8740959722,1.0,1.0,1
0,0.0,4,2020,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.41373204309,1.0,1.0,1
0,0.0,4,2021,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.23508535039,1.0,1.0,1
0,0.0,4,2022,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,21.3986358025,1.0,1.0,1
0,0.0,4,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.0591328364524,1.0,1.0,1
0,0.0,4,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.178175849842,1.0,1.0,1
0,0.0,4,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.446336181613,1.0,1.0,1
0,0.0,4,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-7.37692930268,1.0,1.0,1
0,0.0,4,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.44989841392,1.0,1.0,1
0,0.0,4,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.221120258381,1.0,1.0,1
0,0.0,4,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.581134023359,1.0,1.0,1
0,0.0,4,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.86106495256,1.0,1.0,1
0,0.0,4,2031,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,13.3230082125,1.0,1.0,1
0,0.0,4,2032,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.199637307837,1.0,1.0,1
0,0.0,5,2013,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.558362946853,1.0,1.0,1
0,0.0,5,2014,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,26.3209301654,1.0,1.0,1
0,0.0,5,2015,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.139298669577,1.0,1.0,1
0,0.0,5,2016,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,18.1013688614,1.0,1.0,1
0,0.0,5,2017,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.453132493275,1.0,1.0,1
0,0.0,5,2018,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,33.3547833787,1.0,1.0,1
0,0.0,5,2019,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.364913610448,1.0,1.0,1
0,0.0,5,2020,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.00929439277251,1.0,1.0,1
0,0.0,5,2021,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.96440111679,1.0,1.0,1
0,0.0,5,2022,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-2.10237237159,1.0,1.0,1
0,0.0,5,2023,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,10.0604345079,1.0,1.0,1
0,0.0,5,2024,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-4.92034262222,1.0,1.0,1
0,0.0,5,2025,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-1.53040530294,1.0,1.0,1
0,0.0,5,2026,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.661877420283,1.0,1.0,1
0,0.0,5,2027,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,32.9802804707,1.0,1.0,1
0,0.0,5,2028,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,25.2440523421,1.0,1.0,1
0,0.0,5,2029,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,0.194855812026,1.0,1.0,1
0,0.0,5,2030,1.0,522.0,-507.0,12740.91,10673.592,8810.5217,-12741.0,5913.7472,-14.9,-0.1,-8810.5217,-10673.592,-5913.7472,199.90513,0.0,0.09,-0.235002534625,1.0,1.0,1
