SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,PointProbability,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,284164432.759,2894194.81405,284146364.732,288131064.953,278941618.509,279730244.475,288072144.294,13.0,8.37636362167e+12,0.0952380952381,1.443001443e-07,20,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,290546539.802,2798391.7291,290412954.376,295590773.17,286575219.096,286842658.438,295400605.235,16.0,7.83099626948e+12,0.0952380952381,1.443001443e-07,21,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,292621274.927,2237143.35968,293268098.484,295035183.848,287544667.975,288913023.897,294869384.099,18.0,5.00481041178e+12,0.0952380952381,1.443001443e-07,22,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,296978475.598,2150329.0949,297406212.446,299986031.111,291567946.451,293708428.105,299544522.433,15.0,4.62391521638e+12,0.0952380952381,1.443001443e-07,23,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,298773556.741,2531454.47439,299349055.116,302374267.097,294773031.103,294928736.77,302029490.479,17.0,6.40826175591e+12,0.0952380952381,1.443001443e-07,24,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,302026601.306,2482339.91957,302555173.993,307682805.557,297287501.9,298129436.539,305199174.886,17.0,6.16201147628e+12,0.0952380952381,1.443001443e-07,25,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,302101637.436,2607466.17324,301624855.387,307524259.862,298669234.033,298697515.135,306156125.536,16.0,6.7988798446e+12,0.0952380952381,1.443001443e-07,26,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-360.0,-203.0,1300.0,-203.0,-1e+200,304433324.73,2739214.67208,304571000.727,309629205.485,300028490.132,300454219.932,309312872.683,19.0,7.50329701976e+12,0.0952380952381,1.443001443e-07,27,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-340.0,-203.0,300.0,-203.0,-1e+200,270605612.459,2673266.87359,270861104.318,273354679.298,266719306.05,267225455.611,273289403.592,6.0,7.14635577744e+12,0.0952380952381,1.443001443e-07,28,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-340.0,-203.0,600.0,-203.0,-1e+200,281116193.281,2521983.27922,281223962.551,287763556.457,277034266.482,277896515.662,284938032.546,17.0,6.36039966066e+12,0.0952380952381,1.443001443e-07,29,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-340.0,-203.0,800.0,-203.0,-1e+200,286562547.134,2582600.08889,287395831.94,291008915.64,281974120.97,282362676.137,289441024.526,16.0,6.66982321914e+12,0.0952380952381,1.443001443e-07,30,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-340.0,-203.0,1000.0,-203.0,-1e+200,292397663.073,2490061.3411,292476734.347,298277560.569,289384895.363,289397318.94,296433143.821,15.0,6.20040548246e+12,0.0952380952381,1.443001443e-07,32,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-340.0,-203.0,900.0,-203.0,-1e+200,289725593.204,2323988.61333,289950336.62,292676176.593,284524043.02,286098945.333,292491063.028,17.0,5.40092307489e+12,0.0952380952381,1.443001443e-07,31,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-340.0,-203.0,1100.0,-203.0,-1e+200,294393604.134,2362531.31724,294865525.784,300028878.074,290689208.902,291118741.675,297076013.95,18.0,5.58155422492e+12,0.0952380952381,1.443001443e-07,33,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-340.0,-203.0,1200.0,-203.0,-1e+200,296902644.594,1877797.27481,297250662.931,300456948.206,292890710.782,293734587.899,299050647.819,19.0,3.52612260527e+12,0.0952380952381,1.443001443e-07,34,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-340.0,-203.0,1218.0,-203.0,-1e+200,297443127.405,2595256.14201,297393929.07,301739310.473,293691648.364,293789584.606,301675260.002,16.0,6.73535444262e+12,0.0952380952381,1.443001443e-07,35,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-340.0,-203.0,1300.0,-203.0,-1e+200,298175305.394,2358753.6606,298534734.159,301854275.614,292679135.442,294338751.655,301657250.245,19.0,5.56371883138e+12,0.0952380952381,1.443001443e-07,36,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-320.0,-203.0,300.0,-203.0,-1e+200,267056709.597,1984650.00131,267348817.707,270520148.537,263394107.59,264267463.99,269666114.132,10.0,3.93883562772e+12,0.0952380952381,1.443001443e-07,37,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-320.0,-203.0,600.0,-203.0,-1e+200,275717080.927,1570525.41719,275808874.238,278350408.322,273464975.187,273597536.72,277874603.913,11.0,2.46655008603e+12,0.0952380952381,1.443001443e-07,38,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-320.0,-203.0,800.0,-203.0,-1e+200,282649718.484,2548546.85641,282460471.733,285988010.837,277422344.987,278990957.959,285567260.038,13.0,6.49509107932e+12,0.0952380952381,1.443001443e-07,39,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-320.0,-203.0,1000.0,-203.0,-1e+200,287304409.591,1867356.09303,286503624.609,290967045.637,283919859.398,285115917.127,289999650.306,13.0,3.48701877818e+12,0.0952380952381,1.443001443e-07,41,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-320.0,-203.0,900.0,-203.0,-1e+200,284944409.961,1791389.80628,284712831.472,288158345.038,281424652.885,282129276.709,287498913.139,16.0,3.20907743806e+12,0.0952380952381,1.443001443e-07,40,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-320.0,-203.0,1100.0,-203.0,-1e+200,289273123.793,2063293.76707,288880831.595,292772811.606,286047483.773,286338654.116,292189661.991,16.0,4.25718116923e+12,0.0952380952381,1.443001443e-07,42,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-320.0,-203.0,1200.0,-203.0,-1e+200,291478905.209,2043849.4808,291593476.585,294724978.736,288513512.805,288597789.481,294210521.496,15.0,4.17732070018e+12,0.0952380952381,1.443001443e-07,43,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-320.0,-203.0,1218.0,-203.0,-1e+200,292400221.115,3105498.78131,291849838.379,297414966.12,287620674.936,288180403.649,297172389.605,18.0,9.64412268073e+12,0.0952380952381,1.443001443e-07,44,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-300.0,-203.0,300.0,-203.0,-1e+200,266456313.296,3760404.67953,267047261.396,269886255.815,262435422.678,262896606.549,269602356.373,3.0,1.41406433538e+13,0.0952380952381,1.443001443e-07,46,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-320.0,-203.0,1300.0,-203.0,-1e+200,293978684.885,1582256.95394,294207086.051,296937918.188,292056438.736,292141407.157,296598052.706,17.0,2.5035370683e+12,0.0952380952381,1.443001443e-07,45,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-300.0,-203.0,600.0,-203.0,-1e+200,273543948.897,3323053.71276,274372898.394,278082183.869,267783966.524,268259873.758,277941423.387,11.0,1.10426859779e+13,0.0952380952381,1.443001443e-07,47,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-300.0,-203.0,800.0,-203.0,-1e+200,277213723.518,2002116.57303,276763931.017,279998120.055,273730047.737,274087984.156,279971489.465,12.0,4.00847077202e+12,0.0952380952381,1.443001443e-07,48,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-300.0,-203.0,1000.0,-203.0,-1e+200,282402573.107,1927553.22897,282030012.726,286283688.416,279045766.003,280063482.045,285242008.507,11.0,3.71546145051e+12,0.0952380952381,1.443001443e-07,50,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-300.0,-203.0,900.0,-203.0,-1e+200,278983995.799,2510963.40735,279587319.855,282784011.841,274619994.991,275400400.405,282042524.457,8.0,6.30493723305e+12,0.0952380952381,1.443001443e-07,49,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-300.0,-203.0,1100.0,-203.0,-1e+200,283594299.246,3660776.8768,283086850.694,289798235.703,276963668.07,278285186.055,289652091.225,15.0,1.34012873417e+13,0.0952380952381,1.443001443e-07,51,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-300.0,-203.0,1200.0,-203.0,-1e+200,286430718.801,2549765.53452,286876572.339,289882678.031,281944506.332,282464256.733,289667587.594,16.0,6.50130428104e+12,0.0952380952381,1.443001443e-07,52,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-300.0,-203.0,1218.0,-203.0,-1e+200,285827346.903,2428450.75582,285291649.588,290377369.157,282422876.809,282940094.367,289479318.052,11.0,5.89737307346e+12,0.0952380952381,1.443001443e-07,53,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-280.0,-203.0,300.0,-203.0,-1e+200,261578815.52,1764387.46994,262004683.884,263180741.304,259125153.008,259490858.381,263070556.949,4.0,3.11306314407e+12,0.0952380952381,1.443001443e-07,55,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-300.0,-203.0,1300.0,-203.0,-1e+200,287318210.657,2975921.52454,287253789.286,294307862.338,281596563.834,283633034.685,292337968.94,14.0,8.85610892022e+12,0.0952380952381,1.443001443e-07,54,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-280.0,-203.0,600.0,-203.0,-1e+200,268336462.604,2286693.89155,268760771.305,271864715.851,264563219.271,265171099.528,271340610.849,9.0,5.22896895365e+12,0.0952380952381,1.443001443e-07,56,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-280.0,-203.0,800.0,-203.0,-1e+200,272994038.777,1643599.15607,272367934.124,275739335.624,271144730.248,271339243.237,275430981.313,9.0,2.70141818585e+12,0.0952380952381,1.443001443e-07,57,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-280.0,-203.0,900.0,-203.0,-1e+200,275553693.44,2004195.97383,275250240.77,278986234.014,273038574.636,273270145.185,278752758.86,10.0,4.0168015015e+12,0.0952380952381,1.443001443e-07,58,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-280.0,-203.0,1000.0,-203.0,-1e+200,274971309.959,3026511.87892,274143637.396,279784465.782,270677528.126,271481103.741,279270314.85,9.0,9.15977415325e+12,0.0952380952381,1.443001443e-07,59,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-280.0,-203.0,1100.0,-203.0,-1e+200,278261947.697,3194529.40043,278076281.886,282362906.57,272573831.409,273427937.969,282107716.515,11.0,1.02050180902e+13,0.0952380952381,1.443001443e-07,60,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-280.0,-203.0,1200.0,-203.0,-1e+200,279898417.015,1741554.12498,279495487.514,283366606.028,277117244.415,277753821.867,282479520.939,10.0,3.03301077023e+12,0.0952380952381,1.443001443e-07,61,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-280.0,-203.0,1218.0,-203.0,-1e+200,280314786.749,2270052.43205,279731989.886,285888739.309,278182209.254,278250629.785,284231564.479,11.0,5.15313804424e+12,0.0952380952381,1.443001443e-07,62,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-280.0,-203.0,1300.0,-203.0,-1e+200,282276147.957,1594565.56275,282538726.506,284743098.607,279280076.403,279656409.924,284564814.927,13.0,2.54263933389e+12,0.0952380952381,1.443001443e-07,63,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-260.0,-203.0,300.0,-203.0,-1e+200,258085504.324,2256906.1808,258608993.178,260440842.422,254642521.783,255074646.022,260290795.978,6.0,5.09362550892e+12,0.0952380952381,1.443001443e-07,64,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-260.0,-203.0,600.0,-203.0,-1e+200,263057874.59,1951944.32583,263352760.838,265435998.558,259339920.089,260139212.989,265393003.907,12.0,3.81008665113e+12,0.0952380952381,1.443001443e-07,65,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-260.0,-203.0,800.0,-203.0,-1e+200,266188027.557,2066247.55609,266251641.762,268824688.37,263670687.343,263742730.629,268799108.497,8.0,4.26937896304e+12,0.0952380952381,1.443001443e-07,66,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-260.0,-203.0,1000.0,-203.0,-1e+200,269387467.202,2118680.56634,269529508.898,274467917.229,266435077.174,266715922.472,272546355.388,11.0,4.4888073422e+12,0.0952380952381,1.443001443e-07,68,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-260.0,-203.0,900.0,-203.0,-1e+200,267250280.16,2418763.56658,266940177.225,272024166.502,263165766.705,264388362.258,270763027.849,12.0,5.85041719102e+12,0.0952380952381,1.443001443e-07,67,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-260.0,-203.0,1100.0,-203.0,-1e+200,269559190.118,1993831.51543,269145665.787,273019850.488,266906429.472,267138623.22,272781282.487,13.0,3.97536411191e+12,0.0952380952381,1.443001443e-07,69,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-260.0,-203.0,1200.0,-203.0,-1e+200,272171630.226,2259878.18581,272986204.77,275282983.217,266376938.742,268250027.403,274831716.862,19.0,5.10704941472e+12,0.0952380952381,1.443001443e-07,70,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-260.0,-203.0,1218.0,-203.0,-1e+200,272306173.649,2572572.68727,272103389.632,276398376.549,268152215.53,268813956.969,276192398.486,17.0,6.6181302313e+12,0.0952380952381,1.443001443e-07,71,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-240.0,-203.0,300.0,-203.0,-1e+200,252719059.39,2806051.78446,252973300.22,255663210.641,249266426.476,249641715.243,255440466.373,4.0,7.87392661707e+12,0.0952380952381,1.443001443e-07,73,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-260.0,-203.0,1300.0,-203.0,-1e+200,273675295.505,2453648.55441,273908704.009,277866509.765,267519424.643,270698741.517,277538912.335,20.0,6.02039122854e+12,0.0952380952381,1.443001443e-07,72,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-240.0,-203.0,600.0,-203.0,-1e+200,258385074.083,1574715.88304,258356510.577,260903592.952,256330921.265,256390890.567,260526727.959,9.0,2.47973011229e+12,0.0952380952381,1.443001443e-07,74,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-240.0,-203.0,800.0,-203.0,-1e+200,259322096.451,1634022.53124,258791036.647,263473843.14,257366289.979,257622404.084,262180599.915,16.0,2.67002963259e+12,0.0952380952381,1.443001443e-07,75,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-240.0,-203.0,900.0,-203.0,-1e+200,260257220.04,2105026.68089,259691463.899,264539545.806,257067349.112,257702772.196,263844432.982,20.0,4.43113732726e+12,0.0952380952381,1.443001443e-07,76,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-240.0,-203.0,1000.0,-203.0,-1e+200,258747243.456,2061007.01043,258761470.468,262283664.544,255654539.091,256284680.879,261827389.639,19.0,4.24774989704e+12,0.0952380952381,1.443001443e-07,77,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-240.0,-203.0,1100.0,-203.0,-1e+200,257481700.19,1905772.84141,257565385.666,262888543.83,254371072.298,254621179.181,259720758.451,19.0,3.63197012304e+12,0.0952380952381,1.443001443e-07,78,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-240.0,-203.0,1200.0,-203.0,-1e+200,256773244.875,2433573.97014,257091100.538,260642410.011,251011833.274,252057150.148,259637814.145,20.0,5.92228226814e+12,0.0952380952381,1.443001443e-07,79,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-240.0,-203.0,1218.0,-203.0,-1e+200,255640083.002,1810708.78622,255611313.867,258585552.329,252983211.816,253297699.157,258447973.942,20.0,3.2786663085e+12,0.0952380952381,1.443001443e-07,80,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-240.0,-203.0,1300.0,-203.0,-1e+200,253633970.886,2287682.17885,253393977.583,257938099.21,249764989.665,250503053.806,257844298.855,20.0,5.23348975141e+12,0.0952380952381,1.443001443e-07,81,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-220.0,-203.0,300.0,-203.0,-1e+200,244992496.465,1797727.15031,244833930.811,247098881.854,241687131.641,242389509.781,246944430.325,9.0,3.23182290698e+12,0.0952380952381,1.443001443e-07,82,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-220.0,-203.0,600.0,-203.0,-1e+200,243454428.294,1996182.61762,243295333.917,247593957.395,239775789.934,240285815.552,245949422.307,20.0,3.98474504289e+12,0.0952380952381,1.443001443e-07,83,0.25,0.00108225108225,0.0454545454545
203.0,-203.0,-220.0,-203.0,800.0,-203.0,-1e+200,240477484.533,2278606.63715,240749203.901,244277422.264,235785986.278,237130952.034,243999776.873,20.0,5.19204820685e+12,0.0952380952381,1.443001443e-07,84,0.15,0.000649350649351,0.0454545454545
203.0,-203.0,-220.0,-203.0,900.0,-203.0,-1e+200,236800925.26,1844359.30365,236360050.104,240813082.024,232961892.158,234854560.276,239797823.451,20.0,3.40166124095e+12,0.0952380952381,1.443001443e-07,85,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-220.0,-203.0,1000.0,-203.0,-1e+200,236443759.093,2123052.18842,236222869.456,240831998.172,233153338.001,233740603.679,240219663.143,20.0,4.50735059474e+12,0.0952380952381,1.443001443e-07,86,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-220.0,-203.0,1100.0,-203.0,-1e+200,234250644.862,1598164.74019,234648719.294,236702869.267,231834620.125,231837946.011,236611165.867,20.0,2.55413053678e+12,0.0952380952381,1.443001443e-07,87,0.1,0.0004329004329,0.0454545454545
203.0,-203.0,-220.0,-203.0,1200.0,-203.0,-1e+200,232389753.985,2278806.50583,232653944.759,236665263.312,228428691.823,228433505.541,236006164.141,20.0,5.19295909099e+12,0.0952380952381,1.443001443e-07,88,0.059,0.000255411255411,0.0454545454545
203.0,-203.0,-220.0,-203.0,1218.0,-203.0,-1e+200,232114325.054,2045901.05552,232308564.452,235900189.439,228430136.612,229137914.252,235307959.034,20.0,4.18571112897e+12,0.0952380952381,1.443001443e-07,89,0.05,0.00021645021645,0.0454545454545
203.0,-203.0,-220.0,-203.0,1300.0,-203.0,-1e+200,231108078.634,1995189.13302,231206550.283,235246809.379,228019225.658,228638993.136,234019755.006,20.0,3.98077967653e+12,0.0952380952381,1.443001443e-07,90,0.041,0.000177489177489,0.0454545454545
203.0,-203.0,-200.0,-203.0,300.0,-203.0,-1e+200,226605011.682,2346797.5053,226045819.461,231610115.46,223859594.508,223909091.603,230645302.086,20.0,5.50745853089e+12,0.0714285714286,1.443001443e-07,91,0.15,0.000487012987013,0.0454545454545
203.0,-203.0,-200.0,-203.0,600.0,-203.0,-1e+200,221098151.54,1824999.09147,220967371.433,224024922.845,216998202.129,218123099.284,223437174.467,20.0,3.33062168386e+12,0.0714285714286,1.443001443e-07,92,0.25,0.000811688311688,0.0454545454545
203.0,-203.0,-200.0,-203.0,800.0,-203.0,-1e+200,216330334.722,2050906.74534,216237041.461,220270727.494,212276272.051,213265254.448,220219568.061,20.0,4.2062184781e+12,0.0714285714286,1.443001443e-07,93,0.15,0.000487012987013,0.0454545454545
203.0,-203.0,-200.0,-203.0,900.0,-203.0,-1e+200,214835335.096,2019263.99562,215107907.478,218320794.354,211358389.792,211737293.068,217666505.777,19.0,4.077427084e+12,0.0714285714286,1.443001443e-07,94,0.1,0.000324675324675,0.0454545454545
203.0,-203.0,-200.0,-203.0,1000.0,-203.0,-1e+200,213546661.657,1998672.03622,213835696.952,216799844.761,210615689.647,210700480.032,216250527.183,20.0,3.99468990836e+12,0.0714285714286,1.443001443e-07,95,0.1,0.000324675324675,0.0454545454545
203.0,-203.0,-200.0,-203.0,1100.0,-203.0,-1e+200,211722046.031,2077937.84163,211944563.256,216887453.024,208796396.855,208958582.926,214658709.246,19.0,4.31782567367e+12,0.0714285714286,1.443001443e-07,96,0.1,0.000324675324675,0.0454545454545
203.0,-203.0,-200.0,-203.0,1200.0,-203.0,-1e+200,208551967.966,1770853.12586,208416545.707,211582210.982,205074741.497,205418795.012,211222471.469,20.0,3.13592079338e+12,0.0714285714286,1.443001443e-07,97,0.059,0.000191558441558,0.0454545454545
203.0,-203.0,-200.0,-203.0,1218.0,-203.0,-1e+200,208750692.234,1905749.69159,208582402.806,212039183.741,205551979.824,206359559.502,211722038.757,20.0,3.631881887e+12,0.0714285714286,1.443001443e-07,98,0.05,0.000162337662338,0.0454545454545
203.0,-203.0,-200.0,-203.0,1300.0,-203.0,-1e+200,208429191.074,2214978.15438,208546224.636,211893912.695,203489373.036,205027375.099,211214982.59,20.0,4.90612822437e+12,0.0714285714286,1.443001443e-07,99,0.041,0.000133116883117,0.0454545454545
203.0,-203.0,-190.0,-203.0,300.0,-203.0,-1e+200,214856901.239,1351525.68409,214895655.316,216830954.94,211497533.013,213046127.921,216715506.247,20.0,1.82662167475e+12,0.0238095238095,1.443001443e-07,100,0.15,0.000162337662338,0.0454545454545
203.0,-203.0,-190.0,-203.0,600.0,-203.0,-1e+200,209264270.384,1182656.8284,209109761.028,211592764.28,207733191.091,207908258.38,211218066.455,20.0,1.39867717377e+12,0.0238095238095,1.443001443e-07,101,0.25,0.000270562770563,0.0454545454545
203.0,-203.0,-190.0,-203.0,800.0,-203.0,-1e+200,205507436.153,1753178.61766,205454990.001,209132182.913,202794902.985,202812452.575,208983079.786,20.0,3.07363526543e+12,0.0238095238095,1.443001443e-07,102,0.15,0.000162337662338,0.0454545454545
203.0,-203.0,-190.0,-203.0,900.0,-203.0,-1e+200,203350316.48,1979883.87294,202999635.289,208041662.488,200127822.353,200232227.509,207027015.317,20.0,3.91994015031e+12,0.0238095238095,1.443001443e-07,103,0.1,0.000108225108225,0.0454545454545
203.0,-203.0,-190.0,-203.0,1000.0,-203.0,-1e+200,201970774.198,1893684.51295,202172758.973,205214098.288,196905983.699,198648543.939,204606122.686,20.0,3.58604103458e+12,0.0238095238095,1.443001443e-07,104,0.1,0.000108225108225,0.0454545454545
