SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-NewBOP_capacity,PointProbability,prefix,ProbabilityWeight-TES_capacity,ProbabilityWeight,ProbabilityWeight-Charger_capacity
203.0,-203.0,-190.0,-203.0,1100.0,-203.0,-1e+200,199656481.832,1970763.08103,200186448.307,202525095.369,195556244.951,195927727.936,202308374.778,20.0,3.88390712157e+12,0.0238095238095,1.443001443e-07,105,0.1,0.000108225108225,0.0454545454545
203.0,-203.0,-190.0,-203.0,1200.0,-203.0,-1e+200,198151711.879,1761772.37175,197887175.84,201919855.994,195549909.338,195595362.53,201196683.271,19.0,3.10384188986e+12,0.0238095238095,1.443001443e-07,106,0.059,6.38528138528e-05,0.0454545454545
203.0,-203.0,-190.0,-203.0,1218.0,-203.0,-1e+200,197950969.83,2195053.01583,197977214.213,201033289.205,193319015.688,194643140.156,200982385.605,20.0,4.81825774229e+12,0.0238095238095,1.443001443e-07,107,0.05,5.41125541126e-05,0.0454545454545
203.0,-203.0,-400.0,-200.0,300.0,-203.0,-1e+200,272669125.961,2009455.19257,272267890.017,277196216.322,269798641.624,270153562.102,276209093.193,15.0,4.03791017095e+12,0.047619047619,1.443001443e-07,109,0.15,0.000865800865801,0.121212121212
203.0,-203.0,-190.0,-203.0,1300.0,-203.0,-1e+200,196603924.136,1660901.33717,196837630.821,199361691.591,193773769.31,193843048.686,198610516.771,20.0,2.75859325182e+12,0.0238095238095,1.443001443e-07,108,0.041,4.43722943723e-05,0.0454545454545
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,289030968.321,2207380.22103,289808359.816,291741943.436,284984750.642,285839189.216,291716380.364,18.0,4.87252744017e+12,0.047619047619,1.443001443e-07,110,0.25,0.001443001443,0.121212121212
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,297100718.182,2724080.3834,296941104.93,301548614.861,291048937.812,292427392.305,300484466.415,20.0,7.42061393523e+12,0.047619047619,1.443001443e-07,111,0.15,0.000865800865801,0.121212121212
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,300100611.319,2639276.52248,300513006.849,304880688.313,295556121.567,296062076.032,303688913.618,18.0,6.96578056213e+12,0.047619047619,1.443001443e-07,112,0.1,0.000577200577201,0.121212121212
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,302590065.021,2401304.89097,303626984.146,306959326.998,298235489.065,298763618.356,305999850.55,19.0,5.7662651794e+12,0.047619047619,1.443001443e-07,113,0.1,0.000577200577201,0.121212121212
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,306948762.455,2184025.50173,306804265.338,311820411.391,303754112.129,304364667.155,310571426.718,19.0,4.7699673922e+12,0.047619047619,1.443001443e-07,114,0.1,0.000577200577201,0.121212121212
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,309286942.136,2010403.32458,309251674.985,314384643.379,306595314.854,306898797.071,312116470.193,18.0,4.04172152747e+12,0.047619047619,1.443001443e-07,115,0.059,0.000340548340548,0.121212121212
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,310658238.823,2193322.64993,311086261.253,315469345.056,306953455.708,307325236.273,313032013.09,19.0,4.8106642467e+12,0.047619047619,1.443001443e-07,116,0.05,0.0002886002886,0.121212121212
203.0,-203.0,-400.0,-200.0,1300.0,-203.0,-1e+200,312803228.664,2830432.46849,312038371.319,318884600.251,308865974.132,308890530.719,318218931.039,19.0,8.01134795869e+12,0.047619047619,1.443001443e-07,117,0.041,0.000236652236652,0.121212121212
203.0,-203.0,-380.0,-200.0,300.0,-203.0,-1e+200,271945137.629,2055387.80252,271988307.712,276337926.863,268215197.032,269121055.591,274832387.711,14.0,4.22461901874e+12,0.0952380952381,1.443001443e-07,118,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,287119439.497,2772890.60893,286878372.753,291851927.303,282608107.692,283598837.016,291044785.34,17.0,7.6889223291e+12,0.0952380952381,1.443001443e-07,119,0.25,0.002886002886,0.121212121212
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,293560552.074,2823613.11921,293850000.062,298371947.583,289145837.075,289232160.463,298184830.386,18.0,7.97279104697e+12,0.0952380952381,1.443001443e-07,120,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,297227193.905,2519705.97275,297114457.324,301109437.996,291075119.738,293045371.42,300359445.661,17.0,6.34891818913e+12,0.0952380952381,1.443001443e-07,121,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,300524994.295,2400970.24856,300222105.44,304454007.088,294948689.507,297065235.536,303604741.04,20.0,5.76465813447e+12,0.0952380952381,1.443001443e-07,122,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,303003460.619,2924821.22905,303035506.529,307866140.705,296478381.695,298619869.916,307143941.08,20.0,8.55457922191e+12,0.0952380952381,1.443001443e-07,123,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,306165030.232,2553426.32352,306161484.013,312018352.346,302369698.528,302371566.77,309665301.792,20.0,6.51998598967e+12,0.0952380952381,1.443001443e-07,124,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,306923953.32,2216207.04576,307079786.88,310854783.187,301453104.397,303594845.05,309569832.459,20.0,4.91157366968e+12,0.0952380952381,1.443001443e-07,125,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-380.0,-200.0,1300.0,-203.0,-1e+200,308778905.571,2241951.74851,308756086.862,313750144.446,304880912.131,305847393.777,311415931.589,19.0,5.02634764263e+12,0.0952380952381,1.443001443e-07,126,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-360.0,-200.0,300.0,-203.0,-1e+200,270905956.531,2689606.40778,271380730.462,274295779.158,264836762.097,266350565.037,273823859.51,10.0,7.23398262878e+12,0.0952380952381,1.443001443e-07,127,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,285201535.75,1990512.05776,285655355.808,287620405.859,282379910.194,282435380.99,287541003.613,17.0,3.96213825207e+12,0.0952380952381,1.443001443e-07,128,0.25,0.002886002886,0.121212121212
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,291087687.581,2389651.45165,290624531.611,298155680.668,286569639.149,288376130.43,294097009.67,18.0,5.71043406039e+12,0.0952380952381,1.443001443e-07,129,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,293817316.226,2439857.72056,293284138.908,297926913.393,289013657.496,290920388.956,297571701.07,20.0,5.9529056966e+12,0.0952380952381,1.443001443e-07,130,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,295790096.742,2535090.07962,294977873.575,300880063.561,291601731.53,292456997.189,299574790.548,19.0,6.4266817118e+12,0.0952380952381,1.443001443e-07,131,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,298968296.975,2822734.69729,298427688.119,305187427.033,294321334.43,294689777.169,303113936.132,19.0,7.96783117126e+12,0.0952380952381,1.443001443e-07,132,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,300815504.186,2221433.74977,301083537.494,304054881.206,297072036.531,297525112.635,303912500.572,19.0,4.93476790463e+12,0.0952380952381,1.443001443e-07,133,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,301591022.848,2760040.83637,300699814.536,306748455.746,298629871.347,298782205.005,306086158.069,20.0,7.61782541845e+12,0.0952380952381,1.443001443e-07,134,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-360.0,-200.0,1300.0,-203.0,-1e+200,304663897.885,2450773.89219,305142199.255,310824490.898,299838726.966,300325049.022,307485356.357,20.0,6.00629267065e+12,0.0952380952381,1.443001443e-07,135,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-340.0,-200.0,300.0,-203.0,-1e+200,270092336.062,1729484.16182,269950261.345,272543102.489,267696004.715,267836846.867,272393119.144,14.0,2.99111546599e+12,0.0952380952381,1.443001443e-07,136,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-340.0,-200.0,600.0,-203.0,-1e+200,280823293.433,2721904.22606,280226082.577,286513342.646,274740714.819,277115667.949,285077003.357,19.0,7.40876261585e+12,0.0952380952381,1.443001443e-07,137,0.25,0.002886002886,0.121212121212
203.0,-203.0,-340.0,-200.0,800.0,-203.0,-1e+200,288246227.232,2074089.12269,288323227.125,292594377.247,285024419.757,285384453.468,291196209.183,18.0,4.30184568887e+12,0.0952380952381,1.443001443e-07,138,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-340.0,-200.0,900.0,-203.0,-1e+200,289501309.718,2348584.80797,289506104.043,294003281.489,285944991.838,286307904.241,292853630.688,19.0,5.51585060022e+12,0.0952380952381,1.443001443e-07,139,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-340.0,-200.0,1000.0,-203.0,-1e+200,291988768.176,2162425.77513,292433177.421,295024146.364,287470488.965,288771867.706,294804741.724,18.0,4.67608523296e+12,0.0952380952381,1.443001443e-07,140,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-340.0,-200.0,1100.0,-203.0,-1e+200,294450229.925,2976708.11849,294012815.153,299820411.978,288581941.102,289932106.308,299761324.809,20.0,8.86079122266e+12,0.0952380952381,1.443001443e-07,141,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-340.0,-200.0,1200.0,-203.0,-1e+200,296608641.823,2414882.00175,296395222.458,302472371.952,291593195.079,292417611.243,299810316.652,19.0,5.83165508236e+12,0.0952380952381,1.443001443e-07,142,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-340.0,-200.0,1218.0,-203.0,-1e+200,297483557.751,3211641.69537,298064794.465,305134696.24,291579477.077,293116511.226,302421778.961,20.0,1.03146423794e+13,0.0952380952381,1.443001443e-07,143,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-340.0,-200.0,1300.0,-203.0,-1e+200,299813591.482,2488837.9836,300249647.693,304391032.76,293927950.086,295076858.44,303529715.551,20.0,6.19431450859e+12,0.0952380952381,1.443001443e-07,144,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-320.0,-200.0,300.0,-203.0,-1e+200,267312668.907,1362899.14865,267492294.071,268833942.275,264341342.312,265215773.807,268664735.279,10.0,1.85749408939e+12,0.0952380952381,1.443001443e-07,145,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-320.0,-200.0,600.0,-203.0,-1e+200,276842690.313,2176832.60135,276890848.979,280572310.255,272246020.668,272791253.371,279628521.402,20.0,4.7386001743e+12,0.0952380952381,1.443001443e-07,146,0.25,0.002886002886,0.121212121212
203.0,-203.0,-320.0,-200.0,800.0,-203.0,-1e+200,284007880.507,2643981.79004,283900427.772,287973810.101,278945434.286,279209160.184,287774204.539,18.0,6.99063970605e+12,0.0952380952381,1.443001443e-07,147,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-320.0,-200.0,900.0,-203.0,-1e+200,285656339.139,2620616.36788,285449743.91,292375304.955,281042581.095,281585830.912,289020385.773,17.0,6.86763014759e+12,0.0952380952381,1.443001443e-07,148,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-320.0,-200.0,1000.0,-203.0,-1e+200,288074255.889,2352563.31885,287850010.188,293280924.121,284049899.675,284940259.833,291632384.832,18.0,5.53455416918e+12,0.0952380952381,1.443001443e-07,149,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-320.0,-200.0,1100.0,-203.0,-1e+200,288890167.15,2091432.47163,288432432.701,292393136.249,285848294.91,285984927.456,292359088.229,19.0,4.37408978339e+12,0.0952380952381,1.443001443e-07,150,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-320.0,-200.0,1200.0,-203.0,-1e+200,291529763.373,1996503.20995,291724139.602,294677982.509,287930505.774,288080828.572,294379354.038,20.0,3.98602506733e+12,0.0952380952381,1.443001443e-07,151,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-320.0,-200.0,1218.0,-203.0,-1e+200,291299025.269,2281548.45309,291669143.23,295727023.13,287041388.387,288158917.844,294891850.909,20.0,5.20546334381e+12,0.0952380952381,1.443001443e-07,152,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-320.0,-200.0,1300.0,-203.0,-1e+200,293338830.55,2112551.31669,293080685.418,297880057.232,290530670.562,290649672.606,296588599.1,19.0,4.46287306565e+12,0.0952380952381,1.443001443e-07,153,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-300.0,-200.0,300.0,-203.0,-1e+200,264732091.042,2229670.5728,264104310.785,268304847.392,261543561.527,261664970.09,268008741.37,11.0,4.9714308632e+12,0.0952380952381,1.443001443e-07,154,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-300.0,-200.0,600.0,-203.0,-1e+200,273466669.913,2433513.18008,273197716.314,278304701.061,268692666.345,270038867.157,276797837.29,16.0,5.92198639761e+12,0.0952380952381,1.443001443e-07,155,0.25,0.002886002886,0.121212121212
203.0,-203.0,-300.0,-200.0,800.0,-203.0,-1e+200,278279182.945,2126418.42462,278301965.362,281192905.151,273520477.298,274789100.012,280800121.977,18.0,4.52165531657e+12,0.0952380952381,1.443001443e-07,156,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-300.0,-200.0,900.0,-203.0,-1e+200,280782840.14,1570391.35959,280968241.244,284331610.629,278244303.732,278584423.133,283021556.542,15.0,2.46612902227e+12,0.0952380952381,1.443001443e-07,157,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-300.0,-200.0,1000.0,-203.0,-1e+200,281715770.247,2159211.41804,281450848.111,285840532.458,277581521.934,278450321.879,285417424.387,19.0,4.66219394781e+12,0.0952380952381,1.443001443e-07,158,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-300.0,-200.0,1100.0,-203.0,-1e+200,283377025.08,3264873.49924,283282881.154,287566654.672,276927822.238,279126917.085,287547818.563,18.0,1.06593989661e+13,0.0952380952381,1.443001443e-07,159,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-300.0,-200.0,1200.0,-203.0,-1e+200,285590717.123,2068909.01542,285160720.916,290514600.683,282344041.294,283105947.036,288535907.236,20.0,4.28038451409e+12,0.0952380952381,1.443001443e-07,160,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-300.0,-200.0,1218.0,-203.0,-1e+200,286845801.086,2178670.01291,287540097.741,289340549.537,282534121.554,282659287.186,289259480.992,20.0,4.74660302514e+12,0.0952380952381,1.443001443e-07,161,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-300.0,-200.0,1300.0,-203.0,-1e+200,288802899.016,2569475.51862,289116285.712,294736442.461,283129077.246,286209035.388,292706808.129,20.0,6.6022044408e+12,0.0952380952381,1.443001443e-07,162,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-280.0,-200.0,300.0,-203.0,-1e+200,260323558.931,1077180.03745,259887592.676,262487513.243,258859027.577,259165327.224,262061305.058,9.0,1.16031683308e+12,0.0952380952381,1.443001443e-07,163,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-280.0,-200.0,600.0,-203.0,-1e+200,268934840.043,1406350.74661,268907800.453,270834746.742,266899213.832,267136939.107,270647127.996,8.0,1.9778224225e+12,0.0952380952381,1.443001443e-07,164,0.25,0.002886002886,0.121212121212
203.0,-203.0,-280.0,-200.0,800.0,-203.0,-1e+200,272450894.982,2488365.81097,272377462.625,276484535.613,267878488.044,268921572.391,275991632.787,17.0,6.19196440921e+12,0.0952380952381,1.443001443e-07,165,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-280.0,-200.0,900.0,-203.0,-1e+200,274472291.55,1543756.2711,274131852.575,276952576.184,272232449.861,272238513.238,276767944.959,14.0,2.38318342455e+12,0.0952380952381,1.443001443e-07,166,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-280.0,-200.0,1000.0,-203.0,-1e+200,276596341.47,3143453.85327,276636242.706,281150894.881,270286100.446,270775344.965,280043277.534,13.0,9.88130212761e+12,0.0952380952381,1.443001443e-07,167,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-280.0,-200.0,1100.0,-203.0,-1e+200,278294964.453,1832276.80113,278210324.665,281562363.387,274776664.193,275442680.212,281559918.141,17.0,3.35723827596e+12,0.0952380952381,1.443001443e-07,168,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-280.0,-200.0,1200.0,-203.0,-1e+200,279590612.59,2141523.23435,279586558.615,283973422.813,275977043.243,276484381.87,283204455.71,18.0,4.58612176326e+12,0.0952380952381,1.443001443e-07,169,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-280.0,-200.0,1300.0,-203.0,-1e+200,280595923.822,2406439.53201,280949221.639,286426442.067,275296662.918,277509006.715,283548466.583,18.0,5.79095122123e+12,0.0952380952381,1.443001443e-07,171,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-260.0,-200.0,300.0,-203.0,-1e+200,257560243.546,2613667.08539,257927787.106,261723840.132,251812650.844,253689817.429,260844783.88,10.0,6.83125563324e+12,0.0952380952381,1.443001443e-07,172,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-280.0,-200.0,1218.0,-203.0,-1e+200,280782424.226,2142305.76016,281172563.008,285369129.258,276961300.617,277613371.5,283194734.155,18.0,4.58947397002e+12,0.0952380952381,1.443001443e-07,170,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-260.0,-200.0,600.0,-203.0,-1e+200,263254814.458,2174527.58643,262469698.946,267778983.356,259579972.427,260613911.619,267075446.628,14.0,4.72857022416e+12,0.0952380952381,1.443001443e-07,173,0.25,0.002886002886,0.121212121212
203.0,-203.0,-260.0,-200.0,800.0,-203.0,-1e+200,266596271.52,2127074.57928,266635759.204,270446745.872,263106936.754,263685724.234,269630173.661,10.0,4.52444626584e+12,0.0952380952381,1.443001443e-07,174,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-260.0,-200.0,900.0,-203.0,-1e+200,267790055.848,1823632.58446,267362173.791,271748014.489,263830468.468,266098756.727,271134147.626,16.0,3.32563580311e+12,0.0952380952381,1.443001443e-07,175,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-260.0,-200.0,1000.0,-203.0,-1e+200,268952335.903,2368871.33201,269384515.315,273636383.172,264282586.524,265198389.467,272533075.962,17.0,5.6115513876e+12,0.0952380952381,1.443001443e-07,176,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-260.0,-200.0,1100.0,-203.0,-1e+200,270954690.163,2964226.80186,270369704.18,277204585.153,267240732.348,267358285.942,275831576.588,18.0,8.78664053288e+12,0.0952380952381,1.443001443e-07,177,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-260.0,-200.0,1200.0,-203.0,-1e+200,272665759.363,2627864.95269,272485705.561,278600578.991,267448940.938,269766717.537,276910003.113,17.0,6.90567420956e+12,0.0952380952381,1.443001443e-07,178,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-260.0,-200.0,1218.0,-203.0,-1e+200,272510557.049,1889049.5676,272338489.008,276814673.414,269530180.955,269673154.931,274956722.927,19.0,3.56850826884e+12,0.0952380952381,1.443001443e-07,179,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-240.0,-200.0,300.0,-203.0,-1e+200,251607095.478,2310722.37135,251052438.991,256644489.322,248950971.435,249364649.191,254998943.86,10.0,5.33943787747e+12,0.0952380952381,1.443001443e-07,181,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-260.0,-200.0,1300.0,-203.0,-1e+200,273057384.804,2252705.6176,273322109.839,277569266.495,269148324.803,269342456.378,276220603.172,18.0,5.07468259956e+12,0.0952380952381,1.443001443e-07,180,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-240.0,-200.0,600.0,-203.0,-1e+200,257817232.626,2478479.18618,257059519.141,262262730.9,254074199.231,254675571.43,261660407.842,13.0,6.14285907632e+12,0.0952380952381,1.443001443e-07,182,0.25,0.002886002886,0.121212121212
203.0,-203.0,-240.0,-200.0,800.0,-203.0,-1e+200,258516415.787,2062208.11273,258233091.543,263344588.061,254808291.233,256287556.658,261733287.136,19.0,4.2527023002e+12,0.0952380952381,1.443001443e-07,183,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-240.0,-200.0,900.0,-203.0,-1e+200,260184646.291,2579252.16671,260245858.091,266502141.582,254948283.935,257290655.202,264863017.582,20.0,6.65254173948e+12,0.0952380952381,1.443001443e-07,184,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-240.0,-200.0,1000.0,-203.0,-1e+200,258336834.41,2244220.51771,258021191.38,262571408.351,254274142.063,255299924.382,261471041.112,20.0,5.03652573213e+12,0.0952380952381,1.443001443e-07,185,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-240.0,-200.0,1100.0,-203.0,-1e+200,257852843.418,3046785.23765,258526515.66,263612778.942,251203066.915,253155980.996,261975223.583,20.0,9.28290028438e+12,0.0952380952381,1.443001443e-07,186,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-240.0,-200.0,1200.0,-203.0,-1e+200,256632873.527,1690190.26106,256222059.396,259488521.255,253041131.774,254257020.911,259052092.944,20.0,2.85674311858e+12,0.0952380952381,1.443001443e-07,187,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-240.0,-200.0,1218.0,-203.0,-1e+200,255805516.706,2660288.42992,255955188.458,260090975.251,250757188.732,251803828.747,259924973.87,20.0,7.07713453036e+12,0.0952380952381,1.443001443e-07,188,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-240.0,-200.0,1300.0,-203.0,-1e+200,254904905.894,2399892.25727,254547759.995,258990035.64,250735273.628,251042061.183,258535152.348,20.0,5.7594828465e+12,0.0952380952381,1.443001443e-07,189,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-220.0,-200.0,300.0,-203.0,-1e+200,245527713.019,1483984.34077,245443624.801,247633845.521,242955492.664,243613109.859,247608758.08,11.0,2.20220952365e+12,0.0952380952381,1.443001443e-07,190,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-220.0,-200.0,600.0,-203.0,-1e+200,243744622.237,1998022.40367,243712498.871,247301063.862,239988552.014,241392015.064,247263796.649,20.0,3.99209352557e+12,0.0952380952381,1.443001443e-07,191,0.25,0.002886002886,0.121212121212
203.0,-203.0,-220.0,-200.0,800.0,-203.0,-1e+200,239556978.069,2016875.40118,239080012.991,244684043.969,235392728.829,236962708.515,241589500.298,20.0,4.0677863839e+12,0.0952380952381,1.443001443e-07,192,0.15,0.0017316017316,0.121212121212
203.0,-203.0,-220.0,-200.0,900.0,-203.0,-1e+200,238077566.838,2274488.42188,237929195.558,241894807.884,233841832.483,234750134.143,241784401.669,20.0,5.17329758128e+12,0.0952380952381,1.443001443e-07,193,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-220.0,-200.0,1000.0,-203.0,-1e+200,236062400.141,1743387.84898,235395005.335,238997855.833,232938876.082,234135354.156,238834236.179,20.0,3.03940119199e+12,0.0952380952381,1.443001443e-07,194,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-220.0,-200.0,1100.0,-203.0,-1e+200,234797062.786,2066402.45309,234224769.044,239083544.708,231326155.151,232638140.573,238855398.168,20.0,4.27001909814e+12,0.0952380952381,1.443001443e-07,195,0.1,0.0011544011544,0.121212121212
203.0,-203.0,-220.0,-200.0,1200.0,-203.0,-1e+200,232866137.562,1979288.22648,233301687.635,236197017.312,226551848.501,230886782.361,235544971.116,20.0,3.91758188347e+12,0.0952380952381,1.443001443e-07,196,0.059,0.000681096681097,0.121212121212
203.0,-203.0,-220.0,-200.0,1218.0,-203.0,-1e+200,231996473.313,1596641.96178,232159153.4,234777668.99,228322857.806,229989912.89,234329382.619,20.0,2.5492655541e+12,0.0952380952381,1.443001443e-07,197,0.05,0.000577200577201,0.121212121212
203.0,-203.0,-220.0,-200.0,1300.0,-203.0,-1e+200,230945699.117,1756183.39974,231037913.638,234032384.881,227592821.325,228420327.826,233613439.142,20.0,3.08418013353e+12,0.0952380952381,1.443001443e-07,198,0.041,0.000473304473304,0.121212121212
203.0,-203.0,-200.0,-200.0,300.0,-203.0,-1e+200,226095728.017,1809361.69569,225978345.498,229855927.801,223873925.436,223890405.371,229036430.869,20.0,3.27378974585e+12,0.0714285714286,1.443001443e-07,199,0.15,0.0012987012987,0.121212121212
203.0,-203.0,-200.0,-200.0,600.0,-203.0,-1e+200,219938943.065,1714282.57309,220056255.924,223111261.706,216757184.544,216767479.174,222339836.949,20.0,2.9387647404e+12,0.0714285714286,1.443001443e-07,200,0.25,0.0021645021645,0.121212121212
203.0,-203.0,-200.0,-200.0,800.0,-203.0,-1e+200,216491575.389,1748435.36779,216569256.918,220086619.257,213725414.008,213784647.262,219945916.043,20.0,3.05702623535e+12,0.0714285714286,1.443001443e-07,201,0.15,0.0012987012987,0.121212121212
203.0,-203.0,-200.0,-200.0,900.0,-203.0,-1e+200,214683471.364,1480964.36826,214773889.809,217572330.114,211276087.162,212639419.801,216307721.334,20.0,2.19325546005e+12,0.0714285714286,1.443001443e-07,202,0.1,0.000865800865801,0.121212121212
203.0,-203.0,-200.0,-200.0,1000.0,-203.0,-1e+200,214328440.883,1883283.04268,214695647.874,217355631.176,211241254.434,211251548.073,216799689.721,20.0,3.54675501883e+12,0.0714285714286,1.443001443e-07,203,0.1,0.000865800865801,0.121212121212
203.0,-203.0,-200.0,-200.0,1100.0,-203.0,-1e+200,212217241.611,2201101.47103,212197131.372,216504752.566,207193689.074,209439308.077,215907368.518,20.0,4.84484768576e+12,0.0714285714286,1.443001443e-07,204,0.1,0.000865800865801,0.121212121212
203.0,-203.0,-200.0,-200.0,1200.0,-203.0,-1e+200,209697613.913,1993034.56999,209554509.749,214174474.097,206203809.455,206896532.809,212154185.196,20.0,3.97218679716e+12,0.0714285714286,1.443001443e-07,205,0.059,0.000510822510823,0.121212121212
203.0,-203.0,-200.0,-200.0,1218.0,-203.0,-1e+200,208825210.238,1469690.22677,208843862.503,211696953.589,206380909.02,207010993.705,211585503.545,20.0,2.15998936266e+12,0.0714285714286,1.443001443e-07,206,0.05,0.0004329004329,0.121212121212
203.0,-203.0,-200.0,-200.0,1300.0,-203.0,-1e+200,208638061.929,1907120.94369,208604455.799,212275684.376,204008377.504,206031650.686,211436158.698,20.0,3.63711029387e+12,0.0714285714286,1.443001443e-07,207,0.041,0.000354978354978,0.121212121212
203.0,-203.0,-190.0,-200.0,300.0,-203.0,-1e+200,215543722.772,1421553.70767,215422825.751,218753289.737,213262180.121,213614892.785,217895383.289,20.0,2.0208149438e+12,0.0238095238095,1.443001443e-07,208,0.15,0.0004329004329,0.121212121212
203.0,-203.0,-190.0,-200.0,600.0,-203.0,-1e+200,208874506.492,1781326.5134,208652878.63,212085922.058,205400133.045,206874729.008,211821379.022,20.0,3.17312414735e+12,0.0238095238095,1.443001443e-07,209,0.25,0.000721500721501,0.121212121212
203.0,-203.0,-190.0,-200.0,800.0,-203.0,-1e+200,205293868.485,1696371.26194,204904333.802,208538785.085,201965058.729,203314690.541,208474438.567,20.0,2.87767545835e+12,0.0238095238095,1.443001443e-07,210,0.15,0.0004329004329,0.121212121212
