iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
24.0,rejected,1193.0,-1172.52914603,-2575.51186835,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,20117.3642471,2371123660.65,5573529.02258,2371045037.34
25.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19271.6952544,2372425149.5,3632928.60903,2371697452.08
26.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,18818.5072434,2370833268.99,4897175.90315,2368669584.77
27.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19271.6952544,2373741980.72,6475492.2601,2374750337.74
28.0,accepted,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19243.1109401,2379223697.5,6176242.88591,2380298095.08
29.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19791.7486087,2370410962.79,2667593.73411,2369849761.08
30.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19243.1109401,2376580918.56,2122989.32555,2376895278.37
31.0,rejected,1193.0,-1173.44536289,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19634.1830166,2373120231.62,6883090.29355,2373380741.39
32.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19243.1109401,2374485864.69,653848.097518,2374343095.06
33.0,rejected,1193.0,-1174.38187045,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,18986.8035334,2373909681.78,2169688.1786,2374849024.88
34.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19243.1109401,2371148785.74,3264001.92303,2372440328.22
35.0,rejected,1193.0,-1173.46662321,-2554.68038463,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19221.4269798,2372097522.73,903850.235336,2371865352.94
36.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19243.1109401,2370786503.75,7480868.1604,2366693520.97
37.0,accepted,1193.0,-1175.0,-2521.29930944,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19401.3584789,2375326303.3,5009038.32731,2375703781.35
38.0,rejected,1193.0,-1175.0,-2542.64597292,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19348.605924,2372205941.66,9221356.26774,2368299479.81
39.0,rerun,1193.0,-1175.0,-2521.29930944,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19401.3584789,2368798663.27,1070537.91232,2368226346.52
40.0,rejected,1193.0,-1174.0309493,-2516.52781648,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19359.7759811,2371704481.32,2816881.37154,2372431904.13
41.0,rerun,1193.0,-1175.0,-2521.29930944,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19401.3584789,2374135379.59,3649359.7889,2373903615.99
42.0,accepted,1193.0,-1175.0,-2524.21826993,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9813073,2376853280.64,3840342.12913,2378785095.49
43.0,rejected,1193.0,-1175.0,-2532.44518792,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19424.47952,2375618415.27,5407792.26417,2377718568.91
44.0,rerun,1193.0,-1175.0,-2524.21826993,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9813073,2375726294.57,3438216.39917,2376369302.25
45.0,rejected,1193.0,-1175.0,-2516.57243785,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19311.3739766,2371984426.12,5610646.9319,2369166221.23
46.0,rerun,1193.0,-1175.0,-2524.21826993,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9813073,2375941279.01,6208494.45355,2375507609.42
47.0,rejected,1193.0,-1174.9805318,-2514.40203014,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19344.8226912,2374957101.45,7203511.50229,2371875915.21
48.0,rerun,1193.0,-1175.0,-2524.21826993,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9813073,2371982539.4,6115451.23161,2369473311.85
49.0,accepted,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2379365788.23,1291045.87578,2379809588.19
50.0,rejected,1193.0,-1174.51418467,-2521.41358444,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19329.7177286,2368153581.17,4445348.94209,2369643611.86
51.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2374751240.2,7227588.63911,2373167767.53
52.0,rejected,1193.0,-1174.76303727,-2528.40219983,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19347.6519215,2376692133.91,6590885.93829,2380421865.95
53.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2377891180.73,2065712.02993,2377834456.56
54.0,rejected,1193.0,-1174.65247135,-2523.35072364,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19355.9692287,2373453510.16,5939577.01238,2370433058.92
55.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2372380986.02,5747365.65191,2375073843.3
56.0,rejected,1193.0,-1174.81206515,-2524.59195673,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19348.813891,2374468756.84,5200297.72772,2373999078.17
57.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2373405321.37,4766370.61117,2372447857.12
58.0,rejected,1193.0,-1174.77077349,-2524.34536237,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19341.9466953,2373370515.29,2743753.7673,2372144181.78
59.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2379656130.43,2984470.60661,2381118254.32
60.0,rejected,1193.0,-1174.75968449,-2524.2982444,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19348.1855282,2375947882.2,4305407.24871,2376645645.08
61.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2374408638.6,6302001.49424,2372967113.21
62.0,rejected,1193.0,-1174.75399693,-2524.1535482,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.464024,2375345422.55,5158402.50004,2374624045.32
63.0,rerun,1193.0,-1174.74016298,-2523.64706302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1088992,2374063280.75,6753338.13082,2371078206.3
64.0,accepted,1193.0,-1174.73007106,-2523.33138613,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.6052964,2377350117.4,9074495.9694,2377741558.7
65.0,rejected,1193.0,-1174.74098624,-2523.41966428,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.2952305,2371470149.09,5687219.97387,2370673183.33
66.0,rerun,1193.0,-1174.73007106,-2523.33138613,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.6052964,2372174108.06,2699853.7311,2372533055.27
67.0,rejected,1193.0,-1174.72639405,-2523.48607296,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.253188,2373107241.22,9251054.20845,2372182430.04
68.0,rerun,1193.0,-1174.73007106,-2523.33138613,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.6052964,2374945941.6,3826954.32117,2376458945.26
69.0,accepted,1193.0,-1174.72962784,-2523.2447357,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0290418,2380155338.47,1589863.44454,2379249923.19
70.0,rejected,1193.0,-1174.72718338,-2523.18232222,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.8599758,2375465315.58,3908202.72861,2374443702.67
71.0,rerun,1193.0,-1174.72962784,-2523.2447357,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0290418,2371147498.22,7208316.9,2367090570.13
72.0,rejected,1193.0,-1174.72893006,-2523.2678939,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.7847814,2371413940.1,4125467.67699,2371932832.97
73.0,rerun,1193.0,-1174.72962784,-2523.2447357,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0290418,2370889604.47,2736663.83891,2369998132.22
74.0,accepted,1193.0,-1174.73046605,-2523.2471342,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.8704417,2375906235.37,1025272.95326,2375347043.74
75.0,accepted,1193.0,-1174.7323151,-2523.20515393,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9772781,2377953946.6,5207541.24844,2380086324.76
76.0,rejected,1193.0,-1174.73086304,-2523.25227784,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.1079481,2373964265.32,5888333.36021,2372803009.59
77.0,rerun,1193.0,-1174.7323151,-2523.20515393,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9772781,2377787615.53,2833987.80298,2378457609.62
78.0,rejected,1193.0,-1174.73391298,-2523.2232458,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.008568,2376393574.43,6499210.35894,2372731764.17
79.0,rerun,1193.0,-1174.7323151,-2523.20515393,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9772781,2373078897.66,2309196.5396,2372687267.2
80.0,rejected,1193.0,-1174.73129462,-2523.19090139,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9558511,2375660894.42,6309756.83887,2374756736.42
81.0,rerun,1193.0,-1174.7323151,-2523.20515393,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9772781,2374725783.84,6031475.66132,2377725298.32
82.0,accepted,1193.0,-1174.73298686,-2523.21393991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0013126,2376906776.37,791064.01499,2377175221.94
83.0,rejected,1193.0,-1174.73307297,-2523.2008791,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0050427,2368464380.6,838261.592277,2368363561.82
84.0,rerun,1193.0,-1174.73298686,-2523.21393991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0013126,2372502386.05,3360661.55377,2371107668.46
85.0,accepted,1193.0,-1174.73301527,-2523.2068497,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0237332,2376239655.74,5135897.22916,2377719033.91
86.0,accepted,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2377013127.72,3374408.53128,2377529563.43
87.0,rejected,1193.0,-1174.73297869,-2523.22408512,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19345.9762369,2371265552.83,7136526.49986,2367292760.25
88.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2371897929.28,9865312.81953,2366253322.06
89.0,rejected,1193.0,-1174.73274582,-2523.21831531,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.048289,2369882799.38,7010165.86391,2367111436.62
90.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2375305628.49,4901766.43803,2375007717.01
91.0,rejected,1193.0,-1174.73277154,-2523.22419901,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0043249,2372269838.43,6048342.75371,2371071651.09
92.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2375792562.36,6101916.54902,2378509775.39
93.0,rejected,1193.0,-1174.73274284,-2523.22167801,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.013624,2372498824.35,3339797.15024,2373891642.69
94.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2372795202.46,2160990.63263,2372834054.48
95.0,rejected,1193.0,-1174.73280395,-2523.2227599,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0144281,2372679572.64,6172649.46293,2374657310.32
96.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2372219927.52,7763681.29797,2375503627.87
97.0,rejected,1193.0,-1174.73280255,-2523.22299056,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0241016,2371754505.56,3143132.49599,2370442328.45
98.0,rerun,1193.0,-1174.7328489,-2523.22213098,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0223453,2367925277.24,1644281.10274,2367854229.17
99.0,accepted,1193.0,-1174.73286143,-2523.22196754,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0263604,2375349572.68,2587291.08233,2375115197.59
100.0,rejected,1193.0,-1174.73282925,-2523.22158851,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0279887,2368173716.8,2249785.76422,2368288886.87
101.0,rerun,1193.0,-1174.73286143,-2523.22196754,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0263604,2374759968.6,4734498.48195,2374867031.16
102.0,rejected,1193.0,-1174.73285751,-2523.22221075,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0238289,2371661872.76,5347023.42546,2368787095.92
103.0,rerun,1193.0,-1174.73286143,-2523.22196754,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0263604,2372383974.21,2165375.28389,2372771468.56
104.0,accepted,1193.0,-1174.73285432,-2523.22232686,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0270385,2375142686.13,2984913.37189,2374661548.05
105.0,rejected,1193.0,-1174.73284493,-2523.22257362,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0258268,2374537718.0,4760910.45968,2376228166.72
106.0,rerun,1193.0,-1174.73285432,-2523.22232686,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0270385,2374623923.26,7458949.83341,2373026614.78
107.0,rejected,1193.0,-1174.73284524,-2523.2221761,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0265564,2371729491.02,3586517.47835,2371866285.07
108.0,rerun,1193.0,-1174.73285432,-2523.22232686,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0270385,2367123322.09,1073840.76533,2367018047.39
109.0,accepted,1193.0,-1174.73285513,-2523.22215654,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0266224,2374412537.14,3763545.33106,2372944444.42
110.0,rejected,1193.0,-1174.73285015,-2523.22189724,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0265484,2370737891.39,8735207.39238,2367329540.95
111.0,rerun,1193.0,-1174.73285513,-2523.22215654,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0266224,2371298656.59,5663041.87224,2373873977.98
112.0,accepted,1193.0,-1174.7328548,-2523.22215269,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0258004,2375607635.95,5711956.45277,2377407684.86
113.0,accepted,1193.0,-1174.73286048,-2523.22202347,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0261096,2378504830.3,3073014.50197,2379523245.07
114.0,accepted,1193.0,-1174.73285638,-2523.22188078,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,19346.0260277,2379561041.04,946260.038664,2379136650.43
