RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__h2,Dispatch__ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,PointProbability,ProbabilityWeight,prefix
0,0.0,1,2026,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.7732149348,1.0,1.0,1_0
0,0.0,1,2027,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.1405582104,1.0,1.0,1_0
0,0.0,1,2028,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,123.867731792,1.0,1.0,1_0
0,0.0,1,2029,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.2969042668,1.0,1.0,1_0
0,0.0,1,2030,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.0656214443,1.0,1.0,1_0
0,0.0,1,2031,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.8791818826,1.0,1.0,1_0
0,0.0,2,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.5739309347,1.0,1.0,1_0
0,0.0,2,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.6684328169,1.0,1.0,1_0
0,0.0,2,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,41.9514057844,1.0,1.0,1_0
0,0.0,2,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,58.3029300585,1.0,1.0,1_0
0,0.0,2,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.593268773,1.0,1.0,1_0
0,0.0,2,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.0269654072,1.0,1.0,1_0
0,0.0,2,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,64.1718822566,1.0,1.0,1_0
0,0.0,2,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,22.6981320205,1.0,1.0,1_0
0,0.0,2,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.7341229015,1.0,1.0,1_0
0,0.0,2,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,18.1022833468,1.0,1.0,1_0
0,0.0,2,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.664821843,1.0,1.0,1_0
0,0.0,2,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,33.0946174886,1.0,1.0,1_0
0,0.0,2,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,94.369333998,1.0,1.0,1_0
0,0.0,2,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.7994153882,1.0,1.0,1_0
0,0.0,2,2026,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,16.591483788,1.0,1.0,1_0
0,0.0,2,2027,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.4929049232,1.0,1.0,1_0
0,0.0,2,2028,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,101.948613567,1.0,1.0,1_0
0,0.0,2,2029,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.7145163235,1.0,1.0,1_0
0,0.0,2,2030,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,12.8925860909,1.0,1.0,1_0
0,0.0,2,2031,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.9776616777,1.0,1.0,1_0
0,0.0,3,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.7855444915,1.0,1.0,1_0
0,0.0,3,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.6554536213,1.0,1.0,1_0
0,0.0,3,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,39.314477637,1.0,1.0,1_0
0,0.0,3,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,40.6479023762,1.0,1.0,1_0
0,0.0,3,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,14.707782995,1.0,1.0,1_0
0,0.0,3,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,31.8667576164,1.0,1.0,1_0
0,0.0,3,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,144.80226593,1.0,1.0,1_0
0,0.0,3,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,18.3623764107,1.0,1.0,1_0
0,0.0,3,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,12.9885780893,1.0,1.0,1_0
0,0.0,3,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.8343085893,1.0,1.0,1_0
0,0.0,3,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,31.3379739873,1.0,1.0,1_0
0,0.0,3,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.8431146258,1.0,1.0,1_0
0,0.0,3,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,58.2775725974,1.0,1.0,1_0
0,0.0,3,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,56.9441709483,1.0,1.0,1_0
0,0.0,3,2026,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,14.6642570199,1.0,1.0,1_0
0,0.0,3,2027,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,22.2524565334,1.0,1.0,1_0
0,0.0,3,2028,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,188.407524441,1.0,1.0,1_0
0,0.0,3,2029,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,16.9126084972,1.0,1.0,1_0
0,0.0,3,2030,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,11.8225761781,1.0,1.0,1_0
0,0.0,3,2031,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.2852814204,1.0,1.0,1_0
0,0.0,4,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.6281673223,1.0,1.0,1_0
0,0.0,4,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.242969611,1.0,1.0,1_0
0,0.0,4,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,27.6890908406,1.0,1.0,1_0
0,0.0,4,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.115236445,1.0,1.0,1_0
0,0.0,4,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.6212197149,1.0,1.0,1_0
0,0.0,4,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.2800645385,1.0,1.0,1_0
0,0.0,4,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.4053434843,1.0,1.0,1_0
0,0.0,4,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.0739709309,1.0,1.0,1_0
0,0.0,4,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,13.2376773939,1.0,1.0,1_0
0,0.0,4,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.6551053629,1.0,1.0,1_0
0,0.0,4,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,28.169974077,1.0,1.0,1_0
0,0.0,4,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.3707385883,1.0,1.0,1_0
0,0.0,4,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,163.321756483,1.0,1.0,1_0
0,0.0,4,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.1147908195,1.0,1.0,1_0
0,0.0,4,2026,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.0464987436,1.0,1.0,1_0
0,0.0,4,2027,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.903909157,1.0,1.0,1_0
0,0.0,4,2028,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.2632829587,1.0,1.0,1_0
0,0.0,4,2029,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,28.4691911372,1.0,1.0,1_0
0,0.0,4,2030,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,16.2211271836,1.0,1.0,1_0
0,0.0,4,2031,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,22.3804448942,1.0,1.0,1_0
0,0.0,5,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.9335731609,1.0,1.0,1_0
0,0.0,5,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.4289661474,1.0,1.0,1_0
0,0.0,5,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,27.2060938305,1.0,1.0,1_0
0,0.0,5,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,22.6212735566,1.0,1.0,1_0
0,0.0,5,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,28.0811017258,1.0,1.0,1_0
0,0.0,5,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.9380784725,1.0,1.0,1_0
0,0.0,5,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.8769887657,1.0,1.0,1_0
0,0.0,5,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,45.0585440579,1.0,1.0,1_0
0,0.0,5,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,13.2725870965,1.0,1.0,1_0
0,0.0,5,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,57.3732713502,1.0,1.0,1_0
0,0.0,5,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,36.2703626399,1.0,1.0,1_0
0,0.0,5,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.1370074409,1.0,1.0,1_0
0,0.0,5,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.6929626169,1.0,1.0,1_0
0,0.0,5,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.9580081789,1.0,1.0,1_0
