RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__electricity,Dispatch__htse__production__h2,Dispatch__ft__production__diesel,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__h2,Dispatch__ft__production__naphtha,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,PointProbability,ProbabilityWeight,prefix
0,0.0,0,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.6484088795,1.0,1.0,1_0
0,0.0,0,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,23.9105228073,1.0,1.0,1_0
0,0.0,0,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.4484081163,1.0,1.0,1_0
0,0.0,0,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,25.9812562864,1.0,1.0,1_0
0,0.0,0,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.7979386698,1.0,1.0,1_0
0,0.0,0,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.8479317496,1.0,1.0,1_0
0,0.0,0,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,89.5276392144,1.0,1.0,1_0
0,0.0,0,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.032010638,1.0,1.0,1_0
0,0.0,0,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,14.7010454577,1.0,1.0,1_0
0,0.0,0,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,19.2167486616,1.0,1.0,1_0
0,0.0,0,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,27.4816113519,1.0,1.0,1_0
0,0.0,0,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,30.4938135863,1.0,1.0,1_0
0,0.0,0,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,32.5177715733,1.0,1.0,1_0
0,0.0,0,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.5212306651,1.0,1.0,1_0
0,0.0,0,2026,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,21.8673865104,1.0,1.0,1_0
0,0.0,0,2027,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.8926296414,1.0,1.0,1_0
0,0.0,0,2028,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,72.7257908438,1.0,1.0,1_0
0,0.0,0,2029,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,15.4415490502,1.0,1.0,1_0
0,0.0,0,2030,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,17.8499986618,1.0,1.0,1_0
0,0.0,0,2031,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.2793722339,1.0,1.0,1_0
0,0.0,1,2012,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.903277294,1.0,1.0,1_0
0,0.0,1,2013,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,24.9993180318,1.0,1.0,1_0
0,0.0,1,2014,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.6651649963,1.0,1.0,1_0
0,0.0,1,2015,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,32.3113665777,1.0,1.0,1_0
0,0.0,1,2016,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,18.957530448,1.0,1.0,1_0
0,0.0,1,2017,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,18.6022060598,1.0,1.0,1_0
0,0.0,1,2018,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,60.9874936665,1.0,1.0,1_0
0,0.0,1,2019,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,14.5338676236,1.0,1.0,1_0
0,0.0,1,2020,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,18.3634785128,1.0,1.0,1_0
0,0.0,1,2021,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.2293706241,1.0,1.0,1_0
0,0.0,1,2022,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,20.9534586353,1.0,1.0,1_0
0,0.0,1,2023,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,28.4676050595,1.0,1.0,1_0
0,0.0,1,2024,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,37.452456431,1.0,1.0,1_0
0,0.0,1,2025,1.0,1193.0,-1178.0,29603.14,13740.325,24799.612,-29603.14,20470.851,-14.9,-0.1,-20470.851,-24799.612,-13740.325,1.0,0.0,-5.2325462e-13,26.0949490709,1.0,1.0,1_0
