SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,ProbabilityWeight-TES_capacity,PointProbability,ProbabilityWeight-Charger_capacity,ProbabilityWeight-NewBOP_capacity,prefix,ProbabilityWeight
203.0,-203.0,-190.0,-203.0,1100.0,-203.0,-1e+200,200116915.281,1604529.28185,199956939.557,202712231.133,197509273.317,197820714.543,202646994.677,18.0,2.57451421631e+12,0.1,1.443001443e-07,0.0454545454545,0.0238095238095,105,0.000108225108225
203.0,-203.0,-190.0,-203.0,1200.0,-203.0,-1e+200,198273473.207,1982078.42441,197915739.956,202469627.583,195154100.283,195856270.48,202026811.373,20.0,3.9286348805e+12,0.059,1.443001443e-07,0.0454545454545,0.0238095238095,106,6.38528138528e-05
203.0,-203.0,-190.0,-203.0,1218.0,-203.0,-1e+200,198899612.396,1382777.34309,198695186.229,201953217.626,196519236.696,197009767.997,201345069.228,20.0,1.91207318055e+12,0.05,1.443001443e-07,0.0454545454545,0.0238095238095,107,5.41125541126e-05
203.0,-203.0,-190.0,-203.0,1300.0,-203.0,-1e+200,196744829.636,1763987.45623,196723033.816,200210306.676,193940628.334,194487531.961,199631360.302,20.0,3.11165174574e+12,0.041,1.443001443e-07,0.0454545454545,0.0238095238095,108,4.43722943723e-05
203.0,-203.0,-400.0,-200.0,300.0,-203.0,-1e+200,265847318.842,1802186.36914,265943374.63,268783939.42,262782746.88,263380427.313,268741885.027,20.0,3.24787570913e+12,0.15,1.443001443e-07,0.121212121212,0.047619047619,109,0.000865800865801
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,277633328.252,1982389.87674,277635655.419,281731749.695,274176490.003,275024676.483,280378092.15,20.0,3.92986962341e+12,0.25,1.443001443e-07,0.121212121212,0.047619047619,110,0.001443001443
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,282550970.803,2794762.59265,281611180.524,289114573.184,278390495.337,279587222.322,287621397.68,20.0,7.81069794927e+12,0.15,1.443001443e-07,0.121212121212,0.047619047619,111,0.000865800865801
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,282848694.973,2768092.36499,282707482.203,289634797.284,277961769.65,279119260.725,287492858.606,20.0,7.66233534113e+12,0.1,1.443001443e-07,0.121212121212,0.047619047619,112,0.000577200577201
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,285172783.202,2827839.69319,285117452.115,290327580.42,280051380.697,281278643.054,289976102.863,20.0,7.9966773304e+12,0.1,1.443001443e-07,0.121212121212,0.047619047619,113,0.000577200577201
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,287085962.663,2358162.58619,287170655.242,290230435.579,283632756.043,283653495.739,290197845.128,20.0,5.56093078291e+12,0.1,1.443001443e-07,0.121212121212,0.047619047619,114,0.000577200577201
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,286230142.724,2884678.91511,285270228.533,292436347.703,282946603.119,283038724.885,290812773.317,20.0,8.3213724433e+12,0.059,1.443001443e-07,0.121212121212,0.047619047619,115,0.000340548340548
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,287154410.991,2705559.15527,287091333.172,292538776.215,282995162.65,283043238.409,290750486.068,20.0,7.32005034269e+12,0.05,1.443001443e-07,0.121212121212,0.047619047619,116,0.0002886002886
203.0,-203.0,-400.0,-200.0,1300.0,-203.0,-1e+200,286800486.197,1457468.49563,286674582.514,289253104.104,284680949.35,284943456.106,289156627.045,20.0,2.12421441575e+12,0.041,1.443001443e-07,0.121212121212,0.047619047619,117,0.000236652236652
203.0,-203.0,-380.0,-200.0,300.0,-203.0,-1e+200,266272789.212,2017184.19781,266108870.543,269835925.835,263468320.88,263910480.124,269523604.146,20.0,4.0690320879e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,118,0.0017316017316
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,275726173.753,2054277.51231,275740455.221,279747750.504,271813113.418,272913351.918,278361759.45,20.0,4.2200560976e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,119,0.002886002886
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,279304106.763,2032745.88459,279426714.85,283325017.142,275859521.39,276206434.877,282796091.161,20.0,4.13205583131e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,120,0.0017316017316
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,281472820.298,2067453.13776,281505438.687,285243706.526,278669943.95,278964885.511,284714833.184,20.0,4.27436247681e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,121,0.0011544011544
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,282686586.463,2417870.80759,282191693.663,286461508.913,278028050.957,278991737.126,286128814.038,20.0,5.84609924221e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,122,0.0011544011544
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,282774505.834,2227258.93847,282396056.452,287859903.673,278870058.424,280304327.417,286871820.653,20.0,4.96068237901e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,123,0.0011544011544
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,283058550.285,2038842.3564,282550235.901,288071452.665,280108564.947,280121211.412,285960973.509,20.0,4.15687815425e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,124,0.000681096681097
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,283002859.968,2761641.70906,283615034.571,287543707.694,276300342.109,279064635.54,286436397.312,20.0,7.6266649292e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,125,0.000577200577201
203.0,-203.0,-380.0,-200.0,1300.0,-203.0,-1e+200,284473807.926,2467468.26869,284589920.54,289117678.757,278385759.973,281083985.022,288658613.569,20.0,6.08839965701e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,126,0.000473304473304
203.0,-203.0,-360.0,-200.0,300.0,-203.0,-1e+200,265452265.071,2061451.76547,265158626.061,269049243.691,262685035.777,262727680.832,268462870.347,20.0,4.24958338136e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,127,0.0017316017316
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,273351040.482,2609641.19366,273998075.96,276739166.771,266615329.422,267941011.316,276208763.935,20.0,6.81022715966e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,128,0.002886002886
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,276757584.253,1999591.06632,276846148.866,280575922.328,272418233.562,273328270.962,279556918.964,20.0,3.99836443249e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,129,0.0017316017316
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,277195508.712,2569438.53033,276338417.553,283488299.04,272641937.569,274266494.083,280487829.978,20.0,6.60201436112e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,130,0.0011544011544
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,277786011.282,1987378.69103,277831539.268,280561873.839,272912211.221,275456928.397,280319596.391,20.0,3.94967406155e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,131,0.0011544011544
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,279370549.127,1652149.00923,279441177.951,282234073.952,275664248.814,276695430.315,281774687.164,20.0,2.72959634871e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,132,0.0011544011544
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,279887155.858,1768689.88237,280231511.977,283256856.81,276370797.906,277019689.379,282432998.487,20.0,3.12826390001e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,133,0.000681096681097
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,278393302.975,2479629.70992,278482767.265,282683718.026,274476786.987,274890544.725,281420525.497,20.0,6.14856349831e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,134,0.000577200577201
203.0,-203.0,-360.0,-200.0,1300.0,-203.0,-1e+200,280701910.029,2520399.36495,280683200.171,286458853.33,276031416.22,277026749.906,284090206.317,20.0,6.35241295886e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,135,0.000473304473304
203.0,-203.0,-340.0,-200.0,300.0,-203.0,-1e+200,263415640.344,1742015.135,263240092.193,266834318.49,260863281.899,261271160.042,266368564.489,20.0,3.03461673055e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,136,0.0017316017316
203.0,-203.0,-340.0,-200.0,600.0,-203.0,-1e+200,270610712.953,2235415.27563,270418435.252,274401956.079,266020067.759,266094810.212,274041598.659,20.0,4.99708145453e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,137,0.002886002886
203.0,-203.0,-340.0,-200.0,800.0,-203.0,-1e+200,272749465.689,2140439.39077,272304164.373,278831630.345,269841316.801,270533260.699,276863623.384,20.0,4.58148078557e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,138,0.0017316017316
203.0,-203.0,-340.0,-200.0,900.0,-203.0,-1e+200,273512554.105,2640336.59082,273520265.546,281447203.672,268914588.078,270220486.706,276427724.294,20.0,6.97137731283e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,139,0.0011544011544
203.0,-203.0,-340.0,-200.0,1000.0,-203.0,-1e+200,274779578.118,1953093.53916,274755394.865,279275122.632,271180645.198,272467242.494,278112151.254,20.0,3.81457437272e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,140,0.0011544011544
203.0,-203.0,-340.0,-200.0,1100.0,-203.0,-1e+200,274947020.259,2054387.81431,274694566.219,278917920.261,270884565.226,271413029.253,277885966.36,20.0,4.22050929158e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,141,0.0011544011544
203.0,-203.0,-340.0,-200.0,1200.0,-203.0,-1e+200,275411943.834,2618857.27297,275850111.277,280360598.983,268898857.948,271774498.245,279393566.388,20.0,6.85841341616e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,142,0.000681096681097
203.0,-203.0,-340.0,-200.0,1218.0,-203.0,-1e+200,276280221.024,2384080.19498,275642678.62,281275115.2,272306308.486,272883100.221,279773378.943,20.0,5.68383837607e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,143,0.000577200577201
203.0,-203.0,-340.0,-200.0,1300.0,-203.0,-1e+200,275838070.562,2105270.96634,275763291.359,279605327.069,271729024.257,273142711.254,278657038.432,20.0,4.43216584173e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,144,0.000473304473304
203.0,-203.0,-320.0,-200.0,300.0,-203.0,-1e+200,262113185.757,1845317.0835,261915449.632,266136807.391,259732796.466,259835424.032,264653023.429,20.0,3.40519513866e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,145,0.0017316017316
203.0,-203.0,-320.0,-200.0,600.0,-203.0,-1e+200,267657670.775,1929456.7687,267284564.954,271415619.837,264096617.204,265060375.802,271037781.012,20.0,3.72280342227e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,146,0.002886002886
203.0,-203.0,-320.0,-200.0,800.0,-203.0,-1e+200,270185606.662,2111607.44158,270117551.291,274875737.767,266743242.636,267531579.887,273275942.956,20.0,4.45888598733e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,147,0.0017316017316
203.0,-203.0,-320.0,-200.0,900.0,-203.0,-1e+200,270049416.734,2183982.76759,269952683.339,275041288.688,266070116.492,267110926.927,273249513.854,20.0,4.76978072911e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,148,0.0011544011544
203.0,-203.0,-320.0,-200.0,1000.0,-203.0,-1e+200,270627636.924,2149286.1248,270410982.344,275553734.327,267712584.931,267760636.618,273503309.404,20.0,4.61943084625e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,149,0.0011544011544
203.0,-203.0,-320.0,-200.0,1100.0,-203.0,-1e+200,271493467.476,2111777.9551,270705389.291,276511982.353,268997711.535,269222017.512,274835472.479,20.0,4.45960613166e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,150,0.0011544011544
203.0,-203.0,-320.0,-200.0,1200.0,-203.0,-1e+200,271265810.323,1851571.897,271384286.05,274783051.854,267375398.344,268494930.025,273471874.322,20.0,3.42831848976e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,151,0.000681096681097
203.0,-203.0,-320.0,-200.0,1300.0,-203.0,-1e+200,271220911.968,2162433.64762,271309877.301,275489256.292,267128078.175,267919333.548,274941160.236,20.0,4.67611928037e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,153,0.000473304473304
203.0,-203.0,-320.0,-200.0,1218.0,-203.0,-1e+200,271392593.043,2341578.65086,271502850.274,277570762.637,265546085.342,268570396.604,274119700.998,20.0,5.48299057814e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,152,0.000577200577201
203.0,-203.0,-300.0,-200.0,300.0,-203.0,-1e+200,259946488.548,2024090.06809,260316213.434,264946628.309,255938069.52,257225369.485,261990817.408,20.0,4.09694060376e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,154,0.0017316017316
203.0,-203.0,-300.0,-200.0,600.0,-203.0,-1e+200,262871942.045,1853608.71291,262928855.798,265622077.583,259717810.883,260079921.08,265247033.68,20.0,3.43586526056e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,155,0.002886002886
203.0,-203.0,-300.0,-200.0,800.0,-203.0,-1e+200,264615560.893,2210010.04346,264192084.14,269369792.953,261862259.617,262095861.424,268415558.37,20.0,4.88414439221e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,156,0.0017316017316
203.0,-203.0,-300.0,-200.0,900.0,-203.0,-1e+200,264570361.0,2698120.27214,263789634.528,270813033.837,261290352.19,261833352.969,269609277.261,20.0,7.27985300293e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,157,0.0011544011544
203.0,-203.0,-300.0,-200.0,1000.0,-203.0,-1e+200,266599034.508,2793270.27413,265601996.593,271549588.033,262447610.75,263546134.764,271392910.025,20.0,7.80235882432e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,158,0.0011544011544
203.0,-203.0,-300.0,-200.0,1100.0,-203.0,-1e+200,265900291.172,2202276.05946,265740570.101,269682839.124,260545005.135,263147608.527,269186476.062,20.0,4.85001984208e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,159,0.0011544011544
203.0,-203.0,-300.0,-200.0,1200.0,-203.0,-1e+200,265251356.542,2773340.15783,264386915.866,270540099.731,261142072.677,261656550.05,270442796.897,20.0,7.69141563104e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,160,0.000681096681097
203.0,-203.0,-300.0,-200.0,1218.0,-203.0,-1e+200,266042629.919,2619097.02933,266122252.315,270837170.079,261129805.276,261363087.649,270120632.596,20.0,6.85966924906e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,161,0.000577200577201
203.0,-203.0,-300.0,-200.0,1300.0,-203.0,-1e+200,265695943.671,1776987.88358,265512421.297,270505423.411,262807638.287,263226879.442,269005176.277,20.0,3.15768593841e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,162,0.000473304473304
203.0,-203.0,-280.0,-200.0,300.0,-203.0,-1e+200,255518691.476,1784968.81745,255703927.642,258652763.737,252594954.16,252859827.663,258232935.973,20.0,3.18611367926e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,163,0.0017316017316
203.0,-203.0,-280.0,-200.0,600.0,-203.0,-1e+200,259039376.264,1866441.67848,258857339.927,262062268.446,255320662.462,256666762.642,261592505.768,20.0,3.48360453916e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,164,0.002886002886
203.0,-203.0,-280.0,-200.0,800.0,-203.0,-1e+200,259498387.888,1419782.41108,259461715.724,261590643.931,257403776.156,257466506.121,261493989.249,20.0,2.01578209482e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,165,0.0017316017316
203.0,-203.0,-280.0,-200.0,900.0,-203.0,-1e+200,259782353.452,1872015.57294,259908061.68,263519745.79,256890512.95,257323153.263,262624061.643,20.0,3.50444230532e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,166,0.0011544011544
203.0,-203.0,-280.0,-200.0,1000.0,-203.0,-1e+200,260419272.854,2343665.52287,260235794.28,264164917.972,256602985.814,257012558.677,263780069.549,20.0,5.49276808307e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,167,0.0011544011544
203.0,-203.0,-280.0,-200.0,1100.0,-203.0,-1e+200,260571820.488,2040604.1362,260175411.216,264479658.642,258350098.648,258386378.895,264429580.967,20.0,4.16406524069e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,168,0.0011544011544
203.0,-203.0,-280.0,-200.0,1200.0,-203.0,-1e+200,261167946.975,1968428.73509,261454784.555,264205448.607,257288046.639,258617352.228,264070491.982,20.0,3.87471168513e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,169,0.000681096681097
203.0,-203.0,-280.0,-200.0,1218.0,-203.0,-1e+200,259642627.854,2210616.55618,259482692.272,263912989.13,255694619.943,256341628.316,262640750.803,20.0,4.88682555845e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,170,0.000577200577201
203.0,-203.0,-280.0,-200.0,1300.0,-203.0,-1e+200,260231581.262,1552720.29498,260076728.604,263215591.189,256735809.049,258320773.16,263200728.8,20.0,2.41094031445e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,171,0.000473304473304
203.0,-203.0,-260.0,-200.0,300.0,-203.0,-1e+200,253175884.022,1550534.04858,253311939.171,255374200.248,249872720.921,250554740.595,255216130.835,20.0,2.40415583582e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,172,0.0017316017316
203.0,-203.0,-260.0,-200.0,600.0,-203.0,-1e+200,253447141.955,2363513.99906,252944172.567,258187805.631,250251346.089,250761659.89,257689116.425,20.0,5.58619842376e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,173,0.002886002886
203.0,-203.0,-260.0,-200.0,800.0,-203.0,-1e+200,254495640.634,2922443.54919,254795361.304,258632054.719,247519652.013,250958608.964,258494221.147,20.0,8.54067629821e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,174,0.0017316017316
203.0,-203.0,-260.0,-200.0,900.0,-203.0,-1e+200,253735747.163,2221722.94359,253615679.457,258626495.747,250502357.897,250876480.686,256636585.828,20.0,4.93605283805e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,175,0.0011544011544
203.0,-203.0,-260.0,-200.0,1000.0,-203.0,-1e+200,254017504.902,2014255.3099,254482951.322,257830860.845,250411685.535,250488173.904,256869477.958,20.0,4.05722445348e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,176,0.0011544011544
203.0,-203.0,-260.0,-200.0,1100.0,-203.0,-1e+200,253819453.185,2270089.21102,254070597.183,258886601.753,250766919.075,250867905.532,257288124.952,20.0,5.15330502601e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,177,0.0011544011544
203.0,-203.0,-260.0,-200.0,1200.0,-203.0,-1e+200,254270332.889,1828923.44278,254275031.465,257869086.973,250635084.136,251660669.911,256803298.595,20.0,3.34496095956e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,178,0.000681096681097
203.0,-203.0,-260.0,-200.0,1218.0,-203.0,-1e+200,253496313.901,2038644.28678,253194180.921,257801949.416,249544077.575,250252561.553,256482619.225,20.0,4.15607052801e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,179,0.000577200577201
203.0,-203.0,-260.0,-200.0,1300.0,-203.0,-1e+200,255157391.325,1383641.72997,255329878.88,256922939.504,252104508.599,252460390.633,256780387.352,20.0,1.91446443692e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,180,0.000473304473304
203.0,-203.0,-240.0,-200.0,300.0,-203.0,-1e+200,247782337.463,1373141.32503,247676944.036,250846197.406,245668994.229,245770955.858,250110332.301,20.0,1.88551709851e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,181,0.0017316017316
203.0,-203.0,-240.0,-200.0,600.0,-203.0,-1e+200,248309148.83,2115398.22499,248459312.282,251342137.224,244288045.363,245063971.495,251152140.805,20.0,4.47490965029e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,182,0.002886002886
203.0,-203.0,-240.0,-200.0,800.0,-203.0,-1e+200,247722824.134,2033154.59578,247682525.105,252590276.838,244108614.005,244664315.257,250494375.862,20.0,4.13371761033e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,183,0.0017316017316
203.0,-203.0,-240.0,-200.0,900.0,-203.0,-1e+200,247020062.212,1751909.02054,246909873.311,251045718.652,243370482.216,244422550.714,249336986.554,20.0,3.06918521623e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,184,0.0011544011544
203.0,-203.0,-240.0,-200.0,1000.0,-203.0,-1e+200,247571044.083,2142992.23799,247613787.601,251344659.835,242084922.394,244117630.04,250417635.107,20.0,4.59241573207e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,185,0.0011544011544
203.0,-203.0,-240.0,-200.0,1100.0,-203.0,-1e+200,246964339.767,2424891.00799,246599471.42,251238245.657,243128092.333,243684350.385,250549433.165,20.0,5.88009640063e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,186,0.0011544011544
203.0,-203.0,-240.0,-200.0,1200.0,-203.0,-1e+200,246902301.963,2485720.47738,247498353.566,250226849.194,241597040.086,242138279.484,249889518.135,20.0,6.17880629168e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,187,0.000681096681097
203.0,-203.0,-240.0,-200.0,1300.0,-203.0,-1e+200,246393631.073,2089998.2848,246864974.76,250301633.38,242975825.476,243645576.767,250292905.503,20.0,4.36809283048e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,189,0.000473304473304
203.0,-203.0,-240.0,-200.0,1218.0,-203.0,-1e+200,246101163.125,1983162.47601,246160421.304,250287458.082,241421749.563,243409226.106,249536517.476,20.0,3.93293340626e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,188,0.000577200577201
203.0,-203.0,-220.0,-200.0,300.0,-203.0,-1e+200,241698642.068,2073995.94044,241853084.599,244488307.771,237595933.277,238112594.989,244335938.821,20.0,4.30145916095e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,190,0.0017316017316
203.0,-203.0,-220.0,-200.0,600.0,-203.0,-1e+200,239575331.349,1954565.63047,239659548.751,243577640.174,236607053.422,237047468.664,242340835.97,20.0,3.82032680381e+12,0.25,1.443001443e-07,0.121212121212,0.0952380952381,191,0.002886002886
203.0,-203.0,-220.0,-200.0,800.0,-203.0,-1e+200,239284808.757,1860121.56259,238953244.554,242712531.5,235893430.665,236144067.894,242141171.529,20.0,3.4600522276e+12,0.15,1.443001443e-07,0.121212121212,0.0952380952381,192,0.0017316017316
203.0,-203.0,-220.0,-200.0,900.0,-203.0,-1e+200,237541653.656,2422266.59097,237163658.686,242531079.502,234010511.037,234493179.326,241382457.113,20.0,5.86737543772e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,193,0.0011544011544
203.0,-203.0,-220.0,-200.0,1000.0,-203.0,-1e+200,236287508.645,1951230.68458,236425558.682,239635328.082,230995634.04,233555560.63,239116125.001,20.0,3.80730118444e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,194,0.0011544011544
203.0,-203.0,-220.0,-200.0,1100.0,-203.0,-1e+200,234376128.236,2328595.44155,234619159.909,237836837.005,230350645.24,230790945.684,237774925.923,20.0,5.42235673039e+12,0.1,1.443001443e-07,0.121212121212,0.0952380952381,195,0.0011544011544
203.0,-203.0,-220.0,-200.0,1218.0,-203.0,-1e+200,233487342.027,1974166.43693,233345772.797,237451758.622,230740714.341,231178708.953,236645423.503,20.0,3.8973331207e+12,0.05,1.443001443e-07,0.121212121212,0.0952380952381,197,0.000577200577201
203.0,-203.0,-220.0,-200.0,1200.0,-203.0,-1e+200,233791903.554,2090038.31977,233512895.238,238015071.535,230799817.511,231043322.996,237261753.251,20.0,4.36826017811e+12,0.059,1.443001443e-07,0.121212121212,0.0952380952381,196,0.000681096681097
203.0,-203.0,-220.0,-200.0,1300.0,-203.0,-1e+200,231271118.696,2115542.2441,231225222.62,234999983.45,226666238.646,229092851.3,234667401.311,20.0,4.47551898659e+12,0.041,1.443001443e-07,0.121212121212,0.0952380952381,198,0.000473304473304
203.0,-203.0,-200.0,-200.0,300.0,-203.0,-1e+200,226544274.502,1878736.99034,226846152.558,229034292.648,221464777.837,223720860.094,229025604.489,20.0,3.52965267888e+12,0.15,1.443001443e-07,0.121212121212,0.0714285714286,199,0.0012987012987
203.0,-203.0,-200.0,-200.0,600.0,-203.0,-1e+200,221027421.904,2563847.95601,221150792.409,227515535.815,216546307.541,218057799.751,224167477.947,20.0,6.57331634155e+12,0.25,1.443001443e-07,0.121212121212,0.0714285714286,200,0.0021645021645
203.0,-203.0,-200.0,-200.0,800.0,-203.0,-1e+200,216273793.173,2070382.405,216439678.958,219806623.605,212004151.39,213616713.95,219654756.304,20.0,4.28648330294e+12,0.15,1.443001443e-07,0.121212121212,0.0714285714286,201,0.0012987012987
203.0,-203.0,-200.0,-200.0,900.0,-203.0,-1e+200,215080524.548,1538964.01605,215149208.139,218471544.615,212711443.945,212825969.199,217027304.159,20.0,2.36841024271e+12,0.1,1.443001443e-07,0.121212121212,0.0714285714286,202,0.000865800865801
203.0,-203.0,-200.0,-200.0,1000.0,-203.0,-1e+200,213222931.592,2813745.14734,213203072.89,218846545.585,209014296.217,209666691.907,218175313.967,20.0,7.91716175417e+12,0.1,1.443001443e-07,0.121212121212,0.0714285714286,203,0.000865800865801
203.0,-203.0,-200.0,-200.0,1100.0,-203.0,-1e+200,211028728.497,1609813.38947,211232383.624,214364684.465,208715369.907,208735696.152,212929321.13,20.0,2.59149914893e+12,0.1,1.443001443e-07,0.121212121212,0.0714285714286,204,0.000865800865801
203.0,-203.0,-200.0,-200.0,1200.0,-203.0,-1e+200,210352456.999,2004665.37078,210310220.06,214020622.637,205611329.822,206924821.996,212923775.117,20.0,4.0186832488e+12,0.059,1.443001443e-07,0.121212121212,0.0714285714286,205,0.000510822510823
203.0,-203.0,-200.0,-200.0,1218.0,-203.0,-1e+200,209333786.759,1661098.60323,209178451.184,212382898.253,206050006.958,206408637.764,211671590.969,20.0,2.75924856964e+12,0.05,1.443001443e-07,0.121212121212,0.0714285714286,206,0.0004329004329
203.0,-203.0,-200.0,-200.0,1300.0,-203.0,-1e+200,208211306.056,1532524.02423,208016116.866,211003734.559,205690241.658,205842248.129,210641333.76,20.0,2.34862988485e+12,0.041,1.443001443e-07,0.121212121212,0.0714285714286,207,0.000354978354978
203.0,-203.0,-190.0,-200.0,300.0,-203.0,-1e+200,215831983.535,1173764.50088,215575272.51,218078177.535,214209085.853,214498972.737,217632569.366,20.0,1.37772310352e+12,0.15,1.443001443e-07,0.121212121212,0.0238095238095,208,0.0004329004329
203.0,-203.0,-190.0,-200.0,600.0,-203.0,-1e+200,209604933.007,1666387.37945,209553582.962,212639850.844,206640646.876,207274211.967,212064098.282,20.0,2.77684689838e+12,0.25,1.443001443e-07,0.121212121212,0.0238095238095,209,0.000721500721501
203.0,-203.0,-190.0,-200.0,800.0,-203.0,-1e+200,205356271.088,1119101.52227,205364340.257,207676357.035,203334943.498,203769044.955,207014697.896,20.0,1.25238821715e+12,0.15,1.443001443e-07,0.121212121212,0.0238095238095,210,0.0004329004329
