iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
11.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4777.81017647,2603212742.43,1696297.81449,2604120954.44
12.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,2513.0,2597574887.23,4674922.4564,2599718590.56
13.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,4777.81017647,2604116478.03,5172384.13973,2604986728.51
14.0,accepted,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7354.73068212,2599687865.64,4458138.48374,2601537002.16
15.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6408.57345116,2597170974.67,3414610.78938,2597091866.02
16.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7354.73068212,2602862288.71,7435081.00753,2606031693.45
17.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,8710.55328207,2598685461.98,6166175.20894,2601153995.36
18.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7354.73068212,2594883357.65,6367088.28899,2594068082.85
19.0,rejected,1193.0,-1166.02642075,-2596.25481041,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7518.95449095,2590948657.8,3402440.16029,2591244715.46
20.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7354.73068212,2599056951.15,3511798.24893,2598051279.04
21.0,rejected,1193.0,-1172.92072745,-2600.23780111,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7895.92589539,2593406474.82,3824959.79464,2592092648.2
22.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7354.73068212,2602884122.42,7584477.38164,2605661957.7
23.0,accepted,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7039.96904977,2604516775.35,4503793.25377,2605550992.5
24.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6919.49352795,2595339981.88,2047288.99845,2595985062.46
25.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7039.96904977,2600613889.72,6737348.54606,2598461683.82
26.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7141.16658661,2600526710.74,4082579.99726,2601117315.97
27.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7039.96904977,2596357139.42,2148338.72163,2596785396.7
28.0,rejected,1193.0,-1173.99936214,-2532.0492169,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6974.54243948,2594003256.4,790260.198536,2594427468.71
29.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7039.96904977,2602271288.58,4414120.67873,2604055715.14
30.0,accepted,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6958.87065462,2602475140.08,5449852.03348,2601337469.17
31.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,7052.23849226,2596865017.57,985664.484053,2596562612.46
32.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6958.87065462,2600111929.59,3433430.2699,2601358710.71
33.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6927.83952018,2597497656.39,5730110.43905,2595330659.16
34.0,rerun,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6958.87065462,2598333586.43,7992724.30355,2595174865.9
35.0,accepted,1193.0,-1174.63729535,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6974.40802751,2600529622.25,4919597.00783,2600392860.2
36.0,rejected,1193.0,-1175.0,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6982.29300025,2598265351.49,3463019.02619,2599078392.83
37.0,rerun,1193.0,-1174.63729535,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6974.40802751,2599927997.07,4462267.45843,2599560256.28
38.0,accepted,1193.0,-1174.70922579,-2514.88432718,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6941.76227694,2600852282.19,1931730.50021,2600561473.78
39.0,rejected,1193.0,-1174.90764307,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6946.19977809,2598434614.94,6272655.46612,2600924800.92
40.0,rerun,1193.0,-1174.70922579,-2514.88432718,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6941.76227694,2600722661.8,3326670.82494,2602543195.08
41.0,rejected,1193.0,-1174.87522459,-2516.98566512,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6929.35850304,2598590789.06,5838894.27595,2599073932.12
42.0,rerun,1193.0,-1174.70922579,-2514.88432718,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6941.76227694,2599006177.48,3905196.10922,2601086743.66
43.0,accepted,1193.0,-1174.7980289,-2515.42327396,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6929.53846414,2600940559.84,4346241.96986,2601017172.33
44.0,accepted,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2602478601.93,5649233.46365,2605094016.17
45.0,rejected,1193.0,-1174.89081125,-2513.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6868.78821475,2599113395.76,3884867.00642,2598703172.19
46.0,rerun,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2596536190.47,2254093.48579,2595775233.54
47.0,rejected,1193.0,-1174.97221917,-2519.50828941,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6871.26512478,2599470918.95,1206027.67372,2599438134.79
48.0,rerun,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2599555608.7,6129417.46594,2602186750.58
49.0,rejected,1193.0,-1175.0,-2518.73319933,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6919.21914641,2593754949.26,2629763.49825,2594538060.76
50.0,rerun,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2600042154.58,7485401.18151,2603685533.3
51.0,rejected,1193.0,-1174.91732518,-2518.57105734,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6920.28894854,2597491285.86,1960149.54142,2596757796.67
52.0,rerun,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2597843387.08,3116591.87833,2597028327.65
53.0,rejected,1193.0,-1174.85506897,-2521.65601949,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6906.00617199,2596637057.96,4621678.44097,2594094807.24
54.0,rerun,1193.0,-1174.8662331,-2519.17772113,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6905.4553199,2596239369.1,6740640.63113,2594351399.1
55.0,accepted,1193.0,-1174.84401287,-2520.15103955,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.1920241,2602044957.03,2107496.21297,2601458667.93
56.0,rejected,1193.0,-1174.75054105,-2520.35460594,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6903.59600792,2599093229.39,3768988.47115,2601172758.97
57.0,rerun,1193.0,-1174.84401287,-2520.15103955,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.1920241,2599656649.35,5250037.31614,2600493628.14
58.0,rejected,1193.0,-1174.88835673,-2519.47296525,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6904.5774662,2599349648.43,2576724.21002,2599643784.29
59.0,rerun,1193.0,-1174.84401287,-2520.15103955,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.1920241,2598627187.18,7662371.09069,2599638036.71
60.0,accepted,1193.0,-1174.85350072,-2520.05726998,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6904.79561732,2603084229.54,1499234.18379,2603602247.95
61.0,rejected,1193.0,-1174.89125616,-2520.0294499,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6911.83680779,2596764519.75,5834372.07673,2595726737.86
62.0,rerun,1193.0,-1174.85350072,-2520.05726998,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6904.79561732,2592801284.98,1703497.41235,2591920028.65
63.0,accepted,1193.0,-1174.82730394,-2520.58449373,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.7531113,2600907595.61,6302726.53607,2604539285.78
64.0,accepted,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2601628041.49,4184611.96926,2602874308.1
65.0,rejected,1193.0,-1174.82802357,-2520.41330931,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6903.81345931,2599763296.92,5976312.65002,2596744302.07
66.0,rerun,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2600666076.36,7761949.59431,2605145371.64
67.0,rejected,1193.0,-1174.81860666,-2520.17885694,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6899.03565747,2599207221.81,4014179.68846,2600843482.1
68.0,rerun,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2601246528.99,4897627.85348,2602651781.92
69.0,rejected,1193.0,-1174.80016301,-2520.00367592,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6899.16751851,2595120806.04,2023925.59869,2594550328.12
70.0,rerun,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2595948015.28,3177114.73017,2596643783.98
71.0,rejected,1193.0,-1174.80555977,-2520.33634041,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.51811628,2597908554.13,3241589.06609,2596830287.87
72.0,rerun,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2602596829.74,2156530.77728,2601544448.23
73.0,rejected,1193.0,-1174.7970132,-2520.45972507,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.3161912,2599523187.64,3757472.49484,2597929472.97
74.0,rerun,1193.0,-1174.79463592,-2520.2818879,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6900.79257065,2603088318.64,6326470.21443,2605858580.88
75.0,accepted,1193.0,-1174.79877325,-2520.2415647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.19202714,2601997055.12,1415992.92126,2602414481.0
76.0,rejected,1193.0,-1174.79837947,-2520.32448171,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.59458634,2597455945.56,6577163.90337,2597140904.95
77.0,rerun,1193.0,-1174.79877325,-2520.2415647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.19202714,2601820472.28,4070911.08852,2600697705.04
78.0,rejected,1193.0,-1174.79968733,-2520.27887417,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.49800256,2596863080.41,2846921.68236,2597539791.53
79.0,rerun,1193.0,-1174.79877325,-2520.2415647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.19202714,2594995739.16,4189400.29722,2594140425.32
80.0,rejected,1193.0,-1174.79970282,-2520.27902245,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.33882245,2597351618.68,8820873.93507,2592966359.64
81.0,rerun,1193.0,-1174.79877325,-2520.2415647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.19202714,2603028903.42,4002490.10826,2601092806.63
82.0,rejected,1193.0,-1174.79983441,-2520.22998663,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.0922238,2596672835.03,5003350.50525,2595827456.68
83.0,rerun,1193.0,-1174.79877325,-2520.2415647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.19202714,2600599924.08,3702044.40734,2602269643.77
84.0,accepted,1193.0,-1174.79916085,-2520.23540472,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28622341,2603748648.85,1424912.04106,2603644698.47
85.0,rejected,1193.0,-1174.79924832,-2520.21544219,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.33367226,2597760714.38,2879948.87451,2596274977.96
86.0,rerun,1193.0,-1174.79916085,-2520.23540472,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28622341,2600344979.17,4930930.22475,2601317894.39
87.0,rejected,1193.0,-1174.79859661,-2520.23867233,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.30637318,2597219594.18,8206850.46587,2595611072.44
88.0,rerun,1193.0,-1174.79916085,-2520.23540472,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28622341,2599278175.49,4373826.07063,2600624141.27
89.0,rejected,1193.0,-1174.79933698,-2520.23638578,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.3253026,2600218987.38,5857814.53044,2598660219.79
90.0,rerun,1193.0,-1174.79916085,-2520.23540472,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28622341,2597943700.9,4791175.3451,2596076919.61
91.0,rejected,1193.0,-1174.79941295,-2520.23592064,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.27591681,2596356561.33,2775563.88767,2596244968.15
92.0,rerun,1193.0,-1174.79916085,-2520.23540472,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28622341,2597909859.01,4878618.17612,2596144414.3
93.0,accepted,1193.0,-1174.79916242,-2520.23976026,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28087394,2600037375.76,3166307.07278,2598628633.06
94.0,accepted,1193.0,-1174.79933901,-2520.24206853,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.27601256,2602316164.39,3792445.59627,2602692185.43
95.0,rejected,1193.0,-1174.79931948,-2520.24173302,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.3069742,2599215879.69,7059073.42942,2599550733.55
96.0,rerun,1193.0,-1174.79933901,-2520.24206853,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.27601256,2596302967.0,7390224.2609,2596005205.95
97.0,rejected,1193.0,-1174.79935013,-2520.24365811,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.25648731,2591912540.26,2922435.0665,2590815795.81
98.0,rerun,1193.0,-1174.79933901,-2520.24206853,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.27601256,2594740055.37,698441.996901,2595051473.8
99.0,accepted,1193.0,-1174.79942804,-2520.24078827,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,6901.28431713,2599318852.93,3430459.51968,2597799469.22
