iteration,accepted,SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,280605028.765,239006.424666,280636909.655
1.0,accepted,203.0,-203.0,-400.690204005,-203.047507276,730.822093496,-203.0,-1e+200,280646004.92,416227.783177,280512621.723
2.0,accepted,203.0,-203.0,-404.880559189,-201.270331463,760.006695716,-203.0,-1e+200,281090942.387,313564.356395,281133743.854
3.0,rejected,203.0,-203.0,-416.435435248,-201.496160738,762.429410694,-203.0,-1e+200,280724183.297,354179.863983,280765130.186
4.0,rerun,203.0,-203.0,-404.880559189,-201.270331463,760.006695716,-203.0,-1e+200,281103932.478,427006.464756,280937666.798
5.0,rejected,203.0,-203.0,-403.178486454,-200.546086207,730.748254683,-203.0,-1e+200,280990574.481,354728.604811,281056124.388
6.0,rerun,203.0,-203.0,-404.880559189,-201.270331463,760.006695716,-203.0,-1e+200,281264927.747,395136.048011,281277863.004
7.0,rejected,203.0,-203.0,-400.808827506,-201.377426304,744.371221149,-203.0,-1e+200,280671932.696,352616.780627,280664286.714
8.0,rerun,203.0,-203.0,-404.880559189,-201.270331463,760.006695716,-203.0,-1e+200,281335697.884,371272.683687,281252444.173
9.0,rejected,203.0,-203.0,-404.281375853,-200.871629545,770.633365484,-203.0,-1e+200,281079569.009,434893.817484,281024173.377
10.0,rerun,203.0,-203.0,-404.880559189,-201.270331463,760.006695716,-203.0,-1e+200,281131127.258,430196.359785,281265833.717
11.0,accepted,203.0,-203.0,-406.853315553,-201.374689579,755.181348088,-203.0,-1e+200,281225488.596,493453.708122,281203729.692
12.0,accepted,203.0,-203.0,-405.500629285,-201.307725453,760.504291165,-203.0,-1e+200,281271515.783,351423.602562,281170020.006
13.0,rejected,203.0,-203.0,-406.185450528,-201.185434654,757.778500742,-203.0,-1e+200,281253256.834,414276.626047,281187796.327
14.0,rerun,203.0,-203.0,-405.500629285,-201.307725453,760.504291165,-203.0,-1e+200,281419630.91,274008.143075,281487404.809
15.0,accepted,203.0,-203.0,-406.031543589,-201.391163627,761.560729244,-203.0,-1e+200,281431511.862,336392.085371,281464342.246
16.0,rejected,203.0,-203.0,-406.722889939,-201.361179696,760.923141261,-203.0,-1e+200,281253322.433,335260.133516,281208338.804
