hour,price
1.0,28.11
2.0,27.83
3.0,27.24
4.0,26.44
5.0,26.83
6.0,27.11
7.0,28.48
8.0,29.17
9.0,29.15
10.0,28.81
11.0,28.05
12.0,27.21
13.0,26.67
14.0,26.11
15.0,25.77
16.0,25.75
17.0,26.65
18.0,31.75
19.0,31.4
20.0,30.84
21.0,30.53
22.0,28.64
23.0,26.78
24.0,25.9
25.0,24.24
26.0,23.63
27.0,23.01
28.0,22.79
29.0,24.15
30.0,25.36
31.0,27.8
32.0,29.05
33.0,28.36
34.0,28.45
35.0,28.83
36.0,28.32
37.0,27.6
38.0,26.99
39.0,26.61
40.0,26.36
41.0,27.45
42.0,30.91
43.0,30.53
44.0,29.24
45.0,29.37
46.0,28.15
47.0,26.72
48.0,25.84
49.0,26.22
50.0,25.45
51.0,24.96
52.0,24.89
53.0,25.05
54.0,25.37
55.0,26.47
56.0,27.73
57.0,29.48
58.0,29.17
59.0,30.02
60.0,29.22
61.0,27.98
62.0,27.21
63.0,26.57
64.0,26.41
65.0,27.57
66.0,30.44
67.0,29.46
68.0,28.73
69.0,27.58
70.0,26.57
71.0,24.43
72.0,21.45
73.0,22.2
74.0,18.07
75.0,13.76
76.0,13.3
77.0,12.61
78.0,13.59
79.0,16.29
80.0,20.46
81.0,22.2
82.0,22.68
83.0,23.16
84.0,23.48
85.0,23.22
86.0,22.78
87.0,22.88
88.0,23.24
89.0,24.31
90.0,27.68
91.0,27.71
92.0,27.22
93.0,26.97
94.0,25.92
95.0,24.62
96.0,22.52
97.0,21.6
98.0,21.56
99.0,21.32
100.0,22.09
101.0,23.03
102.0,25.31
103.0,28.86
104.0,30.58
105.0,29.47
106.0,29.78
107.0,30.19
108.0,29.82
109.0,29.41
110.0,28.61
111.0,28.12
112.0,27.92
113.0,30.32
114.0,47.99
115.0,42.81
116.0,40.61
117.0,38.94
118.0,34.95
119.0,29.31
120.0,27.21
121.0,35.54
122.0,34.07
123.0,32.83
124.0,34.0
125.0,34.1
126.0,34.39
127.0,54.45
128.0,57.29
129.0,44.54
130.0,44.1
131.0,44.53
132.0,43.56
133.0,39.34
134.0,37.91
135.0,36.09
136.0,35.67
137.0,38.2
138.0,57.5
139.0,48.96
140.0,44.1
141.0,40.1
142.0,36.54
143.0,34.69
144.0,31.63
145.0,34.33
146.0,33.2
147.0,32.96
148.0,33.02
149.0,34.51
150.0,40.65
151.0,82.65
152.0,85.85
153.0,70.9
154.0,65.97
155.0,71.06
156.0,65.27
157.0,56.92
158.0,48.61
159.0,46.28
160.0,49.28
161.0,64.61
162.0,113.33
163.0,109.22
164.0,111.49
165.0,96.54
166.0,86.79
167.0,68.82
168.0,59.28
169.0,56.38
170.0,54.46
171.0,55.15
172.0,57.53
173.0,59.71
174.0,81.38
175.0,109.4
176.0,127.39
177.0,98.82
178.0,83.78
179.0,77.54
180.0,71.98
181.0,59.08
182.0,55.48
183.0,50.53
184.0,50.19
185.0,62.9
186.0,97.28
187.0,93.88
188.0,83.33
189.0,70.05
190.0,71.12
191.0,50.28
192.0,45.86
193.0,40.82
194.0,38.77
195.0,37.5
196.0,37.44
197.0,38.07
198.0,47.55
199.0,76.52
200.0,85.21
201.0,69.84
202.0,63.36
203.0,59.5
204.0,50.25
205.0,42.28
206.0,38.81
207.0,38.15
208.0,37.42
209.0,41.05
210.0,87.83
211.0,76.87
212.0,67.1
213.0,65.19
214.0,52.33
215.0,47.21
216.0,41.0
217.0,36.69
218.0,35.69
219.0,35.37
220.0,35.38
221.0,35.72
222.0,37.02
223.0,42.43
224.0,52.77
225.0,65.55
226.0,61.61
227.0,53.86
228.0,46.08
229.0,40.6
230.0,36.99
231.0,35.17
232.0,35.08
233.0,38.2
234.0,57.8
235.0,51.25
236.0,53.49
237.0,50.65
238.0,44.69
239.0,41.59
240.0,34.32
241.0,35.23
242.0,34.01
243.0,33.41
244.0,33.01
245.0,32.29
246.0,33.16
247.0,34.55
248.0,36.9
249.0,36.42
250.0,35.24
251.0,33.35
252.0,31.84
253.0,30.91
254.0,29.0
255.0,28.32
256.0,28.53
257.0,31.09
258.0,37.07
259.0,36.78
260.0,35.63
261.0,34.25
262.0,33.02
263.0,31.5
264.0,29.56
265.0,30.93
266.0,29.92
267.0,29.87
268.0,29.56
269.0,30.55
270.0,31.97
271.0,38.0
272.0,46.12
273.0,41.14
274.0,43.54
275.0,43.1
276.0,42.35
277.0,38.66
278.0,37.52
279.0,36.0
280.0,35.78
281.0,38.2
282.0,49.17
283.0,46.46
284.0,43.97
285.0,40.66
286.0,37.15
287.0,33.62
288.0,30.43
289.0,28.88
290.0,28.21
291.0,28.27
292.0,28.23
293.0,28.93
294.0,31.71
295.0,40.74
296.0,44.2
297.0,43.76
298.0,43.68
299.0,44.06
300.0,43.28
301.0,40.69
302.0,39.18
303.0,38.61
304.0,38.63
305.0,41.22
306.0,64.87
307.0,62.9
308.0,55.45
309.0,47.78
310.0,44.19
311.0,39.27
312.0,35.39
313.0,35.85
314.0,33.91
315.0,33.5
316.0,33.25
317.0,34.47
318.0,36.63
319.0,53.33
320.0,74.29
321.0,52.07
322.0,46.82
323.0,47.13
324.0,44.74
325.0,40.9
326.0,37.92
327.0,36.8
328.0,36.97
329.0,39.47
330.0,58.95
331.0,62.62
332.0,51.44
333.0,45.8
334.0,42.45
335.0,36.35
336.0,35.06
337.0,34.9
338.0,33.63
339.0,33.35
340.0,33.35
341.0,34.43
342.0,38.26
343.0,68.08
344.0,73.72
345.0,53.49
346.0,57.4
347.0,52.11
348.0,45.75
349.0,38.6
350.0,36.7
351.0,35.63
352.0,35.24
353.0,37.31
354.0,54.78
355.0,51.13
356.0,47.23
357.0,43.84
358.0,38.77
359.0,33.63
360.0,29.96
361.0,30.97
362.0,30.2
363.0,29.51
364.0,29.68
365.0,30.32
366.0,31.8
367.0,45.54
368.0,60.15
369.0,45.81
370.0,43.5
371.0,41.92
372.0,41.28
373.0,37.89
374.0,35.8
375.0,34.13
376.0,33.72
377.0,34.86
378.0,48.36
379.0,45.05
380.0,42.3
381.0,42.17
382.0,39.53
383.0,34.25
384.0,32.03
385.0,31.62
386.0,30.44
387.0,30.89
388.0,30.74
389.0,31.31
390.0,32.54
391.0,35.74
392.0,38.1
393.0,41.66
394.0,40.8
395.0,38.9
396.0,33.9
397.0,30.57
398.0,29.12
399.0,28.37
400.0,28.05
401.0,29.67
402.0,39.47
403.0,39.37
404.0,36.18
405.0,34.61
406.0,31.78
407.0,28.88
408.0,27.34
409.0,26.62
410.0,26.33
411.0,25.31
412.0,24.89
413.0,24.52
414.0,24.89
415.0,24.98
416.0,25.96
417.0,26.88
418.0,28.36
419.0,27.88
420.0,27.56
421.0,27.33
422.0,27.23
423.0,26.85
424.0,26.92
425.0,28.03
426.0,31.8
427.0,31.88
428.0,30.55
429.0,30.14
430.0,28.81
431.0,27.19
432.0,26.62
433.0,25.89
434.0,25.62
435.0,25.36
436.0,25.19
437.0,25.81
438.0,26.91
439.0,29.29
440.0,30.98
441.0,32.09
442.0,32.84
443.0,32.18
444.0,30.59
445.0,29.18
446.0,28.63
447.0,28.26
448.0,28.08
449.0,29.16
450.0,35.99
451.0,37.56
452.0,35.55
453.0,33.19
454.0,30.45
455.0,28.15
456.0,27.31
457.0,25.8
458.0,25.66
459.0,25.35
460.0,25.17
461.0,25.8
462.0,28.3
463.0,33.41
464.0,37.64
465.0,34.16
466.0,33.74
467.0,33.43
468.0,31.93
469.0,30.41
470.0,29.84
471.0,29.15
472.0,28.65
473.0,29.89
474.0,35.36
475.0,35.29
476.0,34.68
477.0,33.58
478.0,30.77
479.0,28.57
480.0,26.87
481.0,25.9
482.0,25.82
483.0,25.44
484.0,25.33
485.0,25.68
486.0,27.61
487.0,34.32
488.0,40.31
489.0,35.55
490.0,35.36
491.0,35.57
492.0,33.39
493.0,31.32
494.0,30.45
495.0,29.62
496.0,29.41
497.0,31.59
498.0,40.82
499.0,40.46
500.0,35.69
501.0,35.06
502.0,30.42
503.0,28.25
504.0,26.71
505.0,26.13
506.0,26.12
507.0,26.03
508.0,26.02
509.0,26.12
510.0,28.16
511.0,36.4
512.0,40.18
513.0,34.34
514.0,32.57
515.0,32.17
516.0,30.6
517.0,29.62
518.0,29.28
519.0,28.97
520.0,28.9
521.0,29.75
522.0,38.38
523.0,38.04
524.0,37.26
525.0,35.46
526.0,32.84
527.0,28.53
528.0,27.16
529.0,26.16
530.0,25.65
531.0,25.46
532.0,25.41
533.0,25.97
534.0,28.04
535.0,39.6
536.0,48.97
537.0,34.89
538.0,33.31
539.0,32.82
540.0,30.87
541.0,29.09
542.0,28.36
543.0,27.79
544.0,27.55
545.0,28.34
546.0,33.46
547.0,32.77
548.0,31.94
549.0,30.36
550.0,28.73
551.0,27.15
552.0,25.72
553.0,29.84
554.0,27.59
555.0,28.15
556.0,27.3
557.0,26.96
558.0,27.84
559.0,28.16
560.0,29.99
561.0,34.79
562.0,38.4
563.0,38.51
564.0,37.25
565.0,32.36
566.0,30.52
567.0,28.58
568.0,28.22
569.0,31.37
570.0,45.32
571.0,37.05
572.0,34.04
573.0,33.12
574.0,30.6
575.0,27.85
576.0,26.84
577.0,28.24
578.0,27.67
579.0,26.61
580.0,26.43
581.0,26.49
582.0,28.01
583.0,27.44
584.0,27.36
585.0,28.75
586.0,29.2
587.0,29.1
588.0,28.92
589.0,28.35
590.0,27.95
591.0,27.69
592.0,27.73
593.0,28.63
594.0,36.52
595.0,37.1
596.0,36.72
597.0,34.61
598.0,31.66
599.0,28.84
600.0,27.45
601.0,27.74
602.0,26.17
603.0,26.35
604.0,25.95
605.0,26.58
606.0,31.8
607.0,37.16
608.0,41.69
609.0,40.71
610.0,45.06
611.0,46.42
612.0,43.36
613.0,41.04
614.0,39.0
615.0,37.26
616.0,38.29
617.0,40.95
618.0,58.24
619.0,55.59
620.0,47.99
621.0,44.32
622.0,37.99
623.0,32.95
624.0,31.01
625.0,30.63
626.0,30.97
627.0,30.87
628.0,31.57
629.0,32.74
630.0,34.47
631.0,49.46
632.0,59.68
633.0,47.67
634.0,50.45
635.0,51.07
636.0,49.16
637.0,43.04
638.0,40.65
639.0,38.35
640.0,37.69
641.0,41.12
642.0,63.86
643.0,66.32
644.0,56.33
645.0,52.84
646.0,41.96
647.0,38.12
648.0,37.23
649.0,35.75
650.0,35.1
651.0,34.86
652.0,35.05
653.0,35.94
654.0,41.05
655.0,73.2
656.0,85.41
657.0,55.67
658.0,44.95
659.0,41.19
660.0,39.26
661.0,37.46
662.0,36.07
663.0,34.65
664.0,34.36
665.0,37.25
666.0,51.88
667.0,51.08
668.0,44.35
669.0,44.63
670.0,40.27
671.0,37.45
672.0,35.72
673.0,31.55
674.0,31.01
675.0,30.78
676.0,31.1
677.0,33.03
678.0,34.59
679.0,65.63
680.0,67.01
681.0,39.48
682.0,35.6
683.0,35.69
684.0,33.38
685.0,31.08
686.0,29.89
687.0,29.51
688.0,29.28
689.0,30.6
690.0,35.9
691.0,34.59
692.0,33.2
693.0,31.96
694.0,30.15
695.0,28.65
696.0,27.13
697.0,27.32
698.0,26.61
699.0,26.34
700.0,26.39
701.0,27.38
702.0,29.14
703.0,34.49
704.0,40.34
705.0,38.28
706.0,38.4
707.0,40.06
708.0,38.26
709.0,35.4
710.0,34.72
711.0,34.09
712.0,34.17
713.0,35.7
714.0,52.0
715.0,57.81
716.0,50.92
717.0,47.04
718.0,39.56
719.0,35.07
720.0,34.27
721.0,39.11
722.0,39.2
723.0,38.38
724.0,37.9
725.0,38.24
726.0,38.76
727.0,45.13
728.0,51.9
729.0,52.63
730.0,50.58
731.0,43.61
732.0,39.77
733.0,35.24
734.0,33.41
735.0,31.78
736.0,31.88
737.0,33.55
738.0,47.65
739.0,45.95
740.0,40.09
741.0,38.71
742.0,36.28
743.0,33.02
744.0,31.81
745.0,35.8
746.0,34.49
747.0,33.75
748.0,33.46
749.0,33.1
750.0,33.66
751.0,36.46
752.0,38.87
753.0,41.8
754.0,41.23
755.0,40.8
756.0,35.96
757.0,34.45
758.0,32.64
759.0,31.82
760.0,31.1
761.0,32.59
762.0,45.86
763.0,41.41
764.0,37.4
765.0,35.99
766.0,34.29
767.0,31.81
768.0,28.33
769.0,26.68
770.0,25.83
771.0,25.39
772.0,25.52
773.0,25.85
774.0,27.72
775.0,36.76
776.0,40.22
777.0,40.27
778.0,42.33
779.0,42.21
780.0,45.59
781.0,43.12
782.0,40.86
783.0,36.36
784.0,35.91
785.0,42.46
786.0,59.19
787.0,73.63
788.0,66.56
789.0,64.57
790.0,52.7
791.0,41.67
792.0,38.41
793.0,31.7
794.0,31.52
795.0,31.27
796.0,31.89
797.0,32.57
798.0,37.55
799.0,66.08
800.0,74.8
801.0,48.46
802.0,39.88
803.0,39.81
804.0,37.71
805.0,34.35
806.0,34.08
807.0,32.45
808.0,32.14
809.0,33.86
810.0,43.24
811.0,47.0
812.0,43.12
813.0,40.74
814.0,35.13
815.0,32.37
816.0,31.1
817.0,27.48
818.0,26.93
819.0,26.51
820.0,26.38
821.0,26.93
822.0,29.75
823.0,40.15
824.0,41.31
825.0,35.44
826.0,35.33
827.0,34.33
828.0,31.13
829.0,30.07
830.0,29.41
831.0,28.45
832.0,27.79
833.0,28.74
834.0,33.78
835.0,37.29
836.0,35.68
837.0,32.81
838.0,30.43
839.0,27.44
840.0,26.09
841.0,28.28
842.0,27.06
843.0,26.8
844.0,27.14
845.0,28.27
846.0,31.08
847.0,39.53
848.0,42.56
849.0,41.97
850.0,44.35
851.0,45.38
852.0,45.87
853.0,44.09
854.0,42.79
855.0,39.87
856.0,39.49
857.0,43.47
858.0,61.32
859.0,74.74
860.0,69.86
861.0,68.81
862.0,54.66
863.0,44.89
864.0,37.78
865.0,33.78
866.0,32.82
867.0,32.57
868.0,32.75
869.0,34.23
870.0,40.69
871.0,79.89
872.0,83.19
873.0,46.47
874.0,38.14
875.0,36.79
876.0,35.46
877.0,33.01
878.0,31.93
879.0,30.36
880.0,29.46
881.0,31.32
882.0,34.39
883.0,38.56
884.0,36.78
885.0,35.49
886.0,33.44
887.0,29.58
888.0,27.13
889.0,27.42
890.0,26.33
891.0,26.14
892.0,26.34
893.0,26.19
894.0,27.91
895.0,30.63
896.0,33.18
897.0,32.94
898.0,31.43
899.0,29.99
900.0,28.12
901.0,26.46
902.0,25.98
903.0,25.6
904.0,25.46
905.0,25.61
906.0,27.06
907.0,30.09
908.0,28.9
909.0,27.81
910.0,26.62
911.0,25.22
912.0,24.31
913.0,22.51
914.0,21.89
915.0,21.43
916.0,20.94
917.0,20.84
918.0,21.64
919.0,22.46
920.0,22.91
921.0,24.4
922.0,24.85
923.0,24.66
924.0,23.79
925.0,23.25
926.0,23.25
927.0,22.67
928.0,22.41
929.0,23.32
930.0,25.33
931.0,26.6
932.0,25.83
933.0,25.51
934.0,24.5
935.0,23.69
936.0,22.21
937.0,20.7
938.0,19.5
939.0,20.26
940.0,19.96
941.0,21.21
942.0,23.8
943.0,26.87
944.0,28.19
945.0,28.98
946.0,30.18
947.0,30.86
948.0,30.34
949.0,29.18
950.0,29.01
951.0,28.24
952.0,27.61
953.0,28.01
954.0,31.16
955.0,36.6
956.0,35.13
957.0,31.42
958.0,29.79
959.0,26.39
960.0,24.92
961.0,25.4
962.0,25.16
963.0,25.09
964.0,25.12
965.0,25.39
966.0,26.93
967.0,36.42
968.0,39.93
969.0,38.48
970.0,38.74
971.0,37.94
972.0,33.94
973.0,31.43
974.0,30.81
975.0,29.86
976.0,29.28
977.0,29.98
978.0,36.9
979.0,44.89
980.0,38.91
981.0,38.85
982.0,32.02
983.0,28.11
984.0,26.97
985.0,29.16
986.0,28.87
987.0,29.53
988.0,29.29
989.0,31.4
990.0,33.64
991.0,53.28
992.0,59.48
993.0,44.53
994.0,43.61
995.0,39.36
996.0,36.74
997.0,33.77
998.0,33.19
999.0,31.81
1000.0,31.31
1001.0,33.2
1002.0,40.04
1003.0,47.17
1004.0,44.13
1005.0,42.75
1006.0,37.16
1007.0,31.4
1008.0,30.95
1009.0,34.61
1010.0,32.83
1011.0,31.92
1012.0,32.29
1013.0,32.86
1014.0,35.99
1015.0,48.31
1016.0,50.2
1017.0,48.01
1018.0,49.97
1019.0,49.69
1020.0,48.16
1021.0,42.91
1022.0,40.65
1023.0,40.34
1024.0,38.98
1025.0,40.23
1026.0,53.81
1027.0,73.23
1028.0,73.45
1029.0,70.97
1030.0,58.64
1031.0,46.64
1032.0,42.85
1033.0,41.23
1034.0,40.5
1035.0,40.74
1036.0,40.57
1037.0,43.98
1038.0,62.03
1039.0,107.14
1040.0,122.1
1041.0,83.05
1042.0,72.93
1043.0,72.93
1044.0,65.83
1045.0,54.5
1046.0,49.7
1047.0,46.44
1048.0,46.37
1049.0,49.04
1050.0,66.66
1051.0,90.43
1052.0,72.24
1053.0,64.88
1054.0,53.99
1055.0,44.93
1056.0,44.07
1057.0,50.28
1058.0,49.08
1059.0,46.11
1060.0,47.68
1061.0,49.46
1062.0,48.68
1063.0,56.6
1064.0,53.78
1065.0,63.74
1066.0,56.75
1067.0,48.29
1068.0,39.95
1069.0,36.67
1070.0,34.85
1071.0,34.27
1072.0,34.34
1073.0,35.58
1074.0,48.26
1075.0,67.03
1076.0,53.34
1077.0,45.03
1078.0,42.09
1079.0,37.57
1080.0,38.99
1081.0,42.18
1082.0,42.13
1083.0,44.5
1084.0,45.57
1085.0,52.27
1086.0,56.32
1087.0,71.25
1088.0,76.13
1089.0,86.16
1090.0,90.26
1091.0,87.05
1092.0,76.23
1093.0,72.91
1094.0,65.78
1095.0,60.94
1096.0,62.67
1097.0,69.4
1098.0,96.0
1099.0,123.29
1100.0,119.14
1101.0,113.9
1102.0,95.54
1103.0,84.19
1104.0,72.73
1105.0,81.32
1106.0,79.78
1107.0,81.31
1108.0,83.43
1109.0,87.53
1110.0,97.02
1111.0,121.88
1112.0,149.83
1113.0,132.77
1114.0,118.33
1115.0,117.91
1116.0,105.92
1117.0,91.5
1118.0,83.65
1119.0,76.7
1120.0,75.09
1121.0,81.3
1122.0,114.52
1123.0,151.9
1124.0,127.02
1125.0,110.14
1126.0,97.29
1127.0,89.72
1128.0,77.2
1129.0,84.21
1130.0,75.92
1131.0,73.47
1132.0,75.24
1133.0,76.6
1134.0,82.43
1135.0,113.6
1136.0,114.26
1137.0,110.62
1138.0,105.46
1139.0,105.24
1140.0,94.82
1141.0,85.61
1142.0,79.65
1143.0,77.52
1144.0,76.71
1145.0,80.23
1146.0,95.75
1147.0,129.05
1148.0,116.4
1149.0,101.46
1150.0,92.52
1151.0,76.05
1152.0,72.15
1153.0,74.2
1154.0,72.13
1155.0,71.23
1156.0,77.06
1157.0,81.59
1158.0,101.87
1159.0,162.23
1160.0,173.05
1161.0,145.49
1162.0,123.11
1163.0,121.24
1164.0,109.05
1165.0,92.02
1166.0,85.37
1167.0,81.18
1168.0,80.85
1169.0,87.49
1170.0,120.64
1171.0,196.38
1172.0,173.47
1173.0,160.72
1174.0,116.58
1175.0,98.9
1176.0,98.66
1177.0,110.4
1178.0,108.74
1179.0,111.6
1180.0,111.74
1181.0,126.62
1182.0,219.72
1183.0,269.07
1184.0,311.92
1185.0,270.08
1186.0,260.12
1187.0,265.11
1188.0,251.32
1189.0,195.01
1190.0,185.68
1191.0,170.69
1192.0,172.01
1193.0,212.4
1194.0,244.93
1195.0,396.89
1196.0,360.59
1197.0,297.06
1198.0,244.84
1199.0,264.18
1200.0,220.1
1201.0,121.93
1202.0,122.33
1203.0,121.64
1204.0,126.69
1205.0,133.61
1206.0,147.35
1207.0,249.11
1208.0,274.71
1209.0,212.39
1210.0,164.74
1211.0,170.84
1212.0,163.85
1213.0,138.18
1214.0,124.19
1215.0,100.86
1216.0,94.4
1217.0,110.85
1218.0,128.05
1219.0,165.49
1220.0,161.21
1221.0,144.83
1222.0,127.97
1223.0,109.62
1224.0,87.94
1225.0,133.89
1226.0,104.15
1227.0,104.32
1228.0,97.5
1229.0,103.66
1230.0,115.55
1231.0,122.48
1232.0,121.96
1233.0,139.56
1234.0,149.42
1235.0,120.05
1236.0,98.63
1237.0,86.08
1238.0,75.3
1239.0,66.56
1240.0,65.64
1241.0,68.67
1242.0,90.21
1243.0,113.75
1244.0,83.66
1245.0,72.57
1246.0,60.19
1247.0,48.42
1248.0,35.7
1249.0,35.41
1250.0,33.82
1251.0,32.91
1252.0,30.57
1253.0,30.7
1254.0,32.87
1255.0,33.99
1256.0,33.98
1257.0,37.62
1258.0,40.75
1259.0,39.79
1260.0,39.56
1261.0,39.05
