RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__h2,Dispatch__ft__production__naphtha,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__diesel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,prefix,ProbabilityWeight,PointProbability
0,0.0,2,2013,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,19.6903050469,1,1.0,1.0
0,0.0,2,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.3406734859,1,1.0,1.0
0,0.0,2,2015,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.3015280817,1,1.0,1.0
0,0.0,2,2016,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,6.59291349377,1,1.0,1.0
0,0.0,2,2017,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.6165853667,1,1.0,1.0
0,0.0,2,2018,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,7.8443282106,1,1.0,1.0
0,0.0,2,2019,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,43.5055029057,1,1.0,1.0
0,0.0,2,2020,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.6832320128,1,1.0,1.0
0,0.0,2,2021,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,9.81062019354,1,1.0,1.0
0,0.0,2,2022,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.7207591892,1,1.0,1.0
0,0.0,2,2023,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,26.119813214,1,1.0,1.0
0,0.0,2,2024,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,30.0511128751,1,1.0,1.0
0,0.0,2,2025,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,12.7383236197,1,1.0,1.0
0,0.0,2,2026,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,8.72741143592,1,1.0,1.0
0,0.0,2,2027,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,17.2824881213,1,1.0,1.0
0,0.0,2,2028,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,34.7604085821,1,1.0,1.0
0,0.0,2,2029,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,40.000382397,1,1.0,1.0
0,0.0,2,2030,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,10.01822704,1,1.0,1.0
0,0.0,2,2031,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,43.1126529527,1,1.0,1.0
0,0.0,3,2012,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,16.8067102581,1,1.0,1.0
0,0.0,3,2013,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,20.276981072,1,1.0,1.0
0,0.0,3,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,24.5578868885,1,1.0,1.0
0,0.0,3,2015,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,36.071439097,1,1.0,1.0
0,0.0,3,2016,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.2763612135,1,1.0,1.0
0,0.0,3,2017,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,58.7466273223,1,1.0,1.0
0,0.0,3,2018,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,7.73859365736,1,1.0,1.0
0,0.0,3,2019,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,31.4860983462,1,1.0,1.0
0,0.0,3,2020,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,16.6463255086,1,1.0,1.0
0,0.0,3,2021,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,767552.32,-15065.694,44341.694,-10.0178033168,1,1.0,1.0
0,0.0,3,2022,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,20.8106284736,1,1.0,1.0
0,0.0,3,2023,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,26.3812422028,1,1.0,1.0
0,0.0,3,2024,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,19.8997459888,1,1.0,1.0
0,0.0,3,2025,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,28.6166906238,1,1.0,1.0
0,0.0,3,2026,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.7434137985,1,1.0,1.0
0,0.0,3,2027,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,8.35445981106,1,1.0,1.0
0,0.0,3,2028,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.5498281661,1,1.0,1.0
0,0.0,3,2029,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,28.1662876213,1,1.0,1.0
0,0.0,3,2030,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,15.7825667188,1,1.0,1.0
0,0.0,3,2031,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,35.6125024417,1,1.0,1.0
0,0.0,4,2012,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.7758085396,1,1.0,1.0
0,0.0,4,2013,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,24.8859881874,1,1.0,1.0
0,0.0,4,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.7850741245,1,1.0,1.0
0,0.0,4,2015,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,13.3424173139,1,1.0,1.0
0,0.0,4,2016,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.5351885723,1,1.0,1.0
0,0.0,4,2017,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,7.50665787148,1,1.0,1.0
0,0.0,4,2018,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,7.67664658459,1,1.0,1.0
0,0.0,4,2019,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,37.0452242314,1,1.0,1.0
0,0.0,4,2020,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.2387367571,1,1.0,1.0
0,0.0,4,2021,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.2851331862,1,1.0,1.0
0,0.0,4,2022,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,27.1950053992,1,1.0,1.0
0,0.0,4,2023,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.7511503761,1,1.0,1.0
0,0.0,4,2024,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,20.1667718604,1,1.0,1.0
0,0.0,4,2025,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,6.87236487216,1,1.0,1.0
0,0.0,4,2026,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.8141286036,1,1.0,1.0
0,0.0,4,2027,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,11.8097786002,1,1.0,1.0
0,0.0,4,2028,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.6718792093,1,1.0,1.0
0,0.0,4,2029,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,40.3126964485,1,1.0,1.0
0,0.0,4,2030,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,9.07997014796,1,1.0,1.0
0,0.0,4,2031,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,46.55410947,1,1.0,1.0
0,0.0,5,2012,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,22.784579797,1,1.0,1.0
0,0.0,5,2013,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,22.6122390092,1,1.0,1.0
0,0.0,5,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.811851198,1,1.0,1.0
0,0.0,5,2015,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.0193855515,1,1.0,1.0
0,0.0,5,2016,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,17.4398110895,1,1.0,1.0
0,0.0,5,2017,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.8177193144,1,1.0,1.0
0,0.0,5,2018,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,898.806102174,1,1.0,1.0
0,0.0,5,2019,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,41.8439903831,1,1.0,1.0
0,0.0,5,2020,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,17.9633850179,1,1.0,1.0
0,0.0,5,2021,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,43.9506746435,1,1.0,1.0
0,0.0,5,2022,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,22.411331585,1,1.0,1.0
0,0.0,5,2023,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,18.8517659795,1,1.0,1.0
0,0.0,5,2024,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,19.9298883567,1,1.0,1.0
0,0.0,5,2025,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,12.200506155,1,1.0,1.0
0,0.0,5,2026,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,9.29917458056,1,1.0,1.0
0,0.0,5,2027,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.1145901018,1,1.0,1.0
0,0.0,5,2028,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,4.94564849449,1,1.0,1.0
0,0.0,5,2029,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,27.2544896863,1,1.0,1.0
0,0.0,5,2030,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.062199348,1,1.0,1.0
0,0.0,5,2031,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,1443.59417078,1,1.0,1.0
