RAVEN_sample_ID,hour,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__htse__production__h2,Dispatch__htse__production__electricity,Dispatch__ft__production__h2,Dispatch__ft__production__naphtha,Dispatch__ft__production__jet_fuel,Dispatch__ft__production__diesel,Dispatch__ft_elec_consumption__production__electricity,Dispatch__electricity_market__production__electricity,Dispatch__naphtha_market__production__naphtha,Dispatch__jet_fuel_market__production__jet_fuel,Dispatch__diesel_market__production__diesel,Dispatch__h2_storage__level__h2,Dispatch__h2_storage__charge__h2,Dispatch__h2_storage__discharge__h2,price,prefix,ProbabilityWeight,PointProbability
0,0.0,0,2012,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.3199480707,1,1.0,1.0
0,0.0,0,2013,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,19.9416762413,1,1.0,1.0
0,0.0,0,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.4107060604,1,1.0,1.0
0,0.0,0,2015,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.5785089785,1,1.0,1.0
0,0.0,0,2016,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,13.8260914052,1,1.0,1.0
0,0.0,0,2017,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.8061658954,1,1.0,1.0
0,0.0,0,2018,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,40.8511981375,1,1.0,1.0
0,0.0,0,2019,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,38.3729967198,1,1.0,1.0
0,0.0,0,2020,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.4694854437,1,1.0,1.0
0,0.0,0,2021,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,5.67410597212,1,1.0,1.0
0,0.0,0,2022,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,20.0742879016,1,1.0,1.0
0,0.0,0,2023,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,24.275305821,1,1.0,1.0
0,0.0,0,2024,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,26.5404060582,1,1.0,1.0
0,0.0,0,2025,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.0137998682,1,1.0,1.0
0,0.0,0,2026,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,10.7614274,1,1.0,1.0
0,0.0,0,2027,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,23.4863490046,1,1.0,1.0
0,0.0,0,2028,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.2764661167,1,1.0,1.0
0,0.0,0,2029,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,29.4223616452,1,1.0,1.0
0,0.0,0,2030,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,11.3764371875,1,1.0,1.0
0,0.0,0,2031,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,43.4757076911,1,1.0,1.0
0,0.0,1,2012,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,17.1202252033,1,1.0,1.0
0,0.0,1,2013,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,27.2276291646,1,1.0,1.0
0,0.0,1,2014,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.4807317615,1,1.0,1.0
0,0.0,1,2015,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.8523147045,1,1.0,1.0
0,0.0,1,2016,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,6.50473942338,1,1.0,1.0
0,0.0,1,2017,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.191080843,1,1.0,1.0
0,0.0,1,2018,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,28.1532741567,1,1.0,1.0
0,0.0,1,2019,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,39.1009925016,1,1.0,1.0
0,0.0,1,2020,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,21.3751130863,1,1.0,1.0
0,0.0,1,2021,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,-0.363731808526,1,1.0,1.0
0,0.0,1,2022,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.8633080786,1,1.0,1.0
0,0.0,1,2023,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.2103103008,1,1.0,1.0
0,0.0,1,2024,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,41.9968069916,1,1.0,1.0
0,0.0,1,2025,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,12.1068174072,1,1.0,1.0
0,0.0,1,2026,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,18.6401720614,1,1.0,1.0
0,0.0,1,2027,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,19.4919586997,1,1.0,1.0
0,0.0,1,2028,1.0,1280.0,1006.4306,-40.048968,-31789.0,21982.393,26630.785,14754.894,-14.9,-1225.051,-21982.393,-26630.785,-14754.894,767552.32,0.0,30782.569,21.5444818524,1,1.0,1.0
0,0.0,1,2029,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,39.4529035233,1,1.0,1.0
0,0.0,1,2030,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,15.629786649,1,1.0,1.0
0,0.0,1,2031,1.0,1280.0,2513.0,-100.0,-31789.0,21982.393,26630.785,14754.894,-14.9,-1165.1,-21982.393,-26630.785,-14754.894,769140.39,0.0,29276.0,39.3472025879,1,1.0,1.0
0,0.0,2,2012,1.0,1280.0,21.3605,-0.85,-31789.0,21982.393,26630.785,14754.894,-14.9,-1264.25,-21982.393,-26630.785,-14754.894,766513.97,0.0,31767.64,25.1890006056,1,1.0,1.0
