hours,price
1.0,11.27
2.0,9.73
3.0,9.58
4.0,9.65
5.0,10.18
6.0,10.69
7.0,13.05
8.0,14.31
9.0,14.23
10.0,14.63
11.0,14.11
12.0,13.4
13.0,12.26
14.0,11.91
15.0,11.24
16.0,10.19
17.0,11.92
18.0,15.71
19.0,16.4
20.0,15.14
21.0,14.52
22.0,13.25
23.0,13.09
24.0,14.7
25.0,9.7
26.0,5.7
27.0,5.5
28.0,5.98
29.0,8.21
30.0,10.33
31.0,12.5
32.0,15.71
33.0,17.95
34.0,16.74
35.0,17.38
36.0,15.79
37.0,15.8
38.0,15.76
39.0,16.62
40.0,15.64
41.0,17.14
42.0,25.64
43.0,27.97
44.0,19.95
45.0,18.16
46.0,17.47
47.0,17.77
48.0,18.45
49.0,14.2
50.0,12.95
51.0,12.38
52.0,12.3
53.0,12.64
54.0,12.53
55.0,21.1
56.0,19.27
57.0,19.22
58.0,17.98
59.0,15.28
60.0,14.26
61.0,14.17
62.0,13.9
63.0,13.8
64.0,13.85
65.0,14.33
66.0,21.5
67.0,20.04
68.0,21.23
69.0,21.48
70.0,21.17
71.0,17.6
72.0,17.73
73.0,18.86
74.0,17.95
75.0,16.89
76.0,15.44
77.0,15.27
78.0,16.06
79.0,16.31
80.0,19.0
81.0,26.37
82.0,28.05
83.0,21.29
84.0,18.79
85.0,17.78
86.0,15.78
87.0,16.23
88.0,14.58
89.0,14.72
90.0,17.28
91.0,16.89
92.0,15.72
93.0,15.18
94.0,13.42
95.0,15.53
96.0,13.6
97.0,9.59
98.0,8.02
99.0,8.54
100.0,10.71
101.0,10.34
102.0,11.94
103.0,12.85
104.0,14.18
105.0,15.77
106.0,15.15
107.0,15.06
108.0,14.91
109.0,15.49
110.0,16.03
111.0,16.09
112.0,15.41
113.0,16.53
114.0,22.05
115.0,27.9
116.0,19.83
117.0,18.88
118.0,16.33
119.0,16.13
120.0,16.14
121.0,14.34
122.0,14.84
123.0,14.84
124.0,14.69
125.0,16.12
126.0,18.46
127.0,36.13
128.0,31.45
129.0,21.82
130.0,19.59
131.0,17.76
132.0,17.27
133.0,16.54
134.0,15.1
135.0,13.28
136.0,12.79
137.0,13.38
138.0,16.9
139.0,18.35
140.0,19.17
141.0,19.87
142.0,20.66
143.0,17.76
144.0,16.77
145.0,15.88
146.0,15.46
147.0,14.56
148.0,14.94
149.0,15.71
150.0,18.76
151.0,31.74
152.0,26.39
153.0,20.95
154.0,19.59
155.0,17.73
156.0,16.3
157.0,15.78
158.0,15.08
159.0,14.37
160.0,13.79
161.0,15.87
162.0,19.94
163.0,19.53
164.0,18.27
165.0,16.1
166.0,15.51
167.0,14.71
168.0,15.99
169.0,13.57
170.0,13.81
171.0,13.77
172.0,12.94
173.0,13.29
174.0,15.14
175.0,27.26
176.0,25.01
177.0,18.73
178.0,18.03
179.0,16.7
180.0,15.41
181.0,13.93
182.0,14.16
183.0,13.68
184.0,13.77
185.0,14.22
186.0,18.93
187.0,18.52
188.0,17.22
189.0,16.77
190.0,15.92
191.0,11.23
192.0,10.23
193.0,9.29
194.0,9.1
195.0,8.9
196.0,9.6
197.0,10.85
198.0,12.63
199.0,19.53
200.0,19.1
201.0,18.94
202.0,18.51
203.0,16.83
204.0,17.97
205.0,17.64
206.0,17.99
207.0,18.34
208.0,19.24
209.0,20.77
210.0,28.39
211.0,23.57
212.0,19.95
213.0,17.26
214.0,14.92
215.0,13.14
216.0,13.16
217.0,10.59
218.0,9.02
219.0,10.83
220.0,12.53
221.0,14.54
222.0,15.83
223.0,23.42
224.0,21.34
225.0,21.47
226.0,25.27
227.0,23.76
228.0,20.65
229.0,20.61
230.0,19.2
231.0,18.32
232.0,18.23
233.0,18.44
234.0,22.92
235.0,22.38
236.0,18.24
237.0,15.64
238.0,15.44
239.0,13.59
240.0,11.89
241.0,11.46
242.0,9.06
243.0,8.81
244.0,8.48
245.0,12.55
246.0,20.68
247.0,16.0
248.0,14.29
249.0,19.75
250.0,17.99
251.0,20.21
252.0,20.14
253.0,16.54
254.0,15.09
255.0,14.67
256.0,14.92
257.0,16.32
258.0,30.77
259.0,29.74
260.0,21.07
261.0,18.44
262.0,15.22
263.0,14.54
264.0,13.54
265.0,12.61
266.0,12.46
267.0,12.19
268.0,12.72
269.0,12.85
270.0,16.33
271.0,15.9
272.0,17.61
273.0,17.0
274.0,16.89
275.0,15.48
276.0,12.9
277.0,12.95
278.0,13.74
279.0,13.87
280.0,13.37
281.0,15.21
282.0,26.52
283.0,29.64
284.0,23.84
285.0,18.96
286.0,17.64
287.0,16.34
288.0,15.7
289.0,14.21
290.0,13.2
291.0,12.42
292.0,12.01
293.0,12.3
294.0,13.73
295.0,25.28
296.0,21.02
297.0,18.02
298.0,18.07
299.0,17.47
300.0,16.49
301.0,15.31
302.0,14.92
303.0,14.76
304.0,14.27
305.0,15.31
306.0,19.77
307.0,21.39
308.0,17.93
309.0,17.89
310.0,17.36
311.0,15.29
312.0,14.9
313.0,12.1
314.0,11.67
315.0,12.0
316.0,12.14
317.0,13.04
318.0,15.08
319.0,21.94
320.0,21.06
321.0,19.04
322.0,21.85
323.0,21.77
324.0,21.5
325.0,19.63
326.0,19.95
327.0,18.21
328.0,17.3
329.0,17.71
330.0,22.77
331.0,19.36
332.0,16.77
333.0,15.76
334.0,15.08
335.0,14.27
336.0,10.43
337.0,7.6
338.0,7.5
339.0,7.09
340.0,8.2
341.0,11.47
342.0,14.35
343.0,16.75
344.0,16.73
345.0,16.48
346.0,18.11
347.0,20.2
348.0,21.71
349.0,20.79
350.0,20.5
351.0,21.74
352.0,20.98
353.0,23.4
354.0,29.61
355.0,23.59
356.0,17.5
357.0,17.0
358.0,15.66
359.0,14.42
360.0,13.51
361.0,11.26
362.0,9.41
363.0,8.55
364.0,9.39
365.0,10.13
366.0,14.88
367.0,16.72
368.0,17.7
369.0,16.85
370.0,17.62
371.0,17.29
372.0,18.13
373.0,17.15
374.0,17.13
375.0,17.65
376.0,17.62
377.0,18.3
378.0,29.83
379.0,25.77
380.0,21.29
381.0,20.42
382.0,19.27
383.0,16.74
384.0,15.33
385.0,16.92
386.0,15.74
387.0,14.9
388.0,15.05
389.0,17.59
390.0,19.56
391.0,30.18
392.0,26.74
393.0,21.79
394.0,20.98
395.0,20.48
396.0,18.29
397.0,16.18
398.0,17.37
399.0,15.98
400.0,15.35
401.0,14.91
402.0,16.47
403.0,15.35
404.0,15.29
405.0,15.69
406.0,15.17
407.0,15.5
408.0,14.68
409.0,12.61
410.0,11.78
411.0,11.92
412.0,13.27
413.0,9.77
414.0,10.94
415.0,12.92
416.0,13.12
417.0,14.79
418.0,16.84
419.0,16.32
420.0,17.07
421.0,17.01
422.0,14.86
423.0,15.78
424.0,15.07
425.0,15.08
426.0,22.45
427.0,23.52
428.0,19.16
429.0,16.9
430.0,16.04
431.0,15.22
432.0,14.64
433.0,14.76
434.0,13.67
435.0,14.63
436.0,15.22
437.0,15.6
438.0,16.7
439.0,18.3
440.0,21.39
441.0,26.45
442.0,23.28
443.0,18.56
444.0,16.02
445.0,15.07
446.0,13.83
447.0,14.11
448.0,13.96
449.0,15.31
450.0,22.88
451.0,35.64
452.0,27.9
453.0,24.14
454.0,20.35
455.0,18.29
456.0,16.84
457.0,14.95
458.0,14.17
459.0,14.28
460.0,14.56
461.0,14.85
462.0,19.61
463.0,36.16
464.0,35.23
465.0,29.02
466.0,24.74
467.0,19.73
468.0,17.27
469.0,16.12
470.0,15.1
471.0,14.27
472.0,14.4
473.0,15.37
474.0,23.02
475.0,32.38
476.0,23.79
477.0,20.51
478.0,17.21
479.0,16.41
480.0,15.41
481.0,13.0
482.0,13.07
483.0,13.13
484.0,13.5
485.0,14.99
486.0,18.04
487.0,41.67
488.0,30.46
489.0,19.65
490.0,17.43
491.0,18.09
492.0,14.96
493.0,14.59
494.0,15.28
495.0,14.62
496.0,14.81
497.0,16.68
498.0,15.75
499.0,18.54
500.0,18.06
501.0,17.46
502.0,16.01
503.0,13.48
504.0,13.84
505.0,10.59
506.0,10.54
507.0,10.37
508.0,11.83
509.0,12.04
510.0,15.62
511.0,21.29
512.0,21.0
513.0,19.16
514.0,20.44
515.0,20.69
516.0,18.18
517.0,16.12
518.0,15.54
519.0,15.59
520.0,15.16
521.0,16.08
522.0,23.59
523.0,27.75
524.0,22.5
525.0,21.67
526.0,17.52
527.0,15.77
528.0,15.93
529.0,13.48
530.0,13.0
531.0,13.11
532.0,13.33
533.0,13.04
534.0,14.32
535.0,24.58
536.0,21.96
537.0,18.31
538.0,17.0
539.0,16.41
540.0,15.5
541.0,16.33
542.0,15.02
543.0,14.31
544.0,14.46
545.0,15.46
546.0,23.6
547.0,30.35
548.0,24.07
549.0,21.05
550.0,18.5
551.0,16.6
552.0,15.72
553.0,14.31
554.0,13.89
555.0,13.89
556.0,13.97
557.0,15.51
558.0,21.17
559.0,36.88
560.0,36.87
561.0,24.86
562.0,20.03
563.0,19.03
564.0,16.0
565.0,15.58
566.0,14.86
567.0,14.7
568.0,14.66
569.0,14.82
570.0,20.53
571.0,19.67
572.0,16.67
573.0,15.22
574.0,14.45
575.0,14.34
576.0,13.34
577.0,13.31
578.0,11.09
579.0,11.8
580.0,12.22
581.0,12.86
582.0,13.93
583.0,14.53
584.0,16.78
585.0,19.28
586.0,16.51
587.0,15.22
588.0,13.61
589.0,12.48
590.0,12.31
591.0,12.21
592.0,12.15
593.0,12.93
594.0,22.31
595.0,24.14
596.0,16.61
597.0,16.32
598.0,15.64
599.0,16.54
600.0,14.99
601.0,14.64
602.0,13.58
603.0,13.56
604.0,13.63
605.0,13.94
606.0,14.68
607.0,15.03
608.0,16.57
609.0,19.68
610.0,19.4
611.0,18.18
612.0,17.64
613.0,17.14
614.0,14.69
615.0,14.54
616.0,14.67
617.0,15.35
618.0,25.03
619.0,32.68
620.0,24.68
621.0,19.72
622.0,15.97
623.0,15.85
624.0,15.13
625.0,12.3
626.0,11.99
627.0,12.07
628.0,11.72
629.0,12.13
630.0,15.43
631.0,27.8
632.0,23.25
633.0,21.89
634.0,18.79
635.0,17.57
636.0,16.33
637.0,15.24
638.0,15.11
639.0,14.09
640.0,13.9
641.0,14.49
642.0,18.87
643.0,20.72
644.0,16.44
645.0,16.07
646.0,14.54
