hours,price
1.0,18.3
2.0,17.65
3.0,17.07
4.0,17.19
5.0,17.24
6.0,18.24
7.0,18.49
8.0,19.95
9.0,24.77
10.0,21.94
11.0,18.66
12.0,18.33
13.0,17.56
14.0,16.48
15.0,16.27
16.0,16.13
17.0,18.46
18.0,33.77
19.0,34.39
20.0,26.86
21.0,26.74
22.0,22.8
23.0,19.49
24.0,19.39
25.0,22.07
26.0,18.36
27.0,18.3
28.0,18.54
29.0,18.42
30.0,20.84
31.0,29.86
32.0,31.62
33.0,31.55
34.0,19.8
35.0,20.74
36.0,18.74
37.0,18.17
38.0,16.37
39.0,15.15
40.0,14.32
41.0,15.43
42.0,19.81
43.0,19.1
44.0,18.16
45.0,17.69
46.0,17.81
47.0,17.82
48.0,16.48
49.0,15.79
50.0,15.61
51.0,15.36
52.0,15.49
53.0,15.74
54.0,17.42
55.0,18.05
56.0,19.59
57.0,20.13
58.0,19.7
59.0,18.73
60.0,17.47
61.0,17.29
62.0,16.67
63.0,15.82
64.0,15.8
65.0,18.15
66.0,26.09
67.0,22.71
68.0,20.12
69.0,18.94
70.0,18.83
71.0,17.51
72.0,16.03
73.0,16.23
74.0,15.53
75.0,15.57
76.0,15.54
77.0,16.16
78.0,17.67
79.0,29.53
80.0,27.26
81.0,21.3
82.0,17.95
83.0,17.87
84.0,16.82
85.0,16.71
86.0,16.67
87.0,16.52
88.0,16.16
89.0,18.58
90.0,32.37
91.0,31.36
92.0,21.62
93.0,21.83
94.0,19.41
95.0,18.35
96.0,17.92
97.0,17.51
98.0,17.12
99.0,17.3
100.0,17.05
101.0,17.51
102.0,20.4
103.0,35.27
104.0,30.64
105.0,19.69
106.0,19.72
107.0,18.94
108.0,17.0
109.0,17.28
110.0,16.92
111.0,16.38
112.0,16.06
113.0,17.84
114.0,25.95
115.0,20.21
116.0,19.31
117.0,19.36
118.0,17.84
119.0,16.76
120.0,11.79
121.0,7.09
122.0,6.18
123.0,6.08
124.0,7.04
125.0,7.72
126.0,12.3
127.0,18.98
128.0,19.18
129.0,18.43
130.0,18.53
131.0,17.72
132.0,15.2
133.0,15.22
134.0,15.73
135.0,15.17
136.0,14.64
137.0,18.4
138.0,28.05
139.0,28.44
140.0,23.24
141.0,25.08
142.0,22.31
143.0,17.62
144.0,17.85
145.0,9.43
146.0,7.95
147.0,8.79
148.0,11.69
149.0,15.41
150.0,18.97
151.0,26.0
152.0,27.07
153.0,24.84
154.0,20.25
155.0,19.54
156.0,18.44
157.0,17.95
158.0,17.72
159.0,17.61
160.0,17.78
161.0,19.48
162.0,42.17
163.0,41.29
164.0,26.47
165.0,23.94
166.0,20.63
167.0,19.3
168.0,19.61
169.0,18.5
170.0,18.21
171.0,18.35
172.0,18.59
173.0,19.14
174.0,22.11
175.0,46.08
176.0,45.62
177.0,38.99
178.0,29.61
179.0,24.97
180.0,21.13
181.0,19.22
182.0,18.25
183.0,17.95
184.0,17.83
185.0,19.69
186.0,31.93
187.0,29.36
188.0,23.55
189.0,22.58
190.0,22.09
191.0,20.5
192.0,20.5
193.0,19.63
194.0,19.18
195.0,19.35
196.0,19.95
197.0,19.96
198.0,24.94
199.0,26.81
200.0,32.83
201.0,32.75
202.0,28.58
203.0,22.09
204.0,20.4
205.0,19.57
206.0,17.89
207.0,16.86
208.0,16.84
209.0,17.37
210.0,26.13
211.0,21.62
212.0,19.93
213.0,20.4
214.0,20.78
215.0,19.8
216.0,18.37
217.0,22.2
218.0,21.64
219.0,20.82
220.0,20.38
221.0,20.32
222.0,21.31
223.0,22.2
224.0,24.73
225.0,24.93
226.0,26.54
227.0,27.9
228.0,26.04
229.0,26.28
230.0,22.03
231.0,21.26
232.0,21.76
233.0,23.83
234.0,45.58
235.0,45.63
236.0,41.72
237.0,34.22
238.0,29.37
239.0,26.28
240.0,23.01
241.0,23.41
242.0,22.31
243.0,22.64
244.0,22.9
245.0,23.34
246.0,29.98
247.0,67.39
248.0,58.67
249.0,44.64
250.0,38.7
251.0,29.97
252.0,27.36
253.0,24.72
254.0,21.18
255.0,20.25
256.0,20.19
257.0,23.41
258.0,43.52
259.0,51.21
260.0,38.63
261.0,34.25
262.0,28.39
263.0,24.33
264.0,21.74
265.0,21.63
266.0,20.39
267.0,21.03
268.0,21.19
269.0,21.76
270.0,25.73
271.0,58.46
272.0,52.04
273.0,29.07
274.0,27.43
275.0,22.83
276.0,22.34
277.0,20.87
278.0,19.48
279.0,18.16
280.0,18.03
281.0,21.89
282.0,36.26
283.0,33.61
284.0,25.44
285.0,21.74
286.0,20.45
287.0,19.75
288.0,18.17
289.0,16.98
290.0,16.81
291.0,16.94
292.0,17.47
293.0,17.6
294.0,20.01
295.0,38.02
296.0,32.98
297.0,24.13
298.0,22.67
299.0,21.54
300.0,19.92
301.0,18.48
302.0,18.17
303.0,17.45
304.0,17.32
305.0,18.04
306.0,26.1
307.0,23.23
308.0,20.33
309.0,20.77
310.0,19.26
311.0,17.06
312.0,14.75
313.0,17.18
314.0,16.38
315.0,16.29
316.0,16.82
317.0,18.18
318.0,19.9
319.0,34.26
320.0,30.51
321.0,22.54
322.0,19.1
323.0,16.78
324.0,14.39
325.0,13.51
326.0,13.34
327.0,14.55
328.0,15.85
329.0,18.21
330.0,38.91
331.0,39.92
332.0,28.99
333.0,26.83
334.0,21.69
335.0,19.28
336.0,20.32
337.0,20.29
338.0,19.25
339.0,18.76
340.0,18.25
341.0,18.5
342.0,21.51
343.0,42.66
344.0,35.63
345.0,25.94
346.0,20.8
347.0,19.16
348.0,18.11
349.0,16.53
350.0,15.66
351.0,15.33
352.0,15.43
353.0,17.14
354.0,29.77
355.0,30.48
356.0,27.58
357.0,26.8
358.0,25.55
359.0,22.4
360.0,21.88
361.0,20.61
362.0,19.71
363.0,20.65
364.0,21.82
365.0,26.36
366.0,29.96
367.0,39.84
368.0,46.26
369.0,46.26
370.0,30.39
371.0,25.56
372.0,20.57
373.0,19.42
374.0,18.05
375.0,17.24
376.0,17.19
377.0,18.21
378.0,27.23
379.0,27.94
380.0,22.74
381.0,21.77
382.0,22.02
383.0,24.04
384.0,21.94
385.0,22.76
386.0,20.81
387.0,21.46
388.0,21.65
389.0,22.31
390.0,22.76
391.0,29.54
392.0,36.94
393.0,39.86
394.0,28.22
395.0,20.44
396.0,18.87
397.0,18.2
398.0,17.78
399.0,17.2
400.0,17.23
401.0,18.0
402.0,33.79
403.0,35.2
404.0,23.18
405.0,20.14
406.0,18.94
407.0,19.13
408.0,17.87
409.0,17.48
410.0,16.6
411.0,16.33
412.0,16.65
413.0,17.08
414.0,19.43
415.0,24.5
416.0,28.98
417.0,26.16
418.0,22.58
419.0,18.48
420.0,16.41
421.0,16.44
422.0,16.83
423.0,17.46
424.0,18.14
425.0,22.01
426.0,31.26
427.0,23.18
428.0,19.46
429.0,18.71
430.0,17.72
431.0,16.89
432.0,15.55
433.0,12.76
434.0,10.73
435.0,9.85
436.0,10.19
