SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight,ProbabilityWeight-TES_capacity,PointProbability
203.0,-203.0,-360.0,-195.0,1100.0,-203.0,-1e+200,284961432.497,280522.946704,284968589.42,285399153.747,284409145.359,284535455.575,285359448.168,20.0,78693123627.6,106,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,1200.0,-203.0,-1e+200,283956134.224,194965.179057,283929605.313,284434689.307,283620628.215,283752256.732,284327524.803,20.0,38011421044.7,107,0.166666666667,0.384615384615,0.00526748089422,0.0821727019499,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,1218.0,-203.0,-1e+200,283711328.519,238134.220958,283655911.764,284253112.024,283217736.669,283417078.167,284072895.205,20.0,56707907191.2,108,0.166666666667,0.384615384615,0.000803514034712,0.0125348189415,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,500.0,-203.0,-1e+200,294101787.84,242427.473422,294135602.138,294395320.668,293562932.166,293736874.795,294380740.153,20.0,58771079870.0,109,0.166666666667,0.192307692308,0.00223198342976,0.0696378830084,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,600.0,-203.0,-1e+200,294347751.616,371161.068353,294402966.745,295021219.069,293586044.01,293836098.063,294762719.541,20.0,137760538661.0,110,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,700.0,-203.0,-1e+200,294398097.257,305447.694069,294354629.248,295030994.469,293911276.507,293980909.784,294832131.551,19.0,93298293812.1,111,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,800.0,-203.0,-1e+200,293974769.19,414065.453487,293939305.99,294667958.288,293251954.339,293282441.647,294599409.374,19.0,171450199771.0,112,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,900.0,-203.0,-1e+200,293425265.725,246308.819316,293381438.085,293854846.853,292952763.775,293134789.548,293848147.631,20.0,60668034472.6,113,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,1100.0,-203.0,-1e+200,291761814.84,279442.718549,291756044.94,292236439.087,291269858.842,291337600.864,292187296.808,20.0,78088232950.0,115,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,1000.0,-203.0,-1e+200,292560298.374,326534.611729,292657209.543,293098858.672,291855656.126,291868130.912,292892311.098,20.0,106624852657.0,114,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,500.0,-203.0,-1e+200,294267285.533,214057.144677,294205786.634,294643792.434,293709657.613,294007201.009,294573124.903,20.0,45820461187.1,118,0.333333333333,0.192307692308,0.00446396685951,0.0696378830084,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,1218.0,-203.0,-1e+200,290476920.726,260246.963385,290446007.711,291114630.932,290135497.083,290151774.288,290866274.227,20.0,67728481951.0,117,0.166666666667,0.192307692308,0.000401757017356,0.0125348189415,1.7855867438e-06
203.0,-203.0,-420.0,-190.0,1200.0,-203.0,-1e+200,290810904.505,376173.817601,290831837.343,291464965.001,289950280.703,290089924.708,291330638.495,20.0,141506741048.0,116,0.166666666667,0.192307692308,0.00263374044711,0.0821727019499,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,600.0,-203.0,-1e+200,294621153.439,269778.03603,294616016.899,295218842.596,294235738.184,294326489.896,295080647.826,20.0,72780188724.3,119,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,700.0,-203.0,-1e+200,294457126.686,266347.619279,294411665.054,294915734.461,293953646.244,294093322.91,294862661.17,20.0,70941054295.3,120,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,800.0,-203.0,-1e+200,293919591.194,285483.434084,293880457.55,294353697.709,293164436.852,293372008.763,294267084.529,20.0,81500791136.7,121,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,900.0,-203.0,-1e+200,293479537.722,385311.494364,293417229.49,294287446.565,292902710.852,292904835.409,294062221.378,20.0,148464947689.0,122,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,1000.0,-203.0,-1e+200,292509092.762,206233.174109,292484816.709,292919142.194,292204070.696,292277603.489,292906829.356,20.0,42532122103.2,123,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,1100.0,-203.0,-1e+200,291575299.79,279942.928572,291543967.399,292193163.457,291098876.867,291135456.925,291994868.901,20.0,78368043257.5,124,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,1200.0,-203.0,-1e+200,290472525.463,275168.541317,290508812.635,290929500.005,289983841.91,290078157.421,290914868.355,20.0,75717726130.5,125,0.333333333333,0.192307692308,0.00526748089422,0.0821727019499,1.7855867438e-06
203.0,-203.0,-400.0,-190.0,1218.0,-203.0,-1e+200,290218398.732,237219.850108,290179955.603,290662995.052,289900886.509,289919866.454,290573601.361,20.0,56273257285.1,126,0.333333333333,0.192307692308,0.000803514034712,0.0125348189415,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,500.0,-203.0,-1e+200,291917548.46,344914.519425,291903365.898,292475283.332,291302800.464,291324485.249,292405499.725,20.0,118966025710.0,127,0.333333333333,0.192307692308,0.00446396685951,0.0696378830084,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,600.0,-203.0,-1e+200,291979293.373,254039.037268,291982450.98,292468536.314,291509379.146,291615362.162,292283529.433,20.0,64535832456.3,128,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,700.0,-203.0,-1e+200,291791533.658,246476.954253,291802530.014,292187387.367,291402884.015,291409365.137,292162775.319,20.0,60750888977.8,129,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,800.0,-203.0,-1e+200,291111833.691,236527.452282,291141270.909,291590902.177,290693560.387,290755362.72,291379767.614,20.0,55945235683.2,130,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,900.0,-203.0,-1e+200,290482103.135,285123.474042,290453972.471,291106478.854,290074748.117,290153526.635,291068216.838,20.0,81295395449.6,131,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,1000.0,-203.0,-1e+200,289405478.932,226144.826307,289462021.543,289730933.949,288923995.389,288960420.549,289661918.064,20.0,51141482465.5,132,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,1100.0,-203.0,-1e+200,288288214.392,188795.873259,288280826.608,288736472.116,288005397.982,288030949.587,288631113.142,20.0,35643881759.8,133,0.333333333333,0.192307692308,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,1200.0,-203.0,-1e+200,287284650.912,314022.108179,287285741.706,287985338.072,286416708.256,286961315.005,287699580.1,20.0,98609884425.5,134,0.333333333333,0.192307692308,0.00526748089422,0.0821727019499,1.7855867438e-06
203.0,-203.0,-380.0,-190.0,1218.0,-203.0,-1e+200,287090549.777,258198.387637,287086457.727,287602178.363,286681305.422,286715815.224,287434094.382,20.0,66666407378.2,135,0.333333333333,0.192307692308,0.000803514034712,0.0125348189415,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,500.0,-203.0,-1e+200,289261617.341,233455.024719,289258776.53,289608816.639,288805327.064,288874872.386,289605524.767,20.0,54501248566.5,136,0.166666666667,0.192307692308,0.00223198342976,0.0696378830084,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,600.0,-203.0,-1e+200,288952387.589,216208.731252,288969661.807,289290886.273,288624863.446,288640422.374,289249432.564,20.0,46746215469.8,137,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,800.0,-203.0,-1e+200,287851485.196,275436.700197,287898855.099,288568015.457,287293634.909,287419207.017,288120598.42,20.0,75865375815.6,139,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,700.0,-203.0,-1e+200,288609461.017,272462.879091,288575470.272,289201338.798,288234331.091,288246204.95,288907977.348,20.0,74236020482.3,138,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,900.0,-203.0,-1e+200,287021720.274,259965.789047,286999523.145,287696685.203,286536703.561,286741209.597,287468449.575,20.0,67582211474.8,140,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,1000.0,-203.0,-1e+200,285919198.911,244027.930066,285926311.011,286399979.85,285361027.967,285534734.536,286238057.023,20.0,59549630652.3,141,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,1100.0,-203.0,-1e+200,284726508.362,281573.070079,284737377.218,285275278.033,283935902.765,284362899.255,285140964.672,20.0,79283393793.5,142,0.166666666667,0.192307692308,0.00446396685951,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,1200.0,-203.0,-1e+200,283679034.009,249453.343611,283661794.886,284221810.428,283178762.162,283274280.725,283991233.812,20.0,62226970638.7,143,0.166666666667,0.192307692308,0.00263374044711,0.0821727019499,1.7855867438e-06
203.0,-203.0,-360.0,-190.0,1218.0,-203.0,-1e+200,283380176.555,234661.540158,283390194.381,283918367.906,283010985.396,283066907.628,283664533.615,20.0,55066038429.3,144,0.166666666667,0.192307692308,0.000401757017356,0.0125348189415,1.7855867438e-06
