SteamGen_capacity,Converter1_capacity,NewBOP_capacity,Charger_capacity,TES_capacity,Convert2_capacity,Grid_capacity,mean_NPV,std_NPV,med_NPV,max_NPV,min_NPV,perc_5_NPV,perc_95_NPV,samp_NPV,var_NPV,prefix,ProbabilityWeight-NewBOP_capacity,ProbabilityWeight-Charger_capacity,ProbabilityWeight,ProbabilityWeight-TES_capacity,PointProbability
203.0,-203.0,-400.0,-203.0,500.0,-203.0,-1e+200,295157296.136,87243.9852181,295149964.094,295243015.462,294980359.002,295032593.076,295241478.32,8.0,7611512956.74,10,0.333333333333,0.115384615385,0.00267838011571,0.0696378830084,1.7855867438e-06
203.0,-203.0,-420.0,-203.0,1218.0,-203.0,-1e+200,291628034.987,376157.982246,291746077.373,292193801.156,290733085.453,290972080.575,292098061.162,19.0,141494827607.0,9,0.166666666667,0.115384615385,0.000241054210414,0.0125348189415,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,900.0,-203.0,-1e+200,294479283.868,329494.580846,294491453.171,294913674.769,293988271.068,294019152.701,294875813.893,10.0,108566678807.0,14,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,1100.0,-203.0,-1e+200,292817684.084,299210.907956,292848061.872,293160727.376,292288581.522,292378076.922,293135700.069,7.0,89527167440.1,16,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,800.0,-203.0,-1e+200,294914918.642,222844.912258,294915095.933,295365026.429,294626287.429,294661470.067,295278919.61,13.0,49659854919.1,13,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,1000.0,-203.0,-1e+200,293714288.736,425549.241998,293751138.03,294432349.664,293069028.764,293141262.478,294372223.852,11.0,181092157365.0,15,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,1200.0,-203.0,-1e+200,291498682.511,140872.011827,291477454.659,291722629.348,291331787.468,291359212.355,291676629.314,5.0,19844923716.2,17,0.333333333333,0.115384615385,0.00316048853653,0.0821727019499,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,700.0,-203.0,-1e+200,292336683.537,209904.823806,292318348.487,292564611.289,292018486.261,292074652.64,292548219.73,5.0,44060035057.1,21,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-203.0,1218.0,-203.0,-1e+200,291621660.361,299273.851351,291641805.788,292195228.348,291290091.076,291305486.471,292061748.023,10.0,89564838102.6,18,0.333333333333,0.115384615385,0.000482108420827,0.0125348189415,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,600.0,-203.0,-1e+200,292717961.296,218158.099151,292773650.051,292977001.255,292407871.666,292447515.619,292946639.42,5.0,47592956225.1,20,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,500.0,-203.0,-1e+200,292461288.852,268084.344929,292381508.342,292845675.886,291965421.047,292104808.22,292808396.695,9.0,71869215995.8,19,0.333333333333,0.115384615385,0.00267838011571,0.0696378830084,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,800.0,-203.0,-1e+200,292049106.841,172260.506422,292103079.406,292237341.284,291823501.411,291826943.125,292222745.032,7.0,29673682072.6,22,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,900.0,-203.0,-1e+200,291230538.126,129619.335066,291182976.871,291500660.849,291095675.701,291104010.98,291423640.093,9.0,16801172022.8,23,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,1000.0,-203.0,-1e+200,290225544.096,262928.50464,290223636.353,290492351.054,289584159.717,289779536.488,290484052.915,12.0,69131398552.4,24,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,1100.0,-203.0,-1e+200,289267253.223,217244.723099,289355133.163,289524566.428,288919037.38,288925950.436,289481842.898,9.0,47195269714.4,25,0.333333333333,0.115384615385,0.00535676023141,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,500.0,-203.0,-1e+200,289490689.488,110533.709448,289479377.883,289606444.05,289386246.533,289395559.668,289593737.433,3.0,12217700924.3,28,0.166666666667,0.115384615385,0.00133919005785,0.0696378830084,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,1200.0,-203.0,-1e+200,288228604.275,163252.689193,288266389.804,288481020.962,287930638.158,287984326.939,288418965.215,8.0,26651440528.7,26,0.333333333333,0.115384615385,0.00316048853653,0.0821727019499,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,600.0,-203.0,-1e+200,289550802.705,185013.758956,289530130.768,289823226.781,289329610.525,289341574.831,289792116.601,9.0,34230091003.2,29,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,800.0,-203.0,-1e+200,288732742.327,119071.485638,288714270.889,288913848.611,288588432.326,288591029.459,288899717.312,8.0,14178018692.1,31,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-203.0,1218.0,-203.0,-1e+200,288085581.314,290374.47998,287965298.0,288662701.562,287804642.45,287821607.791,288550157.859,10.0,84317338623.4,27,0.333333333333,0.115384615385,0.000482108420827,0.0125348189415,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,700.0,-203.0,-1e+200,289318594.103,214298.763202,289330257.5,289675470.766,289023047.656,289027272.027,289632535.725,10.0,45923959909.9,30,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,1100.0,-203.0,-1e+200,285539276.367,267075.443028,285650649.042,285835075.141,285211970.468,285230689.97,285806683.954,5.0,71329292268.8,34,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,900.0,-203.0,-1e+200,287705794.863,139311.727785,287703409.711,287934871.429,287482870.033,287495596.932,287874810.16,9.0,19407757498.6,32,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,1218.0,-203.0,-1e+200,284242428.869,265009.084184,284341105.615,284556180.452,283685645.936,283793837.938,284504296.759,10.0,70229814699.9,36,0.166666666667,0.115384615385,0.000241054210414,0.0125348189415,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,1000.0,-203.0,-1e+200,286782080.774,218706.250324,286803871.885,287216447.03,286416222.733,286487892.347,287109142.947,16.0,47832423930.7,33,0.166666666667,0.115384615385,0.00267838011571,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-203.0,1200.0,-203.0,-1e+200,284438274.092,249721.983568,284348012.11,284948142.145,284210434.166,284216614.067,284866943.212,9.0,62361069077.0,35,0.166666666667,0.115384615385,0.00158024426827,0.0821727019499,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,500.0,-203.0,-1e+200,294656829.604,264256.785425,294638135.302,295087126.048,294194816.207,294202619.845,295030923.928,18.0,69831648643.4,37,0.166666666667,0.307692307692,0.00357117348761,0.0696378830084,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,600.0,-203.0,-1e+200,295273077.715,318427.851087,295306841.188,295802009.672,294486688.311,294847270.755,295760507.452,20.0,101396296348.0,38,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,700.0,-203.0,-1e+200,295237526.555,173840.095859,295217221.229,295528258.971,294877354.159,295011658.909,295509123.309,20.0,30220378928.2,39,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,800.0,-203.0,-1e+200,294831853.113,263347.953399,294795744.114,295356309.617,294465145.023,294467394.641,295195672.082,19.0,69352144559.3,40,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,900.0,-203.0,-1e+200,294400882.816,230935.380304,294325926.198,294850616.491,294028042.637,294094336.702,294736913.24,20.0,53331149876.2,41,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,1000.0,-203.0,-1e+200,293499809.551,348446.029888,293574648.257,294011173.72,292602353.903,292959273.916,293918525.886,20.0,121414635745.0,42,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,1100.0,-203.0,-1e+200,292598103.767,419222.536489,292673661.232,293256672.403,291744648.143,291992221.252,293209335.227,20.0,175747535100.0,43,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,1200.0,-203.0,-1e+200,291544768.073,268366.465566,291514277.478,292070450.717,291063258.141,291232472.039,291986582.847,20.0,72020559840.2,44,0.166666666667,0.307692307692,0.00421398471538,0.0821727019499,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,500.0,-203.0,-1e+200,294749641.39,354593.227483,294699982.214,295259413.884,294177077.489,294214050.272,295223608.566,20.0,125736356976.0,46,0.333333333333,0.307692307692,0.00714234697522,0.0696378830084,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,600.0,-203.0,-1e+200,295302051.347,223507.039246,295308393.807,295663497.678,294840534.942,295014048.647,295658767.045,20.0,49955396592.7,47,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-200.0,1218.0,-203.0,-1e+200,291405446.55,321603.903608,291453467.336,291942177.989,290838186.818,290933688.709,291809806.317,20.0,103429070816.0,45,0.166666666667,0.307692307692,0.000642811227769,0.0125348189415,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,700.0,-203.0,-1e+200,295059052.968,284833.859573,295038420.722,295729621.391,294481235.893,294694418.115,295392518.238,20.0,81130327559.5,48,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,800.0,-203.0,-1e+200,294745245.448,277255.545246,294754360.032,295141057.112,294230997.689,294260134.716,295096055.219,20.0,76870637369.6,49,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,900.0,-203.0,-1e+200,294210149.172,298997.072878,294168653.741,295086282.287,293837500.217,293877811.971,294658148.978,20.0,89399249589.5,50,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,1100.0,-203.0,-1e+200,292468907.345,230375.739594,292434983.159,292855580.013,291930563.015,292148249.146,292814079.975,20.0,53072981393.3,52,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,1000.0,-203.0,-1e+200,293257093.306,375376.806387,293202537.17,294276078.644,292570408.67,292575227.363,293660928.495,20.0,140907746774.0,51,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,500.0,-203.0,-1e+200,292354821.296,281833.49625,292356758.591,292857773.569,291764696.876,291901726.462,292845634.623,20.0,79430119608.8,55,0.333333333333,0.307692307692,0.00714234697522,0.0696378830084,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,1200.0,-203.0,-1e+200,291386081.459,345994.458907,291329037.145,292060479.831,290529957.56,290918540.173,291932582.317,20.0,119712165594.0,53,0.333333333333,0.307692307692,0.00842796943075,0.0821727019499,1.7855867438e-06
203.0,-203.0,-400.0,-200.0,1218.0,-203.0,-1e+200,291228063.136,273224.185308,291268155.108,291828360.807,290735677.94,290796218.096,291541675.595,20.0,74651455437.2,54,0.333333333333,0.307692307692,0.00128562245554,0.0125348189415,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,600.0,-203.0,-1e+200,292642384.988,179067.72557,292664313.634,292925124.823,292296196.792,292328924.535,292850650.303,20.0,32065250340.9,56,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,700.0,-203.0,-1e+200,292436592.361,262789.791706,292480507.719,293049919.385,291755193.323,292066196.238,292731549.629,20.0,69058474624.6,57,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,800.0,-203.0,-1e+200,291926121.881,319918.621196,291936729.703,292649459.21,291431534.75,291578524.198,292455613.859,20.0,102347924188.0,58,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,900.0,-203.0,-1e+200,291094157.846,199611.315354,291068525.185,291524475.734,290659746.507,290884241.248,291489734.109,20.0,39844677217.4,59,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,1000.0,-203.0,-1e+200,290126307.171,279906.93606,290109081.649,290870147.634,289606143.986,289742612.212,290431775.796,20.0,78347892854.7,60,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,1100.0,-203.0,-1e+200,289284704.837,317780.048683,289304145.802,289872354.072,288781778.101,288886273.761,289762966.74,20.0,100984159341.0,61,0.333333333333,0.307692307692,0.0142846939504,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,1218.0,-203.0,-1e+200,288043085.668,260884.214909,288077293.127,288583138.886,287512748.176,287614881.379,288317934.828,20.0,68060573588.9,63,0.333333333333,0.307692307692,0.00128562245554,0.0125348189415,1.7855867438e-06
203.0,-203.0,-380.0,-200.0,1200.0,-203.0,-1e+200,288128117.597,244773.26324,288098145.186,288503611.851,287629131.082,287729350.285,288439780.461,20.0,59913950397.2,62,0.333333333333,0.307692307692,0.00842796943075,0.0821727019499,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,500.0,-203.0,-1e+200,289606343.316,254680.074418,289643152.332,290004950.504,288794140.636,289344703.065,289971971.211,20.0,64861940305.6,64,0.166666666667,0.307692307692,0.00357117348761,0.0696378830084,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,600.0,-203.0,-1e+200,289520484.028,329812.406468,289587548.152,290095172.628,288938750.49,289008792.628,290048581.87,20.0,108776223460.0,65,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,700.0,-203.0,-1e+200,289079540.163,290788.557714,289030917.893,289636934.011,288663960.247,288705497.625,289603942.619,20.0,84557985297.4,66,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,800.0,-203.0,-1e+200,288384533.74,209176.234516,288350472.868,288849162.284,288059905.944,288104954.374,288741528.121,20.0,43754697086.2,67,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,900.0,-203.0,-1e+200,287613073.878,276720.31554,287582169.956,288277450.393,287023740.631,287281021.115,288015914.561,20.0,76574133032.6,68,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,1000.0,-203.0,-1e+200,286562285.542,272398.592854,286614177.384,287017233.408,285989783.387,286053773.699,286881412.876,20.0,74200993389.0,69,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,1218.0,-203.0,-1e+200,284168989.843,221975.108152,284125217.786,284794117.002,283894417.116,283895769.983,284498526.842,20.0,49272948639.1,72,0.166666666667,0.307692307692,0.000642811227769,0.0125348189415,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,1100.0,-203.0,-1e+200,285496140.947,205336.388346,285486495.973,285842594.842,285080563.842,285260386.056,285759540.649,20.0,42163032379.1,70,0.166666666667,0.307692307692,0.00714234697522,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-200.0,1200.0,-203.0,-1e+200,284327926.38,259948.814427,284195879.017,284734281.747,284008890.133,284023292.773,284700035.408,20.0,67573386122.2,71,0.166666666667,0.307692307692,0.00421398471538,0.0821727019499,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,500.0,-203.0,-1e+200,294414331.912,373321.293565,294451600.012,295260197.977,293705959.818,293883221.469,295001847.541,20.0,139368788229.0,73,0.166666666667,0.384615384615,0.00446396685951,0.0696378830084,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,600.0,-203.0,-1e+200,294809129.231,310870.583324,294837923.484,295299954.997,294311282.751,294422631.596,295229036.894,20.0,96640519576.3,74,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,700.0,-203.0,-1e+200,294725686.957,227845.722867,294696900.579,295428844.852,294431515.61,294462528.213,295035374.483,20.0,51913673428.6,75,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,800.0,-203.0,-1e+200,294487456.003,332691.910003,294484447.141,295041713.552,293960913.644,294001821.139,295021992.388,20.0,110683906982.0,76,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,900.0,-203.0,-1e+200,293831645.901,261834.379981,293790379.065,294345520.637,293510942.827,293519267.187,294320825.326,20.0,68557242539.9,77,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,1000.0,-203.0,-1e+200,292932501.381,312041.733278,292998724.219,293504822.73,292363022.695,292434294.4,293284309.568,17.0,97370043307.1,78,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,1100.0,-203.0,-1e+200,292165874.696,273437.307812,292127306.607,292889886.656,291804310.018,291930029.588,292829836.094,20.0,74767961303.6,79,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,1200.0,-203.0,-1e+200,291068369.452,304372.425773,291047570.157,291746461.924,290585950.167,290609880.686,291543454.02,20.0,92642573570.8,80,0.166666666667,0.384615384615,0.00526748089422,0.0821727019499,1.7855867438e-06
203.0,-203.0,-420.0,-195.0,1218.0,-203.0,-1e+200,290931095.596,345778.759016,290911253.243,291676194.076,290327165.239,290515618.414,291466864.959,20.0,119562950187.0,81,0.166666666667,0.384615384615,0.000803514034712,0.0125348189415,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,500.0,-203.0,-1e+200,294490739.881,311268.747573,294463570.704,295267173.652,293940598.008,294036727.681,294901338.24,20.0,96888233215.6,82,0.333333333333,0.384615384615,0.00892793371902,0.0696378830084,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,600.0,-203.0,-1e+200,294956196.658,304999.407943,294892593.48,295401322.985,294252212.801,294536282.484,295361240.323,20.0,93024638845.7,83,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,900.0,-203.0,-1e+200,293733772.936,275815.523143,293717594.747,294359555.75,293309686.691,293340008.419,294300254.149,20.0,76074202806.8,86,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,700.0,-203.0,-1e+200,294867039.066,230575.879966,294855071.889,295482631.506,294517181.947,294643549.68,295247384.043,20.0,53165236422.2,84,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,800.0,-203.0,-1e+200,294298125.639,213709.882513,294291782.466,294763204.925,293942479.358,293973195.889,294662828.206,20.0,45671913883.7,85,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,1000.0,-203.0,-1e+200,292920889.438,239616.575202,292951886.59,293346313.27,292435385.462,292573770.159,293259725.827,20.0,57416103111.4,87,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,1100.0,-203.0,-1e+200,291993518.616,327540.855737,291888467.502,292595965.125,291394773.912,291610563.07,292576980.148,20.0,107283012177.0,88,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,1200.0,-203.0,-1e+200,291086171.876,385084.458342,290988202.414,291916684.642,290570370.486,290595530.269,291633736.5,20.0,148290040057.0,89,0.333333333333,0.384615384615,0.0105349617884,0.0821727019499,1.7855867438e-06
203.0,-203.0,-400.0,-195.0,1218.0,-203.0,-1e+200,290798331.256,213213.829666,290803669.581,291339811.173,290340760.443,290541391.598,291029035.358,20.0,45460137161.0,90,0.333333333333,0.384615384615,0.00160702806942,0.0125348189415,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,500.0,-203.0,-1e+200,292223714.5,267916.846669,292168872.712,292843846.186,291728357.779,291955616.982,292584848.056,20.0,71779436729.2,91,0.333333333333,0.384615384615,0.00892793371902,0.0696378830084,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,600.0,-203.0,-1e+200,292351449.507,299978.937851,292389907.981,293016038.033,291870483.341,291892890.269,292784642.983,20.0,89987363154.1,92,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,700.0,-203.0,-1e+200,292088166.836,229643.713351,292135050.336,292457628.751,291696830.297,291763319.589,292433549.355,20.0,52736235081.6,93,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,800.0,-203.0,-1e+200,291579547.417,239480.565249,291614773.552,292051542.213,291118598.745,291152741.389,291903559.458,20.0,57350941132.1,94,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,900.0,-203.0,-1e+200,290732637.56,224092.055873,290710980.271,291170800.609,290296552.348,290379465.03,291019932.622,20.0,50217249505.2,95,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,1100.0,-203.0,-1e+200,288833101.43,235870.239761,288838833.275,289366253.166,288303920.748,288561031.751,289141074.455,20.0,55634770005.0,97,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,1000.0,-203.0,-1e+200,289865493.255,274660.04181,289914530.086,290279918.572,289262539.656,289404296.588,290264485.707,20.0,75438138567.1,96,0.333333333333,0.384615384615,0.017855867438,0.139275766017,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,1200.0,-203.0,-1e+200,287844191.268,281899.046581,287829613.29,288205522.951,287257387.967,287360570.772,288193204.014,20.0,79467072463.1,98,0.333333333333,0.384615384615,0.0105349617884,0.0821727019499,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,500.0,-203.0,-1e+200,289417299.57,239020.259498,289482090.559,289761435.669,288843636.166,289019582.703,289711536.849,19.0,57130684450.3,100,0.166666666667,0.384615384615,0.00446396685951,0.0696378830084,1.7855867438e-06
203.0,-203.0,-380.0,-195.0,1218.0,-203.0,-1e+200,287540066.333,300431.240247,287496367.508,288113470.768,286995792.63,287087462.959,287957660.936,20.0,90258930116.1,99,0.333333333333,0.384615384615,0.00160702806942,0.0125348189415,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,600.0,-203.0,-1e+200,289286468.416,231903.282023,289330835.498,289728422.733,288903506.317,288947572.167,289603882.48,20.0,53779132212.9,101,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,700.0,-203.0,-1e+200,288878619.046,309340.811496,288881134.384,289451073.87,288317363.418,288467941.352,289282891.129,19.0,95691737656.8,102,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,800.0,-203.0,-1e+200,288032814.772,246295.814135,288038028.956,288394518.237,287462319.073,287705710.102,288387007.898,20.0,60661628060.2,103,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,900.0,-203.0,-1e+200,287317287.335,250113.170328,287268499.627,288004614.845,286884394.003,287024106.71,287731900.863,20.0,62556597971.6,104,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
203.0,-203.0,-360.0,-195.0,1000.0,-203.0,-1e+200,286244601.587,213429.490803,286275834.628,286602701.829,285770862.892,285901622.123,286535192.411,20.0,45552147544.2,105,0.166666666667,0.384615384615,0.00892793371902,0.139275766017,1.7855867438e-06
