iteration,accepted,npp_capacity,htse_capacity,ft_capacity,ft_elec_consumption_capacity,electricity_market_capacity,naphtha_market_capacity,jet_fuel_market_capacity,diesel_market_capacity,h2_storage_capacity,mean_NPV,std_NPV,med_NPV
0.0,first,1193.0,-1170.0,-21960.0,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39100.0,3269063188.33,1064846.96373,3269486251.97
1.0,accepted,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3275000752.88,1487372.00775,3275814737.24
2.0,rejected,1193.0,-1175.0,-25292.8911474,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3272893649.46,1146077.73816,3273345033.63
3.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274634121.66,1527189.68908,3275217694.89
4.0,rejected,1193.0,-1175.0,-23328.5670826,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39569.5306331,3274798541.06,2122076.64081,3274281685.28
5.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274264172.92,1603006.11619,3274213951.87
6.0,rejected,1193.0,-1175.0,-23656.1443844,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,48711.6746532,3271311613.65,861924.004358,3271010002.31
7.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3273476707.33,785150.748453,3273649733.47
8.0,rejected,1193.0,-1175.0,-23563.5801647,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,45435.0397031,3272842242.7,608951.151997,3272595889.59
9.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3273890508.22,1280702.88682,3273567971.02
10.0,rejected,1193.0,-1175.0,-24790.1545273,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,41640.851134,3273204066.38,605302.011396,3273208918.58
11.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3275453246.42,2060141.97564,3275275140.25
12.0,rejected,1193.0,-1175.0,-23398.108504,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274006848.55,1201153.75881,3273603692.22
13.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3275420566.71,1898505.54446,3275843739.56
14.0,rejected,1193.0,-1175.0,-24249.0796151,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3273631392.84,1205497.02193,3273980693.18
15.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274094258.03,2427966.6731,3273010690.87
16.0,rejected,1193.0,-1168.88660678,-24377.2224926,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39454.3557675,3266338892.48,1317863.62297,3265774515.8
17.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274896942.47,1499315.07352,3275735184.13
18.0,rejected,1193.0,-1164.71044455,-24018.2708969,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3261458735.61,2027280.89857,3261083789.76
19.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3273415759.13,1387582.99592,3273210204.84
20.0,rejected,1193.0,-1170.29734287,-24108.2951517,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39542.6451519,3268455056.66,1576767.56061,3268812393.08
21.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3275157351.8,811875.762422,3275098057.9
22.0,rejected,1193.0,-1175.0,-23922.1833395,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3273783998.29,1530689.72615,3274318750.57
23.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274215266.49,1753897.58739,3274206350.68
24.0,rejected,1193.0,-1175.0,-24089.9827995,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39212.1757565,3273825369.08,1018162.91466,3274070542.68
25.0,rerun,1193.0,-1175.0,-24021.1432991,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39153.0,3274244327.9,801091.720681,3274223488.88
26.0,rejected,1193.0,-1175.0,-23972.3762822,-14.9,-1e+200,-1e+200,-1e+200,-1e+200,39221.2262919,3273961539.4,715407.473757,3274089404.94
