hours,price
1.0,23.24
2.0,22.41
3.0,21.83
4.0,21.5
5.0,21.61
6.0,21.69
7.0,21.86
8.0,22.59
9.0,23.78
10.0,24.97
11.0,25.67
12.0,25.97
13.0,25.54
14.0,25.22
15.0,24.7
16.0,24.47
17.0,25.46
18.0,30.78
19.0,33.18
20.0,30.8
21.0,29.75
22.0,26.09
23.0,24.61
24.0,23.18
25.0,0.86
26.0,0.95
27.0,0.85
28.0,0.77
29.0,0.64
30.0,0.65
31.0,0.88
32.0,0.98
33.0,1.01
34.0,0.73
35.0,1.4
36.0,1.12
37.0,0.71
38.0,0.53
39.0,0.4
40.0,0.21
41.0,0.21
42.0,0.15
43.0,-0.33
44.0,0.68
45.0,0.85
46.0,0.17
47.0,0.18
48.0,-0.2
49.0,0.63
50.0,0.64
51.0,0.43
52.0,0.26
53.0,0.19
54.0,0.19
55.0,0.5
56.0,0.15
57.0,0.27
58.0,0.45
59.0,0.12
60.0,0.12
61.0,0.12
62.0,0.1
63.0,0.09
64.0,0.38
65.0,0.42
66.0,0.33
67.0,0.23
68.0,0.27
69.0,0.51
70.0,0.28
71.0,0.37
72.0,0.67
73.0,19.53
74.0,18.93
75.0,19.58
76.0,19.47
77.0,19.81
78.0,18.42
79.0,18.19
80.0,19.56
81.0,20.34
82.0,21.78
83.0,22.45
84.0,23.5
85.0,23.67
86.0,23.08
87.0,23.13
88.0,23.18
89.0,22.58
90.0,27.48
91.0,29.87
92.0,28.25
93.0,26.44
94.0,23.94
95.0,21.35
96.0,20.49
97.0,-1.16
98.0,-0.81
99.0,0.07
100.0,-0.33
101.0,-0.21
102.0,-1.67
103.0,-1.4
104.0,-1.17
105.0,-1.05
106.0,-0.79
107.0,-1.88
108.0,-1.4
109.0,-1.22
110.0,-0.86
111.0,-0.43
112.0,-0.24
113.0,-0.96
114.0,-1.35
115.0,-1.01
116.0,-0.58
117.0,-0.89
118.0,-0.57
119.0,-1.21
120.0,-1.12
121.0,-1.06
122.0,-1.08
123.0,-1.04
124.0,-0.67
125.0,-0.76
126.0,-0.76
127.0,-0.89
128.0,-0.73
129.0,-1.11
130.0,-1.22
131.0,0.18
132.0,0.17
133.0,0.18
134.0,-0.65
135.0,-0.65
136.0,-0.46
137.0,-1.29
138.0,-1.47
139.0,-2.4
140.0,-1.02
141.0,-1.06
142.0,-1.13
143.0,-1.5
144.0,-1.1
145.0,14.02
146.0,13.6
147.0,13.92
148.0,16.3
149.0,16.09
150.0,16.65
151.0,17.17
152.0,19.4
153.0,19.64
154.0,20.37
155.0,21.71
156.0,23.4
157.0,24.28
158.0,24.31
159.0,24.39
160.0,23.05
161.0,22.86
162.0,26.79
163.0,28.65
164.0,24.82
165.0,23.02
166.0,21.0
