HOUR,E_D
236,21.3851514404
237,21.3852558828
238,21.3853584826
239,21.3854598434
240,21.3479801959
241,21.3455036393
242,21.3459375644
243,21.3472645954
244,21.3479004119
245,21.3456276566
246,21.3455283483
247,21.3458023715
248,21.3458925871
249,21.3470916231
250,21.3478525773
251,21.3489756872
252,21.3469970927
253,21.3468766702
254,21.3467768989
255,21.346906927
256,21.347071528
257,21.3471527503
258,21.347314765
259,21.3474794774
260,21.3479469278
261,21.3492008836
262,21.3478726554
263,21.3479100966
264,21.3482084658
265,21.3483552366
266,21.3482795773
267,21.348355919
268,21.3484945795
269,21.3486337795
270,21.3487207772
271,21.3487958299
272,21.3497577212
273,21.3490964479
274,21.3492858633
275,21.3493903665
276,21.349269537
277,21.3492823083
278,21.3493495165
279,21.3496958661
280,21.3494984668
281,21.3495667745
282,21.3496332544
283,21.3496974607
284,21.3497631012
285,21.3498177768
286,21.3498755988
287,21.3500480627
288,21.3499806064
289,21.350027248
290,21.3500765287
291,21.3501140521
292,21.3502229696
293,21.3501905264
294,21.3502241755
295,21.3502854951
296,21.3503033271
297,21.3503098155
298,21.3503327098
299,21.3503581209
300,21.3503752519
301,21.3503858728
302,21.3504006319
303,21.3504155143
304,21.3504243716
305,21.3504254635
306,21.3504271722
307,21.3504273773
308,21.3504229202
309,21.3504078179
310,21.3503988982
311,21.3503941825
312,21.3504274489
313,21.3503653452
314,21.3503551771
315,21.3503333706
316,21.3503776431
317,21.3502860091
318,21.3512479958
319,21.3518084033
320,21.3502530867
321,21.3502477587
322,21.3502927121
323,21.3514357986
324,21.3503214647
325,21.3528624628
326,21.3503062543
327,21.3498917144
328,21.3500468513
329,21.3497377343
330,21.3501823747
331,21.34957254
332,21.3495069798
333,21.3494470266
334,21.349364933
335,21.3493985863
336,21.3494588569
337,21.3492732409
338,21.3492318196
339,21.349605969
340,21.3488654862
341,21.3489005614
342,21.3488428812
343,21.3487342936
344,21.3486701259
345,21.349149033
346,21.3514821931
347,21.3531397643
348,21.3498024682
349,21.348118162
350,21.3481909767
351,21.3489230111
352,21.3478388888
353,21.3489038262
354,21.3493122576
355,21.3485477824
356,21.34935886
357,21.3478613393
358,21.3521606898
359,21.3503978683
360,21.3884829614
361,21.3874938423
362,21.386497834
363,21.3864104781
364,21.3863305665
365,21.3862450294
366,21.3861501891
367,21.3860624128
368,21.3860318438
369,21.3864872568
370,21.3912502045
371,21.4200579679
372,21.3988422658
373,21.3858919308
374,21.385389521
375,21.3852881337
376,21.3851853716
377,21.3850811957
378,21.3849756142
379,21.3848692973
380,21.3858274647
381,21.3852877449
382,21.3845703422
383,21.3845466352
384,21.3851049861
385,21.3862839057
386,21.3854768636
387,21.3839627868
388,21.3838431068
389,21.3838283616
390,21.383675794
391,21.3834764251
392,21.3833507332
393,21.3832243075
394,21.3830965181
395,21.3829673634
396,21.3828368505
397,21.3827049812
398,21.3825717586
399,21.3824371858
400,21.3823012662
401,21.3821640029
402,21.3820253992
403,21.3818854584
404,21.3817444045
405,21.3816123143
406,21.3815219856
407,21.3815699869
408,21.38378791
409,21.4003555321
410,21.3885587218
411,21.3973495817
412,21.5971454899
413,21.6074382242
414,21.6058149454
415,21.6039266267
416,21.6021108235
417,21.6002512485
418,21.5983594989
419,21.596452448
420,21.5945299696
421,21.5925344067
422,21.5862497826
423,21.567687166
424,21.5414788941
425,21.5828957973
426,21.5826817131
427,21.5806548266
428,21.5786131548
429,21.5765567552
430,21.5744856706
431,21.5723994813
432,21.5701726716
433,21.5485339364
434,21.3961786942
435,21.3787041876
436,21.3760440095
437,21.3740194918
438,21.3732730421
439,21.3729388933
440,21.3730068958
441,21.3740350951
442,21.372023569
443,21.3715929985
444,21.3717252954
445,21.3777543973
446,21.3987967194
447,21.5191910311
448,21.5083606057
449,21.4873982101
450,21.510148952
451,21.5190642116
452,21.5251521391
453,21.5228842681
454,21.5204098213
455,21.5180747294
456,21.5154921416
457,21.5011684951
458,21.5104127609
459,21.507747968
460,21.496330033
461,21.4973356894
462,21.4790079255
463,21.3738329916
464,21.3654019502
465,21.3874296688
466,21.3907645878
467,21.382251335
468,21.366947373
469,21.3624495283
470,21.3618415916
471,21.3625284503
472,21.3730542229
473,21.3757419629
474,21.3617472931
475,21.3600792974
476,21.3597244628
477,21.362289051
478,21.3671913563
479,21.3713216833
480,21.3943280718
481,21.4447800853
482,21.4461960018
483,21.4434892854
484,21.4406815631
485,21.4378434119
486,21.4349697829
487,21.4319058797
488,21.4286466395
489,21.4262741888
490,21.4233566122
491,21.4204242542
492,21.4174800732
493,21.4145243425
494,21.4115571217
495,21.4085784707
496,21.4055884494
497,21.4025871178
498,21.4005851905
499,21.4004188463
500,21.4002518896
501,21.4000843239
502,21.3999161526
503,21.399747379
504,21.3995190214
505,21.399264069
506,21.3990082282
507,21.3987515038
508,21.398493901
509,21.3982354248
510,21.3979760801
511,21.3977158719
512,21.3974548054
513,21.3971928855
514,21.3969301173
515,21.3966665057
516,21.3964013759
517,21.3961358146
518,21.3958706083
519,21.3955964162
520,21.3953231234
521,21.3950630888
522,21.3947979383
523,21.3945274976
524,21.3941201224
525,21.3938948833
526,21.3937110543
527,21.3934392124
528,21.3931650916
529,21.3928901954
530,21.392614063
531,21.3918750897
532,21.3905212574
533,21.3917662621
534,21.3914981427
535,21.3910350952
536,21.3882811594
537,21.3732406689
538,21.3605186763
539,21.3590462479
540,21.3835521219
541,21.3814421787
542,21.3627808167
543,21.3613027578
544,21.3522146885
545,21.37481949
546,21.3874753053
547,21.3875830324
548,21.3867492334
549,21.383782458
550,21.3831802339
551,21.3835866705
552,21.3760976623
553,21.3749300466
554,21.3846643949
555,21.385442862
556,21.3851780758
557,21.3839602051
558,21.3788271497
559,21.3810701513
560,21.3800361754
561,21.3681194448
562,21.337740797
563,21.336715795
564,21.3822592406
565,21.3825191049
566,21.382221327
567,21.3819009148
568,21.380687858
569,21.3795675459
570,21.3766129854
571,21.368133009
572,21.3786571502
573,21.3799136524
574,21.3777698495
575,21.3613285951
576,21.3429875816
577,21.3396033657
578,21.3514907938
579,21.3706666602
580,21.3705044296
581,21.3371310629
582,21.3350120087
583,21.3388118094
584,21.3306358269
585,21.3356421445
586,21.3416754489
587,21.3391754672
588,21.3523433891
589,21.3645249998
590,21.3622034177
591,21.3665406409
592,21.3659641308
593,21.3603552171
594,21.3638437882
595,21.3667671011
596,21.3672894964
597,21.3666437169
598,21.3655632652
599,21.3633477392
600,21.3649750234
601,21.3646438677
602,21.3640692275
603,21.3634294869
604,21.3623186136
605,21.3612085103
606,21.3589083998
607,21.3604351643
608,21.3604132272
609,21.358543929
610,21.3566634997
611,21.3483349425
612,21.3433869496
613,21.3426275214
614,21.3371549584
615,21.3354610685
616,21.3459062972
617,21.3552513122
618,21.3547646483
619,21.354190611
620,21.3536169763
621,21.3530132034
622,21.3524191815
623,21.351360649
624,21.3476150116
625,21.3432072307
626,21.3349509096
627,21.337159746
628,21.3401150314
629,21.3427994142
630,21.3453449194
631,21.3402619427
632,21.3460198747
633,21.3456120059
634,21.3291769777
635,21.318900682
636,21.3152373983
637,21.3149364525
638,21.3146912218
639,21.3144457835
640,21.31420014
641,21.313954294
642,21.3137082479
643,21.3134129731
644,21.3131145338
645,21.3128158614
646,21.3125169591
647,21.3122178297
648,21.3119184762
649,21.3116189016
650,21.3113191089
651,21.311019101
652,21.3107188806
653,21.3104184508
654,21.3101178143
655,21.309816974
656,21.3095159327
657,21.3092146935
658,21.3089147307
659,21.3089438334
660,21.3145008097
661,21.3168821593
662,21.3148516665
663,21.3361914882
664,21.3367644027
665,21.3365029738
666,21.3362413761
667,21.3359796222
668,21.3357177296
669,21.3354557014
670,21.3351935163
671,21.3349311727
672,21.3346480171
673,21.3273198799
674,21.3181731379
675,21.3165033673
676,21.3141862915
677,21.3063893807
678,21.3070581505
679,21.3145838333
680,21.3148342316
681,21.3198685188
682,21.3314790137
683,21.3317715206
684,21.3314914825
685,21.328269902
686,21.3202047478
687,21.3239181143
688,21.3182848572
689,21.299513112
690,21.2991793803
691,21.2988728869
692,21.2985662777
693,21.2982595548
694,21.29795272
695,21.2976457751
696,21.2973387221
697,21.2970315627
698,21.2967242988
699,21.2964169322
700,21.2961094647
701,21.2958068886
702,21.2956017861
703,21.2953975353
704,21.2951913877
705,21.2949860768
706,21.2947807132
707,21.2945752951
708,21.2943698275
709,21.2941642851
710,21.2939586941
711,21.2937530484
712,21.2935528578
713,21.2933734978
714,21.2931736288
715,21.2933411068
716,21.2929208241
717,21.29253383
718,21.2923123076
719,21.2921060087
720,21.3197298485
721,21.3201667938
722,21.3200282018
723,21.3214064562
724,21.3211882271
725,21.3209194758
726,21.3206938602
727,21.3203029185
728,21.31902779
729,21.3182487516
730,21.3183577727
731,21.3192807082
732,21.3191164012
733,21.3189028143
734,21.3186508937
735,21.3183950016
736,21.318138914
737,21.3178827793
738,21.3176266012
739,21.3173703812
740,21.31711412
741,21.3168578183
742,21.3166014767
743,21.3163450958
744,21.3160886762
745,21.3158322187
746,21.3155757236
747,21.3153191916
748,21.3150626232
749,21.3148060189
750,21.3145493792
751,21.3142927047
752,21.3140359958
753,21.3137792528
754,21.3134862054
755,21.3131752067
756,21.3128641683
757,21.3125530908
758,21.3122419746
759,21.31193082
760,21.3116196276
761,21.3113083977
762,21.3109971306
763,21.3106858267
764,21.3103744862
765,21.3100631096
766,21.3097516934
767,21.309440237
768,21.3091287651
769,21.3088172173
770,21.3084979616
771,21.3072589829
772,21.2981614468
773,21.3002242162
774,21.2956815935
775,21.2174553025
776,21.1999578757
777,21.1977065547
778,21.1958393002
779,21.1941597317
780,21.1953712043
781,21.2233590393
782,21.2791237794
783,21.2757119656
784,21.2638878726
785,21.2593638007
786,21.2258712473
787,21.1832747945
788,21.1792802372
789,21.1777235752
790,21.1825855725
791,21.224651494
792,21.291931144
793,21.294993842
794,21.2992613077
795,21.3002872768
796,21.2961305114
797,21.2936312864
798,21.2938204086
799,21.2968565013
800,21.2988274067
801,21.2979859813
802,21.2968540288
803,21.2979498294
804,21.297835829
805,21.296927809
806,21.2963438667
807,21.2962762585
808,21.2965588888
809,21.29632477
810,21.2960144241
811,21.2957397248
812,21.2955234602
813,21.2953079196
814,21.2950263261
815,21.2946860742
816,21.294641453
817,21.294486453
818,21.2942786007
819,21.2940664723
820,21.2938598234
821,21.2936517511
822,21.2934243491
823,21.293088772
824,21.293014701
825,21.2928128863
826,21.292606134
827,21.2923972101
828,21.2921875705
829,21.2919712592
830,21.2917693889
831,21.2915602049
832,21.2913508563
833,21.2911414703
834,21.2909314148
835,21.2901640937
836,21.1292658978
837,21.0991384278
838,21.1088835945
839,21.0772443317
840,21.0872533115
841,21.1071811272
842,21.1379391407
843,21.1041606445
844,21.0718638126
845,21.0663036464
846,21.0624453237
847,21.060105096
848,21.0691113586
849,21.060801187
850,21.0544075338
851,21.0492627818
852,21.0464251095
853,21.0448958632
854,21.0475898549
855,21.0415604495
856,21.0396219874
857,21.0451249474
858,21.0368338933
859,21.0359466387
860,21.032039011
861,21.0295595919
862,21.0249248033
863,21.0213191736
864,21.0268516131
865,21.0504965012
866,21.0710177375
867,21.0247337144
868,21.0149725964
869,21.0088251063
870,21.0041255027
871,21.0017323573
872,20.9994086142
873,20.9968351827
874,20.9938059882
875,20.9907858414
876,20.9877737217
877,20.9847843359
878,20.9819727286
879,20.9793484949
880,20.9788940297
881,21.0002309767
882,21.030886372
883,21.0341012537
884,20.9747199207
885,20.9608061098
886,20.9574968683
887,20.9544649457
888,20.9514323288
889,20.9483988093
890,20.9453702271
891,20.9423748658
892,20.9392924435
893,20.9362546444
894,20.9332161492
895,20.9301766484
896,20.9271361342
897,20.9240945986
898,20.9210520339
899,20.9180084324
900,20.9149637863
901,20.9119180879
902,20.9088713297
903,20.9058235087
904,20.9027746038
905,20.8997246206
906,20.8966735479
907,20.8936213782
908,20.8905682214
909,20.8875140169
910,20.8844582154
911,20.881401584
912,20.8783438212
913,20.8752849188
914,20.8722248698
915,20.8691636675
916,20.8661015318
917,20.8630692247
918,20.8599741465
919,20.8569097359
920,20.8579393998
921,20.8981575305
922,20.8610415897
923,20.8451227267
924,20.8421508005
925,20.8389508839
926,20.8366804454
927,20.8599342084
928,20.9105051852
929,20.8810820887
930,20.8890815405
931,20.8947269699
932,20.8476767098
933,20.7920390115
934,20.7744460493
935,20.755880056
936,20.7443752154
937,20.7340277125
938,20.8335495608
939,20.7362947941
940,20.7035999588
941,20.696993354
942,20.680917162
943,20.6681326946
944,20.6555532913
945,20.6428430483
946,20.6314754475
947,20.6201158786
948,20.6087861288
949,20.5975027745
950,20.5861225612
951,20.5747811834
952,20.5634365741
953,20.552089724
954,20.5414063829
955,20.5314052801
956,20.5520393865
957,20.8101736816
958,20.8240128129
959,20.8998570399
960,20.4762051834
961,20.4642053745
962,20.4525260804
963,20.5125769443
964,20.4766370669
965,20.4156033969
966,20.4040945878
967,20.392675893
968,20.381252255
969,20.3698236597
970,20.3583905012
971,20.3469879287
972,20.3356353258
973,20.3379452153
974,20.3898256382
975,20.8146784178
976,20.9061919956
977,20.8366687626
978,20.867735791
979,20.8841098099
980,20.6269569417
981,20.7240185179
982,20.8534646641
983,20.4850993786
984,20.2914842798
985,20.912630275
986,20.9733718513
987,20.9702187495
988,20.9669563854
989,20.9581698632
990,20.9592899829
991,20.9556304831
992,20.8930838509
993,20.873125748
994,20.6268421789
995,20.1631442566
996,20.2277305364
997,20.616525041
998,20.7508620429
999,20.5581661437
1000,20.1466862158
1001,20.1188277684
1002,20.1127238592
1003,20.1656931007
1004,20.5442156021
1005,20.1866672029
1006,20.0998302063
1007,20.0868383222
1008,20.0816923502
1009,20.0767525455
1010,20.0715625759
1011,20.0664554386
1012,20.0626060986
1013,20.0607506329
1014,20.0851080973
1015,20.3800270414
1016,20.8659767252
1017,20.8738870065
1018,20.8653487392
1019,20.8571838616
1020,20.8622988996
1021,20.8616269983
1022,20.8585704531
1023,20.8555611254
1024,20.8513696999
1025,20.8493576628
1026,20.8461790641
1027,20.8429750394
1028,20.83976996
1029,20.8365638383
1030,20.8333566849
1031,20.8301483446
1032,20.8259176666
1033,20.8141992227
1034,20.8024771867
1035,20.7907516056
1036,20.7790225252
1037,20.7672899752
1038,20.7552996703
1039,20.733538918
1040,20.5665992682
1041,20.2587140068
1042,20.1862256738
1043,19.9846964189
1044,19.8396386525
1045,19.8340952103
1046,19.873005206
1047,19.9587361159
1048,19.9712971361
1049,19.9759666596
1050,19.9678013862
1051,19.9940173924
1052,19.9997137562
1053,20.035218305
1054,20.0570866863
1055,20.2621453202
1056,20.5390446243
1057,20.5318618182
1058,20.5201929886
1059,20.5083655142
1060,20.4965327246
1061,20.4835927255
1062,20.4680989286
1063,20.461149581
1064,20.4493939504
1065,20.4375898523
1066,20.4257824188
1067,20.4139718544
1068,20.4021596671
1069,20.3903459281
1070,20.3785307093
1071,20.3667140837
1072,20.3548961245
1073,20.343076906
1074,20.3312565032
1075,20.3194349918
1076,20.3076124482
1077,20.2957889497
1078,20.283964574
1079,20.2721394
1080,19.4883855803
1081,19.4845924524
1082,19.4808797746
1083,19.476819496
1084,19.4729612791
1085,19.4691127415
1086,19.4652633769
1087,19.4614143407
1088,19.4575657448
1089,19.4537171619
1090,19.4497650585
1091,19.4457007641
1092,19.4419791719
1093,19.4375662257
1094,19.4334977787
1095,19.4294313747
1096,19.4253651936
1097,19.4212997374
1098,19.4174242389
1099,19.4350958271
1100,19.5035790729
1101,19.9556669183
1102,19.9615773075
1103,19.987858986
1104,20.1058572385
1105,20.1008943467
1106,20.0957876578
1107,20.0906691731
1108,20.0855370143
1109,20.0804124677
1110,20.0752855319
1111,20.0701454413
1112,20.0649544673
1113,20.0597638775
1114,20.0545739458
1115,20.0493880974
1116,20.0442018926
1117,20.0390167472
1118,20.0338326883
1119,20.028649912
1120,20.0234684613
1121,20.018288389
1122,20.0131097534
1123,20.0079325813
1124,20.0027568634
1125,19.9967720094
1126,19.9781087443
1127,19.9627589493
1128,19.9784314854
1129,19.9767761671
1130,19.9717311969
1131,19.9656888525
1132,19.9571429307
1133,19.9481511164
1134,19.9452623655
1135,19.943893178
1136,19.9368412979
1137,19.9200970908
1138,19.7798174976
1139,19.6238537841
1140,19.5394701907
1141,19.473026213
1142,19.3143712522
1143,19.2435054838
1144,19.2368383812
1145,19.2356818965
1146,19.2433119422
1147,19.2383893315
1148,19.2428477242
1149,19.3278427873
1150,19.2907584258
1151,19.2472279653
1152,19.402003897
1153,19.6003112355
1154,19.6917301763
1155,19.6846537339
1156,19.6707748676
1157,19.6568215144
1158,19.6121857699
1159,19.5334056782
1160,19.5990121208
1161,19.6049651118
1162,19.6052857997
1163,19.5979859478
1164,19.5903490367
1165,19.581971157
1166,19.5075376539
1167,19.4010494704
1168,19.3044080251
1169,19.2100215077
1170,19.3201132869
1171,19.4931257127
1172,19.4753785192
1173,19.3235124162
1174,19.3505832878
1175,19.411844421
1176,19.4851752295
1177,19.5039743752
1178,19.497594734
1179,19.4812739605
1180,19.4925069697
1181,19.4898333528
1182,19.4847408108
1183,19.4821574119
1184,19.4787863857
1185,19.4750991787
1186,19.4714155759
1187,19.4677356234
1188,19.4640593647
1189,19.4603868433
1190,19.4567181028
1191,19.4530531869
1192,19.4492614469
1193,19.4453966716
1194,19.4415360767
1195,19.4376797084
1196,19.4338276132
1197,19.4299798375
1198,19.4261364276
1199,19.42229743
1200,19.0242166535
1201,19.0223903894
1202,19.0188825566
1203,19.0164560502
1204,19.0144003232
1205,19.0123590255
1206,19.0103105497
1207,19.0082701605
1208,19.0062319859
1209,19.0041985522
1210,19.0021787463
1211,19.0001337207
1212,18.9981063265
1213,18.9960817061
1214,18.9940598193
1215,18.9920407019
1216,18.9900243961
1217,18.9880109459
1218,18.9860004909
1219,18.9839924396
1220,18.9819875332
1221,18.9799855821
1222,18.9779865585
1223,18.9759912593
1224,18.973998997
1225,18.9720075091
1226,18.9700208625
1227,18.9680365031
1228,18.9660556327
1229,18.9641055319
1230,18.9621063914
1231,18.9601415752
1232,18.9581743879
1233,18.9562212623
1234,18.9542517648
1235,18.9522677257
1236,18.9503023994
1237,18.9483332064
1238,18.9463799326
1239,18.9440672175
1240,18.9417684984
1241,18.9394392202
1242,18.9371317544
1243,18.9348271281
1244,18.9325305247
1245,18.9302420372
1246,18.9279839235
1247,18.9259427246
1248,18.9238381895
1249,18.9216163573
1250,18.9191388847
1251,18.9171330555
1252,18.9147472847
1253,18.9120473465
1254,18.9111211582
1255,18.9081385278
1256,18.9058625626
1257,18.9031377892
1258,18.9015284534
1259,18.8985537568
1260,18.8963971292
1261,18.8941082483
1262,18.8918869855
1263,18.8896822166
1264,18.8874568706
1265,18.8853019362
1266,18.8831444755
1267,18.8811102739
1268,18.8788099033
1269,18.876574242
1270,18.8748662754
1271,18.8753818386
1272,18.8700618667
1273,18.867963617
1274,18.8669816173
1275,18.8672801991
1276,18.8623798499
1277,18.8613860692
1278,18.8579957137
1279,18.8559212868
1280,18.8536828237
1281,18.8552526863
1282,18.849444208
1283,18.8468279659
1284,18.8456650219
1285,18.8428863421
1286,18.8405596183
1287,18.8386074835
1288,18.8365792777
1289,18.8356647895
1290,18.8324461295
1291,18.8299946943
1292,18.8291607553
1293,18.8257734645
1294,18.8294673765
1295,18.8268981479
1296,18.820286121
1297,18.8226364256
1298,18.8280159832
1299,18.8137347033
1300,18.8119927387
1301,18.8095550348
1302,18.8069298232
1303,18.8048935267
1304,18.8025242523
1305,18.7995993769
1306,18.7971564499
1307,18.7947507012
1308,18.7923526549
1309,18.7899822196
1310,18.7875708236
1311,18.7852124339
1312,18.7828305786
1313,18.7804996646
1314,18.778477033
1315,18.7758561049
1316,18.773508398
1317,18.771148259
1318,18.7690445974
1319,18.7666363258
1320,19.1491546044
1321,19.1511823875
1322,19.149986869
1323,19.1490276389
1324,19.1478351429
1325,19.1464839368
1326,19.1451237726
1327,19.1437677954
1328,19.1424167645
1329,19.141070524
1330,19.1397286223
1331,19.1383912886
1332,19.1370585552
1333,19.1357304406
1334,19.1344069582
1335,19.133088121
1336,19.1317739418
1337,19.1304644332
1338,19.1291596063
1339,19.1278594758
1340,19.1265640456
1341,19.1252732094
1342,19.1239804191
1343,19.1227012943
1344,19.1214279563
1345,19.1201499367
1346,19.1149824879
1347,19.1090190091
1348,19.1140631734
1349,19.1131163499
1350,19.1135464573
1351,19.1122184332
1352,19.1113881325
1353,19.1101573167
1354,19.1089288139
1355,19.1077056683
1356,19.106487149
1357,19.1052735198
1358,19.1040647908
1359,19.102859151
1360,19.1016616978
1361,19.1004681518
1362,19.0992791276
1363,19.0980950066
1364,19.0969153443
1365,19.0957339064
1366,19.0945675779
1367,19.0934073322
1368,19.0922492313
1369,19.0910934656
1370,19.0898897974
1371,19.0881751295
1372,19.0873561753
1373,19.0862411508
1374,19.0851823714
1375,19.0842563914
1376,19.0831475912
1377,19.0820430583
1378,19.080934289
1379,19.0798305823
1380,19.0787319583
1381,19.0776384234
1382,19.0765499836
1383,19.0754666445
1384,19.0743884129
1385,19.0731779117
1386,19.0719300939
1387,19.0706882619
1388,19.0694524218
1389,19.0682225794
1390,19.0669987404
1391,19.0657809103
1392,19.0645690943
1393,19.0633632974
1394,19.0621635246
1395,19.0609721252
1396,19.0598014408
1397,19.0585214742
1398,19.0574312205
1399,19.0563261773
1400,19.0551795948
1401,19.0540389689
1402,19.0529043113
1403,19.0517756253
1404,19.0506529139
1405,19.0495361797
1406,19.0484254255
1407,19.0473206536
1408,19.0462218661
1409,19.045082958
1410,19.0380933309
1411,19.0269652954
1412,18.9409109595
1413,18.8156429503
1414,18.7955434015
1415,18.7925844881
1416,18.7910624824
1417,18.7895492431
1418,18.7880446888
1419,18.7865488199
1420,18.7850616362
1421,18.7835831377
1422,18.7821133238
1423,18.7806521936
1424,18.7791997463
1425,18.7777559803
1426,18.7763208943
1427,18.7748944862
1428,18.7734767541
1429,18.7720676956
1430,18.7706673079
1431,18.7692755883
1432,18.7678925335
1433,18.7665181401
1434,18.7651524044
1435,18.7637953225
1436,18.7624468902
1437,18.7611071029
1438,18.7597759559
1439,18.7584534442
1440,18.7780431638
1441,18.7597541256
1442,18.7584571226
1443,18.7568274798
1444,18.751986695
1445,18.7506995219
1446,18.7494403025
1447,18.7481842974
1448,18.7469384792
1449,18.7457019876
1450,18.7444740569
1451,18.743254697
1452,18.7420445742
1453,18.7408459695
1454,18.73965696
1455,18.7384734362
1456,18.7373662187
1457,18.7361753153
1458,18.7349752305
1459,18.7338269076
1460,18.7326870343
1461,18.7315556001
1462,18.730432594
1463,18.7293180051
1464,18.7282118222
1465,18.7271140336
1466,18.7260246277
1467,18.7249435924
1468,18.7238709155
1469,18.7228065846
1470,18.7217505868
1471,18.7207029094
1472,18.7196635391
1473,18.7186324625
1474,18.7176096659
1475,18.7165951356
1476,18.7155888573
1477,18.7145908169
1478,18.7136009996
1479,18.7126193908
1480,18.7116459755
1481,18.7106807383
1482,18.7097236639
1483,18.7087747366
1484,18.7078339405
1485,18.7069012595
1486,18.7059766773
1487,18.7050601772
1488,18.7041517427
1489,18.7032513566
1490,18.7023590019
1491,18.701474661
1492,18.7005983165
1493,18.6997299505
1494,18.6988695449
1495,18.6980170817
1496,18.6971725422
1497,18.696335908
1498,18.6955071601
1499,18.6946862796
1500,18.6938732473
1501,18.6930680436
1502,18.6922706489
1503,18.6914810436
1504,18.6906992075
1505,18.6899251205
1506,18.6891587621
1507,18.6884001118
1508,18.6876491489
1509,18.6869058524
1510,18.6861702011
1511,18.6854421751
1512,18.6847217492
