HOUR,steam_D
564,61.8443729632
565,62.135433333
566,61.1414041942
567,62.9248377904
568,61.733747914
569,63.2653490983
570,63.2698859988
571,62.3191796365
572,62.4995229929
573,62.1008253162
574,62.1893762741
575,61.7915169092
576,61.7956336382
577,60.1722901015
578,60.9727460735
579,59.4545168929
580,60.0362869688
581,59.569462304
582,58.9592812318
583,59.0041869032
584,59.0620773574
585,60.3068317259
586,62.0032468597
587,60.0911053429
588,62.5709782104
589,61.7116564743
590,63.2752732176
591,74.0057762522
592,73.6886598642
593,74.0805818771
594,73.9609183662
595,74.1243160028
596,74.1551261793
597,63.5726539767
598,73.1870020326
599,63.8222790093
600,62.834415351
601,62.3082820762
602,62.4781103248
603,61.5275255017
604,61.4500481228
605,61.5721616502
606,60.8525832025
607,60.8831097317
608,61.6039876172
609,62.9555981283
610,60.9403342215
611,60.9279813246
612,61.0197855456
613,62.0818807472
614,61.0789282201
615,63.5053503689
616,62.4199585956
617,62.4954554382
618,61.6772634214
619,60.9388932652
620,62.5574621671
621,62.5827688654
622,66.106144079
623,63.1518173985
624,64.2938970393
625,64.2895780268
626,67.1499218028
627,64.7486554915
628,67.3369395974
629,64.177904748
630,66.3233200093
631,62.6146729734
632,63.2563920939
633,64.2247695286
634,63.094427245
635,63.3643941237
636,61.6206866275
637,63.9886814129
638,63.8398725477
639,63.4586250781
640,64.6978361839
641,63.3621941943
642,67.4317041451
643,66.5591695473
644,64.4905262616
645,67.7960109045
646,64.3416208005
647,64.9986277057
648,63.5164347805
649,64.4552029941
650,63.3949292934
651,61.9070778198
652,61.149057515
653,62.5931984475
654,62.5890613405
655,62.0708714702
656,60.6607191968
657,62.6942806448
658,60.8301720397
659,62.3199968308
660,62.6096066338
661,64.1859071899
662,63.2262966339
663,62.7269352705
664,63.5915234994
665,61.9854016479
666,63.0375941689
667,61.8536378157
668,60.8006173596
669,61.0726940106
670,61.9323246144
671,64.5562341388
672,67.329754367
673,63.5080931793
674,63.0924472278
675,64.0201201942
676,68.1238345361
677,68.3443668576
678,67.9151212003
679,63.9193479287
680,68.4284343531
681,63.3899414858
682,61.8896064445
683,63.6376877768
684,61.4992224767
685,61.0284295843
686,63.0937428683
687,61.8398798242
688,62.1149697112
689,63.8916532956
690,63.4084865832
691,61.1889306224
692,63.1760715628
693,60.8580349943
694,60.9797847508
695,61.4046346197
696,60.8932051942
697,61.8956628068
698,63.5430873295
699,61.3571353153
700,63.3240718712
701,63.5415836838
702,61.2972579199
703,64.3107626011
704,63.7687817465
705,61.5848575069
706,63.7423516956
707,63.5441278651
708,63.7459076421
709,61.9336886821
710,62.1384549437
711,61.4324715394
712,63.3299041708
713,62.9135054254
714,62.885061823
715,61.0748868829
716,62.0117078164
717,62.2780952105
718,60.9247455234
719,61.460869084
720,61.3979343416
721,62.0302739241
722,62.96217846
723,62.1793732207
724,60.9382297377
725,62.0634616525
726,64.484042229
727,63.6819422991
728,64.967978049
729,63.4059614135
730,62.854328923
731,68.6959222162
732,64.870837019
733,63.0321303656
734,63.8352571331
735,62.7524300139
736,62.278272063
737,62.8622830771
738,64.2119652938
739,63.8105284882
740,63.1234602187
741,61.947415231
742,63.9408495735
743,60.830225257
744,60.8312956187
745,62.8385000227
746,60.8626148264
747,62.2393035211
748,61.0071018708
749,61.1560453261
750,61.2906567795
751,60.9855767463
752,60.9159136872
753,60.7992991281
754,61.3660307087
755,61.5700240041
756,61.9815353815
757,61.4566272932
758,61.2916980647
759,60.959168408
760,62.9179478427
761,63.1878907493
762,63.1527516321
763,60.7739712998
764,62.1433999248
765,67.3825046742
766,62.718291173
767,64.492628949
768,62.2845346405
769,63.5344340169
770,62.0131836107
771,68.1643724136
772,63.1693463069
773,63.5235847831
774,64.0055275498
775,62.794562386
776,63.1110158331
777,63.5023469283
778,62.6910922347
779,63.2768486686
780,64.0240749841
781,68.0857633768
782,64.5120985355
783,63.8207222693
784,67.3749412373
785,63.2475826745
786,63.5094671184
787,63.8043941315
788,63.5865473182
789,63.2660339822
790,63.8061366221
791,67.5519116825
792,62.4267429555
793,63.2116042718
794,62.5149429803
795,63.3271224508
796,61.7857325965
797,62.1154337463
798,62.6735590074
799,63.5520405576
800,64.0922717253
801,60.9647578775
802,60.7871446636
803,61.6457514996
804,60.8942687804
805,61.656595835
806,61.7275391427
807,62.5135241537
808,62.1832503412
809,61.7675136071
810,62.8363951289
811,63.1699173946
812,61.8165653727
813,63.4500427634
814,63.4030185016
815,62.3838175595
816,61.5856926261
817,62.9699831481
818,64.4435054158
819,61.8430458383
820,61.7968939984
821,61.5440295107
822,60.6062040877
823,61.6835781765
824,60.403390652
825,60.4643805653
826,62.5496919034
827,64.3759154859
828,63.0447996411
829,62.8403940514
830,63.5880126112
831,63.6940874995
832,61.5508224013
833,60.5980164095
834,61.8760267544
835,62.4132602358
836,60.233931053
837,60.7764593792
838,61.4441222081
839,63.118827212
840,62.0832366421
841,62.705174779
842,62.8225364224
843,64.3454522716
844,63.3355677038
845,63.0605526911
846,61.7203124322
847,63.5330502062
848,63.2144528092
849,62.4480439798
850,62.5961131761
851,60.4589816039
852,63.5491021236
853,63.1664069696
854,62.725202247
855,63.5162704593
856,62.7432351066
857,62.8934010336
858,63.4141522593
859,63.37160103
860,63.1931504538
861,65.7348372228
862,63.1699598585
863,63.065025993
864,63.2944809168
865,64.3245418987
866,64.153758989
867,63.3779750751
868,63.2585372007
869,63.3552218555
870,65.3094882686
871,63.1473180663
872,62.9184095942
873,62.0651025169
874,62.2373647712
875,62.3872520013
876,60.7250938334
877,62.5442376822
878,63.7042412199
879,63.3187269018
880,62.6562003304
881,62.2744915968
882,61.7183598254
883,62.1286740947
884,62.1138327145
885,62.4567736228
886,61.2409798678
887,61.126075176
888,62.5577690669
889,62.3614472224
890,62.3901157622
891,62.5003845578
892,62.1852754623
893,59.8782691207
894,60.4233285131
895,61.3344880766
896,62.1630128975
897,61.3117223572
898,60.8698885957
899,61.2252154593
900,60.9031973146
901,61.8878419187
902,59.7348943996
903,63.0422249995
904,63.1454200624
905,62.2816857912
906,60.3469616771
907,61.95462091
908,61.2272612097
909,59.4828157973
910,60.8438918803
911,60.9018265215
912,59.8012890904
913,61.8107598259
914,62.1732844768
915,60.8444047465
916,61.8821442079
917,59.7498177087
918,60.6149499714
919,60.2121411697
920,59.2895926675
921,60.064027277
922,62.4862461731
923,62.0737920798
924,60.9377841966
925,59.7523178887
926,60.00447136
927,60.7147491795
928,62.5902421863
929,61.9480978004
930,60.5096772675
931,60.4550067972
932,61.7242570576
933,60.5306986063
934,59.197377592
935,61.6641206271
936,59.1214820855
937,61.7159462405
938,61.992153394
939,59.0190308964
940,59.0377475163
941,61.1886827844
942,64.2326397655
943,60.5349910753
944,59.8084834924
945,62.1800851671
946,60.3402083294
947,62.2453905968
948,59.4833436292
949,62.0921285124
950,62.0854433993
951,61.9847365132
952,60.1682077027
953,59.2900442961
954,60.2090726979
955,59.1370896053
956,62.5699809976
957,62.3321148954
958,61.8738923036
959,62.6581294482
960,62.4639837568
961,61.423513398
962,61.748531867
963,61.6182716471
964,62.4302916645
965,58.9282069029
966,58.8860406115
967,61.8904863162
968,59.9780301967
969,61.6912411794
970,62.2955689352
971,61.923349386
972,62.4593019091
973,62.4537108338
974,62.8135677544
975,63.7335877881
976,62.9512617003
977,64.0573298385
978,64.0234611305
979,62.4435870311
980,62.5940031865
981,63.672657952
982,62.8217869333
983,61.2953062618
984,62.2939427311
985,61.8265295451
986,62.8483551941
987,61.1276350329
988,61.6926931176
989,62.2789726505
990,60.9793543757
991,61.1759001413
992,62.8369758159
993,61.862843454
994,61.1570188257
995,59.7000212791
996,59.6610708785
997,61.5384224179
998,61.5984245492
999,59.8614173657
1000,61.0715220198
1001,62.0869701302
1002,61.4379917997
1003,61.8164589019
1004,60.9233623902
1005,61.7924984884
1006,62.1982104213
1007,62.1542400996
1008,60.8883164756
1009,61.3622313869
1010,60.8945692337
1011,63.6242540985
1012,61.1539248897
1013,62.5363026509
1014,62.1692098537
1015,61.4594372464
1016,61.1424290453
1017,62.4292518581
1018,61.7492495672
1019,61.918027822
1020,60.9761894287
1021,59.4434590968
1022,62.0518193575
1023,62.3348594882
1024,62.3767612175
1025,61.748131909
1026,59.9088347361
1027,60.0156829321
1028,58.8655929644
1029,59.5994274991
1030,60.8136588448
1031,59.9067491034
1032,61.3785438094
1033,58.4342627095
1034,61.4640217753
1035,59.2992394806
1036,61.681135993
1037,61.4055496662
1038,61.0995446732
1039,61.5979290765
1040,61.2890981405
1041,63.4102292942
1042,61.9450544245
1043,61.2407646719
1044,61.9293190859
1045,61.9437783452
1046,61.6524727775
1047,59.6808726388
1048,63.3607562308
1049,62.1456173911
1050,61.0166181877
1051,57.8693107719
1052,59.5160428595
1053,60.8323156318
1054,59.1300918075
1055,59.3453902061
1056,59.0777238062
1057,60.9912031986
1058,58.5885697777
1059,62.0756092849
1060,63.1821283422
1061,61.8873338851
1062,62.2147466005
1063,61.5062253151
1064,63.3012974599
1065,62.2795830233
1066,61.3099905052
1067,62.1599605675
1068,60.7385336859
1069,61.5874212799
1070,60.1403411886
1071,61.6964537486
1072,61.5999715987
1073,60.4034373792
1074,60.472338724
1075,61.2492528715
1076,61.0004110391
1077,58.3308243704
1078,60.9460712629
1079,61.499122875
1080,61.9207885487
1081,61.2715535151
1082,62.0201529676
1083,61.510208116
1084,60.198302945
1085,58.3622057225
1086,61.44898313
1087,60.3142034633
1088,57.7386033094
1089,61.4867140074
1090,61.5590139945
1091,61.1231204113
1092,61.4168135495
1093,58.3967271875
1094,63.0423777578
1095,61.401877036
1096,58.310198277
1097,60.3452825164
1098,61.3203455214
1099,61.1658063743
1100,59.1975201764
1101,59.0063951802
1102,60.3295687741
1103,59.6882922788
1104,58.3599450138
1105,57.6317121669
1106,62.4134697358
1107,58.9918560981
1108,61.1144240989
1109,60.3989553004
1110,59.3311008202
1111,60.6998907829
1112,61.2663588005
1113,61.7381925182
1114,60.8842983451
1115,58.8510063481
1116,59.3447775127
1117,58.723902715
1118,61.6322926778
1119,62.0366182484
1120,57.9471523721
1121,61.4715718371
1122,62.9467094259
1123,61.0990045459
1124,62.9591062672
1125,60.7049358699
1126,61.6553108478
1127,63.0232858367
1128,61.1000957761
1129,61.5275152407
1130,58.89932755
1131,60.0738920788
1132,62.1277377101
1133,61.6334960643
1134,62.9807531123
1135,60.9277456605
1136,61.5790966564
1137,61.5907690569
1138,61.6322015072
1139,61.7409786738
1140,61.4181996457
1141,60.5822027487
1142,61.284769359
1143,60.2076261534
1144,61.2303024018
1145,60.0447709005
1146,57.4587147694
1147,60.7086764899
1148,58.7084330814
1149,59.8336097409
1150,60.0258947129
1151,58.0159455253
1152,59.2057964094
1153,61.7976567952
1154,61.6680191895
1155,61.2809874311
1156,61.2760771331
1157,61.7519246193
1158,61.5726196625
1159,61.7521279395
1160,61.3591472069
1161,60.6710904999
1162,60.7796552658
1163,60.8179928673
1164,60.0293658379
1165,61.2357346212
1166,60.8201961055
1167,58.0338877162
1168,60.939437651
1169,58.7252633422
1170,61.4103646222
1171,61.290068091
1172,60.048722473
1173,61.7022888277
1174,61.4415227041
1175,61.3634029605
1176,61.442587062
1177,59.3782578571
1178,60.7816855987
1179,61.5549087392
1180,60.5180943382
1181,62.7891791417
1182,61.1134220385
1183,61.7176793941
1184,61.305353457
1185,61.7115353105
1186,59.3219593714
1187,59.1539080118
1188,58.8058557874
1189,60.7932324223
1190,61.1415562578
1191,59.1116016615
1192,61.8667967718
1193,59.4328265583
1194,58.6235449462
1195,57.4814933355
1196,58.0967568321
1197,60.9306969474
1198,58.8144985432
1199,59.1259952511
1200,59.8530154874
1201,60.1000128356
1202,61.9257958367
1203,61.000774858
1204,62.7597399976
1205,61.1676357089
1206,59.0172794043
1207,62.6683182183
1208,59.8477534304
1209,61.8830671911
1210,58.7687521483
1211,61.2256752951
1212,61.0328163846
1213,61.1903738581
1214,60.8062121503
1215,61.0310131755
1216,62.8474146744
1217,60.1817319003
1218,61.4520603306
1219,61.6907555864
1220,61.0426018822
1221,61.7811284082
1222,60.3918534134
1223,60.6686116079
1224,58.6294308675
1225,61.1781485231
1226,60.2083445801
1227,60.8721894364
1228,61.492731543
1229,61.3264126948
1230,59.8862492222
1231,60.0733038032
1232,59.845217955
1233,59.8189156044
1234,58.6750462943
1235,58.6532529057
1236,58.617086548
1237,60.2343976067
1238,61.2426174763
1239,57.9280908804
1240,57.6577973542
1241,57.4937757385
1242,59.7703533611
1243,60.9669098248
1244,57.5180023615
1245,61.1819370921
1246,57.9004667917
1247,58.9277729981
1248,61.0170860005
1249,62.8024528433
1250,61.2791781482
1251,61.8745280676
1252,61.6754997483
1253,59.4721099948
1254,59.4950472864
1255,57.8575066006
1256,59.8699587293
1257,60.2213988901
1258,61.3321587658
1259,61.3259135251
1260,61.2856228333
1261,61.9649252487
1262,62.8130463992
1263,62.6973523074
1264,61.5028192071
1265,60.9976578286
1266,61.262432797
1267,61.9346190617
1268,61.0490522081
1269,61.9818984415
1270,58.8966710262
1271,60.4796488051
1272,59.1320946294
1273,60.5169376217
1274,57.942751672
1275,60.6145172259
1276,62.1198234437
1277,59.7155695284
1278,61.0932701563
1279,59.865917083
1280,61.24488312
1281,61.1160750647
1282,57.8019990396
1283,58.5349730473
1284,60.3594102021
1285,61.6516947298
1286,60.0126211607
1287,61.1179627831
1288,60.7499174246
1289,58.6957289285
1290,61.2330728634
1291,60.6573767715
1292,60.8997048477
1293,61.2393522539
1294,60.7849128805
1295,61.2756273893
1296,60.8224149628
1297,58.3427362316
1298,61.1526488347
1299,60.4399442918
1300,60.3424641536
1301,59.0831160737
1302,61.4897522617
1303,62.670409824
1304,61.450647088
1305,61.6358876911
1306,60.9044595474
1307,58.5777977358
1308,60.5431796602
1309,60.656854662
1310,60.4983228078
1311,62.7098460069
1312,61.6537053068
1313,61.6143828863
1314,61.7254064966
1315,60.8585111066
1316,61.0723975651
1317,60.4292574801
1318,61.6150360325
1319,61.4710245334
1320,60.9371736595
1321,61.6841432607
1322,61.3675730062
1323,59.6609590707
1324,59.9876702986
1325,60.8620171051
1326,60.5724623696
1327,60.9941619977
1328,61.6862207703
1329,60.4285353703
1330,60.0916866293
1331,61.4833770697
1332,60.5062619256
1333,61.1064566997
1334,62.6882274327
1335,61.5610825252
1336,62.5285603799
1337,62.6896379045
1338,61.0388339823
1339,61.1126797813
1340,61.5705474249
1341,61.5799823968
1342,60.7928255822
1343,61.4914840458
1344,61.8213242485
1345,60.7407566327
1346,60.8440700491
1347,60.8447314712
1348,60.9615380401
1349,58.2343311969
1350,61.6212882348
1351,61.2160607143
1352,60.2056484246
1353,61.371494091
1354,60.4005159452
1355,60.8883550743
1356,57.6337906457
1357,59.1179603672
1358,58.3962563213
1359,59.2732179097
1360,57.1053499031
1361,57.1159460689
1362,58.4716608854
1363,58.730535409
1364,57.4248645745
1365,59.7118306082
1366,60.5214161894
1367,57.2674457622
1368,60.3467597511
1369,61.1189495166
1370,60.5297775003
1371,60.1219566122
1372,60.2653763023
1373,57.179667313
1374,60.4223313115
1375,57.5288284931
1376,57.029732877
1377,58.2880505094
1378,56.9861046136
1379,56.9394061317
1380,58.2455144301
1381,57.694490167
1382,59.5065571065
1383,57.569106084
1384,59.4305234794
1385,58.2573051972
1386,57.6572375801
1387,56.9440706465
1388,58.4848286847
1389,59.7410073577
1390,60.6126724466
1391,59.2647064697
1392,59.778570205
1393,59.504636167
1394,60.1844127862
1395,58.4427343398
1396,57.5019122723
1397,60.0617118238
1398,60.2015020777
1399,60.2801972134
1400,60.7082729271
1401,60.4576186597
1402,61.3921934602
1403,62.4318762296
1404,59.3300796496
1405,62.4146995765
1406,62.4172166095
1407,60.7282191969
1408,61.3428933024
1409,60.7530798399
1410,62.3968036317
1411,61.5974530575
1412,61.1007868272
1413,62.3556357162
1414,61.5825569228
1415,60.3905554394
1416,59.5744743357
1417,59.6183775063
1418,61.6312975574
1419,59.8431132282
1420,57.0749850741
1421,60.5478887452
1422,60.5245489027
1423,61.3577952063
1424,61.1783270243
1425,60.5885077351
1426,60.7471877173
1427,60.1471111084
1428,58.2069110782
1429,60.3451169755
1430,61.3247653108
1431,61.1888808191
1432,62.2287711
1433,60.672973197
1434,60.1552854356
1435,58.2850862549
1436,60.1722077396
1437,62.2072132445
1438,60.475254032
1439,61.347016517
1440,59.7474242427
1441,60.8159812512
1442,60.5200346121
1443,59.7949305452
1444,57.7189924514
1445,60.6463350276
1446,57.8067055502
1447,59.5641403133
1448,59.6883365173
1449,60.2170786328
1450,60.5124892039
1451,61.0507673078
1452,58.7055942045
1453,60.9898978645
1454,60.4798820844
1455,60.450456966
1456,60.8853497736
1457,59.9479580082
1458,61.9719913322
1459,60.2142904654
1460,60.9677371571
1461,62.0495055247
1462,62.0216308119
1463,61.2049347474
1464,62.0245248993
1465,61.9496239348
1466,62.0042504078
1467,61.1967392521
1468,61.253233685
1469,59.3934762755
1470,60.6378829074
1471,59.9286934749
1472,60.119224357
1473,57.7137648632
1474,60.0204606631
1475,61.7913283351
1476,58.9802979816
1477,60.2575996365
1478,60.2684802948
1479,59.7310412926
1480,56.8572518432
1481,59.3266791053
1482,58.5080042748
1483,58.6749166977
1484,59.2658639762
1485,58.6665117876
1486,59.5802594471
1487,58.1509210975
1488,57.5268297676
1489,57.1032777203
1490,59.9040176476
1491,58.4043596825
1492,59.6423203013
1493,59.8253366183
1494,58.8995439394
1495,59.8739859364
1496,61.4953616564
1497,60.4059215776
1498,59.6697696804
1499,59.837323536
1500,59.5331829099
1501,59.3068647029
1502,59.0968573044
1503,58.495429346
1504,57.5793308427
1505,59.3828363643
1506,58.9754789142
1507,58.0871955881
1508,57.1621978197
1509,56.4873189704
1510,58.3684032685
1511,59.5481356038
1512,58.7878401382
