HOUR,steam_D
129,55.0580763013
130,46.8959745374
131,59.0627126847
132,61.9072681411
133,58.3783021534
134,58.7931533305
135,62.4689286116
136,62.6411369942
137,60.5852671602
138,61.2820783273
139,57.4470778877
140,61.1525966036
141,54.1852762471
142,63.8874175333
143,54.7386770902
144,69.8450197279
145,53.6959315677
146,60.8958131337
147,59.052503669
148,54.8582996503
149,59.7406945678
150,54.3790809132
151,48.9197678023
152,45.6750874255
153,54.2684608558
154,54.3975516295
155,53.9712911635
156,47.983918284
157,56.1200477217
158,54.5132411296
159,49.7498213165
160,45.6749880132
161,45.7410064108
162,49.3590797889
163,50.9450126672
164,45.5825107523
165,47.4072727811
166,46.8472897509
167,45.6439047586
168,53.4645180528
169,46.6443465734
170,59.2032845503
171,54.4913914804
172,45.6028446022
173,56.4702916083
174,60.6076735652
175,59.8874817791
176,60.8379195139
177,55.1210759077
178,61.2202280297
179,61.5845083986
180,56.0761897357
181,60.1627111617
182,47.4877056993
183,57.0400858301
184,52.5131983378
185,61.0467032214
186,57.456273571
187,50.0881309219
188,61.3947414622
189,61.9088637119
190,58.8108697906
191,60.9548079597
192,61.7223267869
193,58.0432703156
194,61.4121262113
195,57.9373647091
196,59.7343636965
197,61.7850092517
198,55.6375444985
199,61.7875081361
200,60.5929390983
201,61.4943002821
202,60.5110900349
203,55.122477396
204,63.1009016709
205,57.9784544413
206,59.4027689919
207,61.8707247251
208,56.8542397069
209,70.8248771063
210,53.5626186659
211,52.1773924915
212,51.7230544399
213,62.346181326
214,61.4941560238
215,51.9705499146
216,53.8784210322
217,53.1473803052
218,54.1241835403
219,62.1528689744
220,48.3879615728
221,52.4985802416
222,60.5730469081
223,63.3348086366
224,60.4096444521
225,61.0333009036
226,55.6696518891
227,52.9247332744
228,59.6297515225
229,55.4577623377
230,60.2030676841
231,60.7282375313
232,54.9053017263
233,60.5806169946
234,54.1479624404
235,61.6943548701
236,60.4850692981
237,61.7935501181
238,63.0720892862
239,61.961827959
240,62.2898536588
241,60.939766044
242,61.1272703087
243,63.9227267276
244,62.3870454161
245,63.022630959
246,62.5503297334
247,64.8712641065
248,63.223230398
249,62.7265997807
250,58.9306940353
251,60.4547182589
252,58.921006344
253,61.4788164115
254,61.4096063369
255,64.049181285
256,63.7350900195
257,61.5808806542
258,61.1792501407
259,62.4956462619
260,61.392849902
261,62.6422169029
262,60.4986882206
263,59.4182088417
264,59.2260908686
265,60.1295274905
266,58.1507104325
267,61.0711698116
268,60.812257499
269,62.6505158222
270,62.2193813814
271,61.8788325325
272,63.0718276895
273,59.0028359758
274,61.9644844343
275,60.2066851959
276,59.5559179811
277,61.2118601485
278,60.8827081561
279,65.1694989544
280,59.4510852383
281,62.6748064996
282,63.6895771446
283,62.5205725415
284,62.5805517473
285,63.4420027544
286,62.3612712783
287,62.2884375039
288,64.2744824207
289,64.4675640423
290,65.1231065824
291,63.02703241
292,64.525330651
293,61.1049477969
294,62.7517768792
295,58.775288757
296,60.8786634133
297,60.4093265678
298,60.5139504793
299,58.515250295
300,59.5538444571
301,63.2326639832
302,60.6621539664
303,70.2039187632
304,64.2133603616
305,59.105366387
306,59.1771436863
307,62.4033720935
308,59.0160326566
309,62.6080370394
310,59.9811049701
311,62.4100233948
312,64.9096619469
313,69.9901496664
314,64.7132292644
315,59.6762017066
316,62.7940576851
317,69.8777668563
318,65.2675618523
319,72.2485367656
320,70.092364673
321,61.7462922278
322,60.1289532023
323,61.5512992256
324,59.4917769896
325,62.8315710568
326,61.7177192499
327,63.3775424116
328,64.9660105247
329,64.5873466667
330,64.1651745506
331,72.3875715187
332,64.9473687997
333,64.5835383838
334,64.5922265445
335,62.3507996699
336,64.5254146694
337,65.0564252717
338,59.5455407352
339,59.2740854677
340,61.8258334483
341,64.2015561642
342,62.8759075939
343,61.5182903054
344,61.4107867965
345,65.1227133996
346,62.9043162008
347,65.8740052906
348,72.7800244966
349,65.0971728812
350,65.4778790634
351,60.2679146725
352,61.754877144
353,63.0025182024
354,59.3450474996
355,59.3632204593
356,64.8146890981
357,62.5432758649
358,61.0152486469
359,59.4583361874
360,60.9316277883
361,51.662501395
362,54.5501948503
363,59.3454568206
364,60.6553609442
365,62.6329592827
366,60.6469056883
367,48.8825370349
368,50.5463883553
369,55.8311861252
370,57.1870603122
371,55.5352853822
372,47.911357947
373,51.2589100717
374,62.5014750476
375,60.610786194
376,62.8096490216
377,60.8012176719
378,56.6713327982
379,60.7634959676
380,62.5420140373
381,59.6361453757
382,61.8130850109
383,61.1262168537
384,56.2610217477
385,55.8673542345
386,63.6304260922
387,63.2833681385
388,61.3218188781
389,54.9844525539
390,54.4992395995
391,62.4970499172
392,63.9805542254
393,61.99496437
394,63.3672630242
395,62.830462835
396,63.5697117477
397,51.4209158526
398,62.3759457477
399,55.6859630311
400,62.2274057076
401,54.6331737316
402,61.3423120875
403,62.1362084876
404,60.6200107836
405,64.1752964716
406,59.5052688215
407,60.5044287607
408,55.4561012483
409,64.1194460299
410,62.6117241828
411,72.0438694105
412,61.2936426724
413,62.5487187845
414,56.1511243778
415,64.8772890055
416,62.7004302569
417,63.1189631239
418,63.217741803
419,72.1454596673
420,61.7828536684
421,64.1192836623
422,71.7309752643
423,63.4489976354
424,63.0642902757
425,62.3210871731
426,72.118393626
427,61.1845554618
428,62.5572159434
429,62.211515498
430,62.7279129587
431,60.8883698366
432,62.8450876461
433,64.3504630076
434,62.9728948891
435,62.6855579085
436,62.0360555054
437,64.2819069199
438,65.1315557875
439,56.2466355173
440,63.6140639317
441,64.4959835077
442,62.7568583669
443,71.9077664902
444,62.3305378927
445,63.4993373465
446,61.7554447842
447,61.3068161617
448,62.7711476743
449,63.1811270482
450,63.3797765233
451,59.5320626198
452,60.395933311
453,61.1708827577
454,63.4764993479
455,71.7896617802
456,62.8288579683
457,48.639188908
458,54.0471680032
459,63.2863217627
460,63.107011148
461,62.8585799645
462,48.0825764801
463,71.4137032912
464,62.2906354888
465,63.6389085421
466,62.8833343204
467,63.1356855607
468,61.468478313
469,62.3269122989
470,62.9368607836
471,55.5867783756
472,61.9223610521
473,59.8962115335
474,60.4017828423
475,60.891120902
476,54.5382775368
477,60.9508742142
478,48.401219833
479,47.9449082209
480,65.1310002714
481,64.9471579274
482,63.452250441
483,67.2192636578
484,65.1613288124
485,70.438352887
486,62.9517462244
487,63.1349765446
488,64.7625464201
489,61.8689680463
490,64.3912248603
491,61.8900115556
492,63.1596496274
493,61.5979293215
494,65.2933157431
495,64.9792825886
496,65.040933399
497,72.7223759101
498,63.5039899867
499,63.0646299091
500,70.0598244388
501,65.0723944357
502,63.8284245081
503,65.0711133179
504,62.1015451572
505,61.6038803691
506,63.1009830109
507,61.873428754
508,63.0192855207
509,61.4513797329
510,61.2718504918
511,62.5434769893
512,59.2081103717
513,62.9042263511
514,60.5729602947
515,63.0538879177
516,63.7681609377
517,72.4020924042
518,72.7030518892
519,64.5300657514
520,64.8366277153
521,72.6741865864
522,72.4284472949
523,64.7307891879
524,72.6440960189
525,72.5720258647
526,72.6063135751
527,65.0653251023
528,72.5939278186
529,69.8551656458
530,70.2252281351
531,72.5399566395
532,72.4924650902
533,69.376454343
534,69.817867084
535,69.4733664873
536,72.4563557194
537,64.1665275509
538,66.5937029907
539,69.721637832
540,70.0925441339
541,64.4559090389
542,64.4897722479
543,65.0735366777
544,62.3330352875
545,64.3694598221
546,61.7061450397
547,60.9438928361
548,60.9255543397
549,58.0819240505
550,59.3811360785
551,58.2287631133
552,59.3362752452
553,58.0829617889
554,60.1814799832
555,63.6487741474
556,61.7519537006
557,62.5192470696
558,60.5396526128
559,62.1936167773
560,61.4124319472
561,61.9109750076
562,61.2112930517
563,61.3449314661
564,62.2951111817
565,61.0626308813
566,60.7954434601
567,57.836464483
568,57.9907599217
569,62.4642427278
570,63.9444508709
571,64.3800498155
572,68.2860287295
573,64.196437054
574,62.30255143
575,57.8615690271
576,62.7012855359
577,63.677502744
578,63.9910040694
579,64.4370866452
580,62.1685336014
581,58.1700149298
582,57.6263693681
583,57.641917187
584,60.509394089
585,62.0695369727
586,57.4227397748
587,57.4584798711
588,57.5088234446
589,59.4187451128
590,57.716407063
591,57.3632105501
592,57.3043009018
593,57.3717304935
594,57.321917407
595,57.2301118944
596,57.2090883777
597,57.2171743912
598,57.1671185247
599,57.1778154781
600,53.2144064142
601,50.6593397119
602,47.1222588739
603,53.8467552819
604,45.1630266662
605,52.6000392771
606,44.9990071483
607,44.9224125206
608,44.9003346112
609,44.9200954771
610,45.1560316106
611,44.8460509675
612,44.8263014168
613,44.8135159396
614,45.418415269
615,56.4977435333
616,46.0056621666
617,46.7079969337
618,57.7388162391
619,58.3994754046
620,52.7991629074
621,59.2549463864
622,60.6838915177
623,57.5917251389
624,62.8649093204
625,59.6122814136
626,62.702469226
627,60.1354436312
628,61.7389325802
629,61.9606266772
630,62.8313403836
631,69.0360234433
632,52.0572204882
633,54.5637088884
634,60.8835362697
635,67.7637363612
636,58.9767013965
637,61.9864633234
638,52.9884245052
639,55.7583370248
640,56.7133616891
641,59.6114942089
642,50.5428183485
643,57.481374909
644,60.2359637685
645,58.2548246697
646,60.4585290077
647,60.5615689938
648,57.7751350401
649,59.8688533925
650,51.3470364376
651,58.0596467226
652,51.2495968888
653,44.6035095611
654,48.6899844978
655,59.8689013107
656,58.2410834505
657,44.9253524933
658,44.1037052726
659,44.8596498179
660,56.6781759126
661,60.4284551978
662,50.8827331848
663,44.2700577336
664,44.5631342204
665,47.2510319636
666,58.0492218862
667,44.3228396915
668,56.4365242812
669,59.9381996075
670,58.3468674576
671,58.6248606714
672,51.1270375917
673,45.0391685519
674,50.755989074
675,59.409149531
676,51.1312662093
677,44.177171712
678,59.6958195848
679,44.7159710847
680,45.1014461571
681,57.4699650954
682,59.2554650816
683,66.7170379562
684,66.4483374481
685,59.7383236916
686,57.0269700203
687,59.1207177679
688,51.1942041113
689,50.681245608
690,56.5912978172
691,59.4987895232
692,61.134036245
693,66.1510753881
694,56.1069964334
695,51.5673519394
696,46.4034129886
697,44.5205039062
698,49.2646319226
699,49.5233457327
700,52.7797513141
701,45.3053147904
702,51.006799887
703,50.6107203872
704,44.1632498019
705,43.4558868226
706,47.5531524111
707,52.6926972482
708,51.5360528465
709,44.0407024929
710,56.7912471056
711,43.4274060573
712,47.1374482956
713,57.4694204456
714,49.5055302125
715,50.6378406607
716,50.4278871943
717,49.8555991211
718,50.995507523
719,53.9390877318
720,58.234529421
721,52.5129918987
722,56.1507134776
723,56.3834294309
724,61.2440438584
725,43.4122183053
726,60.2623734097
727,57.5593622445
728,51.6424610066
729,56.9243708194
730,57.3150738375
731,60.5042680155
732,58.2413581868
733,58.1440864315
734,53.933743047
735,58.0540347398
736,55.9777574502
737,54.0076838069
738,56.5857938529
739,58.7786690797
740,57.6626859487
741,57.1781372291
742,55.0533371551
743,58.0307376417
744,54.9606855909
745,60.0220711002
746,56.1316105356
747,57.0884912397
748,65.0988042916
749,59.7279548415
750,58.6618933205
751,65.5794619308
752,58.420691974
753,65.7637331532
754,65.1923505813
755,60.539911771
756,60.2269001542
757,59.542706963
758,57.2653725715
759,57.9632923469
760,58.6088405973
761,57.7343238882
762,51.2650949139
763,49.0571235842
764,44.1099450357
765,58.5211785649
766,57.7572083256
767,56.5752765053
768,50.4613318802
769,54.9866583949
770,56.3705648647
771,43.4143304539
772,60.7129936569
773,60.4819472893
774,58.523673051
775,59.0060261058
776,58.6743533151
777,58.3689551372
778,55.8059612506
779,65.001333739
780,65.4643348009
781,65.0070782374
782,65.8244338156
783,65.9030555918
784,64.8506833069
785,65.5205236578
786,59.1638510054
787,48.6972516159
788,48.769509827
789,56.8827147617
790,59.7317169963
791,60.0690395605
792,55.965051663
793,55.2314232629
794,49.2131277204
795,56.1311180138
796,49.0832554163
797,50.1009448828
798,57.4913868725
799,49.7001189889
800,56.0286745495
801,56.3150739367
802,60.8534576773
803,65.0476024959
804,58.6309342383
805,58.8385940382
806,56.6908236512
807,55.3647258375
808,65.1607574633
809,65.1810984361
810,43.1890751875
811,57.7898249642
812,56.2313900645
813,49.1491239125
814,56.8979232095
815,55.3163719442
816,56.6091890812
817,56.9472423735
818,57.0249157905
819,56.5806825848
820,57.3986758094
821,55.0062406577
822,58.5342696861
823,59.4836297193
824,60.2961470255
825,64.8596851382
826,58.2857003629
827,57.7383337485
828,46.7465326874
829,49.0526900894
830,55.5208079923
831,47.5395190193
832,58.3028826879
833,56.8073819342
834,57.163647877
835,47.8118593512
836,56.911431268
837,54.5948282325
838,56.9376921854
839,44.4577956756
840,55.6087793031
841,57.3732252703
842,60.7257598813
843,57.8435211078
844,54.8107033573
845,57.2574743846
846,58.2007459909
847,57.5031194162
848,54.2174282358
849,61.331764555
850,58.8904421439
851,61.4034009945
852,61.2653909239
853,60.3540466934
854,57.7652702829
855,57.4336571686
856,57.4392732225
857,58.5848755029
858,60.6041925502
859,58.0935057906
860,57.9109000808
861,57.7190745015
862,54.1429550375
863,54.4956202982
864,54.9004231117
865,57.2593034378
866,58.5906533773
867,61.2355255324
868,58.3307175249
869,56.6919902037
870,58.6994050989
871,60.4370079142
872,57.9814556685
873,59.428361134
874,58.6092812905
875,56.2317787145
876,57.0258645198
877,54.5810843343
878,54.1978970771
879,56.8840733789
880,55.3719811327
881,58.5204911618
882,54.6409867139
883,61.3652573915
884,56.9274601299
885,58.3282130165
886,56.1829011847
887,60.6618642849
888,56.136273026
889,57.7430885689
890,60.9954339848
891,59.4281134732
892,64.4927987971
893,61.025857139
894,64.0015366619
895,67.5769110998
896,60.3166518974
897,56.2732848547
898,59.829499103
899,58.2525277268
900,57.0240106441
901,59.3582162258
902,54.6016533156
903,54.8681956509
904,57.3197814934
905,55.469311649
906,55.1504437311
907,57.6013499788
908,57.7627992052
909,58.7593332527
910,54.4757831799
911,54.7923973862
912,56.3402760887
913,54.9502940893
914,59.7585182193
915,54.9525460998
916,56.467527571
917,54.604058057
918,54.5961970371
919,56.0760343656
920,57.2444048365
921,55.3801044232
922,60.9226809037
923,56.6366516629
924,55.2266262386
925,57.5256239545
926,54.7041593182
927,56.9068707199
928,56.8197371037
929,54.7973652066
930,54.7880002984
931,54.9513780739
932,54.7440949607
933,56.6402678814
934,54.7638624544
935,55.1671975641
936,56.0555916906
937,58.7299303083
938,58.2291166465
939,59.5085474786
940,64.5168169597
941,59.3261093449
942,60.2691029199
943,55.9227074711
944,68.2458935638
945,58.5398721349
946,59.2726412338
947,58.3587306045
948,59.8245282897
949,56.0833935506
950,56.7822583711
951,57.935132814
952,55.3717433404
953,61.6952614265
954,59.0930453075
955,59.1292165794
956,58.0068425696
957,61.7689080653
958,64.6635247143
959,61.6314739787
960,65.1075300354
961,61.5408521107
962,58.2549226481
963,55.3297372429
964,58.8894879558
965,56.3599825424
966,59.0830657133
967,59.6910774677
968,55.2324337188
969,55.621390148
970,55.2492103656
971,56.8414883106
972,58.0367227238
973,59.9191872375
974,56.9081676883
975,55.5795795244
976,57.8245265801
977,59.7758802369
978,55.6203674051
979,57.3366836224
980,57.2043206843
981,57.2092680268
982,59.9431835577
983,69.4798177038
984,69.5347371691
985,61.9282582278
986,63.7549923118
987,56.382866533
988,60.572572061
989,59.6312408997
990,61.5338605515
991,60.2370212372
992,60.4648070048
993,60.2080050895
994,59.5117490815
995,57.8408685334
996,60.9097464247
997,59.7753974261
998,57.9903166779
999,62.7377819766
1000,61.6777542454
1001,58.9905445522
1002,62.2502737401
1003,60.5140589765
1004,60.7278709366
1005,58.9656629768
1006,57.924795799
1007,55.7767256575
1008,56.4368736372
1009,57.2118369747
1010,56.0248461105
1011,62.3015976895
1012,59.1478475587
1013,56.583771348
1014,56.8001310798
1015,56.2433974661
1016,56.233985993
1017,56.4558848985
1018,55.9537699808
1019,59.1469468484
1020,61.552540243
1021,56.4806752632
1022,62.985323797
1023,58.1156399514
1024,60.0237888737
1025,59.2242944311
1026,66.0605065753
1027,60.2580105189
1028,59.0840300849
1029,59.1693673597
1030,56.9307388127
1031,56.4567845466
1032,59.6413352207
1033,60.6249990566
1034,56.1737446055
1035,58.4713207507
1036,60.5131092923
1037,57.1015428604
1038,56.2015939523
1039,60.0419199816
1040,62.8527500917
1041,62.4000143903
1042,63.5663934591
1043,63.0712581562
1044,62.1024807524
1045,56.4717131269
1046,62.6387372054
1047,62.4421254047
1048,59.8578231401
1049,57.0814238753
1050,56.5299344401
1051,63.6184601609
1052,66.9153980167
1053,62.5652415761
1054,59.8528217569
1055,56.818014524
1056,56.8769071563
1057,59.5179116513
1058,61.3730528255
1059,61.2130689755
1060,58.0723423711
1061,59.9130231298
1062,63.4956977598
1063,61.8511732227
1064,61.3425219463
1065,61.4130298197
1066,64.8213038357
1067,63.8305092561
1068,70.8324340414
1069,64.5758446714
1070,64.8662912317
1071,61.8045851019
1072,70.7898950663
1073,63.3508156191
1074,60.4122476572
1075,59.6197759611
1076,60.720829855
1077,59.4019503375
1078,62.2853611533
1079,56.9028800622
1080,58.6500372037
1081,68.5020733728
1082,61.1315972394
1083,69.3623597058
1084,62.2525809736
1085,58.1315086977
1086,70.1586879604
1087,62.5960088051
1088,62.0988697719
1089,61.4462171337
1090,61.5001547232
1091,56.8204451013
1092,54.4244986442
1093,57.7313492562
1094,56.5964147319
1095,60.3057819439
1096,60.3662807714
1097,61.2846951781
1098,54.7735238801
1099,61.5573222401
1100,59.4066499599
1101,56.1696501603
1102,60.8728592858
1103,57.6479105685
1104,58.477969875
1105,59.1973280978
1106,54.3835758115
1107,53.4637822486
1108,53.1787157092
1109,61.1945995686
1110,50.9198680408
1111,45.1259142109
1112,45.2135562544
1113,45.1654235574
1114,45.4712098813
1115,45.1791098972
1116,45.1845780798
1117,52.3450263608
1118,53.8848213083
1119,45.71412259
1120,54.1756475204
1121,52.4638336765
1122,48.52695483
1123,49.2189288562
1124,46.1619005065
1125,60.0097235946
1126,61.3860533521
1127,61.6527553298
1128,61.9421723638
1129,63.7314016553
1130,54.0068438048
1131,55.750233891
1132,59.1098392739
1133,59.9385877385
1134,61.9619523452
1135,61.6577189514
1136,69.6050894748
1137,61.7062323399
1138,63.8451196761
1139,70.8479532571
1140,61.1051486981
1141,69.5191141246
1142,62.0701874031
1143,61.1930289134
1144,60.9703732809
1145,61.4804785797
1146,62.0461603589
1147,62.0697796214
1148,54.0846706945
1149,57.0803405843
1150,54.348799267
1151,50.3248687187
1152,53.4197282311
1153,60.60963552
1154,58.2159580083
1155,46.3268453741
1156,54.6164549589
1157,54.306807295
1158,58.5186880512
1159,61.3466325967
1160,49.6855152595
1161,53.5113117081
1162,54.3016437464
1163,55.543891466
1164,62.7509725672
1165,61.5605321187
1166,55.1543238806
1167,60.4340455404
1168,62.3101697945
1169,55.0022549675
1170,53.9848061345
1171,47.3222025002
1172,47.0890861481
1173,61.7437600839
1174,61.879569115
1175,59.2823787358
1176,61.5072134676
1177,54.2050071558
1178,61.5276447605
1179,53.9261226961
1180,61.336170277
1181,55.2867023125
1182,48.2264995616
1183,57.0792266032
1184,46.9080518774
1185,57.4763468428
1186,46.6446317084
1187,46.0335930934
1188,46.6355594933
1189,49.2593846908
1190,55.711559756
1191,47.0436284337
1192,46.5564761233
1193,47.0995021996
1194,46.3272967454
1195,52.0767113406
1196,45.7585231183
1197,45.8175517631
1198,49.3938397945
1199,48.1692373327
1200,54.4859592403
1201,54.489785103
1202,56.8293243326
1203,60.8620387745
1204,55.6532497441
1205,60.8680250985
1206,55.3600530367
1207,60.2881218087
1208,54.3865918388
1209,57.9526270245
1210,61.2361084222
1211,71.0201648171
1212,60.3002818971
1213,55.410352788
1214,62.0546413499
1215,53.9006495989
1216,61.0354964364
1217,50.1792250275
1218,63.0109861609
1219,62.0303646314
1220,52.634582475
1221,54.8147763077
1222,60.8368234705
1223,52.1861115368
1224,46.406322268
1225,46.0803790463
1226,47.8546738181
1227,50.5228266365
1228,51.26439269
1229,53.6122324005
1230,54.7766788997
1231,55.8209689514
1232,57.9715435263
1233,55.0057995563
1234,62.2377063914
1235,58.5042317681
1236,61.4754739993
1237,61.4020171963
1238,60.8636020071
1239,58.1544063545
1240,54.1525632473
1241,61.2715523137
1242,60.5896374911
1243,61.7740939258
1244,60.1278186547
1245,62.1526458216
1246,58.3583841652
1247,58.8787270392
1248,62.1243899847
1249,61.9256558551
1250,50.9135857921
1251,54.1243246692
1252,54.13271264
1253,61.8022065241
1254,46.427634159
1255,60.2538729006
1256,61.5560425522
1257,53.8232067391
1258,52.8797239091
1259,53.5288605999
1260,61.8463414881
1261,46.4918498093
1262,55.6489711851
1263,53.8079099857
1264,45.9082204676
1265,48.35697457
1266,46.0117572262
1267,53.8158901353
1268,53.3403806338
1269,48.3922664743
1270,49.8825337311
1271,45.5873243751
1272,47.5114494671
1273,51.2467215668
1274,49.8381810502
1275,53.667261465
1276,61.406498314
1277,54.3806407446
1278,59.5118373502
1279,60.2237640763
1280,54.3959842972
1281,60.3049629756
1282,61.4952237048
1283,62.8266088402
1284,60.4736491159
1285,61.5163334732
1286,59.804495301
1287,60.6561711415
1288,59.3144293314
1289,53.4227847217
1290,58.7363008277
1291,52.1599491877
1292,60.1981211203
1293,60.4513793696
1294,61.4803892422
1295,57.0954666856
1296,54.6834063605
1297,53.4912360511
1298,61.112416989
1299,62.4079126075
1300,68.5865418636
1301,60.2705375695
1302,56.2555041512
1303,61.1237195878
1304,58.0045796386
1305,56.3084882523
1306,54.5200639193
1307,57.5492019131
1308,46.5869999723
1309,55.947329802
1310,55.0652781188
1311,63.0954745515
1312,58.6053881875
1313,45.4732716592
1314,49.7678534463
1315,48.7607623641
1316,53.4168229576
1317,58.0909134053
1318,60.1084271799
1319,53.7735593134
1320,62.0044736545
1321,62.2871484082
1322,60.9414056336
1323,61.1701619308
1324,60.9141244323
1325,69.1649830419
1326,61.1555941845
1327,61.0010220522
1328,61.9294204942
1329,58.4055169075
1330,61.8425281154
1331,60.3230727019
1332,60.8038996119
1333,55.0264647087
1334,68.2671292141
1335,61.1679386729
1336,58.5805109497
1337,60.7273117626
1338,59.7556348823
1339,60.4950486545
1340,59.1732210917
1341,59.2026129137
1342,45.348668615
1343,55.1102606685
1344,55.9091151408
1345,59.2192621003
1346,60.3854341349
1347,59.2259594155
1348,53.2907219245
1349,48.7810442493
1350,60.9772938957
1351,55.8909922631
1352,51.007496386
1353,50.5177452317
1354,53.1033805588
1355,58.8109771554
1356,57.5821105211
1357,57.1849179868
1358,60.1162691061
1359,68.2421386766
1360,58.907700677
1361,60.4047388542
1362,54.1676670608
1363,60.329584228
1364,58.2953015738
1365,57.6548765255
1366,58.8949685512
1367,51.1385288516
1368,60.3971132734
1369,60.7893240896
1370,53.095547278
1371,59.3555269687
1372,57.1785211257
1373,61.2409138535
1374,56.6120757697
1375,54.2018705632
1376,57.8711496948
1377,49.9312719937
1378,57.8768743671
1379,56.3869885564
1380,55.2361850815
1381,58.9289301425
1382,67.6639789185
1383,58.4251926496
1384,61.4415879507
1385,61.577988921
1386,62.0555747144
1387,57.5019389232
1388,67.1310598017
1389,61.7853393919
1390,58.735277446
1391,51.1271152776
1392,60.3407765243
1393,59.8332814335
1394,60.1279879192
1395,61.1227259278
1396,56.3582112954
1397,66.7247600133
1398,46.5060288078
1399,57.1043138995
1400,57.0031092825
1401,50.8661128439
1402,44.1155351621
1403,58.0471748303
1404,45.1200069386
1405,57.7976089014
1406,60.450526615
1407,53.0265239421
1408,56.9526708212
1409,58.8847170009
1410,57.0718045179
1411,57.1850500395
1412,58.1293612827
1413,61.2253271106
1414,61.088761546
1415,67.6302189001
1416,60.740193389
1417,67.3240304643
1418,61.1743202969
1419,67.5705390188
1420,60.6142847624
1421,60.3616083452
1422,57.1289085593
1423,66.6724607287
1424,59.4264633374
1425,58.2038241704
1426,59.8180841566
1427,46.8078349055
1428,61.3235428821
1429,57.878787697
1430,57.3075213664
1431,47.7735494993
1432,60.2557287399
1433,45.2439639797
1434,51.4350250555
1435,51.0602232344
1436,59.2430697392
1437,58.6220732496
1438,50.8064978186
1439,45.7455763726
1440,56.7738831635
1441,45.3830111859
1442,50.580434778
1443,43.5115863864
1444,49.6979636983
1445,44.177623605
1446,48.4628190309
1447,57.5744461368
1448,47.398986296
1449,43.95011326
1450,58.0661795927
1451,58.8090518712
1452,50.1799770363
1453,56.8972528506
1454,58.7487048771
1455,66.0495663879
1456,54.9187188696
1457,59.5049332491
1458,45.582680293
1459,49.6057641752
1460,60.4671654839
1461,58.9991033578
1462,58.6831677947
1463,57.5016171639
1464,61.3863889314
1465,65.8947048366
1466,60.5537020984
1467,51.0501484421
1468,56.8028882711
1469,58.8786210827
1470,58.2912886855
1471,49.8111943617
1472,65.7853221378
1473,65.5245633175
1474,49.7366083188
1475,53.149225063
1476,48.2789303306
1477,59.0652077543
1478,58.6839547404
1479,58.1272390244
1480,49.5456681803
1481,48.094116216
1482,56.3334726476
1483,49.8723311737
1484,56.3736166898
1485,51.4638215303
1486,56.817466866
1487,56.3870084594
1488,60.5656511403
1489,56.4805601293
1490,49.6744361855
1491,57.009042451
1492,46.5898237909
1493,56.8433099212
1494,57.3518940261
1495,57.0280619676
1496,61.406769675
1497,60.7750092636
1498,58.7161987575
1499,55.943163901
1500,49.8766994465
1501,59.0287017024
1502,57.8647399594
1503,57.5662895913
1504,56.8122724674
1505,54.5211802218
1506,65.3688097779
1507,58.7120523827
1508,50.8994388767
1509,60.1813011272
1510,58.7411522964
1511,56.5782471285
