HOUR,steam_D
0,63.8950811286
1,69.7370207271
2,65.2207845756
3,63.0552832369
4,63.344394848
5,60.3184540357
6,63.4317462534
7,60.0703706331
8,61.440559559
9,63.9651318911
10,59.8367603488
11,61.1693524279
12,59.5050134072
13,60.5166503382
14,60.6644380085
15,63.4595466284
16,62.7770165582
17,63.0410691842
18,63.9484033003
19,62.66123953
20,61.2884729698
21,63.0045204359
22,64.0076271427
23,64.4473940578
24,72.9114616957
25,72.9372089496
26,70.2939892945
27,70.0855895926
28,66.2545601023
29,64.9417064966
30,69.7848389287
31,63.7581086765
32,64.1278984618
33,63.2919939259
34,63.2214684515
35,62.1818072838
36,64.4083025973
37,65.3525348927
38,72.9862466739
39,63.6786651044
40,72.5224249905
41,63.4128625681
42,70.349825385
43,66.1196556798
44,64.3263347153
45,63.635060857
46,63.7800268051
47,63.7989485824
48,63.310349361
49,63.0764919323
50,61.40244953
51,63.5674053254
52,63.9760058858
53,63.311650135
54,63.8387225378
55,60.4445071822
56,63.7083913349
57,63.2931538979
58,61.7943670493
59,61.299888568
60,64.1691722494
61,62.6280504031
62,63.9442648553
63,64.3398743248
64,63.9224970816
65,63.5281468495
66,63.7462654868
67,63.5923185445
68,64.674602033
69,61.7518210007
70,62.7208541888
71,61.1644839038
72,62.2940453641
73,63.8138598924
74,62.5721520533
75,63.4362957598
76,60.293877431
77,60.8528560252
78,60.8994667182
79,60.0480015849
80,59.4302120118
81,63.1512400782
82,59.9042548238
83,61.0042429587
84,60.6387164617
85,62.8450770125
86,62.5396098684
87,63.3888247386
88,63.8508342825
89,63.9997674123
90,63.6479647423
91,64.6861603142
92,64.4358316675
93,62.6473599299
94,62.8524884961
95,59.4805673062
96,61.1146886407
97,63.0720455208
98,61.0409719459
99,64.2984341034
100,60.3930860022
101,63.1191489236
102,72.9423876028
103,64.4080729949
104,63.7408062122
105,63.1932356577
106,63.6149492277
107,62.1386512235
108,62.047993518
109,64.0299888667
110,63.750281119
111,63.5071306069
112,60.3327526676
113,61.476480645
114,61.8414420194
115,70.3438587422
116,72.9121578038
117,71.8252286707
118,63.9230316763
119,64.3439123316
120,63.3094819467
121,65.1818119897
122,64.1128194709
123,64.3045309407
124,62.2478125284
125,62.500684898
126,63.8263392168
127,64.1449656691
128,65.5836213301
129,64.819940535
130,64.3118430766
131,64.0813667443
132,65.2279856703
133,62.594096356
134,64.5270666545
135,63.1230737259
136,63.0399328446
137,60.566720912
138,64.443350354
139,64.168049973
140,60.2519646547
141,65.0962538841
142,74.5812586059
143,65.2236204412
144,63.9073010749
145,61.8493316484
146,63.9123814629
147,63.7354336584
148,64.4471627447
149,63.2975768078
150,61.975587492
151,63.2486915145
152,59.9564361665
153,63.9055496277
154,64.1288216655
155,64.6338750071
156,64.2528114092
157,59.9239100578
158,64.5528529353
159,75.4058708741
160,64.9188894148
161,65.4898041879
162,64.5238325764
163,65.3902978897
164,62.6490903666
165,63.8477094783
166,62.9660096805
167,63.677652857
168,62.6786889257
169,63.1735821138
170,64.1759817966
171,64.2806908543
172,65.0551082506
173,65.3696091094
174,65.6698226547
175,61.9862939295
176,64.7830836927
177,65.1178016626
178,65.658104499
179,72.4276715715
180,60.4712905771
181,63.8573108039
182,64.8916644491
183,76.0057238312
184,65.3517433244
185,65.6610192614
186,75.4072305237
187,64.262224291
188,62.5942794792
189,63.1615905437
190,64.452662979
191,62.5485711298
192,64.7624567503
193,64.8681733006
194,64.6141287322
195,60.2012943544
196,64.4567211292
197,61.1051536603
198,63.4250035775
199,75.3994795152
200,64.4280751234
201,65.5331257534
202,60.8285712957
203,64.101164777
204,61.5897493199
205,64.0751251325
206,65.8713869342
207,64.1005426003
208,63.7557332803
209,64.5080550302
210,65.432111816
211,65.3377315924
212,65.7171903698
213,63.6045885366
214,64.278743177
215,65.1853795166
216,63.5781761508
217,62.8882741157
218,60.1957798253
219,62.8632708633
220,60.2276818441
221,63.534481654
222,63.7315466662
223,63.6393699244
224,60.5894528926
225,63.8429236018
226,60.7237324061
227,65.2975387375
228,63.3345663116
229,64.3246206363
230,61.7395619462
231,62.8137236047
232,63.0025185254
233,64.7707069774
234,65.2871009208
235,63.2343198899
236,60.097174631
237,63.8831175015
238,63.4905672096
239,63.215808849
240,63.9275799033
241,64.0904654169
242,70.3175974105
243,64.3414462901
244,64.7273626126
245,63.965630619
246,60.4712193546
247,65.0254068576
248,60.4821544154
249,63.7892280145
250,65.1967875183
251,64.0451118533
252,64.5783563247
253,64.0351291528
254,73.4507869309
255,70.3157960201
256,64.3141948652
257,64.4154700188
258,65.5271569021
259,73.7362416934
260,70.6513291789
261,73.2557324651
